beta0_deg,Id0_over_Is,Pe_min,J,mu_over_J,sigma,omega_e0,fate,omega_e_final,omega_e_peak,omega_e_min,omega_e_tailmean,ripple,t_end_yr,reached_horizon,beta_final_deg,Id_final_over_Is,eps_beta_max,t_domain_exit_yr,in_domain,omega_e_tailmean_numeric,n_resonance_crossings,nearest_resonance,d_to_resonance,min_d_separatrix,wall_s,omega_e_pred,rel_err_pred,H_drift_rel
135.00,0.6934,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.21012470e-03,1.74532925e-03,1.21012470e-03,1.21012470e-03,0.000000e+00,100.0000,1,115.0276,1.000000,1.291600e-02,NaN,1,NaN,12,SAM 2:1,0.070033,1.738669e-01,7.54,1.21012470e-03,2.150262e-15,0.000000e+00
165.00,0.6934,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.21012470e-03,1.74532925e-03,1.21012470e-03,1.21012470e-03,0.000000e+00,100.0000,1,113.4557,1.000000,1.293266e-02,NaN,1,NaN,12,SAM 2:1,0.070033,1.738668e-01,5.08,1.21012470e-03,7.167540e-16,0.000000e+00
15.00,0.7437,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.29798836e-03,1.74532925e-03,1.29798836e-03,1.29798836e-03,0.000000e+00,100.0000,1,55.3514,1.000000,1.135316e-02,NaN,1,NaN,11,SAM 2:1,0.070033,1.192410e-01,4.29,1.29798836e-03,5.011765e-16,0.000000e+00
45.00,0.7437,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.29798836e-03,1.74532925e-03,1.29798836e-03,1.29798836e-03,0.000000e+00,100.0000,1,52.1345,1.000000,1.136230e-02,NaN,1,NaN,11,SAM 2:1,0.070033,1.192410e-01,6.30,1.29798836e-03,1.670588e-15,0.000000e+00
75.00,0.7437,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.29798836e-03,1.74532925e-03,1.29798836e-03,1.29798836e-03,0.000000e+00,100.0000,1,77.3230,1.000000,1.041227e-02,NaN,1,NaN,11,SAM 2:1,0.070033,1.192410e-01,6.49,1.29798836e-03,2.171765e-15,0.000000e+00
105.00,0.7437,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.29798836e-03,1.74532925e-03,1.29798836e-03,1.29798836e-03,0.000000e+00,100.0000,1,62.5772,1.000000,1.046136e-02,NaN,1,NaN,11,SAM 2:1,0.070033,1.192410e-01,6.48,1.29798836e-03,2.171765e-15,0.000000e+00
135.00,0.7437,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.29798836e-03,1.74532925e-03,1.29798836e-03,1.29798836e-03,0.000000e+00,100.0000,1,97.8813,1.000000,1.135812e-02,NaN,1,NaN,11,SAM 2:1,0.070033,1.192410e-01,6.27,1.29798836e-03,1.670588e-15,0.000000e+00
165.00,0.7437,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.29798836e-03,1.74532925e-03,1.29798836e-03,1.29798836e-03,0.000000e+00,100.0000,1,112.9351,1.000000,1.128755e-02,NaN,1,NaN,11,SAM 2:1,0.070033,1.192410e-01,4.29,1.29798836e-03,6.682354e-16,0.000000e+00
15.00,0.7940,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.38585201e-03,1.74532925e-03,1.38585201e-03,1.38585201e-03,0.000000e+00,100.0000,1,166.1387,1.000000,1.004722e-02,NaN,1,NaN,9,SAM 2:1,0.070033,5.962049e-02,4.12,1.38585201e-03,6.258689e-16,0.000000e+00
45.00,0.7940,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.38585201e-03,1.74532925e-03,1.38585201e-03,1.38585201e-03,0.000000e+00,100.0000,1,81.3696,1.000000,1.004092e-02,NaN,1,NaN,9,SAM 2:1,0.070033,5.962049e-02,5.87,1.38585201e-03,1.564672e-15,0.000000e+00
75.00,0.7940,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.38585201e-03,1.74532925e-03,1.38585201e-03,1.38585201e-03,0.000000e+00,100.0000,1,108.0163,1.000000,9.230600e-03,NaN,1,NaN,9,SAM 2:1,0.070033,5.962049e-02,5.55,1.38585201e-03,1.877607e-15,0.000000e+00
105.00,0.7940,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.38585201e-03,1.74532925e-03,1.38585201e-03,1.38585201e-03,0.000000e+00,100.0000,1,115.8386,1.000000,9.219703e-03,NaN,1,NaN,9,SAM 2:1,0.070033,5.962049e-02,5.63,1.38585201e-03,1.877607e-15,0.000000e+00
135.00,0.7940,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.38585201e-03,1.74532925e-03,1.38585201e-03,1.38585201e-03,0.000000e+00,100.0000,1,66.2106,1.000000,1.003817e-02,NaN,1,NaN,9,SAM 2:1,0.070033,5.962049e-02,5.67,1.38585201e-03,1.564672e-15,0.000000e+00
165.00,0.7940,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.38585201e-03,1.74532925e-03,1.38585201e-03,1.38585201e-03,0.000000e+00,100.0000,1,17.1183,1.000000,1.003110e-02,NaN,1,NaN,9,SAM 2:1,0.070033,5.962049e-02,4.15,1.38585201e-03,4.694017e-16,0.000000e+00
15.00,0.8599,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.50087702e-03,1.74532925e-03,1.50087702e-03,1.50087702e-03,0.000000e+00,100.0000,1,92.2560,1.000000,8.621077e-03,NaN,1,NaN,3,SAM 2:1,0.070033,1.843053e-02,3.68,1.50087702e-03,2.889516e-16,0.000000e+00
45.00,0.8599,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.50087702e-03,1.74532925e-03,1.50087702e-03,1.50087702e-03,0.000000e+00,100.0000,1,44.9303,1.000000,8.659721e-03,NaN,1,NaN,3,SAM 2:1,0.070033,1.843053e-02,5.42,1.50087702e-03,1.155807e-15,0.000000e+00
75.00,0.8599,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.50087702e-03,1.74532925e-03,1.50087702e-03,1.50087702e-03,0.000000e+00,100.0000,1,69.9247,1.000000,7.908000e-03,NaN,1,NaN,3,SAM 2:1,0.070033,1.843053e-02,14.41,1.50087702e-03,1.589234e-15,0.000000e+00
105.00,0.8599,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.50087702e-03,1.74532925e-03,1.50087702e-03,1.50087702e-03,0.000000e+00,100.0000,1,65.3366,1.000000,7.908394e-03,NaN,1,NaN,3,SAM 2:1,0.070033,1.843053e-02,6.50,1.50087702e-03,1.589234e-15,0.000000e+00
135.00,0.8599,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.50087702e-03,1.74532925e-03,1.50087702e-03,1.50087702e-03,0.000000e+00,100.0000,1,134.9300,1.000000,8.651751e-03,NaN,1,NaN,3,SAM 2:1,0.070033,1.843053e-02,7.32,1.50087702e-03,1.155807e-15,0.000000e+00
165.00,0.8599,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.50087702e-03,1.74532925e-03,1.50087702e-03,1.50087702e-03,0.000000e+00,100.0000,1,75.9448,1.000000,8.630298e-03,NaN,1,NaN,3,SAM 2:1,0.070033,1.843053e-02,4.32,1.50087702e-03,2.889516e-16,0.000000e+00
15.00,0.8755,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.52803838e-03,1.74532925e-03,1.52803838e-03,1.52803838e-03,0.000000e+00,100.0000,1,105.9127,1.000000,8.382594e-03,NaN,1,NaN,2,SAM 2:1,0.070033,3.686106e-02,4.79,1.52803838e-03,5.676309e-16,0.000000e+00
45.00,0.8755,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.52803838e-03,1.74532925e-03,1.52803838e-03,1.52803838e-03,0.000000e+00,100.0000,1,50.5354,1.000000,8.168603e-03,NaN,1,NaN,2,SAM 2:1,0.070033,3.686106e-02,5.95,1.52803838e-03,1.277169e-15,0.000000e+00
75.00,0.8755,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.52803838e-03,1.74532925e-03,1.52803838e-03,1.52803838e-03,0.000000e+00,100.0000,1,95.3512,1.000000,7.610415e-03,NaN,1,NaN,2,SAM 2:1,0.070033,3.686106e-02,5.60,1.52803838e-03,1.560985e-15,0.000000e+00
105.00,0.8755,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.52803838e-03,1.74532925e-03,1.52803838e-03,1.52803838e-03,0.000000e+00,100.0000,1,117.1016,1.000000,7.638230e-03,NaN,1,NaN,2,SAM 2:1,0.070033,3.686106e-02,5.63,1.52803838e-03,1.560985e-15,0.000000e+00
135.00,0.8755,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.52803838e-03,1.74532925e-03,1.52803838e-03,1.52803838e-03,0.000000e+00,100.0000,1,100.0493,1.000000,8.254953e-03,NaN,1,NaN,2,SAM 2:1,0.070033,3.686106e-02,6.07,1.52803838e-03,1.277169e-15,0.000000e+00
165.00,0.8755,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.52803838e-03,1.74532925e-03,1.52803838e-03,1.52803838e-03,0.000000e+00,100.0000,1,85.8834,1.000000,8.367300e-03,NaN,1,NaN,2,SAM 2:1,0.070033,3.686106e-02,4.50,1.52803838e-03,5.676309e-16,0.000000e+00
15.00,0.8911,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.55519974e-03,1.74532925e-03,1.55519974e-03,1.55519974e-03,0.000000e+00,100.0000,1,13.7470,1.000000,8.005988e-03,NaN,1,NaN,1,SAM 2:1,0.070033,5.529159e-02,4.09,1.55519974e-03,5.577173e-16,0.000000e+00
45.00,0.8911,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.55519974e-03,1.74532925e-03,1.55519974e-03,1.55519974e-03,0.000000e+00,100.0000,1,69.9563,1.000000,8.118843e-03,NaN,1,NaN,1,SAM 2:1,0.070033,5.529159e-02,6.06,1.55519974e-03,1.394293e-15,0.000000e+00
75.00,0.8911,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.55519974e-03,1.74532925e-03,1.55519974e-03,1.55519974e-03,0.000000e+00,100.0000,1,91.0774,1.000000,7.364158e-03,NaN,1,NaN,1,SAM 2:1,0.070033,5.529159e-02,5.30,1.55519974e-03,1.533722e-15,0.000000e+00
105.00,0.8911,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.55519974e-03,1.74532925e-03,1.55519974e-03,1.55519974e-03,0.000000e+00,100.0000,1,115.8508,1.000000,7.384649e-03,NaN,1,NaN,1,SAM 2:1,0.070033,5.529159e-02,5.27,1.55519974e-03,1.533722e-15,0.000000e+00
135.00,0.8911,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.55519974e-03,1.74532925e-03,1.55519974e-03,1.55519974e-03,0.000000e+00,100.0000,1,135.7080,1.000000,8.114780e-03,NaN,1,NaN,1,SAM 2:1,0.070033,5.529159e-02,5.81,1.55519974e-03,1.394293e-15,0.000000e+00
165.00,0.8911,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.55519974e-03,1.74532925e-03,1.55519974e-03,1.55519974e-03,0.000000e+00,100.0000,1,162.0531,1.000000,8.114344e-03,NaN,1,NaN,1,SAM 2:1,0.070033,5.529159e-02,4.25,1.55519974e-03,5.577173e-16,0.000000e+00
15.00,0.9066,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.58236110e-03,1.74532925e-03,1.58236110e-03,1.58236110e-03,0.000000e+00,100.0000,1,53.8508,1.000000,7.845810e-03,NaN,1,NaN,1,SAM 2:1,0.070033,7.372212e-02,4.52,1.58236110e-03,4.111080e-16,0.000000e+00
45.00,0.9066,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.58236110e-03,1.74532925e-03,1.58236110e-03,1.58236110e-03,0.000000e+00,100.0000,1,64.8637,1.000000,7.869872e-03,NaN,1,NaN,1,SAM 2:1,0.070033,7.372212e-02,7.10,1.58236110e-03,1.233324e-15,0.000000e+00
75.00,0.9066,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.58236110e-03,1.74532925e-03,1.58236110e-03,1.58236110e-03,0.000000e+00,100.0000,1,85.4355,1.000000,7.119894e-03,NaN,1,NaN,1,SAM 2:1,0.070033,7.372212e-02,6.47,1.58236110e-03,1.370360e-15,0.000000e+00
105.00,0.9066,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.58236110e-03,1.74532925e-03,1.58236110e-03,1.58236110e-03,0.000000e+00,100.0000,1,63.0741,1.000000,7.083270e-03,NaN,1,NaN,1,SAM 2:1,0.070033,7.372212e-02,6.93,1.58236110e-03,1.370360e-15,0.000000e+00
135.00,0.9066,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.58236110e-03,1.74532925e-03,1.58236110e-03,1.58236110e-03,0.000000e+00,100.0000,1,82.8208,1.000000,7.864924e-03,NaN,1,NaN,1,SAM 2:1,0.070033,7.372212e-02,7.00,1.58236110e-03,1.233324e-15,0.000000e+00
165.00,0.9066,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.58236110e-03,1.74532925e-03,1.58236110e-03,1.58236110e-03,0.000000e+00,100.0000,1,114.4495,1.000000,7.861011e-03,NaN,1,NaN,1,SAM 2:1,0.070033,7.372212e-02,4.83,1.58236110e-03,4.111080e-16,0.000000e+00
15.00,0.9222,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.60952246e-03,1.74532925e-03,1.60952246e-03,1.60952246e-03,0.000000e+00,100.0000,1,56.6893,1.000000,7.623087e-03,NaN,1,NaN,1,SAM 2:1,0.070033,9.215264e-02,5.40,1.60952246e-03,4.041704e-16,0.000000e+00
45.00,0.9222,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.60952246e-03,1.74532925e-03,1.60952246e-03,1.60952246e-03,0.000000e+00,100.0000,1,53.3561,1.000000,7.596644e-03,NaN,1,NaN,1,SAM 2:1,0.070033,9.215264e-02,5.75,1.60952246e-03,1.212511e-15,0.000000e+00
75.00,0.9222,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.60952246e-03,1.74532925e-03,1.60952246e-03,1.60952246e-03,0.000000e+00,100.0000,1,78.8647,1.000000,6.901258e-03,NaN,1,NaN,1,SAM 2:1,0.070033,9.215264e-02,5.97,1.60952246e-03,1.481958e-15,0.000000e+00
105.00,0.9222,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.60952246e-03,1.74532925e-03,1.60952246e-03,1.60952246e-03,0.000000e+00,100.0000,1,62.4322,1.000000,6.399291e-03,NaN,1,NaN,1,SAM 2:1,0.070033,9.215264e-02,5.69,1.60952246e-03,1.481958e-15,0.000000e+00
135.00,0.9222,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.60952246e-03,1.74532925e-03,1.60952246e-03,1.60952246e-03,0.000000e+00,100.0000,1,96.2854,1.000000,7.592488e-03,NaN,1,NaN,1,SAM 2:1,0.070033,9.215264e-02,6.66,1.60952246e-03,1.212511e-15,0.000000e+00
165.00,0.9222,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.60952246e-03,1.74532925e-03,1.60952246e-03,1.60952246e-03,0.000000e+00,100.0000,1,111.5995,1.000000,7.606961e-03,NaN,1,NaN,1,SAM 2:1,0.070033,9.215264e-02,4.41,1.60952246e-03,4.041704e-16,0.000000e+00
15.00,0.9378,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.63668382e-03,1.74532925e-03,1.63668382e-03,1.63668382e-03,0.000000e+00,100.0000,1,17.4318,1.000000,7.358171e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.105832e-01,4.25,1.63668382e-03,3.974630e-16,0.000000e+00
45.00,0.9378,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.63668382e-03,1.74532925e-03,1.63668382e-03,1.63668382e-03,0.000000e+00,100.0000,1,104.8750,1.000000,7.392417e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.105832e-01,7.01,1.63668382e-03,1.059901e-15,0.000000e+00
75.00,0.9378,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.63668382e-03,1.74532925e-03,1.63668382e-03,1.63668382e-03,0.000000e+00,100.0000,1,106.3528,1.000000,6.686731e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.105832e-01,5.48,1.63668382e-03,1.457364e-15,0.000000e+00
105.00,0.9378,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.63668382e-03,1.74532925e-03,1.63668382e-03,1.63668382e-03,0.000000e+00,100.0000,1,116.5336,1.000000,6.686450e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.105832e-01,5.20,1.63668382e-03,1.457364e-15,0.000000e+00
135.00,0.9378,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.63668382e-03,1.74532925e-03,1.63668382e-03,1.63668382e-03,0.000000e+00,100.0000,1,107.7877,1.000000,7.395184e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.105832e-01,5.45,1.63668382e-03,1.059901e-15,0.000000e+00
165.00,0.9378,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.63668382e-03,1.74532925e-03,1.63668382e-03,1.63668382e-03,0.000000e+00,100.0000,1,153.4002,1.000000,7.382068e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.105832e-01,4.78,1.63668382e-03,3.974630e-16,0.000000e+00
15.00,0.9533,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.66384518e-03,1.74532925e-03,1.66384518e-03,1.66384518e-03,0.000000e+00,100.0000,1,79.6260,1.000000,7.155351e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.290137e-01,4.70,1.66384518e-03,3.909747e-16,0.000000e+00
45.00,0.9533,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.66384518e-03,1.74532925e-03,1.66384518e-03,1.66384518e-03,0.000000e+00,100.0000,1,45.0501,1.000000,7.102481e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.290137e-01,6.52,1.66384518e-03,1.042599e-15,0.000000e+00
75.00,0.9533,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.66384518e-03,1.74532925e-03,1.66384518e-03,1.66384518e-03,0.000000e+00,100.0000,1,107.1979,1.000000,6.468918e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.290137e-01,5.36,1.66384518e-03,1.172924e-15,0.000000e+00
105.00,0.9533,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.66384518e-03,1.74532925e-03,1.66384518e-03,1.66384518e-03,0.000000e+00,100.0000,1,116.2061,1.000000,6.487710e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.290137e-01,5.37,1.66384518e-03,1.172924e-15,0.000000e+00
135.00,0.9533,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.66384518e-03,1.74532925e-03,1.66384518e-03,1.66384518e-03,0.000000e+00,100.0000,1,135.0498,1.000000,7.152501e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.290137e-01,5.74,1.66384518e-03,1.042599e-15,0.000000e+00
165.00,0.9533,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.66384518e-03,1.74532925e-03,1.66384518e-03,1.66384518e-03,0.000000e+00,100.0000,1,112.1846,1.000000,7.167325e-03,NaN,1,1.66384518e-03,0,SAM 2:1,0.070033,1.290137e-01,4.88,1.66384518e-03,3.909747e-16,0.000000e+00
15.00,0.9689,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.69100653e-03,1.74532925e-03,1.69100653e-03,1.69100653e-03,0.000000e+00,100.0000,1,144.8421,1.000000,6.944806e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.474442e-01,3.96,1.69100653e-03,5.129263e-16,0.000000e+00
45.00,0.9689,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.69100653e-03,1.74532925e-03,1.69100653e-03,1.69100653e-03,0.000000e+00,100.0000,1,62.0947,1.000000,6.958021e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.474442e-01,5.12,1.69100653e-03,1.154084e-15,0.000000e+00
75.00,0.9689,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.69100653e-03,1.74532925e-03,1.69100653e-03,1.69100653e-03,0.000000e+00,100.0000,1,79.4585,1.000000,6.290718e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.474442e-01,4.86,1.69100653e-03,1.410547e-15,0.000000e+00
105.00,0.9689,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.69100653e-03,1.74532925e-03,1.69100653e-03,1.69100653e-03,0.000000e+00,100.0000,1,62.4085,1.000000,6.282001e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.474442e-01,5.30,1.69100653e-03,1.410547e-15,0.000000e+00
135.00,0.9689,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.69100653e-03,1.74532925e-03,1.69100653e-03,1.69100653e-03,0.000000e+00,100.0000,1,138.7908,1.000000,6.959500e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.474442e-01,5.03,1.69100653e-03,1.154084e-15,0.000000e+00
165.00,0.9689,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.69100653e-03,1.74532925e-03,1.69100653e-03,1.69100653e-03,0.000000e+00,100.0000,1,24.5383,1.000000,6.952139e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.474442e-01,3.78,1.69100653e-03,5.129263e-16,0.000000e+00
15.00,0.9844,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.71816789e-03,1.74532925e-03,1.71816789e-03,1.71816789e-03,0.000000e+00,100.0000,1,30.3010,1.000000,6.618518e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.658748e-01,4.21,1.71816789e-03,3.786134e-16,0.000000e+00
45.00,0.9844,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.71816789e-03,1.74532925e-03,1.71816789e-03,1.71816789e-03,0.000000e+00,100.0000,1,137.3545,1.000000,5.417803e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.658748e-01,5.10,1.71816789e-03,1.009636e-15,0.000000e+00
75.00,0.9844,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.71816789e-03,1.74532925e-03,1.71816789e-03,1.71816789e-03,0.000000e+00,100.0000,1,98.8329,1.000000,6.096835e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.658748e-01,5.35,1.71816789e-03,1.262045e-15,0.000000e+00
105.00,0.9844,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.71816789e-03,1.74532925e-03,1.71816789e-03,1.71816789e-03,0.000000e+00,100.0000,1,69.6746,1.000000,6.100973e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.658748e-01,4.66,1.71816789e-03,1.262045e-15,0.000000e+00
135.00,0.9844,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.71816789e-03,1.74532925e-03,1.71816789e-03,1.71816789e-03,0.000000e+00,100.0000,1,48.0411,1.000000,6.593320e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.658748e-01,4.34,1.71816789e-03,1.009636e-15,0.000000e+00
165.00,0.9844,60.0,5.0000,1.0e-03,+1,1.74532925e-03,equilibrium,1.71816789e-03,1.74532925e-03,1.71816789e-03,1.71816789e-03,0.000000e+00,100.0000,1,159.7107,1.000000,6.760501e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.658748e-01,3.66,1.71816789e-03,3.786134e-16,0.000000e+00
15.00,0.3913,120.0,5.0000,1.0e-03,+1,8.72664626e-04,equilibrium,3.41471393e-04,8.72664626e-04,3.41471393e-04,3.41471393e-04,0.000000e+00,100.0000,1,21.9914,1.000000,1.471788e-01,NaN,1,NaN,17,SAM 2:1,0.070033,3.082225e-03,13.39,3.41471393e-04,3.048086e-14,0.000000e+00
45.00,0.3913,120.0,5.0000,1.0e-03,+1,8.72664626e-04,equilibrium,3.41471393e-04,8.72664626e-04,3.41471393e-04,3.41471393e-04,0.000000e+00,100.0000,1,75.0740,1.000000,1.643897e-01,NaN,1,NaN,17,SAM 2:1,0.070033,3.082225e-03,21.98,3.41471393e-04,8.604492e-14,0.000000e+00
75.00,0.3913,120.0,5.0000,1.0e-03,+1,8.72664626e-04,equilibrium,3.41471393e-04,8.72664626e-04,3.41471393e-04,3.41471393e-04,0.000000e+00,100.0000,1,74.9939,1.000000,1.445333e-01,NaN,1,NaN,17,SAM 2:1,0.070033,3.082225e-03,21.14,3.41471393e-04,9.398264e-14,0.000000e+00
105.00,0.3913,120.0,5.0000,1.0e-03,+1,8.72664626e-04,equilibrium,3.41471393e-04,8.72664626e-04,3.41471393e-04,3.41471393e-04,0.000000e+00,100.0000,1,63.0449,1.000000,1.444186e-01,NaN,1,NaN,17,SAM 2:1,0.070033,3.082225e-03,21.83,3.41471393e-04,9.382389e-14,0.000000e+00
135.00,0.3913,120.0,5.0000,1.0e-03,+1,8.72664626e-04,equilibrium,3.41471393e-04,8.72664626e-04,3.41471393e-04,3.41471393e-04,3.175089e-16,100.0000,1,72.2623,1.000000,1.478560e-01,NaN,1,NaN,17,SAM 2:1,0.070033,3.082225e-03,18.89,3.41471393e-04,8.572741e-14,0.000000e+00
165.00,0.3913,120.0,5.0000,1.0e-03,+1,8.72664626e-04,equilibrium,3.41471393e-04,8.72664626e-04,3.41471393e-04,3.41471393e-04,0.000000e+00,100.0000,1,147.6113,1.000000,1.480345e-01,NaN,1,NaN,17,SAM 2:1,0.070033,3.082225e-03,11.05,3.41471393e-04,3.032210e-14,0.000000e+00
15.00,0.4416,120.0,5.0000,1.0e-03,+1,8.72664626e-04,equilibrium,3.85403219e-04,8.72664626e-04,3.85403219e-04,3.85403219e-04,0.000000e+00,100.0000,1,144.2335,1.000000,1.297793e-01,NaN,1,NaN,17,SAM 2:1,0.070033,7.090160e-03,9.91,3.85403219e-04,1.842622e-14,0.000000e+00
45.00,0.4416,120.0,5.0000,1.0e-03,+1,8.72664626e-04,equilibrium,3.85403219e-04,8.72664626e-04,3.85403219e-04,3.85403219e-04,0.000000e+00,100.0000,1,139.4461,1.000000,1.157610e-01,NaN,1,NaN,17,SAM 2:1,0.070033,7.090052e-03,16.50,3.85403219e-04,5.316879e-14,0.000000e+00
75.00,0.4416,120.0,5.0000,1.0e-03,+1,8.72664626e-04,equilibrium,3.85403219e-04,8.72664626e-04,3.85403219e-04,3.85403219e-04,0.000000e+00,100.0000,1,62.4105,1.000000,1.137291e-01,NaN,1,NaN,17,SAM 2:1,0.070033,7.090052e-03,15.78,3.85403219e-04,5.837314e-14,0.000000e+00
105.00,0.4416,120.0,5.0000,1.0e-03,+1,8.72664626e-04,equilibrium,3.85403219e-04,8.72664626e-04,3.85403219e-04,3.85403219e-04,0.000000e+00,100.0000,1,80.5576,1.000000,1.130088e-01,NaN,1,NaN,17,SAM 2:1,0.070033,7.090039e-03,16.43,3.85403219e-04,5.823248e-14,0.000000e+00
135.00,0.4416,120.0,5.0000,1.0e-03,+1,8.72664626e-04,equilibrium,3.85403219e-04,8.72664626e-04,3.85403219e-04,3.85403219e-04,0.000000e+00,100.0000,1,54.4378,1.000000,1.180599e-01,NaN,1,NaN,17,SAM 2:1,0.070033,7.090063e-03,16.98,3.85403219e-04,5.316879e-14,0.000000e+00
