label,J,mu_over_J,t_yr,omega_e,beta_deg,alpha_deg,Id_over_Is,eps_beta
J = 0.1,0.1000,1.0e-03,0.173391,5.13435953e-03,60.1687,17.5296,0.399043,1.060693e-03
J = 0.1,0.1000,1.0e-03,0.180060,5.13027033e-03,54.1593,16.2864,0.399361,9.817915e-04
J = 0.1,0.1000,1.0e-03,0.186729,5.12616783e-03,48.7650,13.3712,0.399680,8.956071e-04
J = 0.1,0.1000,1.0e-03,0.193398,5.12205205e-03,44.3353,8.5987,0.400001,7.983615e-04
J = 0.1,0.1000,1.0e-03,0.200067,5.11792299e-03,41.2589,2.0332,0.400324,6.820060e-04
J = 0.1,0.1000,1.0e-03,0.206736,5.11378067e-03,39.8802,354.2319,0.400648,5.410552e-04
J = 0.1,0.1000,1.0e-03,0.213404,5.10962510e-03,40.3595,346.2640,0.400974,3.815778e-04
J = 0.1,0.1000,1.0e-03,0.220073,5.10545629e-03,42.5828,339.2910,0.401302,2.217147e-04
J = 0.1,0.1000,1.0e-03,0.226742,5.10127426e-03,46.2185,334.0516,0.401631,8.170189e-05
J = 0.1,0.1000,1.0e-03,0.233411,5.09707902e-03,50.8601,330.7395,0.401961,2.411387e-05
J = 0.1,0.1000,1.0e-03,0.240080,5.09287059e-03,56.1335,329.2119,0.402293,8.750486e-05
J = 0.1,0.1000,1.0e-03,0.246749,5.08864898e-03,61.7329,329.2159,0.402627,1.038377e-04
J = 0.1,0.1000,1.0e-03,0.253418,5.08441421e-03,67.4145,330.5099,0.402963,7.075179e-05
J = 0.1,0.1000,1.0e-03,0.260087,5.08016630e-03,72.9783,332.9012,0.403299,1.165219e-05
J = 0.1,0.1000,1.0e-03,0.266756,5.07590526e-03,78.2507,336.2448,0.403638,1.399025e-04
J = 0.1,0.1000,1.0e-03,0.273424,5.07163111e-03,83.0731,340.4284,0.403978,3.061742e-04
J = 0.1,0.1000,1.0e-03,0.280093,5.06734387e-03,87.2963,345.3524,0.404320,4.976997e-04
J = 0.1,0.1000,1.0e-03,0.286762,5.06304356e-03,90.7802,350.9104,0.404663,6.970103e-04
J = 0.1,0.1000,1.0e-03,0.293431,5.05873020e-03,93.3998,356.9722,0.405008,8.834415e-04
J = 0.1,0.1000,1.0e-03,0.300100,5.05440381e-03,95.0553,3.3732,0.405355,1.036101e-03
J = 0.1,0.1000,1.0e-03,0.306769,5.05006441e-03,95.6836,9.9153,0.405703,1.137881e-03
J = 0.1,0.1000,1.0e-03,0.313438,5.04571202e-03,95.2682,16.3797,0.406053,1.179308e-03
J = 0.1,0.1000,1.0e-03,0.320107,5.04134667e-03,93.8429,22.5479,0.406405,1.160657e-03
J = 0.1,0.1000,1.0e-03,0.326776,5.03696838e-03,91.4874,28.2236,0.406758,1.091421e-03
J = 0.1,0.1000,1.0e-03,0.333444,5.03257716e-03,88.3180,33.2447,0.407113,9.875200e-04
J = 0.1,0.1000,1.0e-03,0.340113,5.02817306e-03,84.4756,37.4850,0.407470,8.675817e-04
J = 0.1,0.1000,1.0e-03,0.346782,5.02375608e-03,80.1166,40.8445,0.407828,7.496344e-04
J = 0.1,0.1000,1.0e-03,0.353451,5.01932626e-03,75.4069,43.2365,0.408188,6.488942e-04
J = 0.1,0.1000,1.0e-03,0.360120,5.01488362e-03,70.5219,44.5733,0.408550,5.766367e-04
J = 0.1,0.1000,1.0e-03,0.366789,5.01042818e-03,65.6504,44.7581,0.408913,5.397702e-04
J = 0.1,0.1000,1.0e-03,0.373458,5.00595999e-03,61.0007,43.6863,0.409278,5.406371e-04
J = 0.1,0.1000,1.0e-03,0.380127,5.00147906e-03,56.8074,41.2652,0.409644,5.766591e-04
J = 0.1,0.1000,1.0e-03,0.386796,4.99698542e-03,53.3305,37.4603,0.410013,6.397558e-04
J = 0.1,0.1000,1.0e-03,0.393464,4.99247910e-03,50.8405,32.3701,0.410383,7.161847e-04
J = 0.1,0.1000,1.0e-03,0.400133,4.98796013e-03,49.5791,26.3001,0.410755,7.883923e-04
J = 0.1,0.1000,1.0e-03,0.406802,4.98342854e-03,49.7022,19.7677,0.411128,8.401308e-04
J = 0.1,0.1000,1.0e-03,0.413471,4.97888436e-03,51.2333,13.3878,0.411504,8.628823e-04
J = 0.1,0.1000,1.0e-03,0.420140,4.97432763e-03,54.0600,7.6897,0.411880,8.586330e-04
J = 0.1,0.1000,1.0e-03,0.426809,4.96975838e-03,57.9776,2.9947,0.412259,8.368780e-04
J = 0.1,0.1000,1.0e-03,0.433478,4.96517663e-03,62.7460,359.4142,0.412640,8.092100e-04
J = 0.1,0.1000,1.0e-03,0.440147,4.96058243e-03,68.1319,356.9230,0.413022,7.854566e-04
J = 0.1,0.1000,1.0e-03,0.446816,4.95597581e-03,73.9277,355.4371,0.413406,7.722611e-04
J = 0.1,0.1000,1.0e-03,0.453484,4.95135680e-03,79.9529,354.8661,0.413791,7.731104e-04
J = 0.1,0.1000,1.0e-03,0.460153,4.94672543e-03,86.0480,355.1387,0.414179,7.887992e-04
J = 0.1,0.1000,1.0e-03,0.466822,4.94208175e-03,92.0658,356.2117,0.414568,8.178429e-04
J = 0.1,0.1000,1.0e-03,0.473491,4.93742579e-03,97.8632,358.0685,0.414959,8.567139e-04
J = 0.1,0.1000,1.0e-03,0.480160,4.93275759e-03,103.2935,0.7104,0.415352,8.999381e-04
J = 0.1,0.1000,1.0e-03,0.486829,4.92807719e-03,108.2028,4.1419,0.415746,9.401967e-04
J = 0.1,0.1000,1.0e-03,0.493498,4.92338462e-03,112.4296,8.3463,0.416142,9.686983e-04
J = 0.1,0.1000,1.0e-03,0.500167,4.91867993e-03,115.8128,13.2553,0.416540,9.762019e-04
J = 0.1,0.1000,1.0e-03,0.506836,4.91396315e-03,118.2076,18.7178,0.416940,9.549972e-04
J = 0.1,0.1000,1.0e-03,0.513505,4.90923433e-03,119.5093,24.4855,0.417342,9.015974e-04
J = 0.1,0.1000,1.0e-03,0.520173,4.90449351e-03,119.6783,30.2332,0.417745,8.189460e-04
J = 0.1,0.1000,1.0e-03,0.526842,4.89974072e-03,118.7531,35.6142,0.418150,7.165359e-04
J = 0.1,0.1000,1.0e-03,0.533511,4.89497602e-03,116.8450,40.3283,0.418557,6.079684e-04
J = 0.1,0.1000,1.0e-03,0.540180,4.89019944e-03,114.1169,44.1664,0.418966,5.073367e-04
J = 0.1,0.1000,1.0e-03,0.546849,4.88541103e-03,110.7570,47.0179,0.419377,4.263661e-04
J = 0.1,0.1000,1.0e-03,0.553518,4.88061084e-03,106.9566,48.8501,0.419789,3.731581e-04
J = 0.1,0.1000,1.0e-03,0.560187,4.87579891e-03,102.8979,49.6786,0.420204,3.521619e-04
J = 0.1,0.1000,1.0e-03,0.566856,4.87097528e-03,98.7492,49.5428,0.420620,3.646288e-04
J = 0.1,0.1000,1.0e-03,0.573525,4.86614001e-03,94.6652,48.4915,0.421038,4.090402e-04
J = 0.1,0.1000,1.0e-03,0.580193,4.86129313e-03,90.7889,46.5769,0.421457,4.813420e-04
J = 0.1,0.1000,1.0e-03,0.586862,4.85643471e-03,87.2532,43.8557,0.421879,5.750418e-04
J = 0.1,0.1000,1.0e-03,0.593531,4.85156478e-03,84.1812,40.3949,0.422303,6.813452e-04
J = 0.1,0.1000,1.0e-03,0.600200,4.84668339e-03,81.6841,36.2787,0.422728,7.895622e-04
J = 0.1,0.1000,1.0e-03,0.606869,4.84179060e-03,79.8562,31.6146,0.423155,8.879848e-04
J = 0.1,0.1000,1.0e-03,0.613538,4.83688646e-03,78.7691,26.5349,0.423584,9.652974e-04
J = 0.1,0.1000,1.0e-03,0.620207,4.83197102e-03,78.4659,21.1919,0.424015,1.012310e-03
J = 0.1,0.1000,1.0e-03,0.626876,4.82704433e-03,78.9566,15.7469,0.424448,1.023535e-03
J = 0.1,0.1000,1.0e-03,0.633545,4.82210644e-03,80.2191,10.3552,0.424882,9.980511e-04
J = 0.1,0.1000,1.0e-03,0.640213,4.81715740e-03,82.2024,5.1525,0.425319,9.393605e-04
J = 0.1,0.1000,1.0e-03,0.646882,4.81219727e-03,84.8343,0.2465,0.425757,8.543631e-04
J = 0.1,0.1000,1.0e-03,0.653551,4.80722611e-03,88.0295,355.7158,0.426198,7.518914e-04
J = 0.1,0.1000,1.0e-03,0.660220,4.80224397e-03,91.6965,351.6134,0.426640,6.412823e-04
J = 0.1,0.1000,1.0e-03,0.666889,4.79725091e-03,95.7436,347.9751,0.427084,5.312844e-04
J = 0.1,0.1000,1.0e-03,0.673558,4.79224697e-03,100.0814,344.8274,0.427530,4.293789e-04
J = 0.1,0.1000,1.0e-03,0.680227,4.78723223e-03,104.6243,342.1962,0.427978,3.414551e-04
J = 0.1,0.1000,1.0e-03,0.686896,4.78220673e-03,109.2892,340.1130,0.428427,2.717353e-04
J = 0.1,0.1000,1.0e-03,0.693565,4.77717053e-03,113.9941,338.6214,0.428879,2.228483e-04
J = 0.1,0.1000,1.0e-03,0.700233,4.77212371e-03,118.6546,337.7806,0.429333,1.959794e-04
J = 0.1,0.1000,1.0e-03,0.706902,4.76706630e-03,123.1800,337.6681,0.429788,1.910395e-04
J = 0.1,0.1000,1.0e-03,0.713571,4.76199838e-03,127.4693,338.3773,0.430245,2.068025e-04
J = 0.1,0.1000,1.0e-03,0.720240,4.75692001e-03,131.4064,340.0082,0.430705,2.409607e-04
J = 0.1,0.1000,1.0e-03,0.726909,4.75183124e-03,134.8580,342.6446,0.431166,2.900619e-04
J = 0.1,0.1000,1.0e-03,0.733578,4.74673214e-03,137.6763,346.3126,0.431629,3.493830e-04
J = 0.1,0.1000,1.0e-03,0.740247,4.74162278e-03,139.7111,350.9227,0.432094,4.130001e-04
J = 0.1,0.1000,1.0e-03,0.746916,4.73650321e-03,140.8340,356.2216,0.432561,4.745289e-04
J = 0.1,0.1000,1.0e-03,0.753585,4.73137351e-03,140.9706,1.7967,0.433030,5.287747e-04
J = 0.1,0.1000,1.0e-03,0.760253,4.72623372e-03,140.1237,7.1645,0.433501,5.735485e-04
J = 0.1,0.1000,1.0e-03,0.766922,4.72108393e-03,138.3742,11.9032,0.433974,6.101967e-04
J = 0.1,0.1000,1.0e-03,0.773591,4.71592420e-03,135.8559,15.7470,0.434449,6.423226e-04
J = 0.1,0.1000,1.0e-03,0.780260,4.71075459e-03,132.7235,18.5977,0.434926,6.737789e-04
J = 0.1,0.1000,1.0e-03,0.786929,4.70557517e-03,129.1267,20.4786,0.435404,7.072218e-04
J = 0.1,0.1000,1.0e-03,0.793598,4.70038601e-03,125.1971,21.4763,0.435885,7.435968e-04
J = 0.1,0.1000,1.0e-03,0.800267,4.69518718e-03,121.0459,21.6983,0.436368,7.822508e-04
J = 0.1,0.1000,1.0e-03,0.806936,4.68997875e-03,116.7651,21.2478,0.436852,8.212941e-04
J = 0.1,0.1000,1.0e-03,0.813605,4.68476078e-03,112.4320,20.2142,0.437339,8.579976e-04
J = 0.1,0.1000,1.0e-03,0.820273,4.67953335e-03,108.1134,18.6697,0.437827,8.891509e-04
J = 0.1,0.1000,1.0e-03,0.826942,4.67429653e-03,103.8686,16.6708,0.438318,9.113710e-04
J = 0.1,0.1000,1.0e-03,0.833611,4.66905039e-03,99.7527,14.2613,0.438811,9.213712e-04
J = 0.1,0.1000,1.0e-03,0.840280,4.66379500e-03,95.8183,11.4749,0.439305,9.162049e-04
J = 0.1,0.1000,1.0e-03,0.846949,4.65853043e-03,92.1167,8.3400,0.439801,8.934936e-04
J = 0.1,0.1000,1.0e-03,0.853618,4.65325677e-03,88.6987,4.8825,0.440300,8.516449e-04
J = 0.1,0.1000,1.0e-03,0.860287,4.64797407e-03,85.6145,1.1301,0.440800,7.900564e-04
J = 0.1,0.1000,1.0e-03,0.866956,4.64268243e-03,82.9125,357.1163,0.441303,7.092899e-04
J = 0.1,0.1000,1.0e-03,0.873625,4.63738190e-03,80.6376,352.8835,0.441807,6.111838e-04
J = 0.1,0.1000,1.0e-03,0.880293,4.63207258e-03,78.8295,348.4859,0.442314,4.988589e-04
J = 0.1,0.1000,1.0e-03,0.886962,4.62675453e-03,77.5189,343.9900,0.442822,3.765698e-04
J = 0.1,0.1000,1.0e-03,0.893631,4.62142783e-03,76.7256,339.4735,0.443332,2.493765e-04
J = 0.1,0.1000,1.0e-03,0.900300,4.61609256e-03,76.4560,335.0220,0.443845,1.226571e-04
J = 0.1,0.1000,1.0e-03,0.906969,4.61074880e-03,76.7016,330.7235,0.444359,1.540640e-06
J = 0.1,0.1000,1.0e-03,0.913638,4.60539662e-03,77.4395,326.6630,0.444876,1.096201e-04
J = 0.1,0.1000,1.0e-03,0.920307,4.60003611e-03,78.6338,322.9168,0.445394,2.076180e-04
J = 0.1,0.1000,1.0e-03,0.926976,4.59466734e-03,80.2375,319.5490,0.445914,2.905372e-04
J = 0.1,0.1000,1.0e-03,0.933645,4.58929040e-03,82.1959,316.6103,0.446437,3.576747e-04
J = 0.1,0.1000,1.0e-03,0.940313,4.58390537e-03,84.4489,314.1382,0.446961,4.092992e-04
J = 0.1,0.1000,1.0e-03,0.946982,4.57851232e-03,86.9335,312.1586,0.447488,4.463294e-04
J = 0.1,0.1000,1.0e-03,0.953651,4.57311134e-03,89.5856,310.6884,0.448016,4.700068e-04
J = 0.1,0.1000,1.0e-03,0.960320,4.56770252e-03,92.3407,309.7378,0.448547,4.816148e-04
J = 0.1,0.1000,1.0e-03,0.966989,4.56228593e-03,95.1348,309.3118,0.449079,4.822701e-04
J = 0.1,0.1000,1.0e-03,0.973658,4.55686166e-03,97.9048,309.4115,0.449614,4.727930e-04
J = 0.1,0.1000,1.0e-03,0.980327,4.55142979e-03,100.5880,310.0339,0.450150,4.536569e-04
J = 0.1,0.1000,1.0e-03,0.986996,4.54599041e-03,103.1228,311.1712,0.450689,4.250092e-04
J = 0.1,0.1000,1.0e-03,0.993665,4.54054360e-03,105.4491,312.8087,0.451230,3.867612e-04
J = 0.1,0.1000,1.0e-03,1.000333,4.53508945e-03,107.5090,314.9234,0.451772,3.387357e-04
J = 0.1,0.1000,1.0e-03,1.007002,4.52962805e-03,109.2483,317.4807,0.452317,2.808601e-04
J = 0.1,0.1000,1.0e-03,1.013671,4.52415947e-03,110.6187,320.4332,0.452864,2.133769e-04
J = 0.1,0.1000,1.0e-03,1.020340,4.51868382e-03,111.5797,323.7198,0.453413,1.370305e-04
J = 0.1,0.1000,1.0e-03,1.027009,4.51320116e-03,112.1015,327.2676,0.453963,5.318377e-05
J = 0.1,0.1000,1.0e-03,1.033678,4.50771161e-03,112.1665,330.9950,0.454516,3.617906e-05
J = 0.1,0.1000,1.0e-03,1.040347,4.50221523e-03,111.7708,334.8172,0.455071,1.285744e-04
J = 0.1,0.1000,1.0e-03,1.047016,4.49671213e-03,110.9236,338.6528,0.455628,2.212433e-04
J = 0.1,0.1000,1.0e-03,1.053685,4.49120239e-03,109.6460,342.4288,0.456187,3.114199e-04
J = 0.1,0.1000,1.0e-03,1.060353,4.48568610e-03,107.9689,346.0851,0.456748,3.965796e-04
J = 0.1,0.1000,1.0e-03,1.067022,4.48016335e-03,105.9299,349.5762,0.457311,4.746178e-04
J = 0.1,0.1000,1.0e-03,1.073691,4.47463423e-03,103.5706,352.8708,0.457876,5.439413e-04
J = 0.1,0.1000,1.0e-03,1.080360,4.46909884e-03,100.9343,355.9499,0.458443,6.034828e-04
J = 0.1,0.1000,1.0e-03,1.087029,4.46355727e-03,98.0636,358.8044,0.459012,6.526617e-04
J = 0.1,0.1000,1.0e-03,1.093698,4.45800960e-03,94.9998,1.4320,0.459584,6.913175e-04
J = 0.1,0.1000,1.0e-03,1.100367,4.45245593e-03,91.7814,3.8346,0.460157,7.196364e-04
J = 0.1,0.1000,1.0e-03,1.107036,4.44689635e-03,88.4443,6.0162,0.460732,7.380818e-04
J = 0.1,0.1000,1.0e-03,1.113705,4.44133097e-03,85.0215,7.9808,0.461310,7.473341e-04
J = 0.1,0.1000,1.0e-03,1.120373,4.43575986e-03,81.5435,9.7314,0.461889,7.482397e-04
J = 0.1,0.1000,1.0e-03,1.127042,4.43018313e-03,78.0384,11.2687,0.462470,7.417686e-04
J = 0.1,0.1000,1.0e-03,1.133711,4.42460087e-03,74.5324,12.5909,0.463054,7.289757e-04
J = 0.1,0.1000,1.0e-03,1.140380,4.41901317e-03,71.0506,13.6927,0.463639,7.109672e-04
J = 0.1,0.1000,1.0e-03,1.147049,4.41342014e-03,67.6170,14.5651,0.464227,6.888669e-04
J = 0.1,0.1000,1.0e-03,1.153718,4.40782186e-03,64.2551,15.1958,0.464817,6.637832e-04
J = 0.1,0.1000,1.0e-03,1.160387,4.40221844e-03,60.9887,15.5687,0.465408,6.367758e-04
J = 0.1,0.1000,1.0e-03,1.167056,4.39660996e-03,57.8422,15.6647,0.466002,6.088215e-04
J = 0.1,0.1000,1.0e-03,1.173725,4.39099653e-03,54.8411,15.4623,0.466598,5.807802e-04
J = 0.1,0.1000,1.0e-03,1.180393,4.38537825e-03,52.0122,14.9393,0.467195,5.533611e-04
J = 0.1,0.1000,1.0e-03,1.187062,4.37975521e-03,49.3842,14.0748,0.467795,5.270919e-04
J = 0.1,0.1000,1.0e-03,1.193731,4.37412750e-03,46.9870,12.8527,0.468397,5.022952e-04
J = 0.1,0.1000,1.0e-03,1.200400,4.36849524e-03,44.8522,11.2660,0.469001,4.790763e-04
J = 0.1,0.1000,1.0e-03,1.207069,4.36285851e-03,43.0110,9.3216,0.469607,4.573313e-04
J = 0.1,0.1000,1.0e-03,1.213738,4.35721742e-03,41.4937,7.0463,0.470215,4.367842e-04
J = 0.1,0.1000,1.0e-03,1.220407,4.35157207e-03,40.3264,4.4896,0.470825,4.170553e-04
J = 0.1,0.1000,1.0e-03,1.227076,4.34592254e-03,39.5291,1.7257,0.471437,3.977578e-04
J = 0.1,0.1000,1.0e-03,1.233745,4.34026896e-03,39.1128,358.8485,0.472051,3.786036e-04
J = 0.1,0.1000,1.0e-03,1.240413,4.33461141e-03,39.0781,355.9643,0.472667,3.594889e-04
J = 0.1,0.1000,1.0e-03,1.247082,4.32895000e-03,39.4144,353.1791,0.473285,3.405344e-04
J = 0.1,0.1000,1.0e-03,1.253751,4.32328482e-03,40.1011,350.5875,0.473905,3.220682e-04
J = 0.1,0.1000,1.0e-03,1.260420,4.31761598e-03,41.1098,348.2637,0.474528,3.045650e-04
J = 0.1,0.1000,1.0e-03,1.267089,4.31194358e-03,42.4074,346.2573,0.475152,2.885658e-04
J = 0.1,0.1000,1.0e-03,1.273758,4.30626772e-03,43.9587,344.5939,0.475778,2.746040e-04
J = 0.1,0.1000,1.0e-03,1.280427,4.30058851e-03,45.7289,343.2788,0.476407,2.631514e-04
J = 0.1,0.1000,1.0e-03,1.287096,4.29490604e-03,47.6851,342.3019,0.477037,2.545868e-04
J = 0.1,0.1000,1.0e-03,1.293765,4.28922042e-03,49.7973,341.6432,0.477669,2.491818e-04
J = 0.1,0.1000,1.0e-03,1.300433,4.28353175e-03,52.0388,341.2768,0.478304,2.470989e-04
J = 0.1,0.1000,1.0e-03,1.307102,4.27784013e-03,54.3862,341.1745,0.478940,2.483943e-04
J = 0.1,0.1000,1.0e-03,1.313771,4.27214567e-03,56.8192,341.3079,0.479578,2.530251e-04
J = 0.1,0.1000,1.0e-03,1.320440,4.26644847e-03,59.3199,341.6499,0.480219,2.608576e-04
J = 0.1,0.1000,1.0e-03,1.327109,4.26074863e-03,61.8732,342.1754,0.480861,2.716758e-04
J = 0.1,0.1000,1.0e-03,1.333778,4.25504626e-03,64.4654,342.8617,0.481506,2.851924e-04
J = 0.1,0.1000,1.0e-03,1.340447,4.24934146e-03,67.0848,343.6889,0.482152,3.010586e-04
J = 0.1,0.1000,1.0e-03,1.347116,4.24363433e-03,69.7207,344.6394,0.482800,3.188762e-04
J = 0.1,0.1000,1.0e-03,1.353785,4.23792499e-03,72.3636,345.6981,0.483451,3.382087e-04
J = 0.1,0.1000,1.0e-03,1.360453,4.23221353e-03,75.0045,346.8521,0.484103,3.585935e-04
J = 0.1,0.1000,1.0e-03,1.367122,4.22650005e-03,77.6354,348.0903,0.484758,3.795535e-04
J = 0.1,0.1000,1.0e-03,1.373791,4.22078467e-03,80.2485,349.4035,0.485414,4.006077e-04
J = 0.1,0.1000,1.0e-03,1.380460,4.21506749e-03,82.8363,350.7841,0.486072,4.212822e-04
J = 0.1,0.1000,1.0e-03,1.387129,4.20934861e-03,85.3918,352.2256,0.486733,4.411189e-04
J = 0.1,0.1000,1.0e-03,1.393798,4.20362814e-03,87.9079,353.7229,0.487395,4.596839e-04
J = 0.1,0.1000,1.0e-03,1.400467,4.19790618e-03,90.3779,355.2715,0.488060,4.765744e-04
J = 0.1,0.1000,1.0e-03,1.407136,4.19218284e-03,92.7950,356.8680,0.488726,4.914243e-04
J = 0.1,0.1000,1.0e-03,1.413805,4.18645823e-03,95.1526,358.5094,0.489394,5.039093e-04
J = 0.1,0.1000,1.0e-03,1.420473,4.18073244e-03,97.4440,0.1933,0.490064,5.137501e-04
J = 0.1,0.1000,1.0e-03,1.427142,4.17500559e-03,99.6629,1.9173,0.490737,5.207157e-04
J = 0.1,0.1000,1.0e-03,1.433811,4.16927779e-03,101.8028,3.6792,0.491411,5.246252e-04
J = 0.1,0.1000,1.0e-03,1.440480,4.16354912e-03,103.8574,5.4767,0.492087,5.253496e-04
J = 0.1,0.1000,1.0e-03,1.447149,4.15781972e-03,105.8209,7.3070,0.492765,5.228131e-04
J = 0.1,0.1000,1.0e-03,1.453818,4.15208967e-03,107.6875,9.1671,0.493445,5.169938e-04
J = 0.1,0.1000,1.0e-03,1.460487,4.14635909e-03,109.4518,11.0532,0.494127,5.079245e-04
J = 0.1,0.1000,1.0e-03,1.467156,4.14062808e-03,111.1089,12.9607,0.494811,4.956927e-04
J = 0.1,0.1000,1.0e-03,1.473825,4.13489674e-03,112.6544,14.8842,0.495497,4.804403e-04
J = 0.1,0.1000,1.0e-03,1.480493,4.12916519e-03,114.0846,16.8172,0.496185,4.623622e-04
J = 0.1,0.1000,1.0e-03,1.487162,4.12343353e-03,115.3964,18.7522,0.496874,4.417041e-04
J = 0.1,0.1000,1.0e-03,1.493831,4.11770187e-03,116.5879,20.6807,0.497566,4.187593e-04
J = 0.1,0.1000,1.0e-03,1.500500,4.11197031e-03,117.6577,22.5933,0.498260,3.938626e-04
J = 0.1,0.1000,1.0e-03,1.507169,4.10623896e-03,118.6057,24.4796,0.498955,3.673844e-04
J = 0.1,0.1000,1.0e-03,1.513838,4.10050792e-03,119.4327,26.3287,0.499652,3.397219e-04
J = 0.1,0.1000,1.0e-03,1.520507,4.09477730e-03,120.1407,28.1292,0.500352,3.112892e-04
J = 0.1,0.1000,1.0e-03,1.527176,4.08904721e-03,120.7325,29.8698,0.501053,2.825066e-04
J = 0.1,0.1000,1.0e-03,1.533845,4.08331775e-03,121.2121,31.5390,0.501756,2.537896e-04
J = 0.1,0.1000,1.0e-03,1.540514,4.07758903e-03,121.5843,33.1262,0.502461,2.255381e-04
J = 0.1,0.1000,1.0e-03,1.547182,4.07186116e-03,121.8547,34.6213,0.503168,1.981264e-04
J = 0.1,0.1000,1.0e-03,1.553851,4.06613423e-03,122.0296,36.0151,0.503876,1.718949e-04
J = 0.1,0.1000,1.0e-03,1.560520,4.06040837e-03,122.1158,37.2998,0.504587,1.471438e-04
J = 0.1,0.1000,1.0e-03,1.567189,4.05468366e-03,122.1204,38.4688,0.505299,1.241283e-04
J = 0.1,0.1000,1.0e-03,1.573858,4.04896023e-03,122.0507,39.5169,0.506013,1.030568e-04
J = 0.1,0.1000,1.0e-03,1.580527,4.04323817e-03,121.9142,40.4403,0.506730,8.409045e-05
J = 0.1,0.1000,1.0e-03,1.587196,4.03751759e-03,121.7180,41.2366,0.507448,6.734448e-05
J = 0.1,0.1000,1.0e-03,1.593865,4.03179859e-03,121.4693,41.9048,0.508167,5.289062e-05
J = 0.1,0.1000,1.0e-03,1.600534,4.02608128e-03,121.1748,42.4449,0.508889,4.076079e-05
J = 0.1,0.1000,1.0e-03,1.607202,4.02036577e-03,120.8409,42.8582,0.509612,3.095089e-05
J = 0.1,0.1000,1.0e-03,1.613871,4.01465216e-03,120.4734,43.1468,0.510338,2.342517e-05
J = 0.1,0.1000,1.0e-03,1.620540,4.00894056e-03,120.0777,43.3137,0.511065,1.812015e-05
J = 0.1,0.1000,1.0e-03,1.627209,4.00323107e-03,119.6585,43.3627,0.511794,1.494885e-05
J = 0.1,0.1000,1.0e-03,1.633878,3.99752379e-03,119.2202,43.2980,0.512524,1.380432e-05
J = 0.1,0.1000,1.0e-03,1.640547,3.99181883e-03,118.7665,43.1244,0.513257,1.456319e-05
J = 0.1,0.1000,1.0e-03,1.647216,3.98611630e-03,118.3003,42.8471,0.513991,1.708864e-05
