label,J,mu_over_J,t_yr,omega_e,beta_deg,alpha_deg,Id_over_Is,eps_beta
J = 0.1,0.1000,1.0e-03,71.831455,2.04882836e-03,137.5842,353.0676,1.000000,1.330754e-03
J = 0.1,0.1000,1.0e-03,71.838123,2.04882836e-03,136.6286,339.3751,1.000000,9.381738e-05
J = 0.1,0.1000,1.0e-03,71.844790,2.04882836e-03,131.9645,327.8881,1.000000,1.420987e-03
J = 0.1,0.1000,1.0e-03,71.851457,2.04882836e-03,124.6645,320.2001,1.000000,2.414161e-03
J = 0.1,0.1000,1.0e-03,71.858124,2.04882836e-03,115.9072,316.1667,1.000000,3.033725e-03
J = 0.1,0.1000,1.0e-03,71.864791,2.04882836e-03,106.6326,315.1479,1.000000,3.298864e-03
J = 0.1,0.1000,1.0e-03,71.871458,2.04882836e-03,97.5778,316.6342,1.000000,3.216082e-03
J = 0.1,0.1000,1.0e-03,71.878125,2.04882836e-03,89.3917,320.3199,1.000000,2.778138e-03
J = 0.1,0.1000,1.0e-03,71.884792,2.04882836e-03,82.7063,325.9747,1.000000,1.990036e-03
J = 0.1,0.1000,1.0e-03,71.891459,2.04882836e-03,78.1313,333.2456,1.000000,9.076402e-04
J = 0.1,0.1000,1.0e-03,71.898127,2.04882836e-03,76.1533,341.4780,1.000000,3.312792e-04
J = 0.1,0.1000,1.0e-03,71.904794,2.04882836e-03,76.9772,349.7157,1.000000,1.526154e-03
J = 0.1,0.1000,1.0e-03,71.911461,2.04882836e-03,80.4293,356.9519,1.000000,2.494355e-03
J = 0.1,0.1000,1.0e-03,71.918128,2.04882836e-03,86.0131,2.4246,1.000000,3.142385e-03
J = 0.1,0.1000,1.0e-03,71.924795,2.04882836e-03,93.0588,5.6945,1.000000,3.462279e-03
J = 0.1,0.1000,1.0e-03,71.931462,2.04882836e-03,100.8377,6.5175,1.000000,3.479003e-03
J = 0.1,0.1000,1.0e-03,71.938129,2.04882836e-03,108.5886,4.6928,1.000000,3.202772e-03
J = 0.1,0.1000,1.0e-03,71.944796,2.04882836e-03,115.4827,0.0309,1.000000,2.610504e-03
J = 0.1,0.1000,1.0e-03,71.951463,2.04882836e-03,120.6024,352.5387,1.000000,1.669816e-03
J = 0.1,0.1000,1.0e-03,71.958131,2.04882836e-03,123.0489,342.8292,1.000000,4.179867e-04
J = 0.1,0.1000,1.0e-03,71.964798,2.04882836e-03,122.2514,332.3688,1.000000,9.623806e-04
J = 0.1,0.1000,1.0e-03,71.971465,2.04882836e-03,118.2660,322.9463,1.000000,2.211076e-03
J = 0.1,0.1000,1.0e-03,71.978132,2.04882836e-03,111.7110,315.7580,1.000000,3.154839e-03
J = 0.1,0.1000,1.0e-03,71.984799,2.04882836e-03,103.4217,311.1715,1.000000,3.751909e-03
J = 0.1,0.1000,1.0e-03,71.991466,2.04882836e-03,94.1965,309.1192,1.000000,4.021820e-03
J = 0.1,0.1000,1.0e-03,71.998133,2.04882836e-03,84.7438,309.4858,1.000000,3.983466e-03
J = 0.1,0.1000,1.0e-03,72.004800,2.04882836e-03,75.7394,312.2716,1.000000,3.632804e-03
J = 0.1,0.1000,1.0e-03,72.011467,2.04882836e-03,67.9042,317.5640,1.000000,2.947254e-03
J = 0.1,0.1000,1.0e-03,72.018135,2.04882836e-03,62.0381,325.3182,1.000000,1.918793e-03
J = 0.1,0.1000,1.0e-03,72.024802,2.04882836e-03,58.9180,334.9595,1.000000,6.223094e-04
J = 0.1,0.1000,1.0e-03,72.031469,2.04882836e-03,59.0120,345.1346,1.000000,7.377401e-04
J = 0.1,0.1000,1.0e-03,72.038136,2.04882836e-03,62.1987,354.1501,1.000000,1.912378e-03
J = 0.1,0.1000,1.0e-03,72.044803,2.04882836e-03,67.8133,0.8057,1.000000,2.758212e-03
J = 0.1,0.1000,1.0e-03,72.051470,2.04882836e-03,74.9598,4.6751,1.000000,3.260094e-03
J = 0.1,0.1000,1.0e-03,72.058137,2.04882836e-03,82.7569,5.7938,1.000000,3.449113e-03
J = 0.1,0.1000,1.0e-03,72.064804,2.04882836e-03,90.4004,4.3225,1.000000,3.339097e-03
J = 0.1,0.1000,1.0e-03,72.071471,2.04882836e-03,97.1326,0.4341,1.000000,2.914052e-03
J = 0.1,0.1000,1.0e-03,72.078139,2.04882836e-03,102.2202,354.3893,1.000000,2.154439e-03
J = 0.1,0.1000,1.0e-03,72.084806,2.04882836e-03,105.0070,346.7064,1.000000,1.090275e-03
J = 0.1,0.1000,1.0e-03,72.091473,2.04882836e-03,105.0555,338.2566,1.000000,1.528849e-04
J = 0.1,0.1000,1.0e-03,72.098140,2.04882836e-03,102.2932,330.1041,1.000000,1.373926e-03
J = 0.1,0.1000,1.0e-03,72.104807,2.04882836e-03,97.0266,323.1652,1.000000,2.383505e-03
J = 0.1,0.1000,1.0e-03,72.111474,2.04882836e-03,89.8058,318.0046,1.000000,3.072071e-03
J = 0.1,0.1000,1.0e-03,72.118141,2.04882836e-03,81.2648,314.9060,1.000000,3.407390e-03
J = 0.1,0.1000,1.0e-03,72.124808,2.04882836e-03,72.0431,314.0795,1.000000,3.394941e-03
J = 0.1,0.1000,1.0e-03,72.131475,2.04882836e-03,62.8039,315.8483,1.000000,3.041288e-03
J = 0.1,0.1000,1.0e-03,72.138143,2.04882836e-03,54.3200,320.7372,1.000000,2.333917e-03
J = 0.1,0.1000,1.0e-03,72.144810,2.04882836e-03,47.5797,329.2974,1.000000,1.255041e-03
J = 0.1,0.1000,1.0e-03,72.151477,2.04882836e-03,43.7557,341.3260,1.000000,1.255791e-04
J = 0.1,0.1000,1.0e-03,72.158144,2.04882836e-03,43.7427,354.7768,1.000000,1.531711e-03
J = 0.1,0.1000,1.0e-03,72.164811,2.04882836e-03,47.4597,6.4593,1.000000,2.634890e-03
J = 0.1,0.1000,1.0e-03,72.171478,2.04882836e-03,53.8939,14.4602,1.000000,3.354797e-03
J = 0.1,0.1000,1.0e-03,72.178145,2.04882836e-03,61.8178,18.6710,1.000000,3.797749e-03
J = 0.1,0.1000,1.0e-03,72.184812,2.04882836e-03,70.2108,19.6786,1.000000,4.059863e-03
J = 0.1,0.1000,1.0e-03,72.191479,2.04882836e-03,78.2696,18.0468,1.000000,4.162262e-03
J = 0.1,0.1000,1.0e-03,72.198147,2.04882836e-03,85.3107,14.1889,1.000000,4.064752e-03
J = 0.1,0.1000,1.0e-03,72.204814,2.04882836e-03,90.7128,8.4756,1.000000,3.701951e-03
J = 0.1,0.1000,1.0e-03,72.211481,2.04882836e-03,93.9372,1.3916,1.000000,3.033976e-03
J = 0.1,0.1000,1.0e-03,72.218148,2.04882836e-03,94.6173,353.6268,1.000000,2.099586e-03
J = 0.1,0.1000,1.0e-03,72.224815,2.04882836e-03,92.6603,346.0124,1.000000,1.033343e-03
J = 0.1,0.1000,1.0e-03,72.231482,2.04882836e-03,88.2758,339.3312,1.000000,2.083434e-05
J = 0.1,0.1000,1.0e-03,72.238149,2.04882836e-03,81.9032,334.1701,1.000000,7.722625e-04
J = 0.1,0.1000,1.0e-03,72.244816,2.04882836e-03,74.1022,330.9344,1.000000,1.239612e-03
J = 0.1,0.1000,1.0e-03,72.251483,2.04882836e-03,65.4868,329.9904,1.000000,1.330172e-03
J = 0.1,0.1000,1.0e-03,72.258151,2.04882836e-03,56.7391,331.8410,1.000000,1.025438e-03
J = 0.1,0.1000,1.0e-03,72.264818,2.04882836e-03,48.7021,337.2325,1.000000,3.261764e-04
J = 0.1,0.1000,1.0e-03,72.271485,2.04882836e-03,42.5074,346.9172,1.000000,7.141051e-04
J = 0.1,0.1000,1.0e-03,72.278152,2.04882836e-03,39.5137,0.5117,1.000000,1.877310e-03
J = 0.1,0.1000,1.0e-03,72.284819,2.04882836e-03,40.6435,15.1154,1.000000,2.779257e-03
J = 0.1,0.1000,1.0e-03,72.291486,2.04882836e-03,45.5661,26.9542,1.000000,3.239369e-03
J = 0.1,0.1000,1.0e-03,72.298153,2.04882836e-03,53.0363,34.4822,1.000000,3.424751e-03
J = 0.1,0.1000,1.0e-03,72.304820,2.04882836e-03,61.7938,38.1065,1.000000,3.552888e-03
J = 0.1,0.1000,1.0e-03,72.311487,2.04882836e-03,70.8830,38.6385,1.000000,3.732738e-03
J = 0.1,0.1000,1.0e-03,72.318155,2.04882836e-03,79.5709,36.6763,1.000000,3.973481e-03
J = 0.1,0.1000,1.0e-03,72.324822,2.04882836e-03,87.2209,32.5945,1.000000,4.213968e-03
J = 0.1,0.1000,1.0e-03,72.331489,2.04882836e-03,93.2304,26.7034,1.000000,4.347026e-03
J = 0.1,0.1000,1.0e-03,72.338156,2.04882836e-03,97.0514,19.4364,1.000000,4.256788e-03
J = 0.1,0.1000,1.0e-03,72.344823,2.04882836e-03,98.2899,11.4746,1.000000,3.879066e-03
J = 0.1,0.1000,1.0e-03,72.351490,2.04882836e-03,96.8317,3.6986,1.000000,3.255698e-03
J = 0.1,0.1000,1.0e-03,72.358157,2.04882836e-03,92.8943,356.9718,1.000000,2.529468e-03
J = 0.1,0.1000,1.0e-03,72.364824,2.04882836e-03,86.9589,351.9430,1.000000,1.877868e-03
J = 0.1,0.1000,1.0e-03,72.371491,2.04882836e-03,79.6489,349.0302,1.000000,1.446706e-03
J = 0.1,0.1000,1.0e-03,72.378159,2.04882836e-03,71.6510,348.5480,1.000000,1.323027e-03
J = 0.1,0.1000,1.0e-03,72.384826,2.04882836e-03,63.7150,350.8408,1.000000,1.533369e-03
J = 0.1,0.1000,1.0e-03,72.391493,2.04882836e-03,56.7125,356.2917,1.000000,2.036189e-03
J = 0.1,0.1000,1.0e-03,72.398160,2.04882836e-03,51.6725,5.0316,1.000000,2.691451e-03
J = 0.1,0.1000,1.0e-03,72.404827,2.04882836e-03,49.6274,16.2731,1.000000,3.250159e-03
J = 0.1,0.1000,1.0e-03,72.411494,2.04882836e-03,51.1539,27.9647,1.000000,3.484947e-03
J = 0.1,0.1000,1.0e-03,72.418161,2.04882836e-03,55.9947,37.8347,1.000000,3.392652e-03
J = 0.1,0.1000,1.0e-03,72.424828,2.04882836e-03,63.2815,44.7352,1.000000,3.159806e-03
J = 0.1,0.1000,1.0e-03,72.431495,2.04882836e-03,72.0359,48.6102,1.000000,2.974750e-03
J = 0.1,0.1000,1.0e-03,72.438163,2.04882836e-03,81.4165,49.7824,1.000000,2.943978e-03
J = 0.1,0.1000,1.0e-03,72.444830,2.04882836e-03,90.7123,48.5222,1.000000,3.096486e-03
J = 0.1,0.1000,1.0e-03,72.451497,2.04882836e-03,99.2579,44.9542,1.000000,3.396965e-03
J = 0.1,0.1000,1.0e-03,72.458164,2.04882836e-03,106.3640,39.1559,1.000000,3.748854e-03
J = 0.1,0.1000,1.0e-03,72.464831,2.04882836e-03,111.3207,31.3871,1.000000,4.004333e-03
J = 0.1,0.1000,1.0e-03,72.471498,2.04882836e-03,113.5254,22.3625,1.000000,4.015988e-03
J = 0.1,0.1000,1.0e-03,72.478165,2.04882836e-03,112.7120,13.2878,1.000000,3.734231e-03
J = 0.1,0.1000,1.0e-03,72.484832,2.04882836e-03,109.1021,5.4551,1.000000,3.260955e-03
J = 0.1,0.1000,1.0e-03,72.491499,2.04882836e-03,103.3166,359.7490,1.000000,2.783006e-03
J = 0.1,0.1000,1.0e-03,72.498167,2.04882836e-03,96.1488,356.5447,1.000000,2.465597e-03
J = 0.1,0.1000,1.0e-03,72.504834,2.04882836e-03,88.4048,355.9239,1.000000,2.401897e-03
J = 0.1,0.1000,1.0e-03,72.511501,2.04882836e-03,80.8691,357.8843,1.000000,2.609125e-03
J = 0.1,0.1000,1.0e-03,72.518168,2.04882836e-03,74.3318,2.3846,1.000000,3.030451e-03
J = 0.1,0.1000,1.0e-03,72.524835,2.04882836e-03,69.5944,9.2116,1.000000,3.533265e-03
J = 0.1,0.1000,1.0e-03,72.531502,2.04882836e-03,67.3761,17.7450,1.000000,3.932035e-03
J = 0.1,0.1000,1.0e-03,72.538169,2.04882836e-03,68.1081,26.8719,1.000000,4.071215e-03
J = 0.1,0.1000,1.0e-03,72.544836,2.04882836e-03,71.7577,35.3062,1.000000,3.925088e-03
J = 0.1,0.1000,1.0e-03,72.551503,2.04882836e-03,77.8675,42.0879,1.000000,3.603022e-03
J = 0.1,0.1000,1.0e-03,72.558171,2.04882836e-03,85.7670,46.7594,1.000000,3.260837e-03
J = 0.1,0.1000,1.0e-03,72.564838,2.04882836e-03,94.7578,49.1757,1.000000,3.023008e-03
J = 0.1,0.1000,1.0e-03,72.571505,2.04882836e-03,104.1717,49.2400,1.000000,2.955777e-03
J = 0.1,0.1000,1.0e-03,72.578172,2.04882836e-03,113.3309,46.7372,1.000000,3.063360e-03
J = 0.1,0.1000,1.0e-03,72.584839,2.04882836e-03,121.4619,41.3174,1.000000,3.279413e-03
J = 0.1,0.1000,1.0e-03,72.591506,2.04882836e-03,127.6300,32.7450,1.000000,3.451430e-03
J = 0.1,0.1000,1.0e-03,72.598173,2.04882836e-03,130.8409,21.5545,1.000000,3.369490e-03
J = 0.1,0.1000,1.0e-03,72.604840,2.04882836e-03,130.4651,9.6219,1.000000,2.923887e-03
J = 0.1,0.1000,1.0e-03,72.611507,2.04882836e-03,126.6994,359.3858,1.000000,2.257808e-03
J = 0.1,0.1000,1.0e-03,72.618175,2.04882836e-03,120.4481,352.2934,1.000000,1.643494e-03
J = 0.1,0.1000,1.0e-03,72.624842,2.04882836e-03,112.7966,348.5353,1.000000,1.277483e-03
J = 0.1,0.1000,1.0e-03,72.631509,2.04882836e-03,104.6990,347.7579,1.000000,1.241319e-03
J = 0.1,0.1000,1.0e-03,72.638176,2.04882836e-03,96.9535,349.5667,1.000000,1.537399e-03
J = 0.1,0.1000,1.0e-03,72.644843,2.04882836e-03,90.2683,353.6342,1.000000,2.107741e-03
J = 0.1,0.1000,1.0e-03,72.651510,2.04882836e-03,85.2961,359.6066,1.000000,2.834269e-03
J = 0.1,0.1000,1.0e-03,72.658177,2.04882836e-03,82.5946,6.9563,1.000000,3.549029e-03
J = 0.1,0.1000,1.0e-03,72.664844,2.04882836e-03,82.5176,14.9153,1.000000,4.081624e-03
J = 0.1,0.1000,1.0e-03,72.671511,2.04882836e-03,85.1106,22.5893,1.000000,4.333112e-03
J = 0.1,0.1000,1.0e-03,72.678179,2.04882836e-03,90.1032,29.1892,1.000000,4.316533e-03
J = 0.1,0.1000,1.0e-03,72.684846,2.04882836e-03,97.0089,34.1697,1.000000,4.127765e-03
J = 0.1,0.1000,1.0e-03,72.691513,2.04882836e-03,105.2463,37.1787,1.000000,3.882586e-03
J = 0.1,0.1000,1.0e-03,72.698180,2.04882836e-03,114.1986,37.8879,1.000000,3.667130e-03
J = 0.1,0.1000,1.0e-03,72.704847,2.04882836e-03,123.1899,35.8107,1.000000,3.508803e-03
J = 0.1,0.1000,1.0e-03,72.711514,2.04882836e-03,131.3835,30.2009,1.000000,3.349601e-03
J = 0.1,0.1000,1.0e-03,72.718181,2.04882836e-03,137.6524,20.3089,1.000000,3.018126e-03
J = 0.1,0.1000,1.0e-03,72.724848,2.04882836e-03,140.6504,6.5620,1.000000,2.289820e-03
J = 0.1,0.1000,1.0e-03,72.731515,2.04882836e-03,139.4988,351.9413,1.000000,1.171045e-03
J = 0.1,0.1000,1.0e-03,72.738183,2.04882836e-03,134.5921,340.2267,1.000000,1.354861e-05
J = 0.1,0.1000,1.0e-03,72.744850,2.04882836e-03,127.2161,332.8999,1.000000,8.676106e-04
J = 0.1,0.1000,1.0e-03,72.751517,2.04882836e-03,118.6451,329.5112,1.000000,1.364993e-03
J = 0.1,0.1000,1.0e-03,72.758184,2.04882836e-03,109.8415,329.2326,1.000000,1.465098e-03
J = 0.1,0.1000,1.0e-03,72.764851,2.04882836e-03,101.5442,331.4490,1.000000,1.177053e-03
J = 0.1,0.1000,1.0e-03,72.771518,2.04882836e-03,94.3906,335.7533,1.000000,5.312887e-04
J = 0.1,0.1000,1.0e-03,72.778185,2.04882836e-03,88.9693,341.7840,1.000000,3.975973e-04
J = 0.1,0.1000,1.0e-03,72.784852,2.04882836e-03,85.7901,349.0543,1.000000,1.472792e-03
J = 0.1,0.1000,1.0e-03,72.791519,2.04882836e-03,85.1865,356.8646,1.000000,2.510545e-03
J = 0.1,0.1000,1.0e-03,72.798187,2.04882836e-03,87.2130,4.3775,1.000000,3.340587e-03
J = 0.1,0.1000,1.0e-03,72.804854,2.04882836e-03,91.6219,10.8137,1.000000,3.872356e-03
J = 0.1,0.1000,1.0e-03,72.811521,2.04882836e-03,97.9394,15.5915,1.000000,4.109357e-03
J = 0.1,0.1000,1.0e-03,72.818188,2.04882836e-03,105.5724,18.3046,1.000000,4.108535e-03
J = 0.1,0.1000,1.0e-03,72.824855,2.04882836e-03,113.8658,18.5828,1.000000,3.925216e-03
J = 0.1,0.1000,1.0e-03,72.831522,2.04882836e-03,122.0809,15.9489,1.000000,3.569822e-03
J = 0.1,0.1000,1.0e-03,72.838189,2.04882836e-03,129.3105,9.8059,1.000000,2.981785e-03
J = 0.1,0.1000,1.0e-03,72.844856,2.04882836e-03,134.4133,359.8293,1.000000,2.048553e-03
J = 0.1,0.1000,1.0e-03,72.851523,2.04882836e-03,136.2074,346.9907,1.000000,7.448565e-04
J = 0.1,0.1000,1.0e-03,72.858191,2.04882836e-03,134.1149,334.0643,1.000000,6.946656e-04
J = 0.1,0.1000,1.0e-03,72.864858,2.04882836e-03,128.6219,323.8302,1.000000,1.932825e-03
J = 0.1,0.1000,1.0e-03,72.871525,2.04882836e-03,120.8381,317.2710,1.000000,2.812899e-03
J = 0.1,0.1000,1.0e-03,72.878192,2.04882836e-03,111.8500,314.0783,1.000000,3.330391e-03
J = 0.1,0.1000,1.0e-03,72.884859,2.04882836e-03,102.5173,313.6897,1.000000,3.506447e-03
J = 0.1,0.1000,1.0e-03,72.891526,2.04882836e-03,93.5412,315.7033,1.000000,3.342546e-03
J = 0.1,0.1000,1.0e-03,72.898193,2.04882836e-03,85.5676,319.8870,1.000000,2.827881e-03
J = 0.1,0.1000,1.0e-03,72.904860,2.04882836e-03,79.2414,326.0302,1.000000,1.968641e-03
J = 0.1,0.1000,1.0e-03,72.911527,2.04882836e-03,75.1777,333.7308,1.000000,8.300411e-04
J = 0.1,0.1000,1.0e-03,72.918195,2.04882836e-03,73.8309,342.2276,1.000000,4.346449e-04
J = 0.1,0.1000,1.0e-03,72.924862,2.04882836e-03,75.3241,350.4669,1.000000,1.616628e-03
J = 0.1,0.1000,1.0e-03,72.931529,2.04882836e-03,79.3787,357.4284,1.000000,2.543169e-03
J = 0.1,0.1000,1.0e-03,72.938196,2.04882836e-03,85.4137,2.4157,1.000000,3.139043e-03
J = 0.1,0.1000,1.0e-03,72.944863,2.04882836e-03,92.7114,5.0714,1.000000,3.406221e-03
J = 0.1,0.1000,1.0e-03,72.951530,2.04882836e-03,100.5196,5.2115,1.000000,3.366952e-03
J = 0.1,0.1000,1.0e-03,72.958197,2.04882836e-03,108.0606,2.6865,1.000000,3.022686e-03
J = 0.1,0.1000,1.0e-03,72.964864,2.04882836e-03,114.4957,357.3926,1.000000,2.347205e-03
J = 0.1,0.1000,1.0e-03,72.971531,2.04882836e-03,118.9295,349.4984,1.000000,1.324986e-03
J = 0.1,0.1000,1.0e-03,72.978199,2.04882836e-03,120.5606,339.8082,1.000000,3.233897e-05
J = 0.1,0.1000,1.0e-03,72.984866,2.04882836e-03,118.9842,329.8214,1.000000,1.321068e-03
J = 0.1,0.1000,1.0e-03,72.991533,2.04882836e-03,114.3963,321.1118,1.000000,2.492799e-03
J = 0.1,0.1000,1.0e-03,72.998200,2.04882836e-03,107.4509,314.6215,1.000000,3.344671e-03
J = 0.1,0.1000,1.0e-03,73.004867,2.04882836e-03,98.9475,310.6129,1.000000,3.852477e-03
J = 0.1,0.1000,1.0e-03,73.011534,2.04882836e-03,89.6399,309.0429,1.000000,4.037341e-03
J = 0.1,0.1000,1.0e-03,73.018201,2.04882836e-03,80.2146,309.8732,1.000000,3.914705e-03
J = 0.1,0.1000,1.0e-03,73.024868,2.04882836e-03,71.3555,313.1892,1.000000,3.476526e-03
J = 0.1,0.1000,1.0e-03,73.031535,2.04882836e-03,63.8204,319.1381,1.000000,2.698278e-03
J = 0.1,0.1000,1.0e-03,73.038203,2.04882836e-03,58.4575,327.6434,1.000000,1.580367e-03
J = 0.1,0.1000,1.0e-03,73.044870,2.04882836e-03,56.0530,337.9320,1.000000,2.272679e-04
J = 0.1,0.1000,1.0e-03,73.051537,2.04882836e-03,56.9806,348.3676,1.000000,1.122811e-03
J = 0.1,0.1000,1.0e-03,73.058204,2.04882836e-03,60.9451,357.1575,1.000000,2.227465e-03
J = 0.1,0.1000,1.0e-03,73.064871,2.04882836e-03,67.1411,3.2533,1.000000,2.984830e-03
J = 0.1,0.1000,1.0e-03,73.071538,2.04882836e-03,74.6197,6.4293,1.000000,3.409979e-03
J = 0.1,0.1000,1.0e-03,73.078205,2.04882836e-03,82.5012,6.8430,1.000000,3.538689e-03
J = 0.1,0.1000,1.0e-03,73.084872,2.04882836e-03,89.9982,4.7159,1.000000,3.376625e-03
J = 0.1,0.1000,1.0e-03,73.091539,2.04882836e-03,96.3728,0.2704,1.000000,2.900533e-03
J = 0.1,0.1000,1.0e-03,73.098207,2.04882836e-03,100.9254,353.8370,1.000000,2.093814e-03
J = 0.1,0.1000,1.0e-03,73.104874,2.04882836e-03,103.0657,346.0126,1.000000,1.001563e-03
J = 0.1,0.1000,1.0e-03,73.111541,2.04882836e-03,102.4539,337.6987,1.000000,2.347441e-04
J = 0.1,0.1000,1.0e-03,73.118208,2.04882836e-03,99.1147,329.9007,1.000000,1.413187e-03
J = 0.1,0.1000,1.0e-03,73.124875,2.04882836e-03,93.4118,323.4261,1.000000,2.357826e-03
J = 0.1,0.1000,1.0e-03,73.131542,2.04882836e-03,85.9061,318.7597,1.000000,2.972121e-03
J = 0.1,0.1000,1.0e-03,73.138209,2.04882836e-03,77.2203,316.1734,1.000000,3.228705e-03
J = 0.1,0.1000,1.0e-03,73.144876,2.04882836e-03,67.9882,315.9260,1.000000,3.131420e-03
J = 0.1,0.1000,1.0e-03,73.151543,2.04882836e-03,58.8924,318.4362,1.000000,2.682048e-03
J = 0.1,0.1000,1.0e-03,73.158211,2.04882836e-03,50.7660,324.3364,1.000000,1.864985e-03
J = 0.1,0.1000,1.0e-03,73.164878,2.04882836e-03,44.6960,334.1630,1.000000,6.785027e-04
J = 0.1,0.1000,1.0e-03,73.171545,2.04882836e-03,41.9037,347.2929,1.000000,7.420631e-04
J = 0.1,0.1000,1.0e-03,73.178212,2.04882836e-03,43.1054,0.9743,1.000000,2.052812e-03
J = 0.1,0.1000,1.0e-03,73.184879,2.04882836e-03,47.8738,11.9476,1.000000,2.982944e-03
J = 0.1,0.1000,1.0e-03,73.191546,2.04882836e-03,55.0048,18.8793,1.000000,3.558481e-03
J = 0.1,0.1000,1.0e-03,73.198213,2.04882836e-03,63.2836,22.0744,1.000000,3.918532e-03
J = 0.1,0.1000,1.0e-03,73.204880,2.04882836e-03,71.7592,22.2234,1.000000,4.144161e-03
J = 0.1,0.1000,1.0e-03,73.211547,2.04882836e-03,79.6808,19.8764,1.000000,4.234175e-03
J = 0.1,0.1000,1.0e-03,73.218215,2.04882836e-03,86.3953,15.4300,1.000000,4.131360e-03
J = 0.1,0.1000,1.0e-03,73.224882,2.04882836e-03,91.3084,9.2714,1.000000,3.762430e-03
J = 0.1,0.1000,1.0e-03,73.231549,2.04882836e-03,93.9246,1.9320,1.000000,3.091326e-03
J = 0.1,0.1000,1.0e-03,73.238216,2.04882836e-03,93.9470,354.1449,1.000000,2.169446e-03
J = 0.1,0.1000,1.0e-03,73.244883,2.04882836e-03,91.3669,346.7414,1.000000,1.141828e-03
J = 0.1,0.1000,1.0e-03,73.251550,2.04882836e-03,86.4652,340.4585,1.000000,1.935430e-04
J = 0.1,0.1000,1.0e-03,73.258217,2.04882836e-03,79.7236,335.8300,1.000000,5.181667e-04
J = 0.1,0.1000,1.0e-03,73.264884,2.04882836e-03,71.7227,333.2410,1.000000,8.950362e-04
J = 0.1,0.1000,1.0e-03,73.271551,2.04882836e-03,63.0969,333.0848,1.000000,8.901941e-04
J = 0.1,0.1000,1.0e-03,73.278219,2.04882836e-03,54.5708,335.9254,1.000000,4.888014e-04
J = 0.1,0.1000,1.0e-03,73.284886,2.04882836e-03,47.0673,342.5340,1.000000,2.926793e-04
J = 0.1,0.1000,1.0e-03,73.291553,2.04882836e-03,41.8062,353.4324,1.000000,1.348256e-03
J = 0.1,0.1000,1.0e-03,73.298220,2.04882836e-03,40.0897,7.5268,1.000000,2.382614e-03
J = 0.1,0.1000,1.0e-03,73.304887,2.04882836e-03,42.4941,21.3995,1.000000,3.046289e-03
J = 0.1,0.1000,1.0e-03,73.311554,2.04882836e-03,48.3405,31.8621,1.000000,3.307313e-03
J = 0.1,0.1000,1.0e-03,73.318221,2.04882836e-03,56.3386,38.1260,1.000000,3.389741e-03
J = 0.1,0.1000,1.0e-03,73.324888,2.04882836e-03,65.3343,40.7981,1.000000,3.483700e-03
J = 0.1,0.1000,1.0e-03,73.331555,2.04882836e-03,74.4611,40.6119,1.000000,3.665957e-03
J = 0.1,0.1000,1.0e-03,73.338223,2.04882836e-03,83.0273,38.0617,1.000000,3.924768e-03
J = 0.1,0.1000,1.0e-03,73.344890,2.04882836e-03,90.4060,33.4604,1.000000,4.184549e-03
J = 0.1,0.1000,1.0e-03,73.351557,2.04882836e-03,95.9945,27.1139,1.000000,4.327993e-03
J = 0.1,0.1000,1.0e-03,73.358224,2.04882836e-03,99.2584,19.5082,1.000000,4.237149e-03
J = 0.1,0.1000,1.0e-03,73.364891,2.04882836e-03,99.8533,11.4064,1.000000,3.858683e-03
J = 0.1,0.1000,1.0e-03,73.371558,2.04882836e-03,97.7491,3.7418,1.000000,3.253391e-03
J = 0.1,0.1000,1.0e-03,73.378225,2.04882836e-03,93.2537,357.3636,1.000000,2.576228e-03
J = 0.1,0.1000,1.0e-03,73.384892,2.04882836e-03,86.9157,352.8625,1.000000,2.001975e-03
J = 0.1,0.1000,1.0e-03,73.391559,2.04882836e-03,79.3982,350.6019,1.000000,1.663924e-03
J = 0.1,0.1000,1.0e-03,73.398227,2.04882836e-03,71.4150,350.8635,1.000000,1.633335e-03
J = 0.1,0.1000,1.0e-03,73.404894,2.04882836e-03,63.7464,353.9574,1.000000,1.917386e-03
J = 0.1,0.1000,1.0e-03,73.411561,2.04882836e-03,57.2933,0.1668,1.000000,2.446551e-03
J = 0.1,0.1000,1.0e-03,73.418228,2.04882836e-03,53.0725,9.3815,1.000000,3.048460e-03
J = 0.1,0.1000,1.0e-03,73.424895,2.04882836e-03,51.9898,20.5091,1.000000,3.474114e-03
J = 0.1,0.1000,1.0e-03,73.431562,2.04882836e-03,54.3951,31.4820,1.000000,3.560544e-03
J = 0.1,0.1000,1.0e-03,73.438229,2.04882836e-03,59.8681,40.4041,1.000000,3.371430e-03
J = 0.1,0.1000,1.0e-03,73.444896,2.04882836e-03,67.5320,46.4687,1.000000,3.101148e-03
J = 0.1,0.1000,1.0e-03,73.451563,2.04882836e-03,76.4731,49.7025,1.000000,2.915814e-03
J = 0.1,0.1000,1.0e-03,73.458231,2.04882836e-03,85.9047,50.3657,1.000000,2.902166e-03
J = 0.1,0.1000,1.0e-03,73.464898,2.04882836e-03,95.1379,48.6360,1.000000,3.075972e-03
J = 0.1,0.1000,1.0e-03,73.471565,2.04882836e-03,103.4982,44.5626,1.000000,3.390540e-03
J = 0.1,0.1000,1.0e-03,73.478232,2.04882836e-03,110.2667,38.1930,1.000000,3.736403e-03
J = 0.1,0.1000,1.0e-03,73.484899,2.04882836e-03,114.7073,29.8464,1.000000,3.954652e-03
