config,ic_id,band0,t_yr,omega_e,Id_over_Is,beta_deg
goes8_sa00,31,LAM,0.001000,2.45901324e-04,0.682114,176.9976
goes8_sa00,31,LAM,0.001102,2.47116061e-04,0.677459,177.5943
goes8_sa00,31,LAM,0.001215,2.48442924e-04,0.672347,178.0648
goes8_sa00,31,LAM,0.001340,2.49890212e-04,0.666741,178.4694
goes8_sa00,31,LAM,0.001477,2.51467217e-04,0.660599,178.8461
goes8_sa00,31,LAM,0.001629,2.53184025e-04,0.653877,179.1748
goes8_sa00,31,LAM,0.001796,2.55051562e-04,0.646526,179.4475
goes8_sa00,31,LAM,0.001980,2.57081867e-04,0.638494,179.6494
goes8_sa00,31,LAM,0.002183,2.59288290e-04,0.629724,179.7295
goes8_sa00,31,LAM,0.002406,2.61685924e-04,0.620157,179.7896
goes8_sa00,31,LAM,0.002653,2.64292073e-04,0.609726,179.8987
goes8_sa00,31,LAM,0.002925,2.67126603e-04,0.598366,179.9579
goes8_sa00,31,LAM,0.003225,2.70212683e-04,0.586004,179.9248
goes8_sa00,31,LAM,0.003555,2.73577887e-04,0.572571,179.9736
goes8_sa00,31,LAM,0.003919,2.77255330e-04,0.557997,179.9536
goes8_sa00,31,LAM,0.004321,2.81285139e-04,0.542216,179.9652
goes8_sa00,31,LAM,0.004764,2.85716151e-04,0.525179,179.9572
goes8_sa00,31,LAM,0.005252,2.90607503e-04,0.506855,179.9581
goes8_sa00,31,LAM,0.005790,2.96029683e-04,0.487252,179.9555
goes8_sa00,31,LAM,0.006384,3.02063889e-04,0.466437,179.9505
goes8_sa00,31,LAM,0.007038,3.08797762e-04,0.444564,179.9436
goes8_sa00,31,LAM,0.007759,3.16314433e-04,0.421910,179.9339
goes8_sa00,31,LAM,0.008555,3.24671109e-04,0.398911,179.9209
goes8_sa00,31,LAM,0.009431,3.33864953e-04,0.376185,179.9034
goes8_sa00,31,LAM,0.010398,3.43790973e-04,0.354512,179.8804
goes8_sa00,31,LAM,0.011464,3.54210984e-04,0.334758,179.8511
goes8_sa00,31,LAM,0.012638,3.64767126e-04,0.317710,179.8151
goes8_sa00,31,LAM,0.013934,3.75065139e-04,0.303894,179.7732
goes8_sa00,31,LAM,0.015362,3.84805567e-04,0.293432,179.7269
goes8_sa00,31,LAM,0.016936,3.93888992e-04,0.286047,179.6784
goes8_sa00,31,LAM,0.018672,4.02430880e-04,0.281182,179.6294
goes8_sa00,31,LAM,0.020585,4.10692247e-04,0.278185,179.5806
goes8_sa00,31,LAM,0.022695,4.18985200e-04,0.276455,179.5315
goes8_sa00,31,LAM,0.025021,4.27604017e-04,0.275519,179.4811
goes8_sa00,31,LAM,0.027585,4.36795518e-04,0.275043,179.4282
goes8_sa00,31,LAM,0.030412,4.46758099e-04,0.274817,179.3717
goes8_sa00,31,LAM,0.033529,4.57654080e-04,0.274716,179.3103
goes8_sa00,31,LAM,0.036966,4.69624812e-04,0.274674,179.2441
goes8_sa00,31,LAM,0.040754,4.82803576e-04,0.274658,179.1714
goes8_sa00,31,LAM,0.044931,4.97324977e-04,0.274653,179.0938
goes8_sa00,31,LAM,0.049535,5.13331216e-04,0.274651,179.0089
goes8_sa00,31,LAM,0.054612,5.30976202e-04,0.274650,178.9116
goes8_sa00,31,LAM,0.060209,5.50428382e-04,0.274650,178.8088
goes8_sa00,31,LAM,0.066379,5.71872956e-04,0.274650,178.7166
goes8_sa00,31,LAM,0.073182,5.95513872e-04,0.274650,178.6077
goes8_sa00,31,LAM,0.080683,6.21575827e-04,0.274650,178.4554
goes8_sa00,31,LAM,0.088951,6.50306465e-04,0.274650,178.4028
goes8_sa00,31,LAM,0.098068,6.81978575e-04,0.274650,177.9202
goes8_sa00,31,LAM,0.108118,7.16891494e-04,0.274650,178.0485
goes8_sa00,31,LAM,0.119199,7.55368463e-04,0.274650,176.2249
goes8_sa00,31,LAM,0.131415,7.97704101e-04,0.274650,177.1587
goes8_sa00,31,LAM,0.144883,8.43609861e-04,0.274650,167.7579
goes8_sa00,31,LAM,0.159731,8.83294317e-04,0.274650,143.9184
goes8_sa00,31,LAM,0.176101,8.18903765e-04,0.274650,106.9343
goes8_sa00,31,LAM,0.194149,5.83925996e-04,0.274650,91.3005
goes8_sa00,31,LAM,0.214047,2.91616312e-04,0.274650,89.2992
goes8_sa00,31,LAM,0.235983,1.52173179e-04,0.279810,177.3946
goes8_sa00,31,LAM,0.260168,2.37197041e-04,0.274650,177.1846
goes8_sa00,31,LAM,0.286832,3.12347248e-04,0.274650,124.3223
goes8_sa00,31,LAM,0.316228,8.09864076e-05,0.274650,177.4088
goes8_sa00,31,LAM,0.348637,5.21670336e-05,0.274650,177.4814
goes8_sa00,31,LAM,0.384367,NaN,NaN,NaN
goes8_sa00,31,LAM,0.423759,NaN,NaN,NaN
goes8_sa00,31,LAM,0.467188,NaN,NaN,NaN
goes8_sa00,31,LAM,0.515068,NaN,NaN,NaN
goes8_sa00,31,LAM,0.567855,NaN,NaN,NaN
goes8_sa00,31,LAM,0.626052,NaN,NaN,NaN
goes8_sa00,31,LAM,0.690213,NaN,NaN,NaN
goes8_sa00,31,LAM,0.760950,NaN,NaN,NaN
goes8_sa00,31,LAM,0.838936,NaN,NaN,NaN
goes8_sa00,31,LAM,0.924915,NaN,NaN,NaN
goes8_sa00,31,LAM,1.019705,NaN,NaN,NaN
goes8_sa00,31,LAM,1.124210,NaN,NaN,NaN
goes8_sa00,31,LAM,1.239425,NaN,NaN,NaN
goes8_sa00,31,LAM,1.366448,NaN,NaN,NaN
goes8_sa00,31,LAM,1.506489,NaN,NaN,NaN
goes8_sa00,31,LAM,1.660883,NaN,NaN,NaN
goes8_sa00,31,LAM,1.831099,NaN,NaN,NaN
goes8_sa00,31,LAM,2.018760,NaN,NaN,NaN
goes8_sa00,31,LAM,2.225654,NaN,NaN,NaN
goes8_sa00,31,LAM,2.453751,NaN,NaN,NaN
goes8_sa00,31,LAM,2.705225,NaN,NaN,NaN
goes8_sa00,31,LAM,2.982471,NaN,NaN,NaN
goes8_sa00,31,LAM,3.288131,NaN,NaN,NaN
goes8_sa00,31,LAM,3.625117,NaN,NaN,NaN
goes8_sa00,31,LAM,3.996639,NaN,NaN,NaN
goes8_sa00,31,LAM,4.406236,NaN,NaN,NaN
goes8_sa00,31,LAM,4.857812,NaN,NaN,NaN
goes8_sa00,31,LAM,5.355667,NaN,NaN,NaN
goes8_sa00,31,LAM,5.904545,NaN,NaN,NaN
goes8_sa00,31,LAM,6.509675,NaN,NaN,NaN
goes8_sa00,31,LAM,7.176822,NaN,NaN,NaN
goes8_sa00,31,LAM,7.912343,NaN,NaN,NaN
goes8_sa00,31,LAM,8.723243,NaN,NaN,NaN
goes8_sa00,31,LAM,9.617249,NaN,NaN,NaN
goes8_sa00,31,LAM,10.602877,NaN,NaN,NaN
goes8_sa00,31,LAM,11.689518,NaN,NaN,NaN
goes8_sa00,31,LAM,12.887524,NaN,NaN,NaN
goes8_sa00,31,LAM,14.208308,NaN,NaN,NaN
goes8_sa00,31,LAM,15.664454,NaN,NaN,NaN
goes8_sa00,31,LAM,17.269833,NaN,NaN,NaN
goes8_sa00,31,LAM,19.039740,NaN,NaN,NaN
goes8_sa00,31,LAM,20.991037,NaN,NaN,NaN
goes8_sa00,31,LAM,23.142314,NaN,NaN,NaN
goes8_sa00,31,LAM,25.514065,NaN,NaN,NaN
goes8_sa00,31,LAM,28.128887,NaN,NaN,NaN
goes8_sa00,31,LAM,31.011689,NaN,NaN,NaN
goes8_sa00,31,LAM,34.189937,NaN,NaN,NaN
goes8_sa00,31,LAM,37.693910,NaN,NaN,NaN
goes8_sa00,31,LAM,41.556988,NaN,NaN,NaN
goes8_sa00,31,LAM,45.815977,NaN,NaN,NaN
goes8_sa00,31,LAM,50.511449,NaN,NaN,NaN
goes8_sa00,31,LAM,55.688140,NaN,NaN,NaN
goes8_sa00,31,LAM,61.395366,NaN,NaN,NaN
goes8_sa00,31,LAM,67.687500,NaN,NaN,NaN
goes8_sa00,31,LAM,74.624487,NaN,NaN,NaN
goes8_sa00,31,LAM,82.272413,NaN,NaN,NaN
goes8_sa00,31,LAM,90.704142,NaN,NaN,NaN
goes8_sa00,31,LAM,100.000000,NaN,NaN,NaN
goes8_sa00,32,LAM,0.000000,3.47403647e-04,0.597148,104.4821
goes8_sa00,32,LAM,0.001000,3.20816243e-04,0.663001,110.0811
goes8_sa00,32,LAM,0.001102,3.18537963e-04,0.669568,110.5200
goes8_sa00,32,LAM,0.001215,3.16121569e-04,0.676748,111.2941
goes8_sa00,32,LAM,0.001340,3.13606091e-04,0.684511,112.7450
goes8_sa00,32,LAM,0.001477,3.11070945e-04,0.692730,115.1181
goes8_sa00,32,LAM,0.001629,3.08632840e-04,0.701167,118.3508
goes8_sa00,32,LAM,0.001796,3.06418303e-04,0.709522,122.0519
goes8_sa00,32,LAM,0.001980,3.04541092e-04,0.717478,126.0526
goes8_sa00,32,LAM,0.002183,3.03169507e-04,0.724499,131.3049
goes8_sa00,32,LAM,0.002406,3.02670897e-04,0.729271,139.4530
goes8_sa00,32,LAM,0.002653,3.03497648e-04,0.729855,149.8640
goes8_sa00,32,LAM,0.002925,3.05678438e-04,0.725641,159.1283
goes8_sa00,32,LAM,0.003225,3.08892737e-04,0.717579,166.8210
goes8_sa00,32,LAM,0.003555,3.12860530e-04,0.706693,172.5983
goes8_sa00,32,LAM,0.003919,3.17322038e-04,0.693990,175.9730
goes8_sa00,32,LAM,0.004321,3.22158621e-04,0.679922,177.9592
goes8_sa00,32,LAM,0.004764,3.27334383e-04,0.664620,178.9549
goes8_sa00,32,LAM,0.005252,3.32857886e-04,0.648057,179.5811
goes8_sa00,32,LAM,0.005790,3.38755903e-04,0.630165,179.7634
goes8_sa00,32,LAM,0.006384,3.45069752e-04,0.610854,179.9425
goes8_sa00,32,LAM,0.007038,3.51856548e-04,0.590035,179.9221
goes8_sa00,32,LAM,0.007759,3.59192263e-04,0.567629,179.9582
goes8_sa00,32,LAM,0.008555,3.67177317e-04,0.543581,179.9545
goes8_sa00,32,LAM,0.009431,3.75941489e-04,0.517893,179.9468
goes8_sa00,32,LAM,0.010398,3.85645909e-04,0.490654,179.9382
goes8_sa00,32,LAM,0.011464,3.96476224e-04,0.462103,179.9258
goes8_sa00,32,LAM,0.012638,4.08616592e-04,0.432702,179.9086
goes8_sa00,32,LAM,0.013934,4.22190348e-04,0.403207,179.8841
goes8_sa00,32,LAM,0.015362,4.37159088e-04,0.374706,179.8507
goes8_sa00,32,LAM,0.016936,4.53204371e-04,0.348536,179.8063
goes8_sa00,32,LAM,0.018672,4.69679890e-04,0.326027,179.7500
goes8_sa00,32,LAM,0.020585,4.85753144e-04,0.308113,179.6829
goes8_sa00,32,LAM,0.022695,5.00736340e-04,0.295021,179.6087
goes8_sa00,32,LAM,0.025021,5.14387855e-04,0.286245,179.5324
goes8_sa00,32,LAM,0.027585,5.26951529e-04,0.280830,179.4578
goes8_sa00,32,LAM,0.030412,5.38957816e-04,0.277739,179.3856
goes8_sa00,32,LAM,0.033529,5.50988912e-04,0.276099,179.3147
goes8_sa00,32,LAM,0.036966,5.63542709e-04,0.275287,179.2425
goes8_sa00,32,LAM,0.040754,5.76999810e-04,0.274912,179.1673
goes8_sa00,32,LAM,0.044931,5.91644884e-04,0.274751,179.0871
goes8_sa00,32,LAM,0.049535,6.07702229e-04,0.274686,179.0009
goes8_sa00,32,LAM,0.054612,6.25366806e-04,0.274662,178.9073
goes8_sa00,32,LAM,0.060209,6.44825912e-04,0.274654,178.8066
goes8_sa00,32,LAM,0.066379,6.66272707e-04,0.274651,178.6990
goes8_sa00,32,LAM,0.073182,6.89914229e-04,0.274650,178.5809
goes8_sa00,32,LAM,0.080683,7.15976293e-04,0.274650,178.4632
goes8_sa00,32,LAM,0.088951,7.44706907e-04,0.274650,178.3222
goes8_sa00,32,LAM,0.098068,7.76379102e-04,0.274650,178.2248
goes8_sa00,32,LAM,0.108118,8.11293672e-04,0.274650,178.1031
goes8_sa00,32,LAM,0.119199,8.49782218e-04,0.274650,177.8281
goes8_sa00,32,LAM,0.131415,8.92209730e-04,0.274650,177.4949
goes8_sa00,32,LAM,0.144883,9.38976407e-04,0.274650,178.5432
goes8_sa00,32,LAM,0.159731,9.90508820e-04,0.274650,177.2195
goes8_sa00,32,LAM,0.176101,1.04712275e-03,0.274650,175.9227
goes8_sa00,32,LAM,0.194149,1.10749387e-03,0.274650,161.2088
goes8_sa00,32,LAM,0.214047,1.14286969e-03,0.274650,133.1084
goes8_sa00,32,LAM,0.235983,9.83778678e-04,0.274650,99.5992
goes8_sa00,32,LAM,0.260168,6.45154098e-04,0.274650,89.7851
goes8_sa00,32,LAM,0.286832,2.51878407e-04,0.274818,88.8163
goes8_sa00,32,LAM,0.316228,2.38026919e-04,0.274668,177.4012
goes8_sa00,32,LAM,0.348637,3.50552904e-04,0.274650,178.1324
goes8_sa00,32,LAM,0.384367,3.21629849e-04,0.274650,94.9671
goes8_sa00,32,LAM,0.423759,1.38235221e-04,0.274650,179.8692
goes8_sa00,32,LAM,0.467188,1.12525877e-05,0.274650,88.5365
goes8_sa00,32,LAM,0.515068,NaN,NaN,NaN
goes8_sa00,32,LAM,0.567855,NaN,NaN,NaN
goes8_sa00,32,LAM,0.626052,NaN,NaN,NaN
goes8_sa00,32,LAM,0.690213,NaN,NaN,NaN
goes8_sa00,32,LAM,0.760950,NaN,NaN,NaN
goes8_sa00,32,LAM,0.838936,NaN,NaN,NaN
goes8_sa00,32,LAM,0.924915,NaN,NaN,NaN
goes8_sa00,32,LAM,1.019705,NaN,NaN,NaN
goes8_sa00,32,LAM,1.124210,NaN,NaN,NaN
goes8_sa00,32,LAM,1.239425,NaN,NaN,NaN
goes8_sa00,32,LAM,1.366448,NaN,NaN,NaN
goes8_sa00,32,LAM,1.506489,NaN,NaN,NaN
goes8_sa00,32,LAM,1.660883,NaN,NaN,NaN
goes8_sa00,32,LAM,1.831099,NaN,NaN,NaN
goes8_sa00,32,LAM,2.018760,NaN,NaN,NaN
goes8_sa00,32,LAM,2.225654,NaN,NaN,NaN
goes8_sa00,32,LAM,2.453751,NaN,NaN,NaN
goes8_sa00,32,LAM,2.705225,NaN,NaN,NaN
goes8_sa00,32,LAM,2.982471,NaN,NaN,NaN
goes8_sa00,32,LAM,3.288131,NaN,NaN,NaN
goes8_sa00,32,LAM,3.625117,NaN,NaN,NaN
goes8_sa00,32,LAM,3.996639,NaN,NaN,NaN
goes8_sa00,32,LAM,4.406236,NaN,NaN,NaN
goes8_sa00,32,LAM,4.857812,NaN,NaN,NaN
goes8_sa00,32,LAM,5.355667,NaN,NaN,NaN
goes8_sa00,32,LAM,5.904545,NaN,NaN,NaN
goes8_sa00,32,LAM,6.509675,NaN,NaN,NaN
goes8_sa00,32,LAM,7.176822,NaN,NaN,NaN
goes8_sa00,32,LAM,7.912343,NaN,NaN,NaN
goes8_sa00,32,LAM,8.723243,NaN,NaN,NaN
goes8_sa00,32,LAM,9.617249,NaN,NaN,NaN
goes8_sa00,32,LAM,10.602877,NaN,NaN,NaN
goes8_sa00,32,LAM,11.689518,NaN,NaN,NaN
goes8_sa00,32,LAM,12.887524,NaN,NaN,NaN
goes8_sa00,32,LAM,14.208308,NaN,NaN,NaN
goes8_sa00,32,LAM,15.664454,NaN,NaN,NaN
goes8_sa00,32,LAM,17.269833,NaN,NaN,NaN
goes8_sa00,32,LAM,19.039740,NaN,NaN,NaN
goes8_sa00,32,LAM,20.991037,NaN,NaN,NaN
goes8_sa00,32,LAM,23.142314,NaN,NaN,NaN
goes8_sa00,32,LAM,25.514065,NaN,NaN,NaN
goes8_sa00,32,LAM,28.128887,NaN,NaN,NaN
goes8_sa00,32,LAM,31.011689,NaN,NaN,NaN
goes8_sa00,32,LAM,34.189937,NaN,NaN,NaN
goes8_sa00,32,LAM,37.693910,NaN,NaN,NaN
goes8_sa00,32,LAM,41.556988,NaN,NaN,NaN
goes8_sa00,32,LAM,45.815977,NaN,NaN,NaN
goes8_sa00,32,LAM,50.511449,NaN,NaN,NaN
goes8_sa00,32,LAM,55.688140,NaN,NaN,NaN
goes8_sa00,32,LAM,61.395366,NaN,NaN,NaN
goes8_sa00,32,LAM,67.687500,NaN,NaN,NaN
goes8_sa00,32,LAM,74.624487,NaN,NaN,NaN
goes8_sa00,32,LAM,82.272413,NaN,NaN,NaN
goes8_sa00,32,LAM,90.704142,NaN,NaN,NaN
goes8_sa00,32,LAM,100.000000,NaN,NaN,NaN
goes8_sa00,33,SAM,0.000000,5.61220578e-04,0.982829,114.0645
goes8_sa00,33,SAM,0.001000,4.56421711e-04,0.968397,141.5226
goes8_sa00,33,SAM,0.001102,4.66396903e-04,0.965510,141.8512
goes8_sa00,33,SAM,0.001215,4.83919564e-04,0.962993,141.9853
goes8_sa00,33,SAM,0.001340,5.11997459e-04,0.961233,142.1038
goes8_sa00,33,SAM,0.001477,5.35802780e-04,0.959533,143.4496
goes8_sa00,33,SAM,0.001629,5.55460044e-04,0.957464,145.4278
goes8_sa00,33,SAM,0.001796,5.73127817e-04,0.955058,147.8686
goes8_sa00,33,SAM,0.001980,5.89472925e-04,0.952261,150.7002
goes8_sa00,33,SAM,0.002183,6.04849757e-04,0.949000,153.8457
goes8_sa00,33,SAM,0.002406,6.19510480e-04,0.945199,157.2025
goes8_sa00,33,SAM,0.002653,6.33672986e-04,0.940792,160.6408
goes8_sa00,33,SAM,0.002925,6.47538792e-04,0.935733,164.0156
goes8_sa00,33,SAM,0.003225,6.61288807e-04,0.930004,167.1858
goes8_sa00,33,SAM,0.003555,6.75073542e-04,0.923609,170.0359
goes8_sa00,33,SAM,0.003919,6.89008133e-04,0.916568,172.4890
goes8_sa00,33,SAM,0.004321,7.03174905e-04,0.908909,174.5123
goes8_sa00,33,SAM,0.004764,7.17630878e-04,0.900654,176.1144
goes8_sa00,33,SAM,0.005252,7.32416152e-04,0.891818,177.3387
goes8_sa00,33,SAM,0.005790,7.47560518e-04,0.882406,178.2531
goes8_sa00,33,SAM,0.006384,7.63087438e-04,0.872414,178.9325
goes8_sa00,33,SAM,0.007038,7.79015804e-04,0.861830,179.4372
goes8_sa00,33,SAM,0.007759,7.95360352e-04,0.850636,179.7863
goes8_sa00,33,SAM,0.008555,8.12131583e-04,0.838811,179.8487
goes8_sa00,33,SAM,0.009431,8.29335670e-04,0.826330,179.7493
goes8_sa00,33,SAM,0.010398,8.46974413e-04,0.813161,179.7224
goes8_sa00,33,SAM,0.011464,8.65045240e-04,0.799267,179.7570
goes8_sa00,33,SAM,0.012638,8.83541516e-04,0.784605,179.8084
goes8_sa00,33,SAM,0.013934,9.02453619e-04,0.769125,179.8348
goes8_sa00,33,SAM,0.015362,9.21771157e-04,0.752764,179.8391
goes8_sa00,33,SAM,0.016936,9.41486584e-04,0.735447,179.8479
goes8_sa00,33,SAM,0.018672,9.61600604e-04,0.717081,179.8598
goes8_sa00,33,SAM,0.020585,9.82130321e-04,0.697556,179.8679
goes8_sa00,33,SAM,0.022695,1.00312147e-03,0.676734,179.8749
goes8_sa00,33,SAM,0.025021,1.02466612e-03,0.654454,179.8798
goes8_sa00,33,SAM,0.027585,1.04692792e-03,0.630528,179.8820
goes8_sa00,33,SAM,0.030412,1.07017682e-03,0.604746,179.8802
goes8_sa00,33,SAM,0.033529,1.09483484e-03,0.576896,179.8724
goes8_sa00,33,SAM,0.036966,1.12153077e-03,0.546795,179.8556
goes8_sa00,33,SAM,0.040754,1.15115178e-03,0.514362,179.8257
goes8_sa00,33,SAM,0.044931,1.18485574e-03,0.479746,179.7777
goes8_sa00,33,SAM,0.049535,1.22395959e-03,0.443509,179.7051
goes8_sa00,33,SAM,0.054612,1.26955630e-03,0.406854,179.5996
goes8_sa00,33,SAM,0.060209,1.32173158e-03,0.371748,179.4520
goes8_sa00,33,SAM,0.066379,1.37861396e-03,0.340677,179.2555
goes8_sa00,33,SAM,0.073182,1.43626354e-03,0.315840,179.0140
goes8_sa00,33,SAM,0.080683,1.49041248e-03,0.298169,178.7481
goes8_sa00,33,SAM,0.088951,1.53897358e-03,0.286990,178.4886
goes8_sa00,33,SAM,0.098068,1.58278406e-03,0.280640,178.2573
goes8_sa00,33,SAM,0.108118,1.62429150e-03,0.277356,178.0580
goes8_sa00,33,SAM,0.119199,1.66602591e-03,0.275792,177.8837
goes8_sa00,33,SAM,0.131415,1.70992315e-03,0.275101,177.7262
goes8_sa00,33,SAM,0.144883,1.75730902e-03,0.274817,177.5810
goes8_sa00,33,SAM,0.159731,1.80910441e-03,0.274708,177.4473
goes8_sa00,33,SAM,0.176101,1.86602211e-03,0.274668,177.3271
goes8_sa00,33,SAM,0.194149,1.92869822e-03,0.274655,177.2247
goes8_sa00,33,SAM,0.214047,1.99776707e-03,0.274651,177.1455
goes8_sa00,33,SAM,0.235983,2.07390110e-03,0.274650,177.0963
goes8_sa00,33,SAM,0.260168,2.15783245e-03,0.274650,177.0868
goes8_sa00,33,SAM,0.286832,2.25036664e-03,0.274650,177.1291
goes8_sa00,33,SAM,0.316228,2.35239347e-03,0.274650,177.2474
goes8_sa00,33,SAM,0.348637,2.46489753e-03,0.274650,177.4634
goes8_sa00,33,SAM,0.384367,2.58896851e-03,0.274650,177.8330
goes8_sa00,33,SAM,0.423759,2.72580915e-03,0.274650,178.3690
goes8_sa00,33,SAM,0.467188,2.87673675e-03,0.274650,179.0974
goes8_sa00,33,SAM,0.515068,3.04317784e-03,0.274650,179.6915
goes8_sa00,33,SAM,0.567855,3.22666636e-03,0.274650,178.5185
goes8_sa00,33,SAM,0.626052,3.42884327e-03,0.274650,179.8429
goes8_sa00,33,SAM,0.690213,3.65118884e-03,0.274650,173.0518
goes8_sa00,33,SAM,0.760950,3.89003631e-03,0.274650,161.2503
goes8_sa00,33,SAM,0.838936,4.02759447e-03,0.274650,130.9779
goes8_sa00,33,SAM,0.924915,3.32601452e-03,0.274650,97.9362
goes8_sa00,33,SAM,1.019705,1.97041622e-03,0.274650,88.2733
goes8_sa00,33,SAM,1.124210,7.36642758e-04,0.593340,179.8535
goes8_sa00,33,SAM,1.239425,1.35849994e-03,0.274653,177.1474
goes8_sa00,33,SAM,1.366448,1.79942484e-03,0.274650,177.7221
goes8_sa00,33,SAM,1.506489,2.26261248e-03,0.274650,147.5693
goes8_sa00,33,SAM,1.660883,6.03300037e-04,0.275016,87.8143
goes8_sa00,33,SAM,1.831099,9.43103859e-04,0.274650,178.6764
goes8_sa00,33,SAM,2.018760,4.24447372e-04,0.274650,172.2995
goes8_sa00,33,SAM,2.225654,NaN,NaN,NaN
goes8_sa00,33,SAM,2.453751,NaN,NaN,NaN
goes8_sa00,33,SAM,2.705225,NaN,NaN,NaN
goes8_sa00,33,SAM,2.982471,NaN,NaN,NaN
goes8_sa00,33,SAM,3.288131,NaN,NaN,NaN
goes8_sa00,33,SAM,3.625117,NaN,NaN,NaN
goes8_sa00,33,SAM,3.996639,NaN,NaN,NaN
goes8_sa00,33,SAM,4.406236,NaN,NaN,NaN
goes8_sa00,33,SAM,4.857812,NaN,NaN,NaN
goes8_sa00,33,SAM,5.355667,NaN,NaN,NaN
goes8_sa00,33,SAM,5.904545,NaN,NaN,NaN
goes8_sa00,33,SAM,6.509675,NaN,NaN,NaN
goes8_sa00,33,SAM,7.176822,NaN,NaN,NaN
goes8_sa00,33,SAM,7.912343,NaN,NaN,NaN
goes8_sa00,33,SAM,8.723243,NaN,NaN,NaN
goes8_sa00,33,SAM,9.617249,NaN,NaN,NaN
goes8_sa00,33,SAM,10.602877,NaN,NaN,NaN
goes8_sa00,33,SAM,11.689518,NaN,NaN,NaN
goes8_sa00,33,SAM,12.887524,NaN,NaN,NaN
goes8_sa00,33,SAM,14.208308,NaN,NaN,NaN
goes8_sa00,33,SAM,15.664454,NaN,NaN,NaN
goes8_sa00,33,SAM,17.269833,NaN,NaN,NaN
goes8_sa00,33,SAM,19.039740,NaN,NaN,NaN
goes8_sa00,33,SAM,20.991037,NaN,NaN,NaN
goes8_sa00,33,SAM,23.142314,NaN,NaN,NaN
goes8_sa00,33,SAM,25.514065,NaN,NaN,NaN
goes8_sa00,33,SAM,28.128887,NaN,NaN,NaN
goes8_sa00,33,SAM,31.011689,NaN,NaN,NaN
goes8_sa00,33,SAM,34.189937,NaN,NaN,NaN
goes8_sa00,33,SAM,37.693910,NaN,NaN,NaN
goes8_sa00,33,SAM,41.556988,NaN,NaN,NaN
goes8_sa00,33,SAM,45.815977,NaN,NaN,NaN
goes8_sa00,33,SAM,50.511449,NaN,NaN,NaN
goes8_sa00,33,SAM,55.688140,NaN,NaN,NaN
goes8_sa00,33,SAM,61.395366,NaN,NaN,NaN
goes8_sa00,33,SAM,67.687500,NaN,NaN,NaN
goes8_sa00,33,SAM,74.624487,NaN,NaN,NaN
goes8_sa00,33,SAM,82.272413,NaN,NaN,NaN
goes8_sa00,33,SAM,90.704142,NaN,NaN,NaN
goes8_sa00,33,SAM,100.000000,NaN,NaN,NaN
goes8_sa00,34,SAM,0.000000,1.94935864e-03,0.973521,142.9127
goes8_sa00,34,SAM,0.001000,2.00449454e-03,0.966405,143.0996
goes8_sa00,34,SAM,0.001102,2.01649996e-03,0.965819,143.0466
goes8_sa00,34,SAM,0.001215,2.03097297e-03,0.965210,142.9822
goes8_sa00,34,SAM,0.001340,2.04841276e-03,0.964582,142.9062
goes8_sa00,34,SAM,0.001477,2.06943165e-03,0.963944,142.8191
goes8_sa00,34,SAM,0.001629,2.09479590e-03,0.963306,142.7220
goes8_sa00,34,SAM,0.001796,2.12549988e-03,0.962681,142.6171
goes8_sa00,34,SAM,0.001980,2.16293705e-03,0.962089,142.5077
goes8_sa00,34,SAM,0.002183,2.20953034e-03,0.961563,142.3996
goes8_sa00,34,SAM,0.002406,2.26419451e-03,0.961149,142.4411
goes8_sa00,34,SAM,0.002653,2.31075150e-03,0.960637,142.7886
goes8_sa00,34,SAM,0.002925,2.35543101e-03,0.960050,143.2923
goes8_sa00,34,SAM,0.003225,2.39960446e-03,0.959398,143.9386
goes8_sa00,34,SAM,0.003555,2.44382255e-03,0.958681,144.7300
goes8_sa00,34,SAM,0.003919,2.48836496e-03,0.957895,145.6740
goes8_sa00,34,SAM,0.004321,2.53337762e-03,0.957034,146.7802
goes8_sa00,34,SAM,0.004764,2.57892510e-03,0.956089,148.0588
goes8_sa00,34,SAM,0.005252,2.62501716e-03,0.955048,149.5187
goes8_sa00,34,SAM,0.005790,2.67162674e-03,0.953899,151.1655
goes8_sa00,34,SAM,0.006384,2.71870672e-03,0.952628,152.9998
goes8_sa00,34,SAM,0.007038,2.76620819e-03,0.951218,155.0143
goes8_sa00,34,SAM,0.007759,2.81410025e-03,0.949656,157.1917
goes8_sa00,34,SAM,0.008555,2.86238921e-03,0.947933,159.5032
goes8_sa00,34,SAM,0.009431,2.91113328e-03,0.946043,161.9079
goes8_sa00,34,SAM,0.010398,2.96044836e-03,0.943992,164.3540
goes8_sa00,34,SAM,0.011464,3.01050281e-03,0.941797,166.7825
goes8_sa00,34,SAM,0.012638,3.06150289e-03,0.939487,169.1321
goes8_sa00,34,SAM,0.013934,3.11367463e-03,0.937105,171.3442
goes8_sa00,34,SAM,0.015362,3.16724917e-03,0.934706,173.3674
goes8_sa00,34,SAM,0.016936,3.22245741e-03,0.932349,175.1590
goes8_sa00,34,SAM,0.018672,3.27953602e-03,0.930100,176.6832
goes8_sa00,34,SAM,0.020585,3.33874342e-03,0.928022,177.8979
goes8_sa00,34,SAM,0.022695,3.40038307e-03,0.926173,178.7129
goes8_sa00,34,SAM,0.025021,3.46483068e-03,0.924604,178.9610
goes8_sa00,34,SAM,0.027585,3.53256382e-03,0.923357,178.7728
