Id_over_Is,beta_deg,Mz_num,Mz_ana,Mperp_num,Mperp_ana,Mx_num,Mx_ana,My_num,My_ana,Iddot_num,Iddot_ana,dev_Mz,dev_Mperp,dev_Iddot,sign_flip_Mz
0.676383,72.9574,-3.31285593e-07,-2.79337940e-07,8.30320192e-05,7.82571593e-05,-6.08711858e-07,2.05110825e-06,-8.30297879e-05,-7.82302750e-05,9.70924937e-05,5.22143650e-04,3.50504735e-04,2.17618907e-02,3.60538045e-01,0
0.676383,76.7447,-1.42707880e-07,-1.06666206e-07,8.21294308e-05,7.71599908e-05,-5.74204272e-07,8.84123275e-07,-8.21274235e-05,-7.71549254e-05,8.72817414e-05,5.30408449e-04,2.43182836e-04,2.26487082e-02,3.75870137e-01,0
0.676383,80.5319,4.20030915e-08,6.21595600e-08,8.11762372e-05,7.60572523e-05,-5.47643740e-07,-3.58462094e-08,-8.11743899e-05,-7.60572438e-05,7.76740108e-05,5.35205188e-04,1.36001096e-04,2.33302740e-02,3.88088336e-01,0
0.676383,84.3191,2.19600706e-07,2.24461167e-07,8.02278466e-05,7.50058228e-05,-5.29999374e-07,-6.68759683e-07,-8.02260959e-05,-7.50028414e-05,6.82522277e-05,5.36012029e-04,3.27948307e-05,2.37998834e-02,3.96764487e-01,0
0.676383,88.1064,3.86728666e-07,3.77584615e-07,7.93238632e-05,7.40484199e-05,-5.22066250e-07,-9.87067886e-07,-7.93221452e-05,-7.40418408e-05,5.88571568e-05,5.32352213e-04,6.16973666e-05,2.40433482e-02,4.01629260e-01,0
0.676383,91.8936,5.40874218e-07,5.18980646e-07,7.84911194e-05,7.32136194e-05,-5.24231653e-07,-9.76807381e-07,-7.84893688e-05,-7.32071029e-05,4.94021046e-05,5.23811841e-04,1.47721798e-04,2.40527218e-02,4.02405113e-01,0
0.676383,95.6809,6.79230262e-07,6.46285911e-07,7.77441016e-05,7.25160029e-05,-5.36536794e-07,-6.38157229e-07,-7.77422502e-05,-7.25131949e-05,3.96323153e-05,5.10057099e-04,2.22284366e-04,2.38275706e-02,3.99024986e-01,0
0.676383,99.4681,7.99967622e-07,7.57401710e-07,7.70845237e-05,7.19561377e-05,-5.58557006e-07,1.45641438e-08,-7.70825000e-05,-7.19561362e-05,2.93690416e-05,4.90850259e-04,2.87203618e-04,2.33731200e-02,3.91438850e-01,0
0.676383,103.2553,9.01084633e-07,8.50567300e-07,7.65006408e-05,7.15202819e-05,-5.89272307e-07,9.53461803e-07,-7.64983712e-05,-7.15139261e-05,1.82642614e-05,4.66063825e-04,3.40853987e-04,2.26984725e-02,3.79833760e-01,0
0.676383,107.0426,9.81458570e-07,9.24424854e-07,7.59634307e-05,7.11799478e-05,-6.27017518e-07,2.13816491e-06,-7.59608429e-05,-7.11478265e-05,5.96568721e-06,4.35692221e-04,3.84821768e-04,2.18011909e-02,3.64503805e-01,0
0.676383,110.8298,1.03976837e-06,9.78073421e-07,7.54202012e-05,7.08916598e-05,-6.68924695e-07,3.51742189e-06,-7.54172347e-05,-7.08043443e-05,-8.16130556e-06,3.99860486e-04,4.16272332e-04,2.06392695e-02,3.46093351e-01,0
0.676383,114.6170,1.07584902e-06,1.01110959e-06,7.47754960e-05,7.05973296e-05,-7.10102627e-07,5.03112776e-06,-7.47721242e-05,-7.04178294e-05,-2.50734065e-05,3.58829523e-04,4.36814300e-04,1.90424013e-02,3.25635184e-01,0
0.676383,118.4043,1.08817716e-06,1.02365296e-06,7.38591828e-05,7.02256121e-05,-7.39934580e-07,6.61270391e-06,-7.38554763e-05,-6.99135805e-05,-4.70323625e-05,3.12997552e-04,4.35362057e-04,1.65603536e-02,3.05385550e-01,0
0.676383,122.1915,1.07823889e-06,1.01635518e-06,7.25079802e-05,6.96944264e-05,-7.60529126e-07,8.19173724e-06,-7.25039916e-05,-6.92113322e-05,-7.27378959e-05,2.62897548e-04,4.17545966e-04,1.28230466e-02,2.84693606e-01,0
0.676383,125.9787,1.04781762e-06,9.90391612e-07,7.06194545e-05,6.89145937e-05,-7.73538156e-07,9.69677497e-06,-7.06152178e-05,-6.82289805e-05,-1.01017566e-04,2.09190577e-04,3.87468665e-04,7.77006970e-03,2.63125592e-01,0
0.676383,129.7660,9.99784682e-07,9.47435674e-07,6.81380679e-05,6.77943435e-05,-7.79250288e-07,1.10581654e-05,-6.81336118e-05,-6.68863961e-05,-1.31067424e-04,1.52655060e-04,3.53212792e-04,1.56655759e-03,2.40659854e-01,0
0.676383,133.5532,9.36113990e-07,8.89616260e-07,6.50385928e-05,6.62443106e-05,-7.76622633e-07,1.22108336e-05,-6.50339558e-05,-6.51091716e-05,-1.62338386e-04,9.41721709e-05,3.13732642e-04,5.49517693e-03,2.17578080e-01,0
0.676383,137.3404,8.60355995e-07,8.19459348e-07,6.13227748e-05,6.41826108e-05,-7.65475988e-07,1.30968818e-05,-6.13179970e-05,-6.28321512e-05,-1.94119027e-04,3.47076887e-05,2.75940637e-04,1.30339821e-02,1.94096017e-01,0
0.676383,141.1277,7.75193421e-07,7.39815528e-07,5.70186242e-05,6.15396125e-05,-7.44534019e-07,1.36679146e-05,-5.70137631e-05,-6.00026001e-05,-2.25849311e-04,-2.47092457e-05,2.38704126e-04,2.06048459e-02,1.70611572e-01,0
0.676383,144.9149,6.84727825e-07,6.53775701e-07,5.21854236e-05,5.82620970e-05,-7.13808348e-07,1.38869950e-05,-5.21805415e-05,-5.65828889e-05,-2.56787969e-04,-8.30098876e-05,2.08842278e-04,2.76950329e-02,1.47402516e-01,0
0.676383,148.7021,5.92353144e-07,5.64577618e-07,4.69229214e-05,5.43165812e-05,-6.72190510e-07,1.37301563e-05,-4.69181065e-05,-5.25525813e-05,-2.86205881e-04,-1.39111500e-04,1.87408919e-04,3.36973266e-02,1.24768795e-01,0
0.676383,152.4894,5.01862400e-07,4.75506343e-07,4.14166039e-05,4.96916588e-05,-6.17738824e-07,1.31874093e-05,-4.14119968e-05,-4.79098444e-05,-3.13109992e-04,-1.91944069e-04,1.77831383e-04,3.77143710e-02,1.02775688e-01,0
0.676383,156.2766,4.18012756e-07,3.89791950e-07,3.62168784e-05,4.43992830e-05,-5.42089374e-07,1.22632055e-05,-3.62128212e-05,-4.26721234e-05,-3.34727339e-04,-2.40477332e-04,1.90413341e-04,3.72921081e-02,7.99449964e-02,0
0.676383,160.0638,3.49694518e-07,3.10507892e-07,3.11950856e-05,3.84749700e-05,-4.70612081e-07,1.09763379e-05,-3.11915355e-05,-3.68760535e-05,-3.56871150e-04,-2.83747295e-04,2.64402670e-04,3.31787845e-02,6.20253145e-02,0
0.676383,163.8511,2.89396456e-07,2.40473511e-07,2.57901904e-05,3.19769502e-05,-3.91707819e-07,9.35928186e-06,-2.57872156e-05,-3.05766117e-05,-3.75797582e-04,-3.20881424e-04,3.30096221e-04,2.81967619e-02,4.65811324e-02,0
0.676383,167.6383,2.39234518e-07,1.82164034e-07,2.00628593e-05,2.49843309e-05,-3.06387824e-07,7.45700326e-06,-2.00605197e-05,-2.38455424e-05,-3.91136590e-04,-3.51121725e-04,3.85069853e-04,2.24300876e-02,3.39415169e-02,0
0.676383,171.4255,2.00916190e-07,1.37631143e-07,1.40819618e-05,1.75943723e-05,-2.15779919e-07,5.32527868e-06,-1.40803085e-05,-1.67691187e-05,-4.02621815e-04,-3.73844994e-04,4.27001175e-04,1.60081537e-02,2.44091527e-02,0
0.676383,175.2128,1.75829891e-07,1.08436878e-07,7.92173281e-06,9.91900173e-06,-1.21577334e-07,3.02859396e-06,-7.92079981e-06,-9.44532763e-06,-4.10036667e-04,-3.88579585e-04,4.54718723e-04,9.10274823e-03,1.82003845e-02,0
0.676383,179.0000,1.64821489e-07,9.56031741e-08,1.66019432e-06,2.08072267e-06,-2.55772093e-08,6.37702706e-07,-1.65999728e-06,-1.98059135e-06,-4.13261190e-04,-3.95018175e-04,4.67034525e-04,1.91659905e-03,1.54741400e-02,0
0.693551,1.0000,-2.22778845e-06,-2.20913691e-06,2.02965594e-06,2.46231549e-06,-3.67978961e-08,6.52776112e-07,-2.02932234e-06,-2.37421164e-06,3.18088988e-04,3.28420611e-04,1.25846903e-04,1.97188815e-03,8.76351708e-03,0
0.693551,4.7872,-2.21979161e-06,-2.20293097e-06,9.68215033e-06,1.17373065e-05,-1.74836738e-07,3.10005739e-06,-9.68057163e-06,-1.13205127e-05,3.16257775e-04,3.29430780e-04,1.13763277e-04,9.36657512e-03,1.11736424e-02,0
0.693551,8.5745,-2.20129604e-06,-2.18846725e-06,1.72007407e-05,2.08162625e-05,-3.09367542e-07,5.45042788e-06,-1.71979583e-05,-2.00900378e-05,3.12043456e-04,3.31768583e-04,8.65592811e-05,1.64780938e-02,1.67313004e-02,0
0.693551,12.3617,-2.17222748e-06,-2.16543415e-06,2.44822933e-05,2.95509777e-05,-4.37407592e-07,7.63111395e-06,-2.44783856e-05,-2.85486669e-05,3.05539992e-04,3.35445642e-04,4.58364073e-05,2.31010242e-02,2.53666515e-02,0
0.693551,16.1489,-2.13240142e-06,-2.13336997e-06,3.14283867e-05,3.78046717e-05,-5.56136397e-07,9.57580775e-06,-3.14234658e-05,-3.65718076e-05,2.96897379e-04,3.40476199e-04,6.53502838e-06,2.90605416e-02,3.69645447e-02,0
0.693551,19.9362,-2.08163331e-06,-2.09169669e-06,3.79473058e-05,4.54564371e-05,-6.63139504e-07,1.12271854e-05,-3.79415111e-05,-4.40481325e-05,2.86316315e-04,3.46872094e-04,6.79003213e-05,3.42235994e-02,5.13647869e-02,0
0.693551,23.7234,-2.02302418e-06,-2.03976372e-06,4.39975664e-05,5.24050636e-05,-7.60898662e-07,1.25390739e-05,-4.39909864e-05,-5.08828293e-05,2.75146057e-04,3.54636350e-04,1.12946136e-04,3.83179900e-02,6.74254714e-02,0
0.693551,27.5106,-1.96586898e-06,-1.97689939e-06,5.03568918e-05,5.85720832e-05,-8.46658609e-07,1.34781827e-05,-5.03497738e-05,-5.70002414e-05,2.63706355e-04,3.63755728e-04,7.44251410e-05,3.74415376e-02,8.48641510e-02,0
0.693551,31.2979,-1.89781108e-06,-1.90246801e-06,5.66550736e-05,6.39039092e-05,-9.07547844e-07,1.40253310e-05,-5.66478042e-05,-6.23458074e-05,2.49255026e-04,3.74192694e-04,3.14216065e-05,3.30372764e-02,1.05974968e-01,0
0.693551,35.0851,-1.81945767e-06,-1.81592961e-06,6.24707498e-05,6.83729761e-05,-9.49269417e-07,1.41761254e-05,-6.24635371e-05,-6.68872285e-05,2.33722882e-04,3.85877260e-04,2.38047751e-05,2.68999732e-02,1.29060799e-01,0
0.693551,38.8723,-1.73001640e-06,-1.71689953e-06,6.76352317e-05,7.19778219e-05,-9.72706588e-07,1.39410583e-05,-6.76282367e-05,-7.06148266e-05,2.17724696e-04,3.98699216e-04,8.85030419e-05,1.97917792e-02,1.53506698e-01,0
0.693551,42.6596,-1.62954137e-06,-1.60520502e-06,7.20509238e-05,7.47420966e-05,-9.79338961e-07,1.33450272e-05,-7.20442678e-05,-7.35410854e-05,2.01704622e-04,4.12501266e-04,1.64203888e-04,1.22652826e-02,1.78802501e-01,0
0.693551,46.4468,-1.51698554e-06,-1.48093599e-06,7.56592798e-05,7.67125241e-05,-9.69522650e-07,1.24262905e-05,-7.56530677e-05,-7.56993966e-05,1.86093442e-04,4.27073540e-04,2.43235935e-04,4.80026351e-03,2.04404791e-01,0
0.693551,50.2340,-1.39255847e-06,-1.34448720e-06,7.84339814e-05,7.79558946e-05,-9.45269486e-07,1.12349042e-05,-7.84282851e-05,-7.71420666e-05,1.71164022e-04,4.42149932e-04,3.24349727e-04,2.17892741e-03,2.29856403e-01,0
0.693551,54.0213,-1.25667695e-06,-1.19658965e-06,8.03762190e-05,7.85552170e-05,-9.09012845e-07,9.83069770e-06,-8.03710787e-05,-7.79376642e-05,1.57037196e-04,4.57406649e-04,4.05425160e-04,8.29939480e-03,2.54780191e-01,0
0.693551,57.8085,-1.10873195e-06,-1.03832919e-06,8.15157009e-05,7.86052192e-05,-8.62803008e-07,8.28087213e-06,-8.15111346e-05,-7.81678172e-05,1.43909300e-04,4.72463250e-04,4.75026310e-04,1.32648047e-02,2.78686922e-01,0
0.693551,61.5957,-9.48885924e-07,-8.71151040e-07,8.19143991e-05,7.82074465e-05,-8.10083616e-07,6.65731193e-06,-8.19103934e-05,-7.79235836e-05,1.31719530e-04,4.86886379e-04,5.24498101e-04,1.68947986e-02,3.01260587e-01,0
0.693551,65.3830,-7.76556829e-07,-6.96849266e-07,8.16736766e-05,7.74652612e-05,-7.55111277e-07,5.03371777e-06,-8.16701858e-05,-7.73015419e-05,1.20209262e-04,5.00196269e-04,5.37808294e-04,1.91802641e-02,3.22313609e-01,0
0.693551,69.1702,-5.89017644e-07,-5.17541016e-07,8.09663058e-05,7.64790898e-05,-7.04444022e-07,3.48267241e-06,-8.09632413e-05,-7.63997524e-05,1.08541435e-04,5.11875975e-04,4.82271964e-04,2.04509252e-02,3.42117517e-01,0
0.693551,72.9574,-3.92972686e-07,-3.35625966e-07,8.00003328e-05,7.53422653e-05,-6.59965356e-07,2.07275489e-06,-7.99976105e-05,-7.53137479e-05,9.69800320e-05,5.21383187e-04,3.86933691e-04,2.12295976e-02,3.59988395e-01,0
0.693551,76.7447,-1.94957318e-07,-1.53731932e-07,7.89146134e-05,7.41377631e-05,-6.22736609e-07,8.65816379e-07,-7.89121562e-05,-7.41327072e-05,8.57938140e-05,5.28164331e-04,2.78158729e-04,2.17709618e-02,3.75228719e-01,0
0.693551,80.5319,6.74376595e-10,2.53516955e-08,7.77971044e-05,7.29360108e-05,-5.94014872e-07,-8.54752712e-08,-7.77948366e-05,-7.29359608e-05,7.49830220e-05,5.31670578e-04,1.66504485e-04,2.21549088e-02,3.87372757e-01,0
0.693551,84.3191,1.90258009e-07,1.98750544e-07,7.67102765e-05,7.17937708e-05,-5.74879078e-07,-7.39726003e-07,-7.67081223e-05,-7.17899598e-05,6.44931031e-05,5.31375266e-04,5.73014137e-05,2.24074550e-02,3.96020054e-01,0
0.693551,88.1064,3.70147608e-07,3.63589272e-07,7.56989933e-05,7.07538931e-05,-5.66156283e-07,-1.06845881e-06,-7.56968761e-05,-7.07458252e-05,5.41835425e-05,5.26792167e-04,4.42508529e-05,2.25377776e-02,4.00877369e-01,0
0.693551,91.8936,5.37154820e-07,5.17079999e-07,7.47927144e-05,6.98455677e-05,-5.68221277e-07,-1.05724534e-06,-7.47905559e-05,-6.98375655e-05,4.38811469e-05,5.17493959e-04,1.35450196e-04,2.25471043e-02,4.01729143e-01,0
0.693551,95.6809,6.88981830e-07,6.56611936e-07,7.40071498e-05,6.90846416e-05,-5.81041457e-07,-7.06281271e-07,-7.40048689e-05,-6.90810312e-05,3.34679607e-05,5.03130231e-04,2.18408350e-04,2.24348120e-02,3.98378204e-01,0
0.693551,99.4681,8.23118967e-07,7.79838838e-07,7.33439711e-05,6.84736441e-05,-6.04096540e-07,-3.03829335e-08,-7.33414833e-05,-6.84736373e-05,2.26715072e-05,4.83444345e-04,2.92022637e-04,2.21969913e-02,3.90837986e-01,0
0.693551,103.2553,9.37272370e-07,8.84760924e-07,7.27885682e-05,6.80013814e-05,-6.36224034e-07,9.41594893e-07,-7.27857876e-05,-6.79948621e-05,1.11166720e-05,4.58288463e-04,3.54308798e-04,2.18180717e-02,3.79301269e-01,0
0.693551,107.0426,1.02992593e-06,9.69798037e-07,7.23071899e-05,6.76422430e-05,-6.75454989e-07,2.16789715e-06,-7.23040350e-05,-6.76074941e-05,-1.64044752e-06,4.27636112e-04,4.05699007e-04,2.12609513e-02,3.64122127e-01,0
0.693551,110.8298,1.09980123e-06,1.03385106e-06,7.18382716e-05,6.73556086e-05,-7.18532052e-07,3.59551807e-06,-7.18346781e-05,-6.72595737e-05,-1.63013343e-05,3.91591725e-04,4.44983473e-04,2.04301747e-02,3.45984157e-01,0
0.693551,114.6170,1.14543816e-06,1.07634901e-06,7.12633305e-05,6.70858616e-05,-7.58694005e-07,5.16229752e-06,-7.12592917e-05,-6.68869457e-05,-3.42755633e-05,3.50396661e-04,4.66163057e-04,1.90392228e-02,3.26287717e-01,0
0.693551,118.4043,1.16633432e-06,1.09727972e-06,7.04058268e-05,6.67634544e-05,-7.87420292e-07,6.79938191e-06,-7.04014234e-05,-6.64163177e-05,-5.71628284e-05,3.04431338e-04,4.65929885e-04,1.66004678e-02,3.06712384e-01,0
0.693551,122.1915,1.16359075e-06,1.09720257e-06,6.91129679e-05,6.63072631e-05,-8.08277805e-07,8.43395303e-06,-6.91082413e-05,-6.57686976e-05,-8.33024349e-05,2.54213239e-04,4.47938887e-04,1.27872737e-02,2.86288460e-01,0
0.693551,125.9787,1.13915950e-06,1.07724230e-06,6.72969533e-05,6.56281982e-05,-8.21822935e-07,9.99211807e-06,-6.72919351e-05,-6.48630710e-05,-1.11764503e-04,2.00390667e-04,4.17771984e-04,7.60551418e-03,2.64777105e-01,0
0.693551,129.7660,1.09517908e-06,1.03906387e-06,6.49070463e-05,6.46337981e-05,-8.27438483e-07,1.14018470e-05,-6.49017719e-05,-6.36201677e-05,-1.41927575e-04,1.43732293e-04,3.78624394e-04,1.24535523e-03,2.42303187e-01,0
0.693551,133.5532,1.03507004e-06,9.84828673e-07,6.19210753e-05,6.32333851e-05,-8.24941706e-07,1.25958425e-05,-6.19155799e-05,-6.19661661e-05,-1.73101121e-04,8.51126834e-05,3.38991957e-04,5.98098032e-03,2.19022813e-01,0
0.693551,137.3404,9.61464133e-07,9.17133390e-07,5.83413498e-05,6.13433245e-05,-8.13245387e-07,1.35142294e-05,-5.83356815e-05,-5.98361852e-05,-2.04780042e-04,2.54941323e-05,2.99111400e-04,1.36817927e-02,1.95323784e-01,0
0.693551,141.1277,8.77422864e-07,8.38933280e-07,5.41935095e-05,5.88919699e-05,-7.91173950e-07,1.41069579e-05,-5.41877340e-05,-5.71774243e-05,-2.36368772e-04,-3.40947429e-05,2.59699542e-04,2.14136921e-02,1.71573426e-01,0
0.693551,144.9149,7.87243640e-07,7.53452336e-07,4.95313035e-05,5.58239661e-05,-7.58919269e-07,1.43358273e-05,-4.95254891e-05,-5.39518234e-05,-2.67169949e-04,-9.25830502e-05,2.27998982e-04,2.86794248e-02,1.48088573e-01,0
0.693551,148.7021,6.94278323e-07,6.64083244e-07,4.44432391e-05,5.21036782e-05,-7.15157415e-07,1.41760483e-05,-4.44374847e-05,-5.01381386e-05,-2.96493789e-04,-1.48883633e-04,2.03734292e-04,3.49131999e-02,1.25206286e-01,0
0.693551,152.4894,6.02606480e-07,5.74280463e-07,3.90847359e-05,4.77176021e-05,-6.58820562e-07,1.36172850e-05,-3.90791829e-05,-4.57333478e-05,-3.23495544e-04,-2.01920275e-04,1.91123234e-04,3.93451310e-02,1.03122904e-01,0
0.693551,156.2766,5.16141558e-07,4.87450069e-07,3.38571047e-05,4.26756883e-05,-5.83133662e-07,1.26641338e-05,-3.38520826e-05,-4.07533322e-05,-3.45875497e-04,-2.50655270e-04,1.93589163e-04,4.01915561e-02,8.07679591e-02,0
0.693551,160.0638,4.45243794e-07,4.06840114e-07,2.91203057e-05,3.70115639e-05,-5.02304634e-07,1.13360204e-05,-2.91159732e-05,-3.52328043e-05,-3.66691656e-04,-2.94116524e-04,2.59119926e-04,3.59651801e-02,6.15598755e-02,0
0.693551,163.8511,3.84047927e-07,3.35435285e-07,2.40714761e-05,3.07816862e-05,-4.18322729e-07,9.66651859e-06,-2.40678410e-05,-2.92244867e-05,-3.85529007e-04,-3.31423323e-04,3.28002530e-04,3.05824380e-02,4.58936692e-02,0
0.693551,167.6383,3.33012775e-07,2.75859546e-07,1.87237721e-05,2.40634986e-05,-3.27251552e-07,7.70211759e-06,-1.87209121e-05,-2.27975733e-05,-4.00794152e-04,-3.61809981e-04,3.85628159e-04,2.43363250e-02,3.30672594e-02,0
0.693551,171.4255,2.94009514e-07,2.30290138e-07,1.31410352e-05,1.69526908e-05,-2.30538053e-07,5.50048522e-06,-1.31390129e-05,-1.60355352e-05,-4.12214853e-04,-3.84646582e-04,4.29931707e-04,1.73719928e-02,2.33840337e-02,0
0.693551,175.2128,2.68448480e-07,2.00385970e-07,7.39206531e-06,9.55969515e-06,-1.29952861e-07,3.12829486e-06,-7.39092293e-06,-9.03335722e-06,-4.19592509e-04,-3.99456188e-04,4.59235995e-04,9.87918475e-03,1.70800846e-02,0
0.693551,179.0000,2.57231843e-07,1.87232909e-07,1.54915064e-06,2.00557313e-06,-2.73423000e-08,6.58700945e-07,-1.54890933e-06,-1.89431694e-06,-4.22799181e-04,-4.05927933e-04,4.72301570e-04,2.08019008e-03,1.43105756e-02,0
0.710719,1.0000,-2.28794509e-06,-2.26392775e-06,1.95572027e-06,2.41879094e-06,-3.92936444e-08,6.72331724e-07,-1.95532549e-06,-2.32347147e-06,3.53198468e-04,3.62931883e-04,1.62051460e-04,2.11048983e-03,8.25610336e-03,0
0.710719,4.7872,-2.28052722e-06,-2.25849813e-06,9.32936068e-06,1.15289199e-05,-1.86712180e-07,3.19289355e-06,-9.32749212e-06,-1.10779703e-05,3.51086998e-04,3.63668060e-04,1.48636143e-04,1.00247061e-02,1.06715418e-02,0
0.710719,8.5745,-2.26331912e-06,-2.24578952e-06,1.65734698e-05,2.04429266e-05,-3.30353415e-07,5.61350892e-06,-1.65701771e-05,-1.96571047e-05,3.46233144e-04,3.65378758e-04,1.18276910e-04,1.76354275e-02,1.62397440e-02,0
0.710719,12.3617,-2.23620532e-06,-2.22540318e-06,2.35882607e-05,2.90125701e-05,-4.67115128e-07,7.85912551e-06,-2.35836351e-05,-2.79278243e-05,3.38747602e-04,3.68088486e-04,7.28849166e-05,2.47218202e-02,2.48876042e-02,0
0.710719,16.1489,-2.19891320e-06,-2.19674487e-06,3.02784926e-05,3.71010905e-05,-5.94057981e-07,9.86136089e-06,-3.02726644e-05,-3.57665273e-05,3.28793471e-04,3.71831235e-04,1.46303127e-05,3.10946563e-02,3.65056089e-02,0
0.710719,19.9362,-2.15112758e-06,-2.15906372e-06,3.65554639e-05,4.45876793e-05,-7.08555056e-07,1.15611001e-05,-3.65485963e-05,-4.30627695e-05,3.16591355e-04,3.76644890e-04,5.35472858e-05,3.66076064e-02,5.09387725e-02,0
0.710719,23.7234,-2.10080107e-06,-2.11150260e-06,4.25220685e-05,5.13713234e-05,-8.17933191e-07,1.29107311e-05,-4.25142011e-05,-4.97224887e-05,3.04831270e-04,3.82564071e-04,7.22061090e-05,4.03313436e-02,6.59347271e-02,0
0.710719,27.5106,-2.04661686e-06,-2.05315762e-06,4.89391795e-05,5.73738648e-05,-9.05131892e-07,1.38759305e-05,-4.89308086e-05,-5.56706288e-05,2.90259668e-04,3.89611792e-04,4.41322634e-05,3.84419022e-02,8.42727276e-02,0
0.710719,31.2979,-1.98246625e-06,-1.98314407e-06,5.51392522e-05,6.25421519e-05,-9.70204362e-07,1.44369303e-05,-5.51307159e-05,-6.08530674e-05,2.73423366e-04,3.97790408e-04,4.57345904e-06,3.37394386e-02,1.05490949e-01,0
0.710719,35.0851,-1.90756452e-06,-1.90066576e-06,6.08252142e-05,6.68491832e-05,-1.01557733e-06,1.45892158e-05,-6.08167352e-05,-6.52377811e-05,2.55460445e-04,4.07072352e-04,4.65478216e-05,2.74548274e-02,1.28600662e-01,0
0.710719,38.8723,-1.82099655e-06,-1.80508450e-06,6.58510747e-05,7.02941872e-05,-1.04187799e-06,1.43436280e-05,-6.58428321e-05,-6.88152097e-05,2.36990408e-04,4.17391208e-04,1.07362895e-04,2.02499191e-02,1.53020056e-01,0
0.710719,42.6596,-1.72235607e-06,-1.69598650e-06,7.01275464e-05,7.29016175e-05,-1.05021001e-06,1.37258668e-05,-7.01196821e-05,-7.15978101e-05,2.18471923e-04,4.28633680e-04,1.77922517e-04,1.26431000e-02,1.78263975e-01,0
0.710719,46.4468,-1.61086756e-06,-1.57324239e-06,7.36013438e-05,7.47190907e-05,-1.04136220e-06,1.27754144e-05,-7.35939765e-05,-7.36188243e-05,2.00358501e-04,4.40632950e-04,2.53867101e-04,5.09424044e-03,2.03806244e-01,0
0.710719,50.2340,-1.48654956e-06,-1.43705793e-06,7.62467961e-05,7.58143401e-05,-1.01732458e-06,1.15439216e-05,-7.62400089e-05,-7.49303146e-05,1.82889728e-04,4.53163937e-04,3.33933289e-04,1.97096027e-03,2.29252722e-01,0
0.710719,54.0213,-1.34912423e-06,-1.28801272e-06,7.80654710e-05,7.62713145e-05,-9.80017340e-07,1.00931203e-05,-7.80593193e-05,-7.56005446e-05,1.66388940e-04,4.65940851e-04,4.12335788e-04,8.17704327e-03,2.54086734e-01,0
0.710719,57.8085,-1.19872809e-06,-1.12708481e-06,7.90861187e-05,7.61856109e-05,-9.32257127e-07,8.49234553e-06,-7.90806239e-05,-7.57108141e-05,1.50954513e-04,4.78617369e-04,4.83396458e-04,1.32193478e-02,2.77931076e-01,0
0.710719,61.5957,-1.03534216e-06,-9.55659442e-07,7.93665204e-05,7.56594943e-05,-8.77243736e-07,6.81576181e-06,-7.93616721e-05,-7.53518710e-05,1.36646377e-04,4.90789645e-04,5.37640683e-04,1.68951337e-02,3.00392363e-01,0
0.710719,65.3830,-8.58776043e-07,-7.75521057e-07,7.89999212e-05,7.47968200e-05,-8.19137952e-07,5.13940571e-06,-7.89956743e-05,-7.46200428e-05,1.23275090e-04,5.02002268e-04,5.61743706e-04,1.91560442e-02,3.21244994e-01,0
0.710719,69.1702,-6.66124480e-07,-5.88828124e-07,7.81390113e-05,7.36982190e-05,-7.64065953e-07,3.53815871e-06,-7.81352756e-05,-7.36132388e-05,1.10151517e-04,5.11757133e-04,5.21539231e-04,2.02393447e-02,3.40651005e-01,0
0.710719,72.9574,-4.61404710e-07,-3.98071291e-07,7.69982011e-05,7.24569179e-05,-7.16000534e-07,2.08277022e-06,-7.69948720e-05,-7.24269771e-05,9.71123730e-05,5.19525070e-04,4.27327556e-04,2.06973420e-02,3.58300043e-01,0
0.710719,76.7447,-2.52784539e-07,-2.06015859e-07,7.57416333e-05,7.11555156e-05,-6.75826698e-07,8.37047324e-07,-7.57386181e-05,-7.11505921e-05,8.45272766e-05,5.24759959e-04,3.15560819e-04,2.09016792e-02,3.73415360e-01,0
0.710719,80.5319,-4.50417906e-08,-1.56303608e-08,7.44696896e-05,6.98639149e-05,-6.44828512e-07,-1.44678277e-07,-7.44668978e-05,-6.98637651e-05,7.25142056e-05,5.26914930e-04,1.98446800e-04,2.09912683e-02,3.85433014e-01,0
0.710719,84.3191,1.57446444e-07,1.69996416e-07,7.32523590e-05,6.86384069e-05,-6.24210578e-07,-8.19706751e-07,-7.32496994e-05,-6.86335121e-05,6.09257156e-05,5.25460142e-04,8.46780257e-05,2.10285373e-02,3.94028651e-01,0
0.710719,88.1064,3.51391623e-07,3.47747080e-07,7.21392516e-05,6.75216839e-05,-6.14751087e-07,-1.15866529e-06,-7.21366322e-05,-6.75117419e-05,4.96616677e-05,5.19901558e-04,2.45907139e-05,2.10450159e-02,3.98868154e-01,0
0.710719,91.8936,5.33319260e-07,5.14572680e-07,7.11629215e-05,6.65433539e-05,-6.16847044e-07,-1.14667536e-06,-7.11602480e-05,-6.65334734e-05,3.85792815e-05,5.09800046e-04,1.26488206e-04,2.10541306e-02,3.99700154e-01,0
0.710719,95.6809,6.99973153e-07,6.67591582e-07,7.03403089e-05,6.57204546e-05,-6.30409792e-07,-7.83946195e-07,-7.03374838e-05,-6.57157788e-05,2.74602321e-05,4.94790120e-04,2.18487138e-04,2.10554370e-02,3.96399824e-01,0
