Id_over_Is,beta_deg,Mz_num,Mz_ana,Mperp_num,Mperp_ana,Mx_num,Mx_ana,My_num,My_ana,Iddot_num,Iddot_ana,dev_Mz,dev_Mperp,dev_Iddot,sign_flip_Mz
0.281517,38.8723,2.96774462e-07,2.46121790e-07,8.59562770e-05,7.27198794e-05,1.41357709e-06,1.46519067e-06,-8.59446529e-05,-7.27051172e-05,-1.44537311e-05,-6.12644778e-06,3.41767153e-04,6.03261754e-02,7.06339080e-03,0
0.281517,42.6596,2.29668834e-07,1.54432698e-07,9.92884373e-05,8.46503589e-05,1.43420593e-06,1.47650887e-06,-9.92780783e-05,-8.46374809e-05,-1.08395336e-05,-8.40888629e-07,5.07638378e-04,6.67144725e-02,8.48107772e-03,0
0.281517,46.4468,1.57387964e-07,6.51278893e-08,1.12733762e-04,9.72618720e-05,1.42894592e-06,1.46001184e-06,-1.12724705e-04,-9.72509131e-05,-7.15349714e-06,4.38834407e-06,6.22503456e-04,7.05146496e-02,9.79005184e-03,0
0.281517,50.2340,8.25319096e-08,-1.98960774e-08,1.26051076e-04,1.10374740e-04,1.39787606e-06,1.41659414e-06,-1.26043324e-04,-1.10365649e-04,-3.47695074e-06,9.45781541e-06,6.91109084e-04,7.14464313e-02,1.09715624e-02,0
0.281517,54.0213,7.68190781e-09,-9.89280850e-08,1.39001726e-04,1.23777917e-04,1.34153234e-06,1.34771519e-06,-1.38995253e-04,-1.23770580e-04,1.16657532e-07,1.42702989e-05,7.19326198e-04,6.93839979e-02,1.20054401e-02,0
0.281517,57.8085,-6.46544681e-08,-1.70486746e-07,1.51353929e-04,1.37235838e-04,1.26085871e-06,1.25534866e-06,-1.51348677e-04,-1.37230096e-04,3.54967713e-06,1.87369380e-05,7.14078749e-04,6.43445798e-02,1.28821796e-02,0
0.281517,61.5957,-1.32112403e-07,-2.33356094e-07,1.62886855e-04,1.50496153e-04,1.15723961e-06,1.14191991e-06,-1.62882744e-04,-1.50491821e-04,6.75136931e-06,2.27791160e-05,6.83118318e-04,5.64718343e-02,1.35950988e-02,0
0.281517,65.3830,-1.92530892e-07,-2.86611630e-07,1.73394423e-04,1.63298076e-04,1.03245926e-06,1.01023378e-06,-1.73391349e-04,-1.63294952e-04,9.65313140e-06,2.63299888e-05,6.34787958e-04,4.60150838e-02,1.41456892e-02,0
0.281517,69.1702,-2.44038632e-07,-3.29636074e-07,1.82688897e-04,1.75381010e-04,8.88681969e-07,8.63395053e-07,-1.82686736e-04,-1.75378884e-04,1.21910993e-05,2.93356468e-05,5.77548886e-04,3.33064117e-02,1.45423946e-02,0
0.281517,72.9574,-2.84889632e-07,-3.62124513e-07,1.90604259e-04,1.86493139e-04,7.28390638e-07,7.04724231e-07,-1.90602867e-04,-1.86491808e-04,1.43373620e-05,3.17558856e-05,5.21124444e-04,1.87368287e-02,1.47747873e-02,0
0.281517,76.7447,-3.13706276e-07,-3.84079057e-07,1.96999643e-04,1.96399677e-04,5.54362400e-07,5.37671237e-07,-1.96998863e-04,-1.96398941e-04,1.60469851e-05,3.35645773e-05,4.74824019e-04,2.73440319e-03,1.48588196e-02,0
0.281517,80.5319,-3.45336275e-07,-3.95793488e-07,2.02021035e-04,2.04890438e-04,3.71254498e-07,3.65729662e-07,-2.02020694e-04,-2.04890111e-04,1.71814081e-05,3.47496488e-05,3.40448343e-04,1.30775815e-02,1.49017808e-02,0
0.281517,84.3191,-3.69255195e-07,-3.97828733e-07,2.07014116e-04,2.11786488e-04,1.95102586e-07,1.92354050e-07,-2.07014024e-04,-2.11786401e-04,1.72255740e-05,3.53126858e-05,1.92793322e-04,2.17505531e-02,1.53418990e-02,0
0.281517,88.1064,-3.77220861e-07,-3.90980318e-07,2.11309710e-04,2.16945614e-04,2.40292849e-08,2.08825123e-08,-2.11309708e-04,-2.16945613e-04,1.65664285e-05,3.52681913e-05,9.28387433e-05,2.56861834e-02,1.58632599e-02,0
0.281517,91.8936,-3.73734000e-07,-3.76239239e-07,2.14627386e-04,2.20266424e-04,-1.40742437e-07,-1.45533307e-07,-2.14627340e-04,-2.20266375e-04,1.53987776e-05,3.46425406e-05,1.69035155e-05,2.57004655e-02,1.63229968e-02,0
0.281517,95.6809,-3.60862816e-07,-3.54747880e-07,2.16908752e-04,2.21690946e-04,-2.96072400e-07,-3.03989245e-07,-2.16908550e-04,-2.21690737e-04,1.39535839e-05,3.34726797e-05,4.12591157e-05,2.17953137e-02,1.65565403e-02,0
0.281517,99.4681,-3.43639941e-07,-3.27752774e-07,2.18317049e-04,2.21205640e-04,-4.36222456e-07,-4.51879299e-07,-2.18316613e-04,-2.21205179e-04,1.24992376e-05,3.18046228e-05,1.07194978e-04,1.31650381e-02,1.63752661e-02,0
0.281517,103.2553,-3.15690958e-07,-2.96556063e-07,2.19413838e-04,2.18840808e-04,-5.55990625e-07,-5.86935096e-07,-2.19413133e-04,-2.18840021e-04,1.13624636e-05,2.96918084e-05,1.29108267e-04,2.61163903e-03,1.55473665e-02,0
0.281517,107.0426,-2.68605130e-07,-2.62467528e-07,2.18753930e-04,2.14668441e-04,-6.69994249e-07,-7.07253694e-07,-2.18752904e-04,-2.14667276e-04,9.82088642e-06,2.71933743e-05,4.14120490e-05,1.86200165e-02,1.47357388e-02,0
0.281517,110.8298,-2.18675052e-07,-2.26758970e-07,2.16082934e-04,2.08798619e-04,-7.73451432e-07,-8.11313691e-07,-2.16081550e-04,-2.08797043e-04,8.02340959e-06,2.43724122e-05,5.45443650e-05,3.31989771e-02,1.38675954e-02,0
0.281517,114.6170,-1.67424962e-07,-1.90622625e-07,2.11450330e-04,2.01374615e-04,-8.64608942e-07,-8.97980029e-07,-2.11448562e-04,-2.01372613e-04,6.00679897e-06,2.12942598e-05,1.56520848e-04,4.59210566e-02,1.29671714e-02,0
0.281517,118.4043,-1.16479243e-07,-1.55135032e-07,2.04940909e-04,1.92566907e-04,-9.41998069e-07,-9.66498256e-07,-2.04938744e-04,-1.92564482e-04,3.83886725e-06,1.80248824e-05,2.60820969e-04,5.63957233e-02,1.20329003e-02,0
0.281517,122.1915,-6.77317630e-08,-1.21227588e-07,1.96672758e-04,1.82566366e-04,-1.00424339e-06,-1.01647934e-06,-1.96670194e-04,-1.82563536e-04,1.56047179e-06,1.46293926e-05,3.60950669e-04,6.42912594e-02,1.10853555e-02,0
0.281517,125.9787,-2.30806506e-08,-8.96646721e-08,1.86795107e-04,1.71576875e-04,-1.05029175e-06,-1.04787642e-06,-1.86792154e-04,-1.71573675e-04,-7.81578486e-07,1.11707428e-05,4.49260241e-04,6.93585803e-02,1.01382304e-02,0
0.281517,129.7660,1.55613788e-08,-6.10299166e-08,1.75485712e-04,1.59807696e-04,-1.07939049e-06,-1.06095502e-06,-1.75482393e-04,-1.59804175e-04,-3.13582757e-06,7.70862236e-06,5.16782000e-04,7.14540891e-02,9.19850871e-03,0
0.281517,133.5532,4.63021051e-08,-3.57208534e-08,1.62947820e-04,1.47465889e-04,-1.09110837e-06,-1.05625856e-06,-1.62944167e-04,-1.47462106e-04,-5.45231895e-06,4.29857690e-06,5.53430887e-04,7.05604143e-02,8.27093132e-03,0
0.281517,137.3404,6.72896978e-08,-1.39518136e-08,1.49406597e-04,1.34749065e-04,-1.08525205e-06,-1.03457071e-06,-1.49402655e-04,-1.34745093e-04,-7.67588194e-06,9.91358089e-07,5.48158254e-04,6.68031338e-02,7.35174984e-03,0
0.281517,141.1277,7.67883573e-08,4.23538314e-09,1.35104934e-04,1.21838787e-04,-1.06192858e-06,-9.96876625e-07,-1.35100760e-04,-1.21834708e-04,-9.75841298e-06,-2.16749728e-06,4.89534364e-04,6.04617612e-02,6.43878710e-03,0
0.281517,144.9149,7.32739543e-08,1.89537256e-08,1.20299246e-04,1.08894850e-04,-1.02161942e-06,-9.44324433e-07,-1.20294908e-04,-1.08890755e-04,-1.16450038e-05,-5.13787062e-06,3.66513143e-04,5.19766526e-02,5.51949814e-03,0
0.281517,148.7021,5.54331513e-08,3.04473469e-08,1.05254630e-04,9.60506690e-05,-9.65040676e-07,-8.78188659e-07,-1.05250206e-04,-9.60466543e-05,-1.32882516e-05,-7.88506730e-06,1.68585920e-04,4.19479510e-02,4.58310365e-03,0
0.281517,152.4894,2.22898963e-08,3.90631852e-08,9.02399694e-05,8.34099460e-05,-8.93174942e-07,-7.99836786e-07,-9.02355490e-05,-8.34061110e-05,-1.46568891e-05,-1.03796525e-05,1.13173876e-04,3.11284988e-02,3.62804922e-03,0
0.281517,156.2766,-2.66164002e-08,4.52194253e-08,7.55222090e-05,7.10447270e-05,-8.07231091e-07,-7.10699970e-07,-7.55178948e-05,-7.10411722e-05,-1.57132294e-05,-1.25971505e-05,4.84695570e-04,2.04065616e-02,2.64312886e-03,0
0.281517,160.0638,-9.09141577e-08,4.93722910e-08,6.13594397e-05,5.89949196e-05,-7.08629302e-07,-6.12248625e-07,-6.13553476e-05,-5.89917425e-05,-1.64380233e-05,-1.45176452e-05,9.46550273e-04,1.07765314e-02,1.62890835e-03,0
0.281517,163.8511,-1.68614317e-07,5.19827974e-08,4.79896491e-05,4.72692620e-05,-5.98754234e-07,-5.05973276e-07,-4.79859138e-05,-4.72665539e-05,-1.68322920e-05,-1.61253208e-05,1.48842786e-03,3.28323479e-03,5.99669049e-04,0
0.281517,167.6383,-2.53314082e-07,5.34850490e-08,3.55986878e-05,3.58476895e-05,-4.78392049e-07,-3.93370723e-07,-3.55954732e-05,-3.58455311e-05,-1.69554658e-05,-1.74079843e-05,2.07005597e-03,1.13484984e-03,3.83836464e-04,0
0.281517,171.4255,-3.16657552e-07,5.42575763e-08,2.41461011e-05,2.46849792e-05,-3.43602425e-07,-2.75935299e-07,-2.41436562e-05,-2.46834369e-05,-1.71278543e-05,-1.83566057e-05,2.50266380e-03,2.45598954e-03,1.04225483e-03,0
0.281517,175.2128,-3.45881565e-07,5.45990475e-08,1.33183838e-05,1.37155053e-05,-1.95357229e-07,-1.55154641e-07,-1.33169509e-05,-1.37146277e-05,-1.74044725e-05,-1.89649125e-05,2.70215004e-03,1.80992034e-03,1.32360069e-03,0
0.281517,179.0000,-3.57153360e-07,5.47094795e-08,2.76834804e-06,2.85889133e-06,-4.11132456e-08,-3.25092107e-08,-2.76804274e-06,-2.85870649e-06,-1.75471120e-05,-1.92290664e-05,2.77894898e-03,4.12659894e-04,1.42667198e-03,0
0.298685,1.0000,2.03092312e-07,3.92527850e-07,1.78019817e-06,1.43319539e-06,4.32081671e-08,5.53398298e-08,-1.77967373e-06,-1.43212657e-06,-1.04503770e-04,-1.18243295e-04,1.27817235e-03,1.58149908e-03,1.16541772e-02,0
0.298685,4.7872,1.97613154e-07,3.86377536e-07,8.54728796e-06,6.90972861e-06,2.05967354e-07,2.63419586e-07,-8.54480597e-06,-6.90470561e-06,-1.03434107e-04,-1.16431503e-04,1.27364389e-03,7.46333674e-03,1.10246862e-02,0
0.298685,8.5745,1.85548841e-07,3.72341944e-07,1.54148956e-05,1.25751882e-05,3.64897568e-07,4.65632397e-07,-1.54105761e-05,-1.25665646e-05,-1.00988211e-04,-1.12287218e-04,1.26034313e-03,1.29422437e-02,9.58407425e-03,0
0.298685,12.3617,1.68376159e-07,3.50805886e-07,2.24720146e-05,1.85702536e-05,5.17009790e-07,6.57505200e-07,-2.24660665e-05,-1.85586100e-05,-9.72186882e-05,-1.05901578e-04,1.23090227e-03,1.77826570e-02,7.36502431e-03,0
0.298685,16.1489,1.48855120e-07,3.22357347e-07,2.98287205e-05,2.50209944e-05,6.59109154e-07,8.34845756e-07,-2.98214376e-05,-2.50070628e-05,-9.22199023e-05,-9.74145653e-05,1.17066603e-03,2.19116816e-02,4.40623113e-03,0
0.298685,19.9362,1.33462302e-07,2.87768224e-07,3.76535720e-05,3.20331289e-05,7.87321720e-07,9.93854807e-07,-3.76453398e-05,-3.20177076e-05,-8.61718995e-05,-8.70113689e-05,1.04114341e-03,2.56157187e-02,7.12056990e-04,0
0.298685,23.7234,1.29426025e-07,2.47969140e-07,4.62157389e-05,3.96870340e-05,8.97886826e-07,1.13122583e-06,-4.62070159e-05,-3.96709086e-05,-7.92353447e-05,-7.49175917e-05,7.99842169e-04,2.97552103e-02,3.66241617e-03,0
0.298685,27.5106,1.23922067e-07,2.04019230e-07,5.56550586e-05,4.80336961e-05,9.91230823e-07,1.24422931e-06,-5.56462308e-05,-4.80175786e-05,-7.12530497e-05,-6.13934531e-05,5.40437023e-04,3.47351042e-02,8.36313373e-03,0
0.298685,31.2979,1.13085744e-07,1.57071973e-07,6.59020778e-05,5.70917614e-05,1.06641582e-06,1.33077899e-06,-6.58934490e-05,-5.70762494e-05,-6.22969682e-05,-4.67271601e-05,2.96786873e-04,4.01538776e-02,1.32066648e-02,0
0.298685,35.0851,9.62756460e-08,1.08338300e-07,7.68127299e-05,6.68457981e-05,1.12237220e-06,1.38947817e-06,-7.68045295e-05,-6.68313555e-05,-5.25189221e-05,-3.12276452e-05,8.13899567e-05,4.54252652e-02,1.80597447e-02,0
0.298685,38.8723,7.39728767e-08,5.90482717e-08,8.82105338e-05,7.72458357e-05,1.15815949e-06,1.41964490e-06,-8.82029304e-05,-7.72327893e-05,-4.21157222e-05,-1.52168857e-05,1.00700311e-04,4.99726825e-02,2.28162040e-02,0
0.298685,42.6596,4.71904634e-08,1.04126892e-08,9.99013986e-05,8.82081986e-05,1.17313877e-06,1.42131550e-06,-9.98945103e-05,-8.81967469e-05,-3.13047292e-05,9.77969485e-07,2.48149500e-04,5.32929012e-02,2.73829182e-02,0
0.298685,46.4468,1.73558068e-08,-3.64140321e-08,1.11681590e-04,9.96175974e-05,1.16708164e-06,1.39522667e-06,-1.11675491e-04,-9.96078263e-05,-2.02922025e-05,1.70324406e-05,3.62799516e-04,5.49828232e-02,3.16596099e-02,0
0.298685,50.2340,-1.41019857e-08,-8.03684303e-08,1.23343586e-04,1.11330398e-04,1.13999488e-06,1.34277718e-06,-1.23338317e-04,-1.11322300e-04,-9.31866786e-06,3.26323022e-05,4.47117464e-04,5.47512765e-02,3.55837656e-02,0
0.298685,54.0213,-4.56493863e-08,-1.20508834e-07,1.34680829e-04,1.23178941e-04,1.09226353e-06,1.26597081e-06,-1.34676399e-04,-1.23172435e-04,1.39018502e-06,4.74807055e-05,5.05096758e-04,5.24209789e-02,3.90950262e-02,0
0.298685,57.8085,-7.57541578e-08,-1.56041433e-07,1.45491903e-04,1.34976747e-04,1.02466576e-06,1.16734268e-06,-1.45488295e-04,-1.34971699e-04,1.16127137e-05,6.13046454e-05,5.41719769e-04,4.79238522e-02,4.21498251e-02,0
0.298685,61.5957,-1.02979161e-07,-1.86340747e-07,1.55584426e-04,1.46524413e-04,9.38284929e-07,1.04987192e-06,-1.55581596e-04,-1.46520651e-04,2.11414954e-05,7.38606111e-05,5.62462961e-04,4.12918937e-02,4.47175512e-02,0
0.298685,65.3830,-1.25914559e-07,-2.10963843e-07,1.64778830e-04,1.57615974e-04,8.34550651e-07,9.16883707e-07,-1.64776717e-04,-1.57613307e-04,2.97960218e-05,8.49392818e-05,5.73850317e-04,3.26454187e-02,4.67737655e-02,0
0.298685,69.1702,-1.43606719e-07,-2.29657941e-07,1.72911147e-04,1.68045493e-04,7.15099229e-07,7.71944366e-07,-1.72909669e-04,-1.68043720e-04,3.73487369e-05,9.43691694e-05,5.80610657e-04,2.21756940e-02,4.83660259e-02,0
0.298685,72.9574,-1.73680139e-07,-2.42361231e-07,1.80434456e-04,1.77613642e-04,5.83727871e-07,6.18752947e-07,-1.80433511e-04,-1.77612564e-04,4.36043437e-05,1.02019142e-04,4.63409739e-04,1.28561333e-02,4.95487583e-02,0
0.298685,76.7447,-1.93983915e-07,-2.49197047e-07,1.87780836e-04,1.86134016e-04,4.51517411e-07,4.61033184e-07,-1.87780293e-04,-1.86133445e-04,4.76633816e-05,1.07799799e-04,3.72537803e-04,7.50554474e-03,5.10090746e-02,0
0.298685,80.5319,-2.06994861e-07,-2.50461725e-07,1.94313152e-04,1.93438964e-04,3.15549537e-07,3.02429294e-07,-1.94312896e-04,-1.93438727e-04,4.99880708e-05,1.11663714e-04,2.93282582e-04,3.98419823e-03,5.23146811e-02,0
0.298685,84.3191,-2.13668308e-07,-2.46606753e-07,1.99775706e-04,1.99384721e-04,1.76700657e-07,1.46409003e-07,-1.99775628e-04,-1.99384667e-04,5.07512650e-05,1.13604584e-04,2.22244515e-04,1.78195266e-03,5.33136128e-02,0
0.298685,88.1064,-2.14243425e-07,-2.38216006e-07,2.04011835e-04,2.03855657e-04,3.66455472e-08,-3.82321642e-09,-2.04011832e-04,-2.03855657e-04,5.00552144e-05,1.13655367e-04,1.61749430e-04,7.11798931e-04,5.39470941e-02,0
0.298685,91.8936,-2.09073386e-07,-2.25979012e-07,2.06922479e-04,2.06767494e-04,-1.02471434e-07,-1.45400151e-07,-2.06922454e-04,-2.06767443e-04,4.80256371e-05,1.11885517e-04,1.14066787e-04,7.06361339e-04,5.41674001e-02,0
0.298685,95.6809,-1.98621298e-07,-2.10661368e-07,2.08456808e-04,2.08069393e-04,-2.38295359e-07,-2.75851106e-07,-2.08456672e-04,-2.08069210e-04,4.47815144e-05,1.08397443e-04,8.12375784e-05,1.76568086e-03,5.39604756e-02,0
0.298685,99.4681,-1.83659485e-07,-1.93073485e-07,2.08613055e-04,2.07744844e-04,-3.68210389e-07,-3.93145024e-07,-2.08612730e-04,-2.07744472e-04,4.05113688e-05,1.03322358e-04,6.35187835e-05,3.95695809e-03,5.32777073e-02,0
0.298685,103.2553,-1.65245480e-07,-1.74038894e-07,2.07449565e-04,2.05811334e-04,-4.89335923e-07,-4.95716706e-07,-2.07448988e-04,-2.05810737e-04,3.54269272e-05,9.68156552e-05,5.93315210e-05,7.46639703e-03,5.20713133e-02,0
0.298685,107.0426,-1.45466189e-07,-1.54363331e-07,2.05127507e-04,2.02318850e-04,-5.97678588e-07,-5.82476039e-07,-2.05126636e-04,-2.02318012e-04,2.99056542e-05,8.90520126e-05,6.00314027e-05,1.28007257e-02,5.01692845e-02,0
0.298685,110.8298,-1.28103605e-07,-1.34805790e-07,2.02193868e-04,1.97347262e-04,-6.85105676e-07,-6.52800773e-07,-2.02192708e-04,-1.97346182e-04,2.47494050e-05,8.02203682e-05,4.52214364e-05,2.20888838e-02,4.70517308e-02,0
0.298685,114.6170,-9.52271075e-08,-1.16052593e-07,1.98149948e-04,1.91002725e-04,-7.65853155e-07,-7.06514008e-07,-1.98148468e-04,-1.91001418e-04,1.86229242e-05,7.05189472e-05,1.40515136e-04,3.25741697e-02,4.40193854e-02,0
0.298685,118.4043,-6.46806459e-08,-9.86954358e-08,1.92461917e-04,1.83413257e-04,-8.35682939e-07,-7.43848065e-07,-1.92460102e-04,-1.83411748e-04,1.20457892e-05,6.01504822e-05,2.29506905e-04,4.12401510e-02,4.08034932e-02,0
0.298685,122.1915,-3.79451751e-08,-8.32141429e-08,1.85232671e-04,1.74723662e-04,-8.93325666e-07,-7.65396916e-07,-1.85230517e-04,-1.74721986e-04,5.10538849e-06,4.93177644e-05,3.05441860e-04,4.78958350e-02,3.75019414e-02,0
0.298685,125.9787,-1.61875022e-08,-6.99647127e-08,1.76591902e-04,1.65090025e-04,-9.37925539e-07,-7.72059692e-07,-1.76589411e-04,-1.65088220e-04,-2.03591023e-06,3.82196348e-05,3.62849254e-04,5.24209293e-02,3.41456675e-02,0
0.298685,129.7660,-6.39801092e-10,-5.91729700e-08,1.66694190e-04,1.54673992e-04,-9.68764098e-07,-7.64978057e-07,-1.66691375e-04,-1.54672100e-04,-9.22336689e-06,2.70475034e-05,3.94938980e-04,5.47832272e-02,3.07657759e-02,0
0.298685,133.5532,7.57604826e-09,-5.09339349e-08,1.55715893e-04,1.43637068e-04,-9.85356594e-07,-7.45470354e-07,-1.55712775e-04,-1.43635134e-04,-1.63026975e-05,1.59824562e-05,3.94782540e-04,5.50504216e-02,2.73850005e-02,0
0.298685,137.3404,7.44057800e-09,-4.52167762e-08,1.43851625e-04,1.32135165e-04,-9.87448443e-07,-7.14965473e-07,-1.43848235e-04,-1.32133230e-04,-2.31242694e-05,5.19297995e-06,3.55293284e-04,5.33989101e-02,2.40193340e-02,0
0.298685,141.1277,-1.90464723e-09,-4.18749881e-08,1.31310330e-04,1.20313596e-04,-9.74894855e-07,-6.74939261e-07,-1.31306711e-04,-1.20311702e-04,-2.95574445e-05,-5.16669026e-06,2.69690604e-04,5.01186922e-02,2.06887917e-02,0
0.298685,144.9149,-2.08625129e-08,-4.06612247e-08,1.18310459e-04,1.08302732e-04,-9.47945311e-07,-6.26856081e-07,-1.18306662e-04,-1.08300918e-04,-3.54568767e-05,-1.49576247e-05,1.33587215e-04,4.56111967e-02,1.73879310e-02,0
0.298685,148.7021,-4.94640344e-08,-4.12460398e-08,1.05073686e-04,9.62144661e-05,-9.06802123e-07,-5.72117804e-07,-1.05069773e-04,-9.62127651e-05,-4.07209780e-05,-2.40567006e-05,5.54490120e-05,4.03767605e-02,1.41350186e-02,0
0.298685,152.4894,-8.69017895e-08,-4.32396296e-08,9.18162981e-05,8.41396247e-05,-8.51714264e-07,-5.12022106e-07,-9.18123477e-05,-8.41380667e-05,-4.52880444e-05,-3.23566193e-05,2.94600296e-04,3.49871893e-02,1.09687284e-02,0
0.298685,156.2766,-1.30757376e-07,-4.62155612e-08,7.87329438e-05,7.21464112e-05,-7.82623359e-07,-4.47731440e-07,-7.87290539e-05,-7.21450219e-05,-4.91615696e-05,-3.97655242e-05,5.70426285e-04,3.00187657e-02,7.96993908e-03,0
0.298685,160.0638,-1.74323040e-07,-4.97354014e-08,6.59489993e-05,6.02799315e-05,-6.97865163e-07,-3.80253547e-07,-6.59453068e-05,-6.02787321e-05,-5.25375416e-05,-4.62063147e-05,8.40626195e-04,2.58373303e-02,5.37029047e-03,0
0.298685,163.8511,-1.98629159e-07,-5.33731344e-08,5.33967826e-05,4.85628009e-05,-5.90553786e-07,-3.10433778e-07,-5.33935168e-05,-4.85618087e-05,-5.61165532e-05,-5.16157588e-05,9.80081332e-04,2.20313438e-02,3.81767601e-03,0
0.298685,167.6383,-2.10511717e-07,-5.67382768e-08,4.09155180e-05,3.69967892e-05,-4.66246696e-07,-2.38958960e-07,-4.09128614e-05,-3.69960175e-05,-5.94164543e-05,-5.59435093e-05,1.03755062e-03,1.78599891e-02,2.94583083e-03,0
0.298685,171.4255,-2.16771417e-07,-5.94966679e-08,2.84157899e-05,2.55654193e-05,-3.30467747e-07,-1.66371972e-07,-2.84138682e-05,-2.55648779e-05,-6.20346033e-05,-5.91511212e-05,1.06117489e-03,1.29908423e-02,2.44583497e-03,0
0.298685,175.2128,-2.19872414e-07,-6.13880177e-08,1.58805859e-05,1.42373925e-05,-1.86982181e-07,-9.30957295e-08,-1.58794851e-05,-1.42370881e-05,-6.37828017e-05,-6.12111635e-05,1.06933670e-03,7.48901447e-03,2.18132198e-03,0
0.298685,179.0000,-2.21012966e-07,-6.22394439e-08,3.31884804e-06,2.97068281e-06,-3.93000724e-08,-1.94647956e-08,-3.31861534e-06,-2.97061904e-06,-6.45545987e-05,-6.21064998e-05,1.07128751e-03,1.58679702e-03,2.07653303e-03,0
0.315853,1.0000,-6.41116236e-08,9.88858145e-09,2.18053774e-06,1.69993375e-06,3.47029299e-08,6.58850754e-08,-2.18026157e-06,-1.69865650e-06,-1.55534675e-04,-1.71520952e-04,4.99299219e-04,2.19039963e-03,1.35599230e-02,0
0.315853,4.7872,-6.80502648e-08,7.65591305e-09,1.04390806e-05,8.17166664e-06,1.65187169e-07,3.13411238e-07,-1.04377736e-05,-8.16565423e-06,-1.53862085e-04,-1.68813943e-04,5.10809875e-04,1.03339607e-02,1.26825057e-02,0
0.315853,8.5745,-7.68161747e-08,2.57948779e-09,1.87001759e-05,1.47740134e-05,2.92874264e-07,5.53164998e-07,-1.86978823e-05,-1.47636540e-05,-1.50034107e-04,-1.62620812e-04,5.35703817e-04,1.78938692e-02,1.06763290e-02,0
0.315853,12.3617,-8.95740892e-08,-5.15755107e-09,2.69709830e-05,2.16038266e-05,4.15555111e-07,7.79252260e-07,-2.69677815e-05,-2.15897681e-05,-1.44124405e-04,-1.53075108e-04,5.69581011e-04,2.44613399e-02,7.59218961e-03,0
0.315853,16.1489,-1.04979530e-07,-1.52765013e-08,3.52684294e-05,2.87471835e-05,5.30919217e-07,9.86203029e-07,-3.52644330e-05,-2.87302621e-05,-1.36257671e-04,-1.40382071e-04,6.05250381e-04,2.97212152e-02,3.49840940e-03,0
0.315853,19.9362,-1.20892591e-07,-2.74137004e-08,4.36266678e-05,3.62751504e-05,6.36658534e-07,1.16913897e-06,-4.36220221e-05,-3.62563050e-05,-1.26605522e-04,-1.24813429e-04,6.30727134e-04,3.35052589e-02,1.52009346e-03,0
