config,ic_id,band0,t_yr,omega_e,Id_over_Is,beta_deg
telstar401,1,LAM,0.235983,7.75900068e-04,0.446713,103.6448
telstar401,1,LAM,0.260168,7.74498028e-04,0.447521,79.0266
telstar401,1,LAM,0.286832,7.72948416e-04,0.448419,51.6699
telstar401,1,LAM,0.316228,7.71235347e-04,0.449415,22.5543
telstar401,1,LAM,0.348637,7.69341169e-04,0.450521,19.0668
telstar401,1,LAM,0.384367,7.67246264e-04,0.451751,54.9397
telstar401,1,LAM,0.423759,7.64928826e-04,0.453120,97.2553
telstar401,1,LAM,0.467188,7.62364614e-04,0.454644,143.9590
telstar401,1,LAM,0.515068,7.59526687e-04,0.456343,161.2369
telstar401,1,LAM,0.567855,7.56385112e-04,0.458238,108.1568
telstar401,1,LAM,0.626052,7.52906657e-04,0.460355,54.3018
telstar401,1,LAM,0.690213,7.49054464e-04,0.462723,32.5721
telstar401,1,LAM,0.760950,7.44787716e-04,0.465373,80.6643
telstar401,1,LAM,0.838936,7.40061313e-04,0.468346,143.0587
telstar401,1,LAM,0.924915,7.34825574e-04,0.471683,143.3582
telstar401,1,LAM,1.019705,7.29025999e-04,0.475435,63.7626
telstar401,1,LAM,1.124210,7.22603131e-04,0.479661,18.3768
telstar401,1,LAM,1.239425,7.15492598e-04,0.484428,91.9016
telstar401,1,LAM,1.366448,7.07625407e-04,0.489813,153.6512
telstar401,1,LAM,1.506489,6.98928629e-04,0.495908,102.6635
telstar401,1,LAM,1.660883,6.89326635e-04,0.502816,36.5817
telstar401,1,LAM,1.831099,6.78743094e-04,0.510656,51.0876
telstar401,1,LAM,2.018760,6.67103992e-04,0.519566,106.1029
telstar401,1,LAM,2.225654,6.54341991e-04,0.529699,139.2564
telstar401,1,LAM,2.453751,6.40402434e-04,0.541229,164.8492
telstar401,1,LAM,2.705225,6.25251308e-04,0.554344,166.0306
telstar401,1,LAM,2.982471,6.08885311e-04,0.569244,143.4139
telstar401,1,LAM,3.288131,5.91343935e-04,0.586130,60.6725
telstar401,1,LAM,3.625117,5.72722951e-04,0.605187,77.0907
telstar401,1,LAM,3.996639,5.53188006e-04,0.626558,73.1783
telstar401,1,LAM,4.406236,5.32986129e-04,0.650307,128.4007
telstar401,1,LAM,4.857812,5.12452098e-04,0.676364,92.5744
telstar401,1,LAM,5.355667,4.92006289e-04,0.704471,73.5264
telstar401,1,LAM,5.904545,4.72141618e-04,0.734111,30.5196
telstar401,1,LAM,6.509675,4.53400928e-04,0.764455,124.3545
telstar401,1,LAM,7.176822,4.36356535e-04,0.794315,41.8004
telstar401,1,LAM,7.912343,4.21642471e-04,0.822034,145.2208
telstar401,1,LAM,8.723243,4.10574097e-04,0.844194,49.8949
telstar401,1,LAM,9.617249,3.99093104e-04,0.868480,168.6998
telstar401,1,LAM,10.602877,3.84234699e-04,0.902064,72.4353
telstar401,1,LAM,11.689518,3.70288242e-04,0.936039,79.7906
telstar401,1,LAM,12.887524,3.59728148e-04,0.963518,136.1290
telstar401,1,LAM,14.208308,3.53064010e-04,0.981704,125.3504
telstar401,1,LAM,15.664454,3.49454866e-04,0.991843,157.9851
telstar401,1,LAM,17.269833,3.47737799e-04,0.996741,56.4233
telstar401,1,LAM,19.039740,3.47010303e-04,0.998830,147.4602
telstar401,1,LAM,20.991037,3.46734655e-04,0.999624,80.2154
telstar401,1,LAM,23.142314,3.46641530e-04,0.999893,150.5249
telstar401,1,LAM,25.514065,3.46613693e-04,0.999973,15.0758
telstar401,1,LAM,28.128887,3.46606409e-04,0.999994,139.0646
telstar401,1,LAM,31.011689,3.46604762e-04,0.999999,39.8453
telstar401,1,LAM,34.189937,3.46604445e-04,1.000000,114.3694
telstar401,1,LAM,37.693910,3.46604393e-04,1.000000,31.0403
telstar401,1,LAM,41.556988,3.46604387e-04,1.000000,39.8505
telstar401,1,LAM,45.815977,3.46604386e-04,1.000000,114.7728
telstar401,1,LAM,50.511449,3.46604386e-04,1.000000,31.8519
telstar401,1,LAM,55.688140,3.46604386e-04,1.000000,100.0555
telstar401,1,LAM,61.395366,3.46604386e-04,1.000000,78.4121
telstar401,1,LAM,67.687500,3.46604386e-04,1.000000,69.9224
telstar401,1,LAM,74.624487,3.46604386e-04,1.000000,42.8038
telstar401,1,LAM,82.272413,3.46604386e-04,1.000000,145.7599
telstar401,1,LAM,90.704142,3.46604386e-04,1.000000,98.8377
telstar401,1,LAM,100.000000,3.46604386e-04,1.000000,92.0718
telstar401,2,LAM,0.000000,8.86467479e-04,0.409256,103.8745
telstar401,2,LAM,0.001000,8.86408954e-04,0.409283,107.4321
telstar401,2,LAM,0.001102,8.86402955e-04,0.409286,107.7961
telstar401,2,LAM,0.001215,8.86396341e-04,0.409289,108.1973
telstar401,2,LAM,0.001340,8.86389050e-04,0.409293,108.6394
telstar401,2,LAM,0.001477,8.86381010e-04,0.409296,109.1266
telstar401,2,LAM,0.001629,8.86372147e-04,0.409300,109.6635
telstar401,2,LAM,0.001796,8.86362375e-04,0.409305,110.2551
telstar401,2,LAM,0.001980,8.86351601e-04,0.409310,110.9068
telstar401,2,LAM,0.002183,8.86339723e-04,0.409315,111.6248
telstar401,2,LAM,0.002406,8.86326626e-04,0.409322,112.4156
telstar401,2,LAM,0.002653,8.86312187e-04,0.409328,113.2867
telstar401,2,LAM,0.002925,8.86296266e-04,0.409336,114.2458
telstar401,2,LAM,0.003225,8.86278714e-04,0.409344,115.3017
telstar401,2,LAM,0.003555,8.86259361e-04,0.409353,116.4639
telstar401,2,LAM,0.003919,8.86238022e-04,0.409362,117.7427
telstar401,2,LAM,0.004321,8.86214496e-04,0.409373,119.1492
telstar401,2,LAM,0.004764,8.86188555e-04,0.409385,120.6954
telstar401,2,LAM,0.005252,8.86159954e-04,0.409398,122.3943
telstar401,2,LAM,0.005790,8.86128417e-04,0.409413,124.2594
telstar401,2,LAM,0.006384,8.86093645e-04,0.409429,126.3049
telstar401,2,LAM,0.007038,8.86055303e-04,0.409447,128.5452
telstar401,2,LAM,0.007759,8.86013026e-04,0.409466,130.9944
telstar401,2,LAM,0.008555,8.85966409e-04,0.409488,133.6652
telstar401,2,LAM,0.009431,8.85915004e-04,0.409512,136.5668
telstar401,2,LAM,0.010398,8.85858321e-04,0.409538,139.7020
telstar401,2,LAM,0.011464,8.85795815e-04,0.409567,143.0607
telstar401,2,LAM,0.012638,8.85726886e-04,0.409599,146.6078
telstar401,2,LAM,0.013934,8.85650873e-04,0.409634,150.2604
telstar401,2,LAM,0.015362,8.85567046e-04,0.409673,153.8412
telstar401,2,LAM,0.016936,8.85474598e-04,0.409715,156.9919
telstar401,2,LAM,0.018672,8.85372639e-04,0.409763,159.0584
telstar401,2,LAM,0.020585,8.85260188e-04,0.409815,159.1287
telstar401,2,LAM,0.022695,8.85136159e-04,0.409872,156.5383
telstar401,2,LAM,0.025021,8.84999354e-04,0.409935,151.3565
telstar401,2,LAM,0.027585,8.84848451e-04,0.410005,144.0539
telstar401,2,LAM,0.030412,8.84681987e-04,0.410082,135.0207
telstar401,2,LAM,0.033529,8.84498348e-04,0.410168,124.4602
telstar401,2,LAM,0.036966,8.84295748e-04,0.410262,112.4411
telstar401,2,LAM,0.040754,8.84072214e-04,0.410365,98.9523
telstar401,2,LAM,0.044931,8.83825564e-04,0.410480,83.9375
telstar401,2,LAM,0.049535,8.83553384e-04,0.410606,67.3181
telstar401,2,LAM,0.054612,8.83253005e-04,0.410746,49.0270
telstar401,2,LAM,0.060209,8.82921470e-04,0.410900,29.1423
telstar401,2,LAM,0.066379,8.82555507e-04,0.411071,9.9636
telstar401,2,LAM,0.073182,8.82151491e-04,0.411259,20.8242
telstar401,2,LAM,0.080683,8.81705405e-04,0.411467,46.7285
telstar401,2,LAM,0.088951,8.81212795e-04,0.411697,75.5843
telstar401,2,LAM,0.098068,8.80668721e-04,0.411951,106.3318
telstar401,2,LAM,0.108118,8.80067700e-04,0.412233,135.7916
telstar401,2,LAM,0.119199,8.79403642e-04,0.412544,145.0879
telstar401,2,LAM,0.131415,8.78669779e-04,0.412888,115.9045
telstar401,2,LAM,0.144883,8.77858586e-04,0.413270,71.8986
telstar401,2,LAM,0.159731,8.76961686e-04,0.413693,21.3477
telstar401,2,LAM,0.176101,8.75969751e-04,0.414161,34.5089
telstar401,2,LAM,0.194149,8.74872382e-04,0.414681,93.2214
telstar401,2,LAM,0.214047,8.73657975e-04,0.415257,138.6514
telstar401,2,LAM,0.235983,8.72313574e-04,0.415897,100.7619
telstar401,2,LAM,0.260168,8.70824694e-04,0.416608,24.6811
telstar401,2,LAM,0.286832,8.69175128e-04,0.417399,62.7861
telstar401,2,LAM,0.316228,8.67346724e-04,0.418279,139.4835
telstar401,2,LAM,0.348637,8.65319126e-04,0.419259,74.3823
telstar401,2,LAM,0.384367,8.63069493e-04,0.420351,41.5496
telstar401,2,LAM,0.423759,8.60572160e-04,0.421571,151.5561
telstar401,2,LAM,0.467188,8.57798271e-04,0.422935,37.4587
telstar401,2,LAM,0.515068,8.54715356e-04,0.424460,122.8266
telstar401,2,LAM,0.567855,8.51286852e-04,0.426170,67.6870
telstar401,2,LAM,0.626052,8.47471577e-04,0.428088,126.9313
telstar401,2,LAM,0.690213,8.43223138e-04,0.430245,52.2294
telstar401,2,LAM,0.760950,8.38489295e-04,0.432674,174.3824
telstar401,2,LAM,0.838936,8.33211281e-04,0.435415,63.3511
telstar401,2,LAM,0.924915,8.27323093e-04,0.438514,63.3145
telstar401,2,LAM,1.019705,8.20750806e-04,0.442025,142.3878
telstar401,2,LAM,1.124210,8.13411954e-04,0.446013,125.5893
telstar401,2,LAM,1.239425,8.05215078e-04,0.450554,68.0098
telstar401,2,LAM,1.366448,7.96059583e-04,0.455735,21.4228
telstar401,2,LAM,1.506489,7.85836100e-04,0.461664,21.8718
telstar401,2,LAM,1.660883,7.74427661e-04,0.468465,53.2098
telstar401,2,LAM,1.831099,7.61712081e-04,0.476286,77.9829
telstar401,2,LAM,2.018760,7.47566088e-04,0.485298,96.3542
telstar401,2,LAM,2.225654,7.31871870e-04,0.495705,124.4946
telstar401,2,LAM,2.453751,7.14526802e-04,0.507738,139.1972
telstar401,2,LAM,2.705225,6.95457137e-04,0.521661,56.0007
telstar401,2,LAM,2.982471,6.74636193e-04,0.537760,129.1113
telstar401,2,LAM,3.288131,6.52106990e-04,0.556339,20.2936
telstar401,2,LAM,3.625117,6.28008118e-04,0.577688,37.4550
telstar401,2,LAM,3.996639,6.02599764e-04,0.602046,151.0754
telstar401,2,LAM,4.406236,5.76284529e-04,0.629537,106.0872
telstar401,2,LAM,4.857812,5.49615451e-04,0.660084,87.8672
telstar401,2,LAM,5.355667,5.23283163e-04,0.693301,21.6454
telstar401,2,LAM,5.904545,4.98077325e-04,0.728386,45.2642
telstar401,2,LAM,6.509675,4.74827457e-04,0.764051,84.2803
telstar401,2,LAM,7.176822,4.54352161e-04,0.798483,129.3855
telstar401,2,LAM,7.912343,4.37541193e-04,0.829162,141.7879
telstar401,2,LAM,8.723243,4.25755104e-04,0.852116,45.5654
telstar401,2,LAM,9.617249,4.09885010e-04,0.885108,156.8452
telstar401,2,LAM,10.602877,3.93049439e-04,0.923020,142.7810
telstar401,2,LAM,11.689518,3.79571592e-04,0.955795,48.2530
telstar401,2,LAM,12.887524,3.70920143e-04,0.978088,38.7430
telstar401,2,LAM,14.208308,3.66279807e-04,0.990479,92.4432
telstar401,2,LAM,15.664454,3.64129887e-04,0.996327,54.9478
telstar401,2,LAM,17.269833,3.63251763e-04,0.998736,66.5163
telstar401,2,LAM,19.039740,3.62933135e-04,0.999613,47.0046
telstar401,2,LAM,20.991037,3.62830597e-04,0.999895,37.7570
telstar401,2,LAM,23.142314,3.62801551e-04,0.999975,27.8079
telstar401,2,LAM,25.514065,3.62794387e-04,0.999995,34.1226
telstar401,2,LAM,28.128887,3.62792869e-04,0.999999,130.0607
telstar401,2,LAM,31.011689,3.62792597e-04,1.000000,97.0752
telstar401,2,LAM,34.189937,3.62792556e-04,1.000000,93.9287
telstar401,2,LAM,37.693910,3.62792551e-04,1.000000,174.3971
telstar401,2,LAM,41.556988,3.62792551e-04,1.000000,47.7424
telstar401,2,LAM,45.815977,3.62792551e-04,1.000000,43.3115
telstar401,2,LAM,50.511449,3.62792551e-04,1.000000,90.0629
telstar401,2,LAM,55.688140,3.62792551e-04,1.000000,162.7263
telstar401,2,LAM,61.395366,3.62792551e-04,1.000000,93.1319
telstar401,2,LAM,67.687500,3.62792551e-04,1.000000,164.4655
telstar401,2,LAM,74.624487,3.62792551e-04,1.000000,51.2267
telstar401,2,LAM,82.272413,3.62792551e-04,1.000000,137.6855
telstar401,2,LAM,90.704142,3.62792551e-04,1.000000,142.2352
telstar401,2,LAM,100.000000,3.62792551e-04,1.000000,126.0654
telstar401,3,SAM,0.000000,1.20056181e-03,0.923531,30.2245
telstar401,3,SAM,0.001000,1.20009150e-03,0.923893,31.1711
telstar401,3,SAM,0.001102,1.20004341e-03,0.923930,31.2697
telstar401,3,SAM,0.001215,1.19999041e-03,0.923971,31.3787
telstar401,3,SAM,0.001340,1.19993201e-03,0.924016,31.4992
telstar401,3,SAM,0.001477,1.19986765e-03,0.924065,31.6326
telstar401,3,SAM,0.001629,1.19979674e-03,0.924120,31.7801
telstar401,3,SAM,0.001796,1.19971862e-03,0.924180,31.9435
telstar401,3,SAM,0.001980,1.19963254e-03,0.924246,32.1245
telstar401,3,SAM,0.002183,1.19953772e-03,0.924319,32.3249
telstar401,3,SAM,0.002406,1.19943328e-03,0.924400,32.5470
telstar401,3,SAM,0.002653,1.19931823e-03,0.924489,32.7933
telstar401,3,SAM,0.002925,1.19919153e-03,0.924586,33.0665
telstar401,3,SAM,0.003225,1.19905200e-03,0.924694,33.3696
telstar401,3,SAM,0.003555,1.19889837e-03,0.924812,33.7060
telstar401,3,SAM,0.003919,1.19872923e-03,0.924943,34.0798
telstar401,3,SAM,0.004321,1.19854305e-03,0.925087,34.4950
telstar401,3,SAM,0.004764,1.19833813e-03,0.925245,34.9566
telstar401,3,SAM,0.005252,1.19811264e-03,0.925419,35.4700
telstar401,3,SAM,0.005790,1.19786456e-03,0.925611,36.0412
telstar401,3,SAM,0.006384,1.19759168e-03,0.925821,36.6770
telstar401,3,SAM,0.007038,1.19729160e-03,0.926053,37.3851
telstar401,3,SAM,0.007759,1.19696169e-03,0.926309,38.1739
telstar401,3,SAM,0.008555,1.19659910e-03,0.926589,39.0530
telstar401,3,SAM,0.009431,1.19620071e-03,0.926898,40.0329
telstar401,3,SAM,0.010398,1.19576315e-03,0.927237,41.1256
telstar401,3,SAM,0.011464,1.19528278e-03,0.927610,42.3443
telstar401,3,SAM,0.012638,1.19475561e-03,0.928019,43.7037
telstar401,3,SAM,0.013934,1.19417740e-03,0.928468,45.2201
telstar401,3,SAM,0.015362,1.19354353e-03,0.928962,46.9118
telstar401,3,SAM,0.016936,1.19284908e-03,0.929502,48.7988
telstar401,3,SAM,0.018672,1.19208876e-03,0.930095,50.9036
telstar401,3,SAM,0.020585,1.19125697e-03,0.930745,53.2508
telstar401,3,SAM,0.022695,1.19034773e-03,0.931456,55.8678
telstar401,3,SAM,0.025021,1.18935476e-03,0.932233,58.7849
telstar401,3,SAM,0.027585,1.18827148e-03,0.933083,62.0354
telstar401,3,SAM,0.030412,1.18709103e-03,0.934011,65.6561
telstar401,3,SAM,0.033529,1.18580636e-03,0.935023,69.6877
telstar401,3,SAM,0.036966,1.18441028e-03,0.936125,74.1749
telstar401,3,SAM,0.040754,1.18289557e-03,0.937324,79.1670
telstar401,3,SAM,0.044931,1.18125508e-03,0.938625,84.7181
telstar401,3,SAM,0.049535,1.17948197e-03,0.940036,90.8873
telstar401,3,SAM,0.054612,1.17756979e-03,0.941563,97.7393
telstar401,3,SAM,0.060209,1.17551285e-03,0.943210,105.3438
telstar401,3,SAM,0.066379,1.17330643e-03,0.944984,113.7748
telstar401,3,SAM,0.073182,1.17094713e-03,0.946888,123.1084
telstar401,3,SAM,0.080683,1.16843331e-03,0.948925,133.4153
telstar401,3,SAM,0.088951,1.16576548e-03,0.951097,144.7369
telstar401,3,SAM,0.098068,1.16294681e-03,0.953402,156.9735
telstar401,3,SAM,0.108118,1.15998366e-03,0.955838,168.8988
telstar401,3,SAM,0.119199,1.15688605e-03,0.958397,168.2567
telstar401,3,SAM,0.131415,1.15366820e-03,0.961070,153.2756
telstar401,3,SAM,0.144883,1.15034890e-03,0.963843,135.1053
telstar401,3,SAM,0.159731,1.14695187e-03,0.966698,115.0558
telstar401,3,SAM,0.176101,1.14350583e-03,0.969611,93.5929
telstar401,3,SAM,0.194149,1.14004436e-03,0.972555,71.7472
telstar401,3,SAM,0.214047,1.13660541e-03,0.975498,52.9435
telstar401,3,SAM,0.235983,1.13323042e-03,0.978403,47.2598
telstar401,3,SAM,0.260168,1.12996302e-03,0.981232,63.9990
telstar401,3,SAM,0.286832,1.12684721e-03,0.983945,96.2003
telstar401,3,SAM,0.316228,1.12392530e-03,0.986503,137.2789
telstar401,3,SAM,0.348637,1.12123548e-03,0.988870,172.9030
telstar401,3,SAM,0.384367,1.11880937e-03,0.991014,119.2420
telstar401,3,SAM,0.423759,1.11666979e-03,0.992913,59.8103
telstar401,3,SAM,0.467188,1.11482900e-03,0.994553,35.6223
telstar401,3,SAM,0.515068,1.11328769e-03,0.995929,101.4297
telstar401,3,SAM,0.567855,1.11203501e-03,0.997051,144.8535
telstar401,3,SAM,0.626052,1.11104963e-03,0.997936,64.9437
telstar401,3,SAM,0.690213,1.11030175e-03,0.998608,34.5060
telstar401,3,SAM,0.760950,1.10975595e-03,0.999099,126.8435
telstar401,3,SAM,0.838936,1.10937440e-03,0.999443,70.8167
telstar401,3,SAM,0.924915,1.10911996e-03,0.999672,65.6317
telstar401,3,SAM,1.019705,1.10895885e-03,0.999817,127.7603
telstar401,3,SAM,1.124210,1.10886248e-03,0.999904,60.9177
telstar401,3,SAM,1.239425,1.10880832e-03,0.999953,126.2441
telstar401,3,SAM,1.366448,1.10877992e-03,0.999978,96.6490
telstar401,3,SAM,1.506489,1.10876610e-03,0.999991,38.1987
telstar401,3,SAM,1.660883,1.10875992e-03,0.999997,114.9884
telstar401,3,SAM,1.831099,1.10875740e-03,0.999999,128.4222
telstar401,3,SAM,2.018760,1.10875647e-03,1.000000,109.6757
telstar401,3,SAM,2.225654,1.10875616e-03,1.000000,106.3837
telstar401,3,SAM,2.453751,1.10875607e-03,1.000000,120.3032
telstar401,3,SAM,2.705225,1.10875605e-03,1.000000,133.7847
telstar401,3,SAM,2.982471,1.10875604e-03,1.000000,70.1923
telstar401,3,SAM,3.288131,1.10875604e-03,1.000000,93.7902
telstar401,3,SAM,3.625117,1.10875604e-03,1.000000,61.3705
telstar401,3,SAM,3.996639,1.10875604e-03,1.000000,150.9092
telstar401,3,SAM,4.406236,1.10875604e-03,1.000000,161.5299
telstar401,3,SAM,4.857812,1.10875604e-03,1.000000,132.5959
telstar401,3,SAM,5.355667,1.10875604e-03,1.000000,56.3189
telstar401,3,SAM,5.904545,1.10875604e-03,1.000000,140.6866
telstar401,3,SAM,6.509675,1.10875604e-03,1.000000,103.4428
telstar401,3,SAM,7.176822,1.10875604e-03,1.000000,151.5897
telstar401,3,SAM,7.912343,1.10875604e-03,1.000000,55.4882
telstar401,3,SAM,8.723243,1.10875604e-03,1.000000,112.8892
telstar401,3,SAM,9.617249,1.10875604e-03,1.000000,60.9073
telstar401,3,SAM,10.602877,1.10875604e-03,1.000000,134.6348
telstar401,3,SAM,11.689518,1.10875604e-03,1.000000,134.9290
telstar401,3,SAM,12.887524,1.10875604e-03,1.000000,31.5860
telstar401,3,SAM,14.208308,1.10875604e-03,1.000000,105.7161
telstar401,3,SAM,15.664454,1.10875604e-03,1.000000,26.8410
telstar401,3,SAM,17.269833,1.10875604e-03,1.000000,155.5606
telstar401,3,SAM,19.039740,1.10875604e-03,1.000000,60.1274
telstar401,3,SAM,20.991037,1.10875604e-03,1.000000,25.2704
telstar401,3,SAM,23.142314,1.10875604e-03,1.000000,42.4201
telstar401,3,SAM,25.514065,1.10875604e-03,1.000000,41.9801
telstar401,3,SAM,28.128887,1.10875604e-03,1.000000,122.1692
telstar401,3,SAM,31.011689,1.10875604e-03,1.000000,75.9037
telstar401,3,SAM,34.189937,1.10875604e-03,1.000000,129.9890
telstar401,3,SAM,37.693910,1.10875604e-03,1.000000,8.6466
telstar401,3,SAM,41.556988,1.10875604e-03,1.000000,31.0695
telstar401,3,SAM,45.815977,1.10875604e-03,1.000000,9.6327
telstar401,3,SAM,50.511449,1.10875604e-03,1.000000,35.2085
telstar401,3,SAM,55.688140,1.10875604e-03,1.000000,38.5582
telstar401,3,SAM,61.395366,1.10875604e-03,1.000000,87.3694
telstar401,3,SAM,67.687500,1.10875604e-03,1.000000,63.0379
telstar401,3,SAM,74.624487,1.10875604e-03,1.000000,124.3546
telstar401,3,SAM,82.272413,1.10875604e-03,1.000000,128.1815
telstar401,3,SAM,90.704142,1.10875604e-03,1.000000,80.9910
telstar401,3,SAM,100.000000,1.10875604e-03,1.000000,69.6867
telstar401,4,SAM,0.000000,1.71067940e-03,0.895743,60.9249
telstar401,4,SAM,0.001000,1.70954821e-03,0.896336,61.9972
telstar401,4,SAM,0.001102,1.70943254e-03,0.896396,62.1076
telstar401,4,SAM,0.001215,1.70930508e-03,0.896463,62.2296
telstar401,4,SAM,0.001340,1.70916462e-03,0.896537,62.3642
telstar401,4,SAM,0.001477,1.70900985e-03,0.896618,62.5128
telstar401,4,SAM,0.001629,1.70883932e-03,0.896707,62.6768
telstar401,4,SAM,0.001796,1.70865145e-03,0.896806,62.8579
telstar401,4,SAM,0.001980,1.70844446e-03,0.896915,63.0579
telstar401,4,SAM,0.002183,1.70821645e-03,0.897034,63.2788
telstar401,4,SAM,0.002406,1.70796530e-03,0.897166,63.5228
telstar401,4,SAM,0.002653,1.70768868e-03,0.897312,63.7924
telstar401,4,SAM,0.002925,1.70738405e-03,0.897472,64.0903
telstar401,4,SAM,0.003225,1.70704859e-03,0.897648,64.4196
telstar401,4,SAM,0.003555,1.70667926e-03,0.897842,64.7836
telstar401,4,SAM,0.003919,1.70627267e-03,0.898056,65.1862
telstar401,4,SAM,0.004321,1.70582515e-03,0.898292,65.6314
telstar401,4,SAM,0.004764,1.70533265e-03,0.898551,66.1240
telstar401,4,SAM,0.005252,1.70479077e-03,0.898837,66.6692
telstar401,4,SAM,0.005790,1.70419467e-03,0.899151,67.2727
telstar401,4,SAM,0.006384,1.70353910e-03,0.899497,67.9411
telstar401,4,SAM,0.007038,1.70281831e-03,0.899878,68.6814
telstar401,4,SAM,0.007759,1.70202604e-03,0.900297,69.5018
telstar401,4,SAM,0.008555,1.70115550e-03,0.900758,70.4111
telstar401,4,SAM,0.009431,1.70019930e-03,0.901264,71.4195
telstar401,4,SAM,0.010398,1.69914946e-03,0.901821,72.5380
telstar401,4,SAM,0.011464,1.69799733e-03,0.902433,73.7792
telstar401,4,SAM,0.012638,1.69673359e-03,0.903105,75.1569
telstar401,4,SAM,0.013934,1.69534823e-03,0.903843,76.6867
telstar401,4,SAM,0.015362,1.69383052e-03,0.904653,78.3858
telstar401,4,SAM,0.016936,1.69216903e-03,0.905541,80.2734
telstar401,4,SAM,0.018672,1.69035160e-03,0.906515,82.3708
telstar401,4,SAM,0.020585,1.68836542e-03,0.907581,84.7017
telstar401,4,SAM,0.022695,1.68619701e-03,0.908748,87.2919
telstar401,4,SAM,0.025021,1.68383240e-03,0.910025,90.1701
telstar401,4,SAM,0.027585,1.68125717e-03,0.911419,93.3672
telstar401,4,SAM,0.030412,1.67845663e-03,0.912939,96.9164
telstar401,4,SAM,0.033529,1.67541608e-03,0.914596,100.8529
