config,ic_id,alpha0_deg,beta0_deg,Pe_min,Id0_over_Is,band0,band_frac0,omega_e0,fate,omega_e_final,omega_e_tailmean,ripple,t_end_yr,reached_horizon,beta_final_deg,Id_final_over_Is,regime_final,n_sep_crossings,eps_beta_max,in_domain,wall_s,error
telstar401,59,196.420,152.506,33.798,0.907620,SAM,0.4064,3.09836276e-03,equilibrium,2.81213461e-03,2.81213461e-03,0.000000e+00,100.0000,1,55.4682,1.000000,SAM,0,1.541358e-03,1,1.24,
telstar401,60,185.088,112.000,362.486,0.932111,SAM,0.5638,2.88893085e-04,equilibrium,2.69280464e-04,2.69280464e-04,6.716864e-12,100.0000,1,125.2602,1.000000,SAM,0,2.261208e-01,1,17.08,
telstar401,61,240.489,126.078,120.244,0.938310,SAM,0.6036,8.70891144e-04,equilibrium,8.17165438e-04,8.17165438e-04,0.000000e+00,100.0000,1,43.4886,1.000000,SAM,0,2.711758e-02,1,1.29,
telstar401,62,132.141,70.367,387.334,0.640404,LAM,0.5948,2.70360192e-04,cycling,1.80587556e-04,1.82526093e-04,2.251959e-02,100.0000,1,112.1483,0.958758,SAM,1,6.343779e-01,1,14.80,
telstar401,63,272.457,141.116,216.025,0.927472,SAM,0.5339,4.84757331e-04,equilibrium,4.49598754e-04,4.49598754e-04,0.000000e+00,100.0000,1,145.9235,1.000000,SAM,0,8.647228e-02,1,8.20,
telstar401,64,359.993,164.931,105.070,0.676758,LAM,0.6670,9.96671059e-04,equilibrium,6.74504958e-04,6.74504958e-04,1.607404e-16,100.0000,1,74.5835,1.000000,SAM,1,3.937187e-02,1,5.81,
telstar401,65,9.429,100.470,50.077,0.789298,LAM,0.8906,2.09116409e-03,equilibrium,1.65055175e-03,1.65055175e-03,0.000000e+00,100.0000,1,95.6671,1.000000,SAM,1,6.724953e-03,1,18.82,
telstar401,66,58.122,121.181,94.894,0.891964,SAM,0.3058,1.10355007e-03,equilibrium,9.84326760e-04,9.84326760e-04,0.000000e+00,100.0000,1,142.2498,1.000000,SAM,0,1.905649e-02,1,2.84,
telstar401,67,30.345,110.441,107.514,0.978752,SAM,0.8635,9.74007056e-04,equilibrium,9.53311697e-04,9.53311697e-04,0.000000e+00,100.0000,1,94.9346,1.000000,SAM,0,2.001085e-02,1,6.33,
telstar401,68,255.436,67.072,182.623,0.867572,SAM,0.1490,5.73419627e-04,equilibrium,4.97482734e-04,4.97482734e-04,0.000000e+00,100.0000,1,90.7242,1.000000,SAM,0,7.093407e-02,1,5.39,
telstar401,69,216.793,105.811,339.239,0.740147,LAM,0.7930,3.08689961e-04,equilibrium,2.28476113e-04,2.28476483e-04,4.232781e-06,100.0000,1,144.7389,0.999999,SAM,1,3.356737e-01,1,24.20,
telstar401,70,72.789,81.946,124.204,0.936248,SAM,0.5903,8.43129896e-04,equilibrium,7.89378946e-04,7.89378946e-04,0.000000e+00,100.0000,1,138.8935,1.000000,SAM,0,2.876851e-02,1,2.67,
telstar401,71,117.846,58.927,39.159,0.779316,LAM,0.8708,2.67420371e-03,equilibrium,2.08404903e-03,2.08404903e-03,0.000000e+00,100.0000,1,93.5717,1.000000,SAM,1,3.381598e-03,1,2.07,
telstar401,72,314.615,55.312,262.321,0.424905,LAM,0.1668,3.99204459e-04,cycling,2.15891122e-04,2.20715966e-04,4.541126e-02,100.0000,1,99.7680,0.785693,LAM,0,2.946812e-01,1,10.15,
telstar401,73,228.227,22.744,135.907,0.429643,LAM,0.1762,7.70525679e-04,equilibrium,3.31050660e-04,3.31050660e-04,9.825102e-16,100.0000,1,124.8179,1.000000,SAM,1,1.977608e-01,1,6.00,
telstar401,74,29.253,77.219,237.893,0.659794,LAM,0.6333,4.40196239e-04,equilibrium,2.90438672e-04,2.90438672e-04,1.562253e-13,100.0000,1,70.9488,1.000000,SAM,1,2.033590e-01,1,23.64,
telstar401,75,85.153,133.044,161.799,0.543718,LAM,0.4028,6.47220274e-04,equilibrium,3.51905202e-04,3.51905202e-04,1.078332e-15,100.0000,1,163.7125,1.000000,SAM,1,1.291167e-01,1,8.98,
telstar401,76,334.057,75.435,457.511,0.524218,LAM,0.3640,2.28890150e-04,cycling,1.89999632e-04,1.91719202e-04,1.803539e-02,100.0000,1,98.5548,0.631519,LAM,0,1.209103e-01,1,4.00,
telstar401,77,173.069,24.515,258.518,0.969875,SAM,0.8064,4.05077166e-04,equilibrium,3.92874312e-04,3.92874312e-04,0.000000e+00,100.0000,1,106.4268,1.000000,SAM,0,1.024894e-01,1,12.65,
telstar401,78,316.409,128.180,30.277,0.486610,LAM,0.2893,3.45870304e-03,equilibrium,1.68303873e-03,1.68303873e-03,0.000000e+00,100.0000,1,59.3417,1.000000,SAM,1,6.974632e-03,1,2.45,
telstar401,79,111.935,85.070,392.938,0.479722,LAM,0.2756,2.66504320e-04,cycling,2.10768888e-04,2.13281746e-04,2.369794e-02,100.0000,1,110.0687,0.606579,LAM,0,2.064365e-01,1,8.27,
telstar401,80,156.442,66.179,102.491,0.551072,LAM,0.4174,1.02174609e-03,equilibrium,5.63056007e-04,5.63056007e-04,1.925567e-16,100.0000,1,106.8220,1.000000,SAM,1,5.083010e-02,1,7.24,
telstar401,81,60.455,44.789,32.598,0.371840,LAM,0.0613,3.21246092e-03,equilibrium,1.19452084e-03,1.19452084e-03,0.000000e+00,100.0000,1,49.8574,1.000000,SAM,1,1.011913e-02,1,2.34,
telstar401,82,183.195,116.886,340.564,0.972114,SAM,0.8208,3.07489173e-04,equilibrium,2.98914525e-04,2.98914525e-04,6.347479e-15,100.0000,1,121.7870,1.000000,SAM,0,1.829565e-01,1,15.82,
telstar401,83,128.876,109.677,113.091,0.902393,SAM,0.3728,9.25978452e-04,equilibrium,8.35596303e-04,8.35596303e-04,0.000000e+00,100.0000,1,97.3995,1.000000,SAM,0,2.241257e-02,1,4.78,
telstar401,84,351.843,95.116,280.126,0.923901,SAM,0.5110,3.73830891e-04,equilibrium,3.45382732e-04,3.45382732e-04,0.000000e+00,100.0000,1,101.3015,1.000000,SAM,0,1.410242e-01,1,14.63,
telstar401,85,6.901,87.072,420.111,0.705293,LAM,0.7237,2.49267037e-04,cycling,1.78652657e-04,1.79557507e-04,1.095990e-02,100.0000,1,82.8123,0.984067,SAM,1,6.285873e-01,1,27.21,
telstar401,86,205.267,63.257,318.772,0.966400,SAM,0.7841,3.28509830e-04,equilibrium,3.17471984e-04,3.17471984e-04,0.000000e+00,100.0000,1,60.2023,1.000000,SAM,0,1.537956e-01,1,15.48,
telstar401,87,164.716,152.240,73.846,0.750669,LAM,0.8139,1.41807481e-03,equilibrium,1.06450544e-03,1.06450544e-03,0.000000e+00,100.0000,1,65.6744,1.000000,SAM,1,1.278974e-02,1,4.29,
telstar401,88,49.685,122.382,166.831,0.582358,LAM,0.4795,6.27701489e-04,equilibrium,3.65547105e-04,3.65547105e-04,8.897913e-16,100.0000,1,136.7385,1.000000,SAM,1,1.514464e-01,1,9.60,
telstar401,89,142.679,118.764,72.523,0.785057,LAM,0.8822,1.44394834e-03,equilibrium,1.13358187e-03,1.13358187e-03,0.000000e+00,100.0000,1,68.7545,1.000000,SAM,1,1.225560e-02,1,2.90,
telstar401,90,177.383,27.191,439.709,0.910827,SAM,0.4270,2.38157180e-04,equilibrium,2.16920073e-04,2.16920224e-04,1.729822e-06,100.0000,1,26.1851,0.999999,SAM,0,3.411211e-01,1,25.49,
telstar401,91,281.686,79.223,129.004,0.862690,SAM,0.1177,8.11758086e-04,equilibrium,7.00295637e-04,7.00295637e-04,0.000000e+00,100.0000,1,91.4798,1.000000,SAM,0,3.661719e-02,1,6.25,
telstar401,92,294.187,160.014,78.156,0.928609,SAM,0.5413,1.33987911e-03,equilibrium,1.24422354e-03,1.24422354e-03,0.000000e+00,100.0000,1,46.8426,1.000000,SAM,0,1.223846e-02,1,3.21,
telstar401,93,122.304,147.115,156.748,0.920872,SAM,0.4915,6.68077762e-04,equilibrium,6.15214091e-04,6.15214091e-04,0.000000e+00,100.0000,1,75.9912,1.000000,SAM,0,4.059414e-02,1,6.56,
telstar401,94,47.739,19.318,115.731,0.571582,LAM,0.4581,9.04856630e-04,equilibrium,5.17199503e-04,5.17199503e-04,0.000000e+00,100.0000,1,145.3274,1.000000,SAM,1,6.568458e-02,1,3.53,
telstar401,95,221.902,139.551,55.171,0.857135,SAM,0.0820,1.89808791e-03,equilibrium,1.62691705e-03,1.62691705e-03,0.000000e+00,100.0000,1,20.5809,1.000000,SAM,0,6.708872e-03,1,1.31,
telstar401,96,280.428,136.483,63.259,0.949894,SAM,0.6780,1.65540716e-03,equilibrium,1.57246104e-03,1.57246104e-03,0.000000e+00,100.0000,1,118.5216,1.000000,SAM,0,7.947397e-03,1,3.02,
