config,ic_id,alpha0_deg,beta0_deg,Pe_min,Id0_over_Is,band0,band_frac0,omega_e0,fate,omega_e_final,omega_e_tailmean,ripple,t_end_yr,reached_horizon,beta_final_deg,Id_final_over_Is,regime_final,n_sep_crossings,eps_beta_max,in_domain,wall_s,error
skynet1a,12,142.217,85.601,33.409,0.996307,SAM,0.9477,3.13452034e-03,equilibrium,3.12294346e-03,3.12294346e-03,1.388693e-15,100.0000,1,98.2758,1.000000,SAM,0,4.854259e-03,1,18.38,
skynet1a,13,305.654,133.791,50.962,0.796077,LAM,0.2660,2.05485823e-03,equilibrium,1.63582459e-03,1.63582459e-03,6.813443e-14,100.0000,1,145.0950,1.000000,SAM,1,1.043131e-02,1,14.97,
skynet1a,14,35.528,16.368,288.722,0.994795,SAM,0.9263,3.62701039e-04,incomplete,3.60813147e-04,3.60813147e-04,0.000000e+00,96.6150,0,18.3356,1.000000,SAM,0,8.142502e-02,1,45.04,
skynet1a,15,188.236,52.272,70.510,0.980826,SAM,0.7286,1.48518321e-03,equilibrium,1.45670679e-03,1.45670679e-03,8.187114e-15,100.0000,1,42.1957,1.000000,SAM,0,1.416827e-02,1,8.54,
skynet1a,16,90.627,16.569,46.785,0.987930,SAM,0.8291,2.23832861e-03,equilibrium,2.21131161e-03,2.21131161e-03,3.922386e-16,100.0000,1,14.2276,1.000000,SAM,0,4.883434e-03,1,10.75,
skynet1a,17,235.358,35.492,52.340,0.851359,LAM,0.5704,2.00076967e-03,equilibrium,1.70337400e-03,1.70337400e-03,1.018404e-15,100.0000,1,26.6559,1.000000,SAM,1,8.410773e-03,1,10.15,
skynet1a,18,169.417,38.878,47.927,0.757651,LAM,0.0544,2.18497286e-03,equilibrium,1.65544667e-03,1.65544667e-03,1.178875e-15,100.0000,1,27.5970,1.000000,SAM,1,8.961687e-03,1,8.98,
skynet1a,19,277.155,83.403,82.486,0.974678,SAM,0.6415,1.26955086e-03,equilibrium,1.23740337e-03,1.23740337e-03,4.275814e-14,100.0000,1,86.4793,1.000000,SAM,0,2.191676e-02,1,7.11,
skynet1a,20,69.754,138.152,270.875,0.902053,LAM,0.8496,3.86597528e-04,equilibrium,3.48731370e-04,3.48731370e-04,3.186714e-13,100.0000,1,139.9095,1.000000,SAM,1,1.703708e-01,1,26.25,
skynet1a,21,252.742,68.755,35.698,0.953989,SAM,0.3486,2.93351415e-03,equilibrium,2.79854066e-03,2.79854066e-03,7.748340e-16,100.0000,1,51.9297,1.000000,SAM,0,5.419705e-03,1,13.53,
skynet1a,22,212.313,42.678,353.215,0.977533,SAM,0.6819,2.96476303e-04,incomplete,2.89815420e-04,2.89815420e-04,3.722304e-14,97.0786,0,37.9314,1.000000,SAM,0,2.300212e-01,1,45.02,
skynet1a,23,269.663,77.518,31.427,0.801809,LAM,0.2976,3.33215928e-03,equilibrium,2.67175603e-03,2.67175603e-03,4.220334e-15,100.0000,1,89.0544,1.000000,SAM,1,6.110427e-03,1,14.69,
skynet1a,24,355.373,57.820,37.664,0.901228,LAM,0.8451,2.78036422e-03,equilibrium,2.50574192e-03,2.50574192e-03,3.288422e-15,100.0000,1,66.9942,1.000000,SAM,1,6.727199e-03,1,13.62,
skynet1a,25,342.489,158.377,139.179,0.934430,SAM,0.0717,7.52408181e-04,equilibrium,7.03072563e-04,7.03072563e-04,1.983130e-13,100.0000,1,167.3093,1.000000,SAM,0,2.575207e-02,1,18.40,
skynet1a,26,347.547,35.062,309.530,0.944255,SAM,0.2108,3.38319106e-04,equilibrium,3.19459437e-04,3.19459437e-04,1.340577e-14,100.0000,1,36.9808,1.000000,SAM,0,1.864486e-01,1,42.74,
skynet1a,27,16.840,108.236,192.640,0.984095,SAM,0.7748,5.43604690e-04,equilibrium,5.34958870e-04,5.34958870e-04,3.445393e-14,100.0000,1,110.4051,1.000000,SAM,0,9.327772e-02,1,14.93,
skynet1a,28,25.659,31.108,42.103,0.993969,SAM,0.9146,2.48725381e-03,equilibrium,2.47225350e-03,2.47225350e-03,1.754193e-16,100.0000,1,44.5183,1.000000,SAM,0,5.488351e-03,1,10.78,
skynet1a,29,95.184,88.675,252.734,0.966271,SAM,0.5225,4.14348203e-04,equilibrium,4.00372793e-04,4.00372793e-04,8.313504e-14,100.0000,1,94.1105,1.000000,SAM,0,1.711836e-01,1,20.22,
skynet1a,30,247.968,41.007,178.899,0.882429,LAM,0.7415,5.85356922e-04,equilibrium,5.16535668e-04,5.16535668e-04,9.235547e-15,100.0000,1,39.2118,1.000000,SAM,1,7.412702e-02,1,26.68,
skynet1a,31,322.285,154.811,446.233,0.866090,LAM,0.6516,2.34674891e-04,incomplete,2.03249496e-04,2.03249496e-04,6.833291e-13,99.6714,0,147.0956,1.000000,SAM,1,4.576580e-01,1,45.02,
skynet1a,32,138.125,104.482,301.435,0.833052,LAM,0.4696,3.47403647e-04,equilibrium,2.89405371e-04,2.89405371e-04,4.083478e-14,100.0000,1,98.5720,1.000000,SAM,1,3.055126e-01,1,28.48,
skynet1a,33,158.819,114.065,186.593,0.968601,SAM,0.5555,5.61220578e-04,equilibrium,5.43598564e-04,5.43598564e-04,8.336970e-14,100.0000,1,123.1817,1.000000,SAM,0,8.753812e-02,1,15.90,
skynet1a,34,76.431,142.913,53.720,0.951579,SAM,0.3145,1.94935864e-03,equilibrium,1.85496875e-03,1.85496875e-03,5.482473e-14,100.0000,1,136.5555,1.000000,SAM,0,8.547080e-03,1,6.48,
skynet1a,35,325.722,143.296,375.761,0.828253,LAM,0.4432,2.78687292e-04,equilibrium,2.30823642e-04,2.30823642e-04,6.806101e-13,100.0000,1,143.1676,1.000000,SAM,1,3.413385e-01,1,21.46,
skynet1a,36,165.112,125.354,68.075,0.961251,SAM,0.4514,1.53829528e-03,equilibrium,1.47868736e-03,1.47868736e-03,5.117871e-14,100.0000,1,111.7757,1.000000,SAM,0,1.467045e-02,1,3.76,
skynet1a,37,1.407,48.623,414.254,0.788767,LAM,0.2257,2.52791406e-04,incomplete,1.99393632e-04,1.99393632e-04,1.026327e-13,64.2659,0,50.1860,1.000000,SAM,1,5.118253e-01,1,45.79,
skynet1a,38,219.589,32.620,89.033,0.953092,SAM,0.3359,1.17619231e-03,equilibrium,1.12101915e-03,1.12101915e-03,2.901473e-15,100.0000,1,30.0675,1.000000,SAM,0,1.644847e-02,1,13.01,
skynet1a,39,42.169,129.978,174.289,0.883456,LAM,0.7472,6.00838169e-04,equilibrium,5.30813910e-04,5.30813910e-04,1.346026e-13,100.0000,1,121.3410,1.000000,SAM,1,8.839925e-02,1,15.69,
skynet1a,40,127.438,49.806,227.770,0.764432,LAM,0.0917,4.59760133e-04,equilibrium,3.51455277e-04,3.51455277e-04,1.264806e-14,100.0000,1,45.6455,1.000000,SAM,1,1.657098e-01,1,38.04,
skynet1a,41,113.235,52.916,67.055,0.859296,LAM,0.6141,1.56170991e-03,equilibrium,1.34197031e-03,1.34197031e-03,2.892347e-14,100.0000,1,58.2439,1.000000,SAM,1,1.720710e-02,1,8.72,
skynet1a,42,65.738,72.619,100.873,0.983267,SAM,0.7631,1.03812990e-03,equilibrium,1.02075839e-03,1.02075839e-03,4.737205e-14,100.0000,1,58.3150,1.000000,SAM,0,2.966891e-02,1,10.14,
skynet1a,43,100.949,90.725,40.653,0.917889,LAM,0.9368,2.57596268e-03,equilibrium,2.36444664e-03,2.36444664e-03,1.357289e-14,100.0000,1,100.8775,1.000000,SAM,1,7.498200e-03,1,12.73,
skynet1a,44,229.967,161.841,144.001,0.789216,LAM,0.2282,7.27216965e-04,equilibrium,5.73931451e-04,5.73931451e-04,3.804606e-13,100.0000,1,161.1831,1.000000,SAM,1,4.287539e-02,1,15.40,
skynet1a,45,39.593,46.980,75.930,0.860967,LAM,0.6233,1.37916690e-03,equilibrium,1.18741660e-03,1.18741660e-03,1.771368e-14,100.0000,1,52.8065,1.000000,SAM,1,2.030544e-02,1,11.12,
skynet1a,46,300.496,161.974,207.998,0.947193,SAM,0.2524,5.03465743e-04,equilibrium,4.76879139e-04,4.76879139e-04,4.159435e-13,100.0000,1,163.8055,1.000000,SAM,0,5.472801e-02,1,18.00,
skynet1a,47,81.699,130.631,35.139,0.942548,SAM,0.1867,2.98012411e-03,equilibrium,2.80890978e-03,2.80890978e-03,6.175789e-16,100.0000,1,128.6271,1.000000,SAM,0,5.160452e-03,1,16.21,
skynet1a,48,12.055,148.644,150.267,0.970430,SAM,0.5814,6.96892474e-04,equilibrium,6.76285498e-04,6.76285498e-04,1.540649e-13,100.0000,1,153.6162,1.000000,SAM,0,3.739307e-02,1,14.15,
skynet1a,49,307.776,23.643,59.887,0.911751,LAM,0.9030,1.74861690e-03,equilibrium,1.59430285e-03,1.59430285e-03,5.440383e-16,100.0000,1,30.0413,1.000000,SAM,1,9.237630e-03,1,15.78,
skynet1a,50,151.565,73.491,475.710,0.876458,LAM,0.7087,2.20133656e-04,incomplete,1.92937863e-04,1.92937863e-04,2.219678e-13,92.1371,0,84.1155,1.000000,SAM,1,6.913023e-01,1,45.20,
skynet1a,51,102.981,150.398,320.731,0.978403,SAM,0.6943,3.26503798e-04,equilibrium,3.19452227e-04,3.19452227e-04,2.598062e-13,100.0000,1,147.3908,1.000000,SAM,0,1.687459e-01,1,29.30,
skynet1a,52,338.653,102.453,90.678,0.776851,LAM,0.1601,1.15485272e-03,equilibrium,8.97148408e-04,8.97148408e-04,1.631472e-14,100.0000,1,99.9471,1.000000,SAM,1,3.799879e-02,1,8.04,
skynet1a,53,88.675,63.825,56.881,0.784733,LAM,0.2035,1.84103074e-03,equilibrium,1.44471812e-03,1.44471812e-03,3.136920e-14,100.0000,1,62.1867,1.000000,SAM,1,1.662059e-02,1,7.43,
skynet1a,54,246.810,156.928,82.205,0.875686,LAM,0.7044,1.27389021e-03,equilibrium,1.11552845e-03,1.11552845e-03,1.564788e-13,100.0000,1,147.9888,1.000000,SAM,1,1.834999e-02,1,8.77,
skynet1a,55,328.611,123.442,207.625,0.963573,SAM,0.4843,5.04369878e-04,equilibrium,4.85997312e-04,4.85997312e-04,2.267691e-13,100.0000,1,135.4240,1.000000,SAM,0,9.663298e-02,1,18.07,
skynet1a,56,330.604,115.826,45.777,0.913005,LAM,0.9099,2.28758581e-03,equilibrium,2.08857808e-03,2.08857808e-03,3.966002e-14,100.0000,1,134.2728,1.000000,SAM,1,7.930889e-03,1,10.02,
skynet1a,57,259.945,92.042,226.509,0.812931,LAM,0.3588,4.62320595e-04,equilibrium,3.75834811e-04,3.75834811e-04,7.240807e-14,100.0000,1,96.6846,1.000000,SAM,1,1.929751e-01,1,21.54,
skynet1a,58,289.772,28.546,63.786,0.956943,SAM,0.3904,1.64173465e-03,equilibrium,1.57104634e-03,1.57104634e-03,2.622436e-15,100.0000,1,33.2961,1.000000,SAM,0,1.000526e-02,1,9.92,
skynet1a,59,196.420,152.506,33.798,0.958069,SAM,0.4064,3.09836276e-03,equilibrium,2.96844459e-03,2.96844459e-03,4.382910e-16,100.0000,1,118.4352,1.000000,SAM,0,4.431890e-03,1,15.24,
skynet1a,60,185.088,112.000,362.486,0.969185,SAM,0.5638,2.88893085e-04,equilibrium,2.79990970e-04,2.79990970e-04,1.477273e-13,100.0000,1,113.0425,1.000000,SAM,0,3.137851e-01,1,30.54,
skynet1a,61,240.489,126.078,120.244,0.971999,SAM,0.6036,8.70891144e-04,equilibrium,8.46505193e-04,8.46505193e-04,5.276888e-14,100.0000,1,111.7778,1.000000,SAM,0,3.968410e-02,1,15.56,
skynet1a,62,132.141,70.367,387.334,0.855788,LAM,0.5948,2.70360192e-04,incomplete,2.31371090e-04,2.31371090e-04,1.029746e-13,98.8668,0,68.1898,1.000000,SAM,1,4.652349e-01,1,45.03,
skynet1a,63,272.457,141.116,216.025,0.967080,SAM,0.5339,4.84757331e-04,equilibrium,4.68798949e-04,4.68798949e-04,3.074765e-13,100.0000,1,140.9741,1.000000,SAM,0,9.631110e-02,1,19.81,
skynet1a,64,359.993,164.931,105.070,0.868902,LAM,0.6670,9.96671059e-04,equilibrium,8.66008994e-04,8.66008994e-04,2.194673e-13,100.0000,1,177.3106,1.000000,SAM,1,1.209085e-02,1,12.17,
skynet1a,65,9.429,100.470,50.077,0.909496,LAM,0.8906,2.09116409e-03,equilibrium,1.90190476e-03,1.90190476e-03,2.120628e-14,100.0000,1,119.6575,1.000000,SAM,1,1.018112e-02,1,9.17,
skynet1a,66,58.122,121.181,94.894,0.950963,SAM,0.3058,1.10355007e-03,equilibrium,1.04943494e-03,1.04943494e-03,6.901305e-14,100.0000,1,109.3831,1.000000,SAM,0,2.657337e-02,1,7.88,
skynet1a,67,30.345,110.441,107.514,0.990356,SAM,0.8635,9.74007056e-04,equilibrium,9.64613489e-04,9.64613489e-04,3.484325e-14,100.0000,1,101.1530,1.000000,SAM,0,3.221304e-02,1,8.17,
skynet1a,68,255.436,67.072,182.623,0.939891,SAM,0.1490,5.73419627e-04,equilibrium,5.38952080e-04,5.38952080e-04,4.848162e-14,100.0000,1,62.1092,1.000000,SAM,0,9.109872e-02,1,20.18,
skynet1a,69,216.793,105.811,339.239,0.891766,LAM,0.7930,3.08689961e-04,equilibrium,2.75279323e-04,2.75279323e-04,4.233944e-14,100.0000,1,103.5744,1.000000,SAM,1,3.474222e-01,1,28.02,
skynet1a,70,72.789,81.946,124.204,0.971063,SAM,0.5903,8.43129896e-04,equilibrium,8.18732487e-04,8.18732487e-04,6.912557e-14,100.0000,1,73.4337,1.000000,SAM,0,4.498348e-02,1,11.45,
skynet1a,71,117.846,58.927,39.159,0.905895,LAM,0.8708,2.67420371e-03,equilibrium,2.42254776e-03,2.42254776e-03,3.401352e-15,100.0000,1,63.3547,1.000000,SAM,1,6.624886e-03,1,11.01,
skynet1a,72,314.615,55.312,262.321,0.778056,LAM,0.1668,3.99204459e-04,equilibrium,3.10603534e-04,3.10603534e-04,8.517138e-14,100.0000,1,54.8312,1.000000,SAM,1,2.387087e-01,1,39.19,
skynet1a,73,228.227,22.744,135.907,0.779765,LAM,0.1762,7.70525679e-04,equilibrium,6.00828956e-04,6.00828956e-04,0.000000e+00,100.0000,1,21.5238,1.000000,SAM,1,3.755660e-02,1,33.45,
skynet1a,74,29.253,77.219,237.893,0.862782,LAM,0.6333,4.40196239e-04,equilibrium,3.79793559e-04,3.79793559e-04,1.748513e-13,100.0000,1,86.8700,1.000000,SAM,1,1.887821e-01,1,23.27,
skynet1a,75,85.153,133.044,161.799,0.820913,LAM,0.4028,6.47220274e-04,equilibrium,5.31311458e-04,5.31311458e-04,2.499753e-13,100.0000,1,139.6164,1.000000,SAM,1,7.749516e-02,1,16.68,
skynet1a,76,334.057,75.435,457.511,0.813879,LAM,0.3640,2.28890150e-04,incomplete,1.86288910e-04,1.86288910e-04,2.508422e-13,86.0380,0,68.8108,1.000000,SAM,1,7.380784e-01,1,45.02,
skynet1a,77,173.069,24.515,258.518,0.986326,SAM,0.8064,4.05077166e-04,equilibrium,3.99538324e-04,3.99538324e-04,1.628182e-15,100.0000,1,27.2585,1.000000,SAM,0,8.888450e-02,1,37.66,
skynet1a,78,316.409,128.180,30.277,0.800314,LAM,0.2893,3.45870304e-03,equilibrium,2.76804685e-03,2.76804685e-03,3.133479e-16,100.0000,1,151.0202,1.000000,SAM,1,4.753936e-03,1,14.87,
skynet1a,79,111.935,85.070,392.938,0.797829,LAM,0.2756,2.66504320e-04,equilibrium,2.12624878e-04,2.12624878e-04,1.138381e-13,100.0000,1,96.9864,1.000000,SAM,1,5.768684e-01,1,37.62,
skynet1a,80,156.442,66.179,102.491,0.823566,LAM,0.4174,1.02174609e-03,equilibrium,8.41475044e-04,8.41475044e-04,1.816721e-14,100.0000,1,54.2877,1.000000,SAM,1,3.646086e-02,1,14.77,
skynet1a,81,60.455,44.789,32.598,0.758915,LAM,0.0613,3.21246092e-03,equilibrium,2.43798494e-03,2.43798494e-03,8.894248e-16,100.0000,1,58.9657,1.000000,SAM,1,6.256880e-03,1,7.55,
skynet1a,82,183.195,116.886,340.564,0.987343,SAM,0.8208,3.07489173e-04,equilibrium,3.03597164e-04,3.03597164e-04,1.869516e-13,100.0000,1,121.8606,1.000000,SAM,0,2.633586e-01,1,14.54,
skynet1a,83,128.876,109.677,113.091,0.955696,SAM,0.3728,9.25978452e-04,equilibrium,8.84954243e-04,8.84954243e-04,4.263524e-14,100.0000,1,104.5768,1.000000,SAM,0,3.783311e-02,1,5.08,
skynet1a,84,351.843,95.116,280.126,0.965459,SAM,0.5110,3.73830891e-04,equilibrium,3.60918350e-04,3.60918350e-04,1.952606e-14,100.0000,1,111.4649,1.000000,SAM,0,2.028698e-01,1,9.54,
skynet1a,85,6.901,87.072,420.111,0.879194,LAM,0.7237,2.49267037e-04,equilibrium,2.19154169e-04,2.19154169e-04,2.174300e-13,100.0000,1,95.6275,1.000000,SAM,1,5.437594e-01,1,43.12,
skynet1a,86,205.267,63.257,318.772,0.984749,SAM,0.7841,3.28509830e-04,equilibrium,3.23499782e-04,3.23499782e-04,1.322158e-13,100.0000,1,55.2747,1.000000,SAM,0,2.378487e-01,1,34.66,
skynet1a,87,164.716,152.240,73.846,0.895562,LAM,0.8139,1.41807481e-03,equilibrium,1.26997398e-03,1.26997398e-03,7.307843e-14,100.0000,1,140.5001,1.000000,SAM,1,1.420937e-02,1,7.99,
skynet1a,88,49.685,122.382,166.831,0.834851,LAM,0.4795,6.27701489e-04,equilibrium,5.24037077e-04,5.24037077e-04,1.199986e-13,100.0000,1,123.5402,1.000000,SAM,1,9.297285e-02,1,15.52,
skynet1a,89,142.679,118.764,72.523,0.907966,LAM,0.8822,1.44394834e-03,equilibrium,1.31105593e-03,1.31105593e-03,4.167922e-14,100.0000,1,123.9394,1.000000,SAM,1,1.826664e-02,1,6.58,
skynet1a,90,177.383,27.191,439.709,0.959524,SAM,0.4270,2.38157180e-04,incomplete,2.28517643e-04,2.28517643e-04,4.863113e-15,68.8013,0,29.2453,1.000000,SAM,0,2.748506e-01,1,45.15,
skynet1a,91,281.686,79.223,129.004,0.937675,SAM,0.1177,8.11758086e-04,equilibrium,7.61165586e-04,7.61165586e-04,5.483929e-14,100.0000,1,77.7336,1.000000,SAM,0,5.170506e-02,1,11.69,
skynet1a,92,294.187,160.014,78.156,0.967596,SAM,0.5413,1.33987911e-03,equilibrium,1.29646131e-03,1.29646131e-03,7.108364e-14,100.0000,1,152.0719,1.000000,SAM,0,1.112629e-02,1,7.48,
skynet1a,93,122.304,147.115,156.748,0.964084,SAM,0.4915,6.68077762e-04,equilibrium,6.44083087e-04,6.44083087e-04,1.610944e-13,100.0000,1,150.5780,1.000000,SAM,0,4.604424e-02,1,14.16,
skynet1a,94,47.739,19.318,115.731,0.830964,LAM,0.4581,9.04856630e-04,equilibrium,7.51902934e-04,7.51902934e-04,1.441944e-16,100.0000,1,22.7681,1.000000,SAM,1,2.760415e-02,1,21.55,
skynet1a,95,221.902,139.551,55.171,0.935154,SAM,0.0820,1.89808791e-03,equilibrium,1.77500420e-03,1.77500420e-03,5.033129e-14,100.0000,1,134.0969,1.000000,SAM,0,1.031406e-02,1,8.51,
skynet1a,96,280.428,136.483,63.259,0.977257,SAM,0.6780,1.65540716e-03,equilibrium,1.61775814e-03,1.61775814e-03,5.750213e-14,100.0000,1,131.5679,1.000000,SAM,0,1.160682e-02,1,7.08,
