beta0_deg,Id0_over_Is,Pe_min,J,mu_over_J,sigma,omega_e0,fate,omega_e_final,omega_e_tailmean,ripple,t_end_yr,reached_horizon,beta_final_deg,Id_final_over_Is,eps_beta_max,in_domain,omega_e_pred,rel_err_pred,alpha_rev_per_yr,beta_pole_min_deg,wall_s,error
165.00,0.7659,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.33680625e-03,1.33680625e-03,8.743002e-14,100.0000,1,169.4877,1.000000,6.276220e-03,1,1.33680625e-03,9.030110e-13,7.118949,3.8004,7.03,
15.00,0.7841,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.36849940e-03,1.36849940e-03,3.169025e-16,100.0000,1,22.1247,1.000000,1.047389e-02,1,1.36849940e-03,9.507075e-16,15.183880,10.9840,11.17,
45.00,0.7841,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.36849940e-03,1.36849940e-03,1.315145e-14,100.0000,1,47.3423,1.000000,1.540461e-02,1,1.36849940e-03,-9.554610e-14,11.671293,35.1873,8.43,
75.00,0.7841,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.36849940e-03,1.36849940e-03,2.947193e-14,100.0000,1,75.8116,1.000000,1.829112e-02,1,1.36849940e-03,-3.175363e-13,8.237807,58.6625,6.70,
105.00,0.7841,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.36849940e-03,1.36849940e-03,1.758809e-14,100.0000,1,106.9164,1.000000,1.700974e-02,1,1.36849940e-03,3.422547e-14,7.481340,62.8273,5.64,
135.00,0.7841,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.36849940e-03,1.36849940e-03,7.843337e-14,100.0000,1,127.7882,1.000000,1.449322e-02,1,1.36849940e-03,7.848090e-13,10.029098,31.3810,6.14,
165.00,0.7841,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.36849940e-03,1.36849940e-03,8.651438e-14,100.0000,1,169.5993,1.000000,7.311714e-03,1,1.36849940e-03,8.798798e-13,6.868946,0.4112,7.16,
15.00,0.8023,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.40019255e-03,1.40019255e-03,1.548647e-16,100.0000,1,21.3491,1.000000,1.018214e-02,1,1.40019255e-03,3.097295e-16,14.811930,10.8889,10.52,
45.00,0.8023,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.40019255e-03,1.40019255e-03,2.059701e-14,100.0000,1,52.9644,1.000000,1.514439e-02,1,1.40019255e-03,-1.080956e-13,11.105438,36.2940,7.91,
75.00,0.8023,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.40019255e-03,1.40019255e-03,3.159240e-14,100.0000,1,81.6529,1.000000,1.767421e-02,1,1.40019255e-03,-2.401952e-13,7.781455,63.8423,6.73,
105.00,0.8023,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.40019255e-03,1.40019255e-03,1.827404e-14,100.0000,1,108.8990,1.000000,1.715272e-02,1,1.40019255e-03,1.296218e-13,7.474346,59.1959,6.47,
135.00,0.8023,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.40019255e-03,1.40019255e-03,7.510939e-14,100.0000,1,144.9289,1.000000,1.353222e-02,1,1.40019255e-03,7.973985e-13,10.074770,28.3056,6.74,
165.00,0.8023,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.40019255e-03,1.40019255e-03,8.471100e-14,100.0000,1,170.9094,1.000000,7.023089e-03,1,1.40019255e-03,8.814900e-13,6.678725,1.0410,11.79,
15.00,0.8204,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.43188570e-03,1.43188570e-03,0.000000e+00,100.0000,1,17.2841,1.000000,9.895355e-03,1,1.43188570e-03,1.514370e-16,14.468882,10.9943,10.60,
45.00,0.8204,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.43188570e-03,1.43188570e-03,1.468939e-14,100.0000,1,43.4451,1.000000,1.478250e-02,1,1.43188570e-03,-1.421993e-13,10.659912,37.3411,8.48,
75.00,0.8204,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.43188570e-03,1.43188570e-03,1.544657e-14,100.0000,1,84.2505,1.000000,1.703655e-02,1,1.43188570e-03,-1.789985e-13,7.453106,64.1971,6.64,
105.00,0.8204,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.43188570e-03,1.43188570e-03,2.922734e-14,100.0000,1,101.9967,1.000000,1.618680e-02,1,1.43188570e-03,2.323043e-13,7.458641,55.7910,6.39,
135.00,0.8204,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.43188570e-03,1.43188570e-03,8.011016e-14,100.0000,1,142.7058,1.000000,1.270590e-02,1,1.43188570e-03,7.779317e-13,10.031425,26.2178,6.37,
165.00,0.8204,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.43188570e-03,1.43188570e-03,8.737913e-14,100.0000,1,174.5791,1.000000,6.912752e-03,1,1.43188570e-03,8.574361e-13,6.538077,0.2504,6.94,
15.00,0.8386,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.46357885e-03,1.46357885e-03,1.481577e-16,100.0000,1,19.4916,1.000000,9.449670e-03,1,1.46357885e-03,4.444730e-16,14.151208,11.3825,10.36,
45.00,0.8386,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.46357885e-03,1.46357885e-03,2.089023e-14,100.0000,1,54.5445,1.000000,1.438829e-02,1,1.46357885e-03,-1.737889e-13,10.295218,38.1672,7.73,
75.00,0.8386,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.46357885e-03,1.46357885e-03,2.474233e-14,100.0000,1,79.4007,1.000000,1.645844e-02,1,1.46357885e-03,-2.081615e-13,7.198139,65.8767,6.57,
105.00,0.8386,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.46357885e-03,1.46357885e-03,4.237309e-14,100.0000,1,119.5313,1.000000,1.533197e-02,1,1.46357885e-03,2.918706e-13,7.417632,53.7992,6.20,
135.00,0.8386,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.46357885e-03,1.46357885e-03,7.215279e-14,100.0000,1,149.2977,1.000000,1.209455e-02,1,1.46357885e-03,7.471591e-13,9.927329,24.8303,6.22,
165.00,0.8386,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.46357885e-03,1.46357885e-03,8.533882e-14,100.0000,1,172.2609,1.000000,6.749061e-03,1,1.46357885e-03,8.615369e-13,6.448445,0.5866,7.13,
15.00,0.8567,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.49527199e-03,1.49527199e-03,0.000000e+00,100.0000,1,22.7177,1.000000,9.278269e-03,1,1.49527199e-03,2.900348e-16,13.853274,11.1500,9.83,
45.00,0.8567,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.49527199e-03,1.49527199e-03,1.711205e-14,100.0000,1,59.7045,1.000000,1.393436e-02,1,1.49527199e-03,-1.605342e-13,9.986807,38.8184,7.64,
75.00,0.8567,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.49527199e-03,1.49527199e-03,2.305776e-14,100.0000,1,82.0312,1.000000,1.587234e-02,1,1.49527199e-03,-1.937432e-13,6.988055,67.7246,6.75,
105.00,0.8567,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.49527199e-03,1.49527199e-03,3.277393e-14,100.0000,1,121.1167,1.000000,1.497647e-02,1,1.49527199e-03,3.555826e-13,7.352561,52.2758,6.98,
135.00,0.8567,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.49527199e-03,1.49527199e-03,7.540904e-14,100.0000,1,137.1685,1.000000,1.156229e-02,1,1.49527199e-03,7.290024e-13,9.788852,23.9220,6.76,
165.00,0.8567,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.49527199e-03,1.49527199e-03,7.642416e-14,100.0000,1,165.4763,1.000000,6.699614e-03,1,1.49527199e-03,8.277592e-13,6.309894,0.2607,7.30,
15.00,0.8749,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.52696514e-03,1.52696514e-03,1.420075e-16,100.0000,1,22.6283,1.000000,8.919098e-03,1,1.52696514e-03,8.520447e-16,13.573076,10.8199,9.57,
45.00,0.8749,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.52696514e-03,1.52696514e-03,1.732491e-14,100.0000,1,52.4097,1.000000,1.355588e-02,1,1.52696514e-03,-1.661487e-13,9.721241,39.2906,7.24,
75.00,0.8749,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.52696514e-03,1.52696514e-03,2.044907e-14,100.0000,1,94.7769,1.000000,1.530938e-02,1,1.52696514e-03,-1.922781e-13,6.807257,67.8489,6.69,
105.00,0.8749,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.52696514e-03,1.52696514e-03,3.379777e-14,100.0000,1,100.4586,1.000000,1.432383e-02,1,1.52696514e-03,3.361316e-13,7.269633,51.2515,6.59,
135.00,0.8749,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.52696514e-03,1.52696514e-03,6.929964e-14,100.0000,1,137.2302,1.000000,1.102801e-02,1,1.52696514e-03,7.330425e-13,9.630318,23.4634,6.24,
165.00,0.8749,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.52696514e-03,1.52696514e-03,8.108626e-14,100.0000,1,178.3454,1.000000,6.540625e-03,1,1.52696514e-03,7.949577e-13,6.206049,1.3652,6.80,
15.00,0.8930,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.55865829e-03,1.55865829e-03,6.955997e-16,100.0000,1,19.0461,1.000000,8.679113e-03,1,1.55865829e-03,2.504159e-15,13.308063,10.5552,8.74,
45.00,0.8930,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.55865829e-03,1.55865829e-03,1.683351e-14,100.0000,1,52.3182,1.000000,1.309407e-02,1,1.55865829e-03,-1.515016e-13,9.487886,39.1570,6.51,
75.00,0.8930,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.55865829e-03,1.55865829e-03,1.210343e-14,100.0000,1,98.8266,1.000000,1.480016e-02,1,1.55865829e-03,-1.569273e-13,6.646886,69.2683,6.05,
105.00,0.8930,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.55865829e-03,1.55865829e-03,3.992742e-14,100.0000,1,121.1045,1.000000,1.370126e-02,1,1.55865829e-03,3.401482e-13,7.173195,50.3891,5.93,
135.00,0.8930,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.55865829e-03,1.55865829e-03,7.122940e-14,100.0000,1,148.2166,1.000000,1.065045e-02,1,1.55865829e-03,7.117376e-13,9.462457,22.7741,6.10,
165.00,0.8930,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.55865829e-03,1.55865829e-03,7.999396e-14,100.0000,1,172.3705,1.000000,6.063101e-03,1,1.55865829e-03,8.084259e-13,5.971777,0.6374,6.64,
15.00,0.9112,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.59035144e-03,1.59035144e-03,0.000000e+00,100.0000,1,16.9735,1.000000,8.282183e-03,1,1.59035144e-03,8.180850e-16,13.058678,10.1461,8.72,
45.00,0.9112,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.59035144e-03,1.59035144e-03,1.445283e-14,100.0000,1,54.9860,1.000000,1.269472e-02,1,1.59035144e-03,-1.404379e-13,9.284876,39.1523,6.76,
75.00,0.9112,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.59035144e-03,1.59035144e-03,1.118049e-14,100.0000,1,93.1705,1.000000,1.430066e-02,1,1.59035144e-03,-1.469826e-13,6.502602,69.0128,6.17,
105.00,0.9112,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.59035144e-03,1.59035144e-03,3.626843e-14,100.0000,1,126.0097,1.000000,1.335468e-02,1,1.59035144e-03,3.510948e-13,7.065343,49.7924,6.33,
135.00,0.9112,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.59035144e-03,1.59035144e-03,7.008261e-14,100.0000,1,134.6951,1.000000,1.031161e-02,1,1.59035144e-03,6.761472e-13,9.289362,22.3747,6.37,
165.00,0.9112,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.59035144e-03,1.59035144e-03,7.294591e-14,100.0000,1,172.2179,1.000000,6.230164e-03,1,1.59035144e-03,7.512747e-13,5.811694,0.6081,6.80,
15.00,0.9364,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.63437306e-03,1.63437306e-03,0.000000e+00,100.0000,1,16.2276,1.000000,7.976593e-03,1,1.63437306e-03,1.194075e-15,12.740410,9.6577,8.47,
45.00,0.9364,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.63437306e-03,1.63437306e-03,1.937055e-14,100.0000,1,53.5848,1.000000,1.213729e-02,1,1.63437306e-03,-1.524436e-13,9.053978,38.7261,6.63,
75.00,0.9364,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.63437306e-03,1.63437306e-03,2.029927e-14,100.0000,1,91.8286,1.000000,1.365682e-02,1,1.63437306e-03,-1.196728e-13,6.322970,69.0581,6.28,
105.00,0.9364,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.63437306e-03,1.63437306e-03,2.746372e-14,100.0000,1,105.5953,1.000000,1.262788e-02,1,1.63437306e-03,3.452203e-13,6.898851,49.3856,6.22,
135.00,0.9364,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.63437306e-03,1.63437306e-03,6.952170e-14,100.0000,1,150.7785,1.000000,9.910405e-03,1,1.63437306e-03,6.416163e-13,9.034619,22.3350,6.90,
165.00,0.9364,60.0,1.8000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.63437306e-03,NaN,NaN,NaN,0.03,DomainError with -2.053075702815321e-15: sqrt was called wit
15.00,0.9435,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.64670152e-03,1.64670152e-03,1.316817e-16,100.0000,1,19.2982,1.000000,7.904918e-03,1,1.64670152e-03,1.316817e-15,12.651613,9.6633,8.78,
45.00,0.9435,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.64670152e-03,1.64670152e-03,1.764535e-14,100.0000,1,55.3810,1.000000,1.198696e-02,1,1.64670152e-03,-1.441914e-13,8.984969,44.1957,7.20,
75.00,0.9435,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.64670152e-03,1.64670152e-03,1.672357e-14,100.0000,1,88.9388,1.000000,1.349777e-02,1,1.64670152e-03,-1.480102e-13,6.271336,69.1070,7.62,
105.00,0.9435,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.64670152e-03,1.64670152e-03,3.318379e-14,100.0000,1,106.8319,1.000000,1.255729e-02,1,1.64670152e-03,3.673919e-13,6.860286,49.2056,6.39,
135.00,0.9435,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.64670152e-03,1.64670152e-03,6.452403e-14,100.0000,1,154.0182,1.000000,9.666720e-03,1,1.64670152e-03,6.519560e-13,8.966385,22.4214,6.59,
165.00,0.9435,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.64670152e-03,1.64670152e-03,7.584865e-14,100.0000,1,166.8082,1.000000,5.915906e-03,1,1.64670152e-03,7.271463e-13,5.329300,0.9595,6.61,
15.00,0.9506,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.65902999e-03,1.65902999e-03,0.000000e+00,100.0000,1,21.4145,1.000000,7.803149e-03,1,1.65902999e-03,1.176328e-15,12.562623,9.7260,7.82,
45.00,0.9506,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.65902999e-03,1.65902999e-03,1.607649e-14,100.0000,1,56.3412,1.000000,1.183770e-02,1,1.65902999e-03,-1.222074e-13,8.915168,38.9636,6.26,
75.00,0.9506,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.65902999e-03,1.65902999e-03,1.463875e-14,100.0000,1,77.7033,1.000000,1.332382e-02,1,1.65902999e-03,-1.467796e-13,6.220416,69.5051,6.06,
105.00,0.9506,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.65902999e-03,1.65902999e-03,4.639962e-14,100.0000,1,121.9201,1.000000,1.240475e-02,1,1.65902999e-03,3.715890e-13,6.823404,48.9462,5.96,
135.00,0.9506,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.65902999e-03,1.65902999e-03,6.574368e-14,100.0000,1,146.4262,1.000000,9.650166e-03,1,1.65902999e-03,6.282900e-13,8.901717,22.1182,6.02,
165.00,0.9506,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.65902999e-03,1.65902999e-03,7.057970e-14,100.0000,1,165.3831,1.000000,5.839119e-03,1,1.65902999e-03,7.191287e-13,5.279982,0.4165,5.91,
15.00,0.9576,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.67135845e-03,1.67135845e-03,0.000000e+00,100.0000,1,22.1564,1.000000,7.604278e-03,1,1.67135845e-03,1.037912e-15,12.474083,9.4084,7.50,
45.00,0.9576,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.67135845e-03,1.67135845e-03,1.427129e-14,100.0000,1,58.0172,1.000000,1.170229e-02,1,1.67135845e-03,-1.250684e-13,8.845478,38.9073,5.68,
75.00,0.9576,60.0,1.8000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.67135845e-03,NaN,NaN,NaN,0.01,DomainError with -2.053075702815321e-15: sqrt was called wit
105.00,0.9576,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.67135845e-03,1.67135845e-03,3.632693e-14,100.0000,1,126.9030,1.000000,1.224164e-02,1,1.67135845e-03,3.844168e-13,6.787388,48.7903,5.39,
135.00,0.9576,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.67135845e-03,1.67135845e-03,6.084761e-14,100.0000,1,134.1588,1.000000,9.590966e-03,1,1.67135845e-03,6.326075e-13,8.839427,22.0536,5.64,
165.00,0.9576,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.67135845e-03,1.67135845e-03,6.837247e-14,100.0000,1,170.8364,1.000000,5.803726e-03,1,1.67135845e-03,6.977365e-13,5.211272,0.1864,6.02,
15.00,0.9647,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.68368692e-03,1.68368692e-03,2.575781e-16,100.0000,1,24.1763,1.000000,7.623373e-03,1,1.68368692e-03,1.287890e-15,12.386061,9.3103,7.52,
45.00,0.9647,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.68368692e-03,1.68368692e-03,1.043191e-14,100.0000,1,61.1832,1.000000,1.155804e-02,1,1.68368692e-03,-1.228648e-13,8.776154,38.5960,5.98,
75.00,0.9647,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.68368692e-03,1.68368692e-03,7.212187e-15,100.0000,1,92.5269,1.000000,1.299888e-02,1,1.68368692e-03,-1.403801e-13,6.121641,69.7688,5.51,
105.00,0.9647,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.68368692e-03,1.68368692e-03,3.618972e-14,100.0000,1,114.6164,1.000000,1.209016e-02,1,1.68368692e-03,3.889429e-13,6.750858,48.5499,5.49,
135.00,0.9647,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.68368692e-03,1.68368692e-03,6.091722e-14,100.0000,1,145.2780,1.000000,9.187810e-03,1,1.68368692e-03,6.237254e-13,8.778145,21.9258,5.42,
165.00,0.9647,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.68368692e-03,1.68368692e-03,6.709909e-14,100.0000,1,175.9242,1.000000,5.755405e-03,1,1.68368692e-03,6.936578e-13,5.168164,0.7614,6.18,
15.00,0.9717,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.69601539e-03,1.69601539e-03,1.278529e-16,100.0000,1,15.6012,1.000000,7.550042e-03,1,1.69601539e-03,1.150676e-15,12.298925,9.4115,7.89,
45.00,0.9717,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.69601539e-03,1.69601539e-03,1.086749e-14,100.0000,1,57.5826,1.000000,1.143508e-02,1,1.69601539e-03,-1.300264e-13,8.707305,39.0810,6.24,
75.00,0.9717,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.69601539e-03,1.69601539e-03,5.753379e-15,100.0000,1,89.2730,1.000000,1.282723e-02,1,1.69601539e-03,-1.091864e-13,6.073692,70.1277,5.87,
105.00,0.9717,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.69601539e-03,1.69601539e-03,4.206359e-14,100.0000,1,128.2604,1.000000,1.192122e-02,1,1.69601539e-03,3.677049e-13,6.715396,48.3036,5.87,
135.00,0.9717,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.69601539e-03,1.69601539e-03,6.469355e-14,100.0000,1,151.3287,1.000000,9.311450e-03,1,1.69601539e-03,6.171458e-13,8.717366,21.8497,5.78,
165.00,0.9717,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.69601539e-03,1.69601539e-03,6.405429e-14,100.0000,1,165.7015,1.000000,5.670239e-03,1,1.69601539e-03,6.855471e-13,5.100197,0.2639,6.06,
15.00,0.9788,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.70834385e-03,1.70834385e-03,2.538604e-16,100.0000,1,21.6860,1.000000,7.444247e-03,1,1.70834385e-03,8.885114e-16,12.213209,9.1899,6.76,
45.00,0.9788,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.70834385e-03,1.70834385e-03,6.346510e-15,100.0000,1,44.6778,1.000000,1.131335e-02,1,1.70834385e-03,-9.583230e-14,8.639884,39.0923,5.15,
75.00,0.9788,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.70834385e-03,1.70834385e-03,1.878567e-14,100.0000,1,102.4505,1.000000,1.269926e-02,1,1.70834385e-03,-1.174104e-13,6.026221,70.0575,5.61,
105.00,0.9788,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.70834385e-03,1.70834385e-03,3.630204e-14,100.0000,1,104.5004,1.000000,1.174436e-02,1,1.70834385e-03,3.456309e-13,6.679988,48.1402,5.35,
135.00,0.9788,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.70834385e-03,1.70834385e-03,6.283045e-14,100.0000,1,149.1763,1.000000,9.169646e-03,1,1.70834385e-03,6.102804e-13,8.657707,21.7450,5.35,
165.00,0.9788,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.70834385e-03,1.70834385e-03,6.879617e-14,100.0000,1,175.5879,1.000000,5.636229e-03,1,1.70834385e-03,6.924043e-13,5.048237,0.2267,5.30,
15.00,0.9859,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.72067232e-03,1.72067232e-03,5.040830e-16,100.0000,1,20.9462,1.000000,7.366178e-03,1,1.72067232e-03,1.764291e-15,12.127309,9.3126,6.19,
45.00,0.9859,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.72067232e-03,1.72067232e-03,2.280976e-14,100.0000,1,56.3342,1.000000,1.116739e-02,1,1.72067232e-03,-1.541234e-13,8.572910,38.9330,5.07,
75.00,0.9859,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.72067232e-03,1.72067232e-03,1.298014e-14,100.0000,1,94.3405,1.000000,1.254414e-02,1,1.72067232e-03,-9.955640e-14,5.982818,72.1771,4.72,
105.00,0.9859,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.72067232e-03,1.72067232e-03,3.402561e-14,100.0000,1,125.2863,1.000000,1.159228e-02,1,1.72067232e-03,3.558826e-13,6.644843,47.8709,5.13,
135.00,0.9859,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.72067232e-03,1.72067232e-03,6.149813e-14,100.0000,1,138.5522,1.000000,9.102461e-03,1,1.72067232e-03,6.094364e-13,8.598797,21.7250,4.64,
165.00,0.9859,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.72067232e-03,1.72067232e-03,6.452263e-14,100.0000,1,171.5889,1.000000,5.602883e-03,1,1.72067232e-03,6.798820e-13,5.001408,1.0251,4.62,
15.00,0.9929,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.73300079e-03,1.73300079e-03,1.251243e-16,100.0000,1,21.7901,1.000000,7.306823e-03,1,1.73300079e-03,2.127112e-15,12.043534,9.0694,5.82,
45.00,0.9929,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.73300079e-03,1.73300079e-03,1.238730e-14,100.0000,1,61.8698,1.000000,1.105532e-02,1,1.73300079e-03,-1.231223e-13,8.506507,38.7318,5.24,
75.00,0.9929,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.73300079e-03,1.73300079e-03,1.201193e-14,100.0000,1,102.2607,1.000000,1.238962e-02,1,1.73300079e-03,-1.003497e-13,5.936857,70.4393,4.94,
105.00,0.9929,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.73300079e-03,1.73300079e-03,3.353330e-14,100.0000,1,104.2219,1.000000,1.144140e-02,1,1.73300079e-03,3.688663e-13,6.609920,47.6259,5.59,
135.00,0.9929,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.73300079e-03,1.73300079e-03,6.518974e-14,100.0000,1,136.1369,1.000000,9.002001e-03,1,1.73300079e-03,6.061019e-13,8.540184,21.5938,5.26,
165.00,0.9929,60.0,1.8000,1.0e-03,-1,1.74532925e-03,equilibrium,1.73300079e-03,1.73300079e-03,6.819272e-14,100.0000,1,165.3651,1.000000,5.578647e-03,1,1.73300079e-03,6.690394e-13,4.989558,6.2909,5.30,
15.00,0.7659,120.0,1.8000,1.0e-03,-1,8.72664626e-04,equilibrium,6.68403126e-04,6.68403126e-04,1.622078e-16,100.0000,1,17.6887,1.000000,2.830190e-02,1,6.68403126e-04,1.297663e-15,31.877213,8.7331,13.30,
45.00,0.7659,120.0,1.8000,1.0e-03,-1,8.72664626e-04,equilibrium,6.68403126e-04,6.68403126e-04,2.465559e-14,100.0000,1,48.0406,1.000000,5.278427e-02,1,6.68403126e-04,-1.716159e-13,24.305604,36.0097,11.52,
75.00,0.7659,120.0,1.8000,1.0e-03,-1,8.72664626e-04,equilibrium,6.68403126e-04,6.68403126e-04,8.759223e-14,100.0000,1,77.5699,1.000000,6.540296e-02,1,6.68403126e-04,-8.433185e-13,16.717798,62.2938,9.29,
105.00,0.7659,120.0,1.8000,1.0e-03,-1,8.72664626e-04,equilibrium,6.68403126e-04,6.68403126e-04,1.281442e-14,100.0000,1,95.7175,1.000000,6.346812e-02,1,6.68403126e-04,0.000000e+00,15.259709,62.3818,9.37,
