label,J,mu_over_J,t_yr,omega_e,beta_deg,alpha_deg,Id_over_Is,eps_beta
J = 0.1,0.1000,1.0e-03,0.166678,4.60850917e-03,113.3298,162.2136,0.870220,5.182363e-04
J = 0.1,0.1000,1.0e-03,0.173345,4.57959139e-03,113.9633,167.7944,0.875715,3.689929e-04
J = 0.1,0.1000,1.0e-03,0.180012,4.55169829e-03,114.3578,173.2483,0.881082,2.309507e-04
J = 0.1,0.1000,1.0e-03,0.186679,4.52494478e-03,114.5410,178.5492,0.886291,1.026035e-04
J = 0.1,0.1000,1.0e-03,0.193346,4.49942745e-03,114.5398,183.6761,0.891318,1.887868e-05
J = 0.1,0.1000,1.0e-03,0.200013,4.47522466e-03,114.3793,188.6124,0.896138,1.372946e-04
J = 0.1,0.1000,1.0e-03,0.206680,4.45239737e-03,114.0814,193.3455,0.900732,2.570629e-04
J = 0.1,0.1000,1.0e-03,0.213348,4.43099076e-03,113.6650,197.8659,0.905084,3.829449e-04
J = 0.1,0.1000,1.0e-03,0.220015,4.41103654e-03,113.1458,202.1665,0.909178,5.198998e-04
J = 0.1,0.1000,1.0e-03,0.226682,4.39255616e-03,112.5365,206.2408,0.913003,6.731411e-04
J = 0.1,0.1000,1.0e-03,0.233349,4.37556523e-03,111.8472,210.0828,0.916549,8.485266e-04
J = 0.1,0.1000,1.0e-03,0.240016,4.36007992e-03,111.0857,213.6846,0.919804,1.053604e-03
J = 0.1,0.1000,1.0e-03,0.246683,4.34612801e-03,110.2584,217.0351,0.922757,1.300319e-03
J = 0.1,0.1000,1.0e-03,0.253350,4.33377150e-03,109.3698,220.1149,0.925388,1.613391e-03
J = 0.1,0.1000,1.0e-03,0.260017,4.32317299e-03,108.4232,222.8836,0.927656,2.069711e-03
J = 0.1,0.1000,1.0e-03,0.266684,4.31512245e-03,107.4167,225.1901,0.929387,Inf
J = 0.1,0.1000,1.0e-03,0.273352,4.30721203e-03,106.3596,228.5981,0.931094,2.495792e-03
J = 0.1,0.1000,1.0e-03,0.280019,4.29775011e-03,105.2458,232.5873,0.933144,2.456628e-03
J = 0.1,0.1000,1.0e-03,0.286686,4.28760732e-03,104.0624,236.8754,0.935351,2.537776e-03
J = 0.1,0.1000,1.0e-03,0.293353,4.27708016e-03,102.8019,241.3691,0.937653,2.668781e-03
J = 0.1,0.1000,1.0e-03,0.300020,4.26634412e-03,101.4571,246.0131,0.940013,2.824321e-03
J = 0.1,0.1000,1.0e-03,0.306687,4.25552171e-03,100.0202,250.7689,0.942404,2.989732e-03
J = 0.1,0.1000,1.0e-03,0.313354,4.24470562e-03,98.4826,255.6070,0.944805,3.153856e-03
J = 0.1,0.1000,1.0e-03,0.320021,4.23396918e-03,96.8351,260.5049,0.947201,3.306978e-03
J = 0.1,0.1000,1.0e-03,0.326688,4.22337177e-03,95.0684,265.4455,0.949577,3.440214e-03
J = 0.1,0.1000,1.0e-03,0.333356,4.21296201e-03,93.1736,270.4176,0.951924,3.545399e-03
J = 0.1,0.1000,1.0e-03,0.340023,4.20277981e-03,91.1430,275.4162,0.954230,3.615133e-03
J = 0.1,0.1000,1.0e-03,0.346690,4.19285778e-03,88.9709,280.4436,0.956488,3.642820e-03
J = 0.1,0.1000,1.0e-03,0.353357,4.18322222e-03,86.6547,285.5104,0.958691,3.622644e-03
J = 0.1,0.1000,1.0e-03,0.360024,4.17389397e-03,84.1957,290.6371,0.960834,3.549447e-03
J = 0.1,0.1000,1.0e-03,0.366691,4.16488903e-03,81.6010,295.8549,0.962911,3.418540e-03
J = 0.1,0.1000,1.0e-03,0.373358,4.15621913e-03,78.8843,301.2073,0.964920,3.225496e-03
J = 0.1,0.1000,1.0e-03,0.380025,4.14789223e-03,76.0689,306.7507,0.966857,2.966056e-03
J = 0.1,0.1000,1.0e-03,0.386692,4.13991297e-03,73.1896,312.5541,0.968721,2.636271e-03
J = 0.1,0.1000,1.0e-03,0.393360,4.13228305e-03,70.2963,318.6978,0.970509,2.233123e-03
J = 0.1,0.1000,1.0e-03,0.400027,4.12500163e-03,67.4571,325.2694,0.972222,1.755859e-03
J = 0.1,0.1000,1.0e-03,0.406694,4.11806565e-03,64.7620,332.3549,0.973860,1.208271e-03
J = 0.1,0.1000,1.0e-03,0.413361,4.11147017e-03,62.3244,340.0246,0.975422,6.019305e-04
J = 0.1,0.1000,1.0e-03,0.420028,4.10520863e-03,60.2788,348.3124,0.976910,4.025401e-05
J = 0.1,0.1000,1.0e-03,0.426695,4.09927313e-03,58.7714,357.1896,0.978324,6.818548e-04
J = 0.1,0.1000,1.0e-03,0.433362,4.09365469e-03,57.9431,6.5434,0.979667,1.274894e-03
J = 0.1,0.1000,1.0e-03,0.440029,4.08834344e-03,57.9038,16.1737,0.980940,1.768182e-03
J = 0.1,0.1000,1.0e-03,0.446696,4.08332882e-03,58.7078,25.8198,0.982144,2.120650e-03
J = 0.1,0.1000,1.0e-03,0.453364,4.07859978e-03,60.3393,35.2142,0.983283,2.313450e-03
J = 0.1,0.1000,1.0e-03,0.460031,4.07414491e-03,62.7161,44.1407,0.984358,2.353731e-03
J = 0.1,0.1000,1.0e-03,0.466698,4.06995259e-03,65.7075,52.4713,0.985372,2.268603e-03
J = 0.1,0.1000,1.0e-03,0.473365,4.06601111e-03,69.1593,60.1711,0.986328,2.094176e-03
J = 0.1,0.1000,1.0e-03,0.480032,4.06230874e-03,72.9153,67.2816,0.987226,1.865836e-03
J = 0.1,0.1000,1.0e-03,0.486699,4.05883389e-03,76.8308,73.8946,0.988072,1.612824e-03
J = 0.1,0.1000,1.0e-03,0.493366,4.05557510e-03,80.7779,80.1278,0.988866,1.356851e-03
J = 0.1,0.1000,1.0e-03,0.500033,4.05252116e-03,84.6464,86.1065,0.989611,1.113111e-03
J = 0.1,0.1000,1.0e-03,0.506700,4.04966112e-03,88.3410,91.9493,0.990310,8.921555e-04
J = 0.1,0.1000,1.0e-03,0.513368,4.04698437e-03,91.7791,97.7595,0.990965,7.016347e-04
J = 0.1,0.1000,1.0e-03,0.520035,4.04448063e-03,94.8889,103.6170,0.991578,5.474586e-04
J = 0.1,0.1000,1.0e-03,0.526702,4.04214002e-03,97.6094,109.5740,0.992152,4.342197e-04
J = 0.1,0.1000,1.0e-03,0.533369,4.03995302e-03,99.8927,115.6523,0.992689,3.649674e-04
J = 0.1,0.1000,1.0e-03,0.540036,4.03791053e-03,101.7061,121.8440,0.993192,3.405761e-04
J = 0.1,0.1000,1.0e-03,0.546703,4.03600384e-03,103.0361,128.1155,0.993661,3.590716e-04
J = 0.1,0.1000,1.0e-03,0.553370,4.03422468e-03,103.8897,134.4158,0.994099,4.152981e-04
J = 0.1,0.1000,1.0e-03,0.560037,4.03256515e-03,104.2951,140.6858,0.994508,5.011728e-04
J = 0.1,0.1000,1.0e-03,0.566704,4.03101775e-03,104.2991,146.8689,0.994890,6.065254e-04
J = 0.1,0.1000,1.0e-03,0.573372,4.02957541e-03,103.9628,152.9190,0.995246,7.202794e-04
J = 0.1,0.1000,1.0e-03,0.580039,4.02823140e-03,103.3558,158.8051,0.995578,8.316239e-04
J = 0.1,0.1000,1.0e-03,0.586706,4.02697938e-03,102.5510,164.5128,0.995888,9.308978e-04
J = 0.1,0.1000,1.0e-03,0.593373,4.02581338e-03,101.6193,170.0424,0.996176,1.010069e-03
J = 0.1,0.1000,1.0e-03,0.600040,4.02472775e-03,100.6262,175.4053,0.996445,1.062856e-03
J = 0.1,0.1000,1.0e-03,0.606707,4.02371719e-03,99.6284,180.6208,0.996695,1.084602e-03
J = 0.1,0.1000,1.0e-03,0.613374,4.02277671e-03,98.6731,185.7118,0.996928,1.072062e-03
J = 0.1,0.1000,1.0e-03,0.620041,4.02190163e-03,97.7963,190.7025,0.997145,1.023157e-03
J = 0.1,0.1000,1.0e-03,0.626708,4.02108756e-03,97.0226,195.6169,0.997347,9.367932e-04
J = 0.1,0.1000,1.0e-03,0.633376,4.02033037e-03,96.3649,200.4771,0.997535,8.127111e-04
J = 0.1,0.1000,1.0e-03,0.640043,4.01962620e-03,95.8251,205.3039,0.997709,6.513996e-04
J = 0.1,0.1000,1.0e-03,0.646710,4.01897144e-03,95.3938,210.1166,0.997872,4.540403e-04
J = 0.1,0.1000,1.0e-03,0.653377,4.01836271e-03,95.0514,214.9335,0.998023,2.224904e-04
J = 0.1,0.1000,1.0e-03,0.660044,4.01779685e-03,94.7690,219.7719,0.998164,4.069406e-05
J = 0.1,0.1000,1.0e-03,0.666711,4.01727089e-03,94.5093,224.6486,0.998294,3.321862e-04
J = 0.1,0.1000,1.0e-03,0.673378,4.01678209e-03,94.2287,229.5790,0.998416,6.477692e-04
J = 0.1,0.1000,1.0e-03,0.680045,4.01632785e-03,93.8787,234.5772,0.998529,9.821776e-04
J = 0.1,0.1000,1.0e-03,0.686712,4.01590579e-03,93.4080,239.6550,0.998634,1.328934e-03
J = 0.1,0.1000,1.0e-03,0.693380,4.01551365e-03,92.7656,244.8220,0.998731,1.680223e-03
J = 0.1,0.1000,1.0e-03,0.700047,4.01514935e-03,91.9031,250.0862,0.998822,2.026851e-03
J = 0.1,0.1000,1.0e-03,0.706714,4.01481093e-03,90.7781,255.4549,0.998906,2.358315e-03
J = 0.1,0.1000,1.0e-03,0.713381,4.01449658e-03,89.3571,260.9380,0.998984,2.662961e-03
J = 0.1,0.1000,1.0e-03,0.720048,4.01420461e-03,87.6188,266.5514,0.999057,2.928166e-03
J = 0.1,0.1000,1.0e-03,0.726715,4.01393344e-03,85.5564,272.3212,0.999124,3.140438e-03
J = 0.1,0.1000,1.0e-03,0.733382,4.01368160e-03,83.1806,278.2886,0.999187,3.285347e-03
J = 0.1,0.1000,1.0e-03,0.740049,4.01344773e-03,80.5222,284.5125,0.999245,3.347294e-03
J = 0.1,0.1000,1.0e-03,0.746716,4.01323055e-03,77.6351,291.0717,0.999299,3.309325e-03
J = 0.1,0.1000,1.0e-03,0.753384,4.01302889e-03,74.5997,298.0623,0.999350,3.153457e-03
J = 0.1,0.1000,1.0e-03,0.760051,4.01284164e-03,71.5267,305.5897,0.999396,2.862332e-03
J = 0.1,0.1000,1.0e-03,0.766718,4.01266778e-03,68.5596,313.7530,0.999440,2.423245e-03
J = 0.1,0.1000,1.0e-03,0.773385,4.01250636e-03,65.8723,322.6188,0.999480,1.835231e-03
J = 0.1,0.1000,1.0e-03,0.780052,4.01235649e-03,63.6579,332.1869,0.999517,1.118353e-03
J = 0.1,0.1000,1.0e-03,0.786719,4.01221736e-03,62.1042,342.3566,0.999552,3.210492e-04
J = 0.1,0.1000,1.0e-03,0.793386,4.01208819e-03,61.3576,352.9133,0.999584,4.816300e-04
J = 0.1,0.1000,1.0e-03,0.800053,4.01196827e-03,61.4863,3.5556,0.999614,1.203944e-03
J = 0.1,0.1000,1.0e-03,0.806720,4.01185696e-03,62.4606,13.9625,0.999642,1.774582e-03
J = 0.1,0.1000,1.0e-03,0.813388,4.01175362e-03,64.1608,23.8709,0.999667,2.156506e-03
J = 0.1,0.1000,1.0e-03,0.820055,4.01165770e-03,66.4101,33.1233,0.999691,2.350333e-03
J = 0.1,0.1000,1.0e-03,0.826722,4.01156865e-03,69.0124,41.6724,0.999713,2.383321e-03
J = 0.1,0.1000,1.0e-03,0.833389,4.01148600e-03,71.7834,49.5538,0.999734,2.294124e-03
J = 0.1,0.1000,1.0e-03,0.840056,4.01140928e-03,74.5674,56.8515,0.999753,2.121291e-03
J = 0.1,0.1000,1.0e-03,0.846723,4.01133807e-03,77.2425,63.6673,0.999771,1.897571e-03
J = 0.1,0.1000,1.0e-03,0.853390,4.01127197e-03,79.7200,70.1014,0.999787,1.648532e-03
J = 0.1,0.1000,1.0e-03,0.860057,4.01121062e-03,81.9402,76.2414,0.999803,1.393342e-03
J = 0.1,0.1000,1.0e-03,0.866724,4.01115368e-03,83.8687,82.1587,0.999817,1.146173e-03
J = 0.1,0.1000,1.0e-03,0.873392,4.01110082e-03,85.4924,87.9079,0.999830,9.174893e-04
J = 0.1,0.1000,1.0e-03,0.880059,4.01105177e-03,86.8165,93.5296,0.999842,7.149773e-04
J = 0.1,0.1000,1.0e-03,0.886726,4.01100624e-03,87.8614,99.0534,0.999854,5.441361e-04
J = 0.1,0.1000,1.0e-03,0.893393,4.01096398e-03,88.6600,104.5018,0.999864,4.086362e-04
J = 0.1,0.1000,1.0e-03,0.900060,4.01092476e-03,89.2549,109.8929,0.999874,3.105472e-04
J = 0.1,0.1000,1.0e-03,0.906727,4.01088836e-03,89.6954,115.2423,0.999883,2.504997e-04
J = 0.1,0.1000,1.0e-03,0.913394,4.01085457e-03,90.0347,120.5646,0.999891,2.278061e-04
J = 0.1,0.1000,1.0e-03,0.920061,4.01082322e-03,90.3267,125.8732,0.999899,2.405450e-04
J = 0.1,0.1000,1.0e-03,0.926728,4.01079412e-03,90.6236,131.1806,0.999906,2.856089e-04
J = 0.1,0.1000,1.0e-03,0.933396,4.01076711e-03,90.9733,136.4976,0.999913,3.587251e-04
J = 0.1,0.1000,1.0e-03,0.940063,4.01074204e-03,91.4167,141.8338,0.999919,4.544730e-04
J = 0.1,0.1000,1.0e-03,0.946730,4.01071878e-03,91.9858,147.1973,0.999925,5.663253e-04
J = 0.1,0.1000,1.0e-03,0.953397,4.01069719e-03,92.7018,152.5959,0.999931,6.867351e-04
J = 0.1,0.1000,1.0e-03,0.960064,4.01067716e-03,93.5742,158.0381,0.999936,8.072766e-04
J = 0.1,0.1000,1.0e-03,0.966731,4.01065856e-03,94.5993,163.5347,0.999940,9.188292e-04
J = 0.1,0.1000,1.0e-03,0.973398,4.01064130e-03,95.7604,169.0994,0.999945,1.011787e-03
J = 0.1,0.1000,1.0e-03,0.980065,4.01062529e-03,97.0277,174.7496,0.999949,1.076289e-03
J = 0.1,0.1000,1.0e-03,0.986732,4.01061042e-03,98.3589,180.5052,0.999952,1.102486e-03
J = 0.1,0.1000,1.0e-03,0.993400,4.01059663e-03,99.6998,186.3874,0.999956,1.080904e-03
J = 0.1,0.1000,1.0e-03,1.000067,4.01058383e-03,100.9863,192.4148,0.999959,1.003000e-03
J = 0.1,0.1000,1.0e-03,1.006734,4.01057195e-03,102.1456,198.5995,0.999962,8.619713e-04
J = 0.1,0.1000,1.0e-03,1.013401,4.01056092e-03,103.0999,204.9422,0.999965,6.538521e-04
J = 0.1,0.1000,1.0e-03,1.020068,4.01055069e-03,103.7699,211.4275,0.999967,3.787548e-04
J = 0.1,0.1000,1.0e-03,1.026735,4.01054119e-03,104.0806,218.0219,0.999969,4.195645e-05
J = 0.1,0.1000,1.0e-03,1.033402,4.01053238e-03,103.9667,224.6736,0.999972,3.456277e-04
J = 0.1,0.1000,1.0e-03,1.040069,4.01052420e-03,103.3787,231.3177,0.999974,7.679878e-04
J = 0.1,0.1000,1.0e-03,1.046736,4.01051661e-03,102.2868,237.8851,0.999976,1.205692e-03
J = 0.1,0.1000,1.0e-03,1.053404,4.01050957e-03,100.6834,244.3133,0.999977,1.638345e-03
J = 0.1,0.1000,1.0e-03,1.060071,4.01050303e-03,98.5821,250.5579,0.999979,2.047072e-03
J = 0.1,0.1000,1.0e-03,1.066738,4.01049697e-03,96.0144,256.6013,0.999980,2.416281e-03
J = 0.1,0.1000,1.0e-03,1.073405,4.01049134e-03,93.0258,262.4583,0.999982,2.734223e-03
J = 0.1,0.1000,1.0e-03,1.080072,4.01048611e-03,89.6719,268.1769,0.999983,2.992357e-03
J = 0.1,0.1000,1.0e-03,1.086739,4.01048127e-03,86.0158,273.8370,0.999984,3.183851e-03
J = 0.1,0.1000,1.0e-03,1.093406,4.01047677e-03,82.1277,279.5473,0.999986,3.301696e-03
J = 0.1,0.1000,1.0e-03,1.100073,4.01047259e-03,78.0872,285.4401,0.999987,3.336890e-03
J = 0.1,0.1000,1.0e-03,1.106740,4.01046872e-03,73.9872,291.6653,0.999988,3.277163e-03
J = 0.1,0.1000,1.0e-03,1.113408,4.01046512e-03,69.9397,298.3810,0.999988,3.106845e-03
J = 0.1,0.1000,1.0e-03,1.120075,4.01046178e-03,66.0810,305.7388,0.999989,2.808741e-03
J = 0.1,0.1000,1.0e-03,1.126742,4.01045868e-03,62.5747,313.8598,0.999990,2.369069e-03
J = 0.1,0.1000,1.0e-03,1.133409,4.01045581e-03,59.6062,322.8000,0.999991,1.786039e-03
J = 0.1,0.1000,1.0e-03,1.140076,4.01045314e-03,57.3661,332.5089,0.999991,1.080462e-03
J = 0.1,0.1000,1.0e-03,1.146743,4.01045067e-03,56.0186,342.7998,0.999992,3.027590e-04
J = 0.1,0.1000,1.0e-03,1.153410,4.01044837e-03,55.6636,353.3595,0.999993,4.718596e-04
J = 0.1,0.1000,1.0e-03,1.160077,4.01044624e-03,56.3084,3.8119,0.999993,1.163046e-03
J = 0.1,0.1000,1.0e-03,1.166744,4.01044426e-03,57.8647,13.8142,0.999994,1.710232e-03
J = 0.1,0.1000,1.0e-03,1.173412,4.01044243e-03,60.1749,23.1342,0.999994,2.087097e-03
J = 0.1,0.1000,1.0e-03,1.180079,4.01044072e-03,63.0506,31.6748,0.999995,2.299192e-03
J = 0.1,0.1000,1.0e-03,1.186746,4.01043914e-03,66.3064,39.4522,0.999995,2.371390e-03
J = 0.1,0.1000,1.0e-03,1.193413,4.01043767e-03,69.7801,46.5566,0.999995,2.334977e-03
J = 0.1,0.1000,1.0e-03,1.200080,4.01043631e-03,73.3392,53.1150,0.999996,2.219408e-03
J = 0.1,0.1000,1.0e-03,1.206747,4.01043505e-03,76.8799,59.2661,0.999996,2.048889e-03
J = 0.1,0.1000,1.0e-03,1.213414,4.01043387e-03,80.3215,65.1448,0.999996,1.842079e-03
J = 0.1,0.1000,1.0e-03,1.220081,4.01043279e-03,83.6009,70.8739,0.999997,1.613263e-03
J = 0.1,0.1000,1.0e-03,1.226748,4.01043178e-03,86.6676,76.5602,0.999997,1.373944e-03
J = 0.1,0.1000,1.0e-03,1.233416,4.01043084e-03,89.4799,82.2918,0.999997,1.134307e-03
J = 0.1,0.1000,1.0e-03,1.240083,4.01042997e-03,92.0030,88.1373,0.999997,9.042853e-04
J = 0.1,0.1000,1.0e-03,1.246750,4.01042916e-03,94.2083,94.1452,0.999997,6.940972e-04
J = 0.1,0.1000,1.0e-03,1.253417,4.01042841e-03,96.0736,100.3437,0.999998,5.141830e-04
J = 0.1,0.1000,1.0e-03,1.260084,4.01042772e-03,97.5844,106.7425,0.999998,3.745593e-04
J = 0.1,0.1000,1.0e-03,1.266751,4.01042707e-03,98.7357,113.3343,0.999998,2.836979e-04
J = 0.1,0.1000,1.0e-03,1.273418,4.01042647e-03,99.5329,120.0989,0.999998,2.471627e-04
J = 0.1,0.1000,1.0e-03,1.280085,4.01042592e-03,99.9931,127.0074,0.999998,2.663307e-04
J = 0.1,0.1000,1.0e-03,1.286752,4.01042540e-03,100.1448,134.0265,0.999998,3.375228e-04
J = 0.1,0.1000,1.0e-03,1.293420,4.01042492e-03,100.0267,141.1234,0.999998,4.517810e-04
J = 0.1,0.1000,1.0e-03,1.300087,4.01042448e-03,99.6856,148.2688,0.999999,5.953591e-04
J = 0.1,0.1000,1.0e-03,1.306754,4.01042407e-03,99.1737,155.4387,0.999999,7.508297e-04
J = 0.1,0.1000,1.0e-03,1.313421,4.01042369e-03,98.5452,162.6151,0.999999,8.986109e-04
J = 0.1,0.1000,1.0e-03,1.320088,4.01042333e-03,97.8535,169.7848,0.999999,1.018694e-03
J = 0.1,0.1000,1.0e-03,1.326755,4.01042300e-03,97.1472,176.9382,0.999999,1.092382e-03
J = 0.1,0.1000,1.0e-03,1.333422,4.01042270e-03,96.4686,184.0674,0.999999,1.103898e-03
J = 0.1,0.1000,1.0e-03,1.340089,4.01042241e-03,95.8501,191.1651,0.999999,1.041738e-03
J = 0.1,0.1000,1.0e-03,1.346756,4.01042215e-03,95.3134,198.2235,0.999999,8.996667e-04
J = 0.1,0.1000,1.0e-03,1.353424,4.01042191e-03,94.8679,205.2339,0.999999,6.772377e-04
J = 0.1,0.1000,1.0e-03,1.360091,4.01042168e-03,94.5105,212.1875,0.999999,3.797987e-04
J = 0.1,0.1000,1.0e-03,1.366758,4.01042147e-03,94.2257,219.0753,0.999999,1.796326e-05
J = 0.1,0.1000,1.0e-03,1.373425,4.01042127e-03,93.9872,225.8890,0.999999,3.933574e-04
J = 0.1,0.1000,1.0e-03,1.380092,4.01042109e-03,93.7591,232.6216,0.999999,8.362224e-04
J = 0.1,0.1000,1.0e-03,1.386759,4.01042092e-03,93.4988,239.2672,0.999999,1.291053e-03
J = 0.1,0.1000,1.0e-03,1.393426,4.01042077e-03,93.1592,245.8215,0.999999,1.737993e-03
J = 0.1,0.1000,1.0e-03,1.400093,4.01042062e-03,92.6920,252.2814,1.000000,2.158114e-03
J = 0.1,0.1000,1.0e-03,1.406760,4.01042049e-03,92.0502,258.6456,1.000000,2.534391e-03
J = 0.1,0.1000,1.0e-03,1.413428,4.01042036e-03,91.1912,264.9155,1.000000,2.852388e-03
J = 0.1,0.1000,1.0e-03,1.420095,4.01042025e-03,90.0789,271.0968,1.000000,3.100624e-03
J = 0.1,0.1000,1.0e-03,1.426762,4.01042014e-03,88.6861,277.2018,1.000000,3.270582e-03
J = 0.1,0.1000,1.0e-03,1.433429,4.01042004e-03,86.9961,283.2524,1.000000,3.356371e-03
J = 0.1,0.1000,1.0e-03,1.440096,4.01041995e-03,85.0038,289.2831,1.000000,3.354083e-03
J = 0.1,0.1000,1.0e-03,1.446763,4.01041986e-03,82.7175,295.3444,1.000000,3.260975e-03
J = 0.1,0.1000,1.0e-03,1.453430,4.01041978e-03,80.1601,301.5053,1.000000,3.074682e-03
J = 0.1,0.1000,1.0e-03,1.460097,4.01041971e-03,77.3719,307.8541,1.000000,2.792736e-03
J = 0.1,0.1000,1.0e-03,1.466764,4.01041964e-03,74.4139,314.4986,1.000000,2.412797e-03
J = 0.1,0.1000,1.0e-03,1.473432,4.01041958e-03,71.3729,321.5612,1.000000,1.934061e-03
J = 0.1,0.1000,1.0e-03,1.480099,4.01041952e-03,68.3664,329.1694,1.000000,1.360340e-03
J = 0.1,0.1000,1.0e-03,1.486766,4.01041946e-03,65.5469,337.4370,1.000000,7.050438e-04
J = 0.1,0.1000,1.0e-03,1.493433,4.01041941e-03,63.1010,346.4338,1.000000,2.726513e-06
J = 0.1,0.1000,1.0e-03,1.500100,4.01041937e-03,61.2365,356.1453,1.000000,7.138165e-04
J = 0.1,0.1000,1.0e-03,1.506767,4.01041932e-03,60.1550,6.4361,1.000000,1.361611e-03
J = 0.1,0.1000,1.0e-03,1.513434,4.01041928e-03,60.0104,17.0420,1.000000,1.876056e-03
J = 0.1,0.1000,1.0e-03,1.520101,4.01041924e-03,60.8676,27.6130,1.000000,2.206115e-03
J = 0.1,0.1000,1.0e-03,1.526768,4.01041921e-03,62.6839,37.8024,1.000000,2.337672e-03
J = 0.1,0.1000,1.0e-03,1.533436,4.01041918e-03,65.3222,47.3540,1.000000,2.294437e-03
J = 0.1,0.1000,1.0e-03,1.540103,4.01041915e-03,68.5888,56.1459,1.000000,2.123008e-03
J = 0.1,0.1000,1.0e-03,1.546770,4.01041912e-03,72.2747,64.1818,1.000000,1.874282e-03
J = 0.1,0.1000,1.0e-03,1.553437,4.01041909e-03,76.1840,71.5526,1.000000,1.591223e-03
J = 0.1,0.1000,1.0e-03,1.560104,4.01041907e-03,80.1481,78.3952,1.000000,1.304884e-03
J = 0.1,0.1000,1.0e-03,1.566771,4.01041905e-03,84.0277,84.8592,1.000000,1.035663e-03
J = 0.1,0.1000,1.0e-03,1.573438,4.01041902e-03,87.7097,91.0847,1.000000,7.964176e-04
J = 0.1,0.1000,1.0e-03,1.580105,4.01041901e-03,91.1024,97.1893,1.000000,5.953526e-04
J = 0.1,0.1000,1.0e-03,1.586772,4.01041899e-03,94.1330,103.2598,1.000000,4.378948e-04
J = 0.1,0.1000,1.0e-03,1.593440,4.01041897e-03,96.7461,109.3490,1.000000,3.274652e-04
J = 0.1,0.1000,1.0e-03,1.600107,4.01041896e-03,98.9047,115.4764,1.000000,2.654381e-04
J = 0.1,0.1000,1.0e-03,1.606774,4.01041894e-03,100.5921,121.6319,1.000000,2.507176e-04
J = 0.1,0.1000,1.0e-03,1.613441,4.01041893e-03,101.8125,127.7836,1.000000,2.793910e-04
J = 0.1,0.1000,1.0e-03,1.620108,4.01041892e-03,102.5912,133.8878,1.000000,3.447921e-04
J = 0.1,0.1000,1.0e-03,1.626775,4.01041890e-03,102.9718,139.8984,1.000000,4.380833e-04
J = 0.1,0.1000,1.0e-03,1.633442,4.01041889e-03,103.0125,145.7760,1.000000,5.492129e-04
J = 0.1,0.1000,1.0e-03,1.640109,4.01041888e-03,102.7799,151.4931,1.000000,6.679655e-04
J = 0.1,0.1000,1.0e-03,1.646776,4.01041887e-03,102.3446,157.0363,1.000000,7.848298e-04
