label,J,mu_over_J,t_yr,omega_e,beta_deg,alpha_deg,Id_over_Is,eps_beta
J = 0.5,0.5000,1.0e-03,81.452097,6.84053279e-02,130.8332,348.4413,0.968174,7.950949e-06
J = 0.5,0.5000,1.0e-03,81.458764,6.84472205e-02,130.8338,348.5453,0.968178,8.118628e-06
J = 0.5,0.5000,1.0e-03,81.465431,6.84879519e-02,130.8351,348.6474,0.968183,8.284716e-06
J = 0.5,0.5000,1.0e-03,81.472098,6.85273649e-02,130.8372,348.7479,0.968188,8.448794e-06
J = 0.5,0.5000,1.0e-03,81.478765,6.85653391e-02,130.8401,348.8468,0.968194,8.610426e-06
J = 0.5,0.5000,1.0e-03,81.485432,6.86017900e-02,130.8441,348.9443,0.968201,8.769151e-06
J = 0.5,0.5000,1.0e-03,81.492099,6.86366692e-02,130.8490,349.0406,0.968207,8.924487e-06
J = 0.5,0.5000,1.0e-03,81.498767,6.86699631e-02,130.8550,349.1358,0.968214,9.075928e-06
J = 0.5,0.5000,1.0e-03,81.505434,6.87016929e-02,130.8622,349.2299,0.968221,9.222946e-06
J = 0.5,0.5000,1.0e-03,81.512101,6.87319134e-02,130.8707,349.3231,0.968228,9.364991e-06
J = 0.5,0.5000,1.0e-03,81.518768,6.87607124e-02,130.8805,349.4153,0.968234,9.501489e-06
J = 0.5,0.5000,1.0e-03,81.525435,6.87882089e-02,130.8916,349.5068,0.968240,9.631849e-06
J = 0.5,0.5000,1.0e-03,81.532102,6.88145520e-02,130.9043,349.5976,0.968246,9.755457e-06
J = 0.5,0.5000,1.0e-03,81.538769,6.88399198e-02,130.9185,349.6875,0.968251,9.871683e-06
J = 0.5,0.5000,1.0e-03,81.545436,6.88645170e-02,130.9343,349.7767,0.968255,9.979885e-06
J = 0.5,0.5000,1.0e-03,81.552103,6.88885736e-02,130.9517,349.8652,0.968259,1.007941e-05
J = 0.5,0.5000,1.0e-03,81.558771,6.89123430e-02,130.9709,349.9528,0.968261,1.016958e-05
J = 0.5,0.5000,1.0e-03,81.565438,6.89360993e-02,130.9919,350.0395,0.968263,1.024975e-05
J = 0.5,0.5000,1.0e-03,81.572105,6.89601357e-02,131.0147,350.1252,0.968264,1.031925e-05
J = 0.5,0.5000,1.0e-03,81.578772,6.89847621e-02,131.0394,350.2098,0.968264,1.037741e-05
J = 0.5,0.5000,1.0e-03,81.585439,6.90103015e-02,131.0660,350.2931,0.968262,1.042360e-05
J = 0.5,0.5000,1.0e-03,81.592106,6.90370892e-02,131.0945,350.3750,0.968260,1.045719e-05
J = 0.5,0.5000,1.0e-03,81.598773,6.90654682e-02,131.1249,350.4552,0.968256,1.047757e-05
J = 0.5,0.5000,1.0e-03,81.605440,6.90957869e-02,131.1573,350.5335,0.968251,1.048418e-05
J = 0.5,0.5000,1.0e-03,81.612107,6.91283971e-02,131.1916,350.6096,0.968244,1.047649e-05
J = 0.5,0.5000,1.0e-03,81.618775,6.91636488e-02,131.2278,350.6834,0.968237,1.045401e-05
J = 0.5,0.5000,1.0e-03,81.625442,6.92018892e-02,131.2659,350.7544,0.968228,1.041631e-05
J = 0.5,0.5000,1.0e-03,81.632109,6.92434579e-02,131.3058,350.8224,0.968219,1.036302e-05
J = 0.5,0.5000,1.0e-03,81.638776,6.92886838e-02,131.3475,350.8871,0.968208,1.029382e-05
J = 0.5,0.5000,1.0e-03,81.645443,6.93378831e-02,131.3909,350.9480,0.968196,1.020848e-05
J = 0.5,0.5000,1.0e-03,81.652110,6.93913541e-02,131.4359,351.0049,0.968183,1.010684e-05
J = 0.5,0.5000,1.0e-03,81.658777,6.94493753e-02,131.4824,351.0572,0.968169,9.988818e-06
J = 0.5,0.5000,1.0e-03,81.665444,6.95122020e-02,131.5303,351.1048,0.968154,9.854409e-06
J = 0.5,0.5000,1.0e-03,81.672111,6.95800623e-02,131.5794,351.1471,0.968139,9.703707e-06
J = 0.5,0.5000,1.0e-03,81.678779,6.96531560e-02,131.6297,351.1838,0.968123,9.536890e-06
J = 0.5,0.5000,1.0e-03,81.685446,6.97316497e-02,131.6809,351.2144,0.968107,9.354225e-06
J = 0.5,0.5000,1.0e-03,81.692113,6.98156760e-02,131.7330,351.2386,0.968090,9.156071e-06
J = 0.5,0.5000,1.0e-03,81.698780,6.99053302e-02,131.7857,351.2561,0.968073,8.942874e-06
J = 0.5,0.5000,1.0e-03,81.705447,7.00006684e-02,131.8389,351.2664,0.968055,8.715167e-06
J = 0.5,0.5000,1.0e-03,81.712114,7.01017062e-02,131.8923,351.2691,0.968038,8.473566e-06
J = 0.5,0.5000,1.0e-03,81.718781,7.02084164e-02,131.9458,351.2640,0.968021,8.218768e-06
J = 0.5,0.5000,1.0e-03,81.725448,7.03207289e-02,131.9991,351.2507,0.968005,7.951543e-06
J = 0.5,0.5000,1.0e-03,81.732115,7.04385292e-02,132.0521,351.2289,0.967989,7.672730e-06
J = 0.5,0.5000,1.0e-03,81.738783,7.05616577e-02,132.1046,351.1983,0.967973,7.383232e-06
J = 0.5,0.5000,1.0e-03,81.745450,7.06899111e-02,132.1562,351.1587,0.967958,7.084008e-06
J = 0.5,0.5000,1.0e-03,81.752117,7.08230410e-02,132.2069,351.1099,0.967945,6.776065e-06
J = 0.5,0.5000,1.0e-03,81.758784,7.09607557e-02,132.2563,351.0518,0.967932,6.460453e-06
J = 0.5,0.5000,1.0e-03,81.765451,7.11027212e-02,132.3042,350.9841,0.967921,6.138259e-06
J = 0.5,0.5000,1.0e-03,81.772118,7.12485618e-02,132.3504,350.9068,0.967911,5.810591e-06
J = 0.5,0.5000,1.0e-03,81.778785,7.13978625e-02,132.3948,350.8198,0.967902,5.478580e-06
J = 0.5,0.5000,1.0e-03,81.785452,7.15501719e-02,132.4370,350.7232,0.967895,5.143374e-06
J = 0.5,0.5000,1.0e-03,81.792119,7.17050028e-02,132.4769,350.6169,0.967890,4.806120e-06
J = 0.5,0.5000,1.0e-03,81.798787,7.18618350e-02,132.5143,350.5010,0.967886,4.467963e-06
J = 0.5,0.5000,1.0e-03,81.805454,7.20201199e-02,132.5490,350.3756,0.967885,4.130049e-06
J = 0.5,0.5000,1.0e-03,81.812121,7.21792822e-02,132.5808,350.2410,0.967885,3.793502e-06
J = 0.5,0.5000,1.0e-03,81.818788,7.23387230e-02,132.6096,350.0973,0.967887,3.459433e-06
J = 0.5,0.5000,1.0e-03,81.825455,7.24978237e-02,132.6351,349.9448,0.967892,3.128928e-06
J = 0.5,0.5000,1.0e-03,81.832122,7.26559499e-02,132.6573,349.7837,0.967899,2.803042e-06
J = 0.5,0.5000,1.0e-03,81.838789,7.28124539e-02,132.6760,349.6145,0.967908,2.482801e-06
J = 0.5,0.5000,1.0e-03,81.845456,7.29666790e-02,132.6912,349.4375,0.967919,2.169193e-06
J = 0.5,0.5000,1.0e-03,81.852123,7.31179639e-02,132.7027,349.2532,0.967932,1.863165e-06
J = 0.5,0.5000,1.0e-03,81.858791,7.32656452e-02,132.7105,349.0620,0.967947,1.565621e-06
J = 0.5,0.5000,1.0e-03,81.865458,7.34090617e-02,132.7145,348.8643,0.967965,1.277420e-06
J = 0.5,0.5000,1.0e-03,81.872125,7.35475588e-02,132.7146,348.6608,0.967985,9.993704e-07
J = 0.5,0.5000,1.0e-03,81.878792,7.36804907e-02,132.7110,348.4521,0.968007,7.322306e-07
J = 0.5,0.5000,1.0e-03,81.885459,7.38072254e-02,132.7035,348.2386,0.968031,4.767048e-07
J = 0.5,0.5000,1.0e-03,81.892126,7.39271480e-02,132.6923,348.0210,0.968058,2.334422e-07
J = 0.5,0.5000,1.0e-03,81.898793,7.40396631e-02,132.6774,347.8000,0.968086,3.035478e-09
J = 0.5,0.5000,1.0e-03,81.905460,7.41441997e-02,132.6588,347.5762,0.968116,2.139815e-07
J = 0.5,0.5000,1.0e-03,81.912127,7.42402132e-02,132.6367,347.3502,0.968148,4.171337e-07
J = 0.5,0.5000,1.0e-03,81.918795,7.43271891e-02,132.6111,347.1228,0.968182,6.060068e-07
J = 0.5,0.5000,1.0e-03,81.925462,7.44046462e-02,132.5823,346.8946,0.968217,7.802468e-07
J = 0.5,0.5000,1.0e-03,81.932129,7.44721382e-02,132.5503,346.6664,0.968254,9.395616e-07
J = 0.5,0.5000,1.0e-03,81.938796,7.45292581e-02,132.5153,346.4388,0.968293,1.083720e-06
J = 0.5,0.5000,1.0e-03,81.945463,7.45756392e-02,132.4775,346.2125,0.968332,1.212552e-06
J = 0.5,0.5000,1.0e-03,81.952130,7.46109576e-02,132.4371,345.9882,0.968373,1.325950e-06
J = 0.5,0.5000,1.0e-03,81.958797,7.46349355e-02,132.3944,345.7666,0.968414,1.423865e-06
J = 0.5,0.5000,1.0e-03,81.965464,7.46473410e-02,132.3494,345.5483,0.968457,1.506307e-06
J = 0.5,0.5000,1.0e-03,81.972131,7.46479916e-02,132.3026,345.3340,0.968500,1.573347e-06
J = 0.5,0.5000,1.0e-03,81.978799,7.46367545e-02,132.2540,345.1243,0.968543,1.625111e-06
J = 0.5,0.5000,1.0e-03,81.985466,7.46135480e-02,132.2040,344.9199,0.968587,1.661782e-06
J = 0.5,0.5000,1.0e-03,81.992133,7.45783431e-02,132.1528,344.7213,0.968631,1.683594e-06
J = 0.5,0.5000,1.0e-03,81.998800,7.45311630e-02,132.1007,344.5291,0.968675,1.690836e-06
J = 0.5,0.5000,1.0e-03,82.005467,7.44720846e-02,132.0479,344.3439,0.968719,1.683846e-06
J = 0.5,0.5000,1.0e-03,82.012134,7.44012383e-02,131.9946,344.1662,0.968762,1.663007e-06
J = 0.5,0.5000,1.0e-03,82.018801,7.43188074e-02,131.9412,343.9965,0.968804,1.628752e-06
J = 0.5,0.5000,1.0e-03,82.025468,7.42250290e-02,131.8878,343.8351,0.968846,1.581550e-06
J = 0.5,0.5000,1.0e-03,82.032135,7.41201920e-02,131.8347,343.6827,0.968886,1.521917e-06
J = 0.5,0.5000,1.0e-03,82.038803,7.40046370e-02,131.7821,343.5395,0.968925,1.450399e-06
J = 0.5,0.5000,1.0e-03,82.045470,7.38787554e-02,131.7302,343.4060,0.968963,1.367581e-06
J = 0.5,0.5000,1.0e-03,82.052137,7.37429868e-02,131.6792,343.2824,0.968999,1.274077e-06
J = 0.5,0.5000,1.0e-03,82.058804,7.35978185e-02,131.6294,343.1691,0.969033,1.170528e-06
J = 0.5,0.5000,1.0e-03,82.065471,7.34437838e-02,131.5809,343.0662,0.969066,1.057598e-06
J = 0.5,0.5000,1.0e-03,82.072138,7.32814577e-02,131.5338,342.9741,0.969095,9.359775e-07
J = 0.5,0.5000,1.0e-03,82.078805,7.31114560e-02,131.4883,342.8929,0.969123,8.063695e-07
J = 0.5,0.5000,1.0e-03,82.085472,7.29344337e-02,131.4446,342.8228,0.969148,6.694876e-07
J = 0.5,0.5000,1.0e-03,82.092139,7.27510793e-02,131.4027,342.7638,0.969170,5.260591e-07
J = 0.5,0.5000,1.0e-03,82.098807,7.25621126e-02,131.3627,342.7161,0.969189,3.768144e-07
J = 0.5,0.5000,1.0e-03,82.105474,7.23682817e-02,131.3247,342.6796,0.969206,2.224821e-07
J = 0.5,0.5000,1.0e-03,82.112141,7.21703590e-02,131.2888,342.6543,0.969219,6.378846e-08
J = 0.5,0.5000,1.0e-03,82.118808,7.19691361e-02,131.2550,342.6402,0.969229,9.855094e-08
J = 0.5,0.5000,1.0e-03,82.125475,7.17654210e-02,131.2233,342.6371,0.969236,2.638367e-07
J = 0.5,0.5000,1.0e-03,82.132142,7.15600329e-02,131.1936,342.6451,0.969239,4.313877e-07
J = 0.5,0.5000,1.0e-03,82.138809,7.13537971e-02,131.1661,342.6638,0.969239,6.005498e-07
J = 0.5,0.5000,1.0e-03,82.145476,7.11475409e-02,131.1407,342.6931,0.969236,7.707003e-07
J = 0.5,0.5000,1.0e-03,82.152143,7.09420884e-02,131.1172,342.7327,0.969229,9.412523e-07
J = 0.5,0.5000,1.0e-03,82.158811,7.07382547e-02,131.0957,342.7824,0.969219,1.111662e-06
J = 0.5,0.5000,1.0e-03,82.165478,7.05368419e-02,131.0760,342.8418,0.969206,1.281432e-06
J = 0.5,0.5000,1.0e-03,82.172145,7.03386328e-02,131.0581,342.9106,0.969190,1.450116e-06
J = 0.5,0.5000,1.0e-03,82.178812,7.01443861e-02,131.0419,342.9884,0.969171,1.617327e-06
J = 0.5,0.5000,1.0e-03,82.185479,6.99548315e-02,131.0273,343.0748,0.969148,1.782734e-06
J = 0.5,0.5000,1.0e-03,82.192146,6.97706639e-02,131.0142,343.1694,0.969123,1.946071e-06
J = 0.5,0.5000,1.0e-03,82.198813,6.95925391e-02,131.0024,343.2717,0.969095,2.107136e-06
J = 0.5,0.5000,1.0e-03,82.205480,6.94210696e-02,130.9918,343.3812,0.969065,2.265791e-06
J = 0.5,0.5000,1.0e-03,82.212147,6.92568188e-02,130.9823,343.4975,0.969033,2.421966e-06
J = 0.5,0.5000,1.0e-03,82.218815,6.91002986e-02,130.9738,343.6200,0.968999,2.575655e-06
J = 0.5,0.5000,1.0e-03,82.225482,6.89519651e-02,130.9662,343.7481,0.968963,2.726911e-06
J = 0.5,0.5000,1.0e-03,82.232149,6.88122152e-02,130.9593,343.8815,0.968926,2.875847e-06
J = 0.5,0.5000,1.0e-03,82.238816,6.86813853e-02,130.9531,344.0194,0.968887,3.022632e-06
J = 0.5,0.5000,1.0e-03,82.245483,6.85597481e-02,130.9474,344.1614,0.968848,3.167479e-06
J = 0.5,0.5000,1.0e-03,82.252150,6.84475117e-02,130.9422,344.3070,0.968808,3.310644e-06
J = 0.5,0.5000,1.0e-03,82.258817,6.83448195e-02,130.9373,344.4556,0.968767,3.452417e-06
J = 0.5,0.5000,1.0e-03,82.265484,6.82517499e-02,130.9327,344.6066,0.968727,3.593115e-06
J = 0.5,0.5000,1.0e-03,82.272151,6.81683158e-02,130.9283,344.7597,0.968686,3.733069e-06
J = 0.5,0.5000,1.0e-03,82.278819,6.80944681e-02,130.9240,344.9142,0.968646,3.872625e-06
J = 0.5,0.5000,1.0e-03,82.285486,6.80300963e-02,130.9198,345.0697,0.968607,4.012127e-06
J = 0.5,0.5000,1.0e-03,82.292153,6.79750313e-02,130.9157,345.2257,0.968568,4.151911e-06
J = 0.5,0.5000,1.0e-03,82.298820,6.79290487e-02,130.9115,345.3819,0.968531,4.292304e-06
J = 0.5,0.5000,1.0e-03,82.305487,6.78918727e-02,130.9073,345.5377,0.968495,4.433608e-06
J = 0.5,0.5000,1.0e-03,82.312154,6.78631800e-02,130.9031,345.6928,0.968460,4.576102e-06
J = 0.5,0.5000,1.0e-03,82.318821,6.78426041e-02,130.8989,345.8470,0.968427,4.720031e-06
J = 0.5,0.5000,1.0e-03,82.325488,6.78297411e-02,130.8946,345.9997,0.968396,4.865606e-06
J = 0.5,0.5000,1.0e-03,82.332155,6.78241535e-02,130.8903,346.1508,0.968366,5.013003e-06
J = 0.5,0.5000,1.0e-03,82.338823,6.78253763e-02,130.8859,346.3000,0.968339,5.162354e-06
J = 0.5,0.5000,1.0e-03,82.345490,6.78329224e-02,130.8815,346.4471,0.968313,5.313754e-06
J = 0.5,0.5000,1.0e-03,82.352157,6.78462872e-02,130.8771,346.5918,0.968290,5.467256e-06
J = 0.5,0.5000,1.0e-03,82.358824,6.78649547e-02,130.8727,346.7341,0.968269,5.622875e-06
J = 0.5,0.5000,1.0e-03,82.365491,6.78884022e-02,130.8684,346.8738,0.968250,5.780584e-06
J = 0.5,0.5000,1.0e-03,82.372158,6.79161052e-02,130.8641,347.0107,0.968233,5.940323e-06
J = 0.5,0.5000,1.0e-03,82.378825,6.79475427e-02,130.8600,347.1449,0.968218,6.101996e-06
J = 0.5,0.5000,1.0e-03,82.385492,6.79822009e-02,130.8560,347.2762,0.968205,6.265476e-06
J = 0.5,0.5000,1.0e-03,82.392159,6.80195780e-02,130.8521,347.4047,0.968194,6.430604e-06
J = 0.5,0.5000,1.0e-03,82.398827,6.80591882e-02,130.8485,347.5304,0.968186,6.597196e-06
J = 0.5,0.5000,1.0e-03,82.405494,6.81005641e-02,130.8452,347.6533,0.968179,6.765039e-06
J = 0.5,0.5000,1.0e-03,82.412161,6.81432615e-02,130.8422,347.7735,0.968174,6.933900e-06
J = 0.5,0.5000,1.0e-03,82.418828,6.81868608e-02,130.8395,347.8910,0.968170,7.103522e-06
J = 0.5,0.5000,1.0e-03,82.425495,6.82309701e-02,130.8372,348.0060,0.968168,7.273627e-06
J = 0.5,0.5000,1.0e-03,82.432162,6.82752278e-02,130.8354,348.1185,0.968168,7.443918e-06
J = 0.5,0.5000,1.0e-03,82.438829,6.83193032e-02,130.8341,348.2286,0.968169,7.614076e-06
J = 0.5,0.5000,1.0e-03,82.445496,6.83628989e-02,130.8334,348.3365,0.968171,7.783766e-06
J = 0.5,0.5000,1.0e-03,82.452163,6.84057519e-02,130.8332,348.4424,0.968174,7.952632e-06
J = 0.5,0.5000,1.0e-03,82.458831,6.84476340e-02,130.8338,348.5463,0.968178,8.120298e-06
J = 0.5,0.5000,1.0e-03,82.465498,6.84883527e-02,130.8351,348.6484,0.968183,8.286367e-06
J = 0.5,0.5000,1.0e-03,82.472165,6.85277519e-02,130.8372,348.7488,0.968188,8.450424e-06
J = 0.5,0.5000,1.0e-03,82.478832,6.85657114e-02,130.8402,348.8478,0.968194,8.612029e-06
J = 0.5,0.5000,1.0e-03,82.485499,6.86021467e-02,130.8441,348.9453,0.968201,8.770722e-06
J = 0.5,0.5000,1.0e-03,82.492166,6.86370099e-02,130.8491,349.0416,0.968207,8.926021e-06
J = 0.5,0.5000,1.0e-03,82.498833,6.86702880e-02,130.8551,349.1367,0.968214,9.077421e-06
J = 0.5,0.5000,1.0e-03,82.505500,6.87020024e-02,130.8623,349.2308,0.968221,9.224392e-06
J = 0.5,0.5000,1.0e-03,82.512167,6.87322083e-02,130.8708,349.3240,0.968228,9.366384e-06
J = 0.5,0.5000,1.0e-03,82.518835,6.87609935e-02,130.8806,349.4163,0.968234,9.502825e-06
J = 0.5,0.5000,1.0e-03,82.525502,6.87884777e-02,130.8918,349.5077,0.968240,9.633119e-06
J = 0.5,0.5000,1.0e-03,82.532169,6.88148102e-02,130.9044,349.5985,0.968246,9.756657e-06
J = 0.5,0.5000,1.0e-03,82.538836,6.88401691e-02,130.9186,349.6884,0.968251,9.872806e-06
J = 0.5,0.5000,1.0e-03,82.545503,6.88647598e-02,130.9344,349.7776,0.968255,9.980924e-06
J = 0.5,0.5000,1.0e-03,82.552170,6.88888123e-02,130.9519,349.8661,0.968259,1.008036e-05
J = 0.5,0.5000,1.0e-03,82.558837,6.89125800e-02,130.9711,349.9537,0.968261,1.017044e-05
J = 0.5,0.5000,1.0e-03,82.565504,6.89363378e-02,130.9921,350.0404,0.968263,1.025050e-05
J = 0.5,0.5000,1.0e-03,82.572171,6.89603786e-02,131.0149,350.1261,0.968264,1.031989e-05
J = 0.5,0.5000,1.0e-03,82.578839,6.89850123e-02,131.0396,350.2107,0.968264,1.037793e-05
J = 0.5,0.5000,1.0e-03,82.585506,6.90105628e-02,131.0662,350.2940,0.968262,1.042400e-05
J = 0.5,0.5000,1.0e-03,82.592173,6.90373645e-02,131.0948,350.3758,0.968259,1.045746e-05
J = 0.5,0.5000,1.0e-03,82.598840,6.90657611e-02,131.1252,350.4560,0.968256,1.047770e-05
J = 0.5,0.5000,1.0e-03,82.605507,6.90961012e-02,131.1576,350.5343,0.968251,1.048418e-05
J = 0.5,0.5000,1.0e-03,82.612174,6.91287358e-02,131.1920,350.6104,0.968244,1.047634e-05
J = 0.5,0.5000,1.0e-03,82.618841,6.91640160e-02,131.2282,350.6841,0.968237,1.045371e-05
J = 0.5,0.5000,1.0e-03,82.625508,6.92022878e-02,131.2663,350.7551,0.968228,1.041586e-05
J = 0.5,0.5000,1.0e-03,82.632175,6.92438914e-02,131.3063,350.8231,0.968219,1.036240e-05
J = 0.5,0.5000,1.0e-03,82.638843,6.92891557e-02,131.3480,350.8877,0.968208,1.029305e-05
J = 0.5,0.5000,1.0e-03,82.645510,6.93383961e-02,131.3913,350.9486,0.968196,1.020755e-05
J = 0.5,0.5000,1.0e-03,82.652177,6.93919114e-02,131.4363,351.0054,0.968183,1.010574e-05
J = 0.5,0.5000,1.0e-03,82.658844,6.94499794e-02,131.4828,351.0577,0.968169,9.987555e-06
J = 0.5,0.5000,1.0e-03,82.665511,6.95128553e-02,131.5307,351.1052,0.968154,9.852983e-06
J = 0.5,0.5000,1.0e-03,82.672178,6.95807672e-02,131.5799,351.1475,0.968139,9.702119e-06
J = 0.5,0.5000,1.0e-03,82.678845,6.96539139e-02,131.6302,351.1841,0.968123,9.535141e-06
J = 0.5,0.5000,1.0e-03,82.685512,6.97324625e-02,131.6814,351.2147,0.968106,9.352320e-06
J = 0.5,0.5000,1.0e-03,82.692179,6.98165445e-02,131.7335,351.2388,0.968090,9.154013e-06
J = 0.5,0.5000,1.0e-03,82.698847,6.99062554e-02,131.7862,351.2562,0.968072,8.940668e-06
J = 0.5,0.5000,1.0e-03,82.705514,7.00016506e-02,131.8394,351.2664,0.968055,8.712819e-06
J = 0.5,0.5000,1.0e-03,82.712181,7.01027452e-02,131.8928,351.2691,0.968038,8.471082e-06
J = 0.5,0.5000,1.0e-03,82.718848,7.02095121e-02,131.9463,351.2639,0.968021,8.216156e-06
J = 0.5,0.5000,1.0e-03,82.725515,7.03218800e-02,131.9997,351.2505,0.968005,7.948810e-06
J = 0.5,0.5000,1.0e-03,82.732182,7.04397343e-02,132.0527,351.2286,0.967988,7.669886e-06
J = 0.5,0.5000,1.0e-03,82.738849,7.05629153e-02,132.1051,351.1979,0.967973,7.380286e-06
J = 0.5,0.5000,1.0e-03,82.745516,7.06912186e-02,132.1567,351.1583,0.967958,7.080969e-06
J = 0.5,0.5000,1.0e-03,82.752183,7.08243960e-02,132.2074,351.1094,0.967945,6.772945e-06
J = 0.5,0.5000,1.0e-03,82.758851,7.09621550e-02,132.2567,351.0512,0.967932,6.457263e-06
J = 0.5,0.5000,1.0e-03,82.765518,7.11041609e-02,132.3047,350.9834,0.967921,6.135007e-06
J = 0.5,0.5000,1.0e-03,82.772185,7.12500384e-02,132.3509,350.9060,0.967910,5.807291e-06
J = 0.5,0.5000,1.0e-03,82.778852,7.13993718e-02,132.3952,350.8189,0.967902,5.475243e-06
J = 0.5,0.5000,1.0e-03,82.785519,7.15517086e-02,132.4374,350.7222,0.967895,5.140009e-06
J = 0.5,0.5000,1.0e-03,82.792186,7.17065617e-02,132.4773,350.6158,0.967890,4.802740e-06
J = 0.5,0.5000,1.0e-03,82.798853,7.18634116e-02,132.5147,350.4998,0.967886,4.464582e-06
J = 0.5,0.5000,1.0e-03,82.805520,7.20217083e-02,132.5493,350.3743,0.967885,4.126674e-06
J = 0.5,0.5000,1.0e-03,82.812187,7.21808761e-02,132.5811,350.2396,0.967885,3.790147e-06
J = 0.5,0.5000,1.0e-03,82.818855,7.23403167e-02,132.6098,350.0958,0.967887,3.456109e-06
J = 0.5,0.5000,1.0e-03,82.825522,7.24994110e-02,132.6354,349.9432,0.967892,3.125644e-06
J = 0.5,0.5000,1.0e-03,82.832189,7.26575240e-02,132.6575,349.7821,0.967899,2.799810e-06
J = 0.5,0.5000,1.0e-03,82.838856,7.28140084e-02,132.6762,349.6128,0.967908,2.479631e-06
J = 0.5,0.5000,1.0e-03,82.845523,7.29682076e-02,132.6913,349.4357,0.967919,2.166094e-06
J = 0.5,0.5000,1.0e-03,82.852190,7.31194597e-02,132.7028,349.2513,0.967932,1.860146e-06
J = 0.5,0.5000,1.0e-03,82.858857,7.32671016e-02,132.7105,349.0600,0.967948,1.562691e-06
J = 0.5,0.5000,1.0e-03,82.865524,7.34104722e-02,132.7145,348.8623,0.967965,1.274588e-06
J = 0.5,0.5000,1.0e-03,82.872191,7.35489166e-02,132.7146,348.6588,0.967985,9.966438e-07
J = 0.5,0.5000,1.0e-03,82.878859,7.36817898e-02,132.7109,348.4500,0.968007,7.296166e-07
J = 0.5,0.5000,1.0e-03,82.885526,7.38084594e-02,132.7035,348.2364,0.968032,4.742104e-07
J = 0.5,0.5000,1.0e-03,82.892193,7.39283107e-02,132.6922,348.0188,0.968058,2.310736e-07
J = 0.5,0.5000,1.0e-03,82.898860,7.40407490e-02,132.6772,347.7978,0.968086,7.981556e-10
J = 0.5,0.5000,1.0e-03,82.905527,7.41452028e-02,132.6586,347.5739,0.968116,2.160824e-07
J = 0.5,0.5000,1.0e-03,82.912194,7.42411285e-02,132.6365,347.3479,0.968149,4.190938e-07
J = 0.5,0.5000,1.0e-03,82.918861,7.43280116e-02,132.6109,347.1205,0.968182,6.078221e-07
J = 0.5,0.5000,1.0e-03,82.925528,7.44053710e-02,132.5820,346.8924,0.968218,7.819144e-07
J = 0.5,0.5000,1.0e-03,82.932195,7.44727615e-02,132.5499,346.6641,0.968255,9.410785e-07
J = 0.5,0.5000,1.0e-03,82.938863,7.45297756e-02,132.5149,346.4365,0.968293,1.085084e-06
J = 0.5,0.5000,1.0e-03,82.945530,7.45760476e-02,132.4771,346.2102,0.968332,1.213763e-06
J = 0.5,0.5000,1.0e-03,82.952197,7.46112541e-02,132.4367,345.9860,0.968373,1.327006e-06
J = 0.5,0.5000,1.0e-03,82.958864,7.46351171e-02,132.3939,345.7644,0.968415,1.424766e-06
J = 0.5,0.5000,1.0e-03,82.965531,7.46474061e-02,132.3490,345.5461,0.968457,1.507054e-06
J = 0.5,0.5000,1.0e-03,82.972198,7.46479382e-02,132.3021,345.3319,0.968500,1.573940e-06
J = 0.5,0.5000,1.0e-03,82.978865,7.46365817e-02,132.2535,345.1222,0.968544,1.625552e-06
J = 0.5,0.5000,1.0e-03,82.985532,7.46132554e-02,132.2035,344.9179,0.968588,1.662073e-06
J = 0.5,0.5000,1.0e-03,82.992199,7.45779304e-02,132.1523,344.7193,0.968632,1.683738e-06
J = 0.5,0.5000,1.0e-03,82.998867,7.45306310e-02,132.1002,344.5272,0.968675,1.690836e-06
J = 0.5,0.5000,1.0e-03,83.005534,7.44714341e-02,132.0474,344.3421,0.968719,1.683705e-06
J = 0.5,0.5000,1.0e-03,83.012201,7.44004709e-02,131.9941,344.1645,0.968762,1.662731e-06
J = 0.5,0.5000,1.0e-03,83.018868,7.43179255e-02,131.9407,343.9948,0.968805,1.628343e-06
J = 0.5,0.5000,1.0e-03,83.025535,7.42240348e-02,131.8873,343.8336,0.968846,1.581015e-06
J = 0.5,0.5000,1.0e-03,83.032202,7.41190889e-02,131.8341,343.6812,0.968887,1.521259e-06
J = 0.5,0.5000,1.0e-03,83.038869,7.40034287e-02,131.7815,343.5381,0.968926,1.449626e-06
J = 0.5,0.5000,1.0e-03,83.045536,7.38774457e-02,131.7297,343.4047,0.968964,1.366698e-06
J = 0.5,0.5000,1.0e-03,83.052203,7.37415808e-02,131.6787,343.2812,0.969000,1.273089e-06
J = 0.5,0.5000,1.0e-03,83.058871,7.35963213e-02,131.6289,343.1680,0.969034,1.169443e-06
J = 0.5,0.5000,1.0e-03,83.065538,7.34422003e-02,131.5804,343.0653,0.969066,1.056425e-06
J = 0.5,0.5000,1.0e-03,83.072205,7.32797944e-02,131.5333,342.9733,0.969096,9.347195e-07
J = 0.5,0.5000,1.0e-03,83.078872,7.31097199e-02,131.4879,342.8922,0.969123,8.050341e-07
J = 0.5,0.5000,1.0e-03,83.085539,7.29326304e-02,131.4442,342.8222,0.969148,6.680848e-07
J = 0.5,0.5000,1.0e-03,83.092206,7.27492160e-02,131.4023,342.7633,0.969170,5.245945e-07
J = 0.5,0.5000,1.0e-03,83.098873,7.25601971e-02,131.3623,342.7156,0.969190,3.752947e-07
J = 0.5,0.5000,1.0e-03,83.105540,7.23663215e-02,131.3244,342.6792,0.969206,2.209159e-07
