beta0_deg,Id0_over_Is,Pe_min,J,mu_over_J,sigma,omega_e0,fate,omega_e_final,omega_e_peak,omega_e_min,omega_e_tailmean,ripple,t_end_yr,reached_horizon,beta_final_deg,Id_final_over_Is,eps_beta_max,t_domain_exit_yr,in_domain,omega_e_tailmean_numeric,n_resonance_crossings,nearest_resonance,d_to_resonance,min_d_separatrix,wall_s
15.00,0.4120,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29964093e-02,5.76934958e-02,6.99506200e-04,3.93363004e-02,4.005681e-01,20.0000,1,150.0699,0.973994,8.076309e-02,NaN,1,NaN,87,SAM 4:1,-0.000446,4.663660e-05,0.18
45.00,0.4120,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963826e-02,5.88650928e-02,4.67743367e-04,3.93363013e-02,4.005705e-01,20.0000,1,150.0698,0.973994,1.545070e-02,NaN,1,NaN,85,SAM 4:1,-0.000446,2.327847e-03,0.18
75.00,0.4120,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,3.15070364e-03,5.85820759e-03,8.35714125e-04,3.86213587e-03,8.756112e-01,20.0000,1,179.7490,0.275490,3.727759e-03,NaN,1,NaN,158,LAM 2:5,-0.010055,2.893932e-01,1.11
105.00,0.4120,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29960997e-02,5.46630251e-02,6.41679622e-04,3.93362711e-02,4.005497e-01,20.0000,1,150.0698,0.973994,1.537872e-02,NaN,1,NaN,67,SAM 4:1,-0.000446,2.546075e-03,0.27
135.00,0.4120,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29962494e-02,5.87026097e-02,8.36440932e-04,3.93362878e-02,4.005615e-01,20.0000,1,150.0698,0.973994,1.059192e-02,NaN,1,NaN,63,SAM 4:1,-0.000446,2.390234e-04,0.12
165.00,0.4120,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29964012e-02,5.90204017e-02,6.37188341e-04,3.93363023e-02,4.005707e-01,20.0000,1,150.0698,0.973994,1.240809e-01,NaN,1,NaN,77,SAM 4:1,-0.000446,1.141210e-03,0.20
15.00,0.4807,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963782e-02,5.83105051e-02,7.49340991e-04,3.93362988e-02,4.005678e-01,20.0000,1,150.0699,0.973994,6.674547e-03,NaN,1,NaN,74,SAM 4:1,-0.000446,4.063978e-04,0.08
45.00,0.4807,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963779e-02,5.78612467e-02,8.91044163e-04,3.93362975e-02,4.005663e-01,20.0000,1,150.0699,0.973994,9.257584e-03,NaN,1,NaN,72,SAM 4:1,-0.000446,7.471069e-04,0.08
75.00,0.4807,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963782e-02,5.78773696e-02,9.04493493e-04,3.93362984e-02,4.005674e-01,20.0000,1,150.0699,0.973994,3.692694e-03,NaN,1,NaN,64,SAM 4:1,-0.000446,1.078780e-03,0.08
105.00,0.4807,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29962026e-02,5.64822634e-02,8.98574647e-04,3.93362835e-02,4.005589e-01,20.0000,1,150.0698,0.973994,5.332036e-03,NaN,1,NaN,56,SAM 4:1,-0.000446,6.382922e-05,0.25
135.00,0.4807,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963098e-02,5.90268111e-02,6.46741779e-04,3.93362951e-02,4.005669e-01,20.0000,1,150.0698,0.973994,8.799214e-03,NaN,1,NaN,68,SAM 4:1,-0.000446,4.877138e-04,0.17
165.00,0.4807,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,3.98569840e-03,5.82244440e-03,5.24727124e-04,4.30540178e-03,8.178462e-01,20.0000,1,150.1961,0.399856,6.445362e-03,NaN,1,NaN,161,LAM 1:2,0.016523,2.314977e-01,1.48
15.00,0.5493,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,3.23875147e-03,5.98358542e-03,8.55623597e-04,3.89822530e-03,8.892740e-01,20.0000,1,179.7412,0.275130,8.370546e-03,NaN,1,NaN,148,LAM 2:5,-0.010415,3.028272e-01,1.11
45.00,0.5493,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29962893e-02,5.63888189e-02,8.20348800e-04,3.93362921e-02,4.005644e-01,20.0000,1,150.0698,0.973994,1.214352e-02,NaN,1,NaN,53,SAM 4:1,-0.000446,1.137712e-03,0.08
75.00,0.5493,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963665e-02,5.79760126e-02,8.45970568e-04,3.93362986e-02,4.005682e-01,20.0000,1,150.0698,0.973994,1.922398e-03,NaN,1,NaN,69,SAM 4:1,-0.000446,2.278924e-04,0.08
105.00,0.5493,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,3.28300105e-03,5.85705074e-03,1.46517029e-03,3.84593975e-03,8.909577e-01,20.0000,1,179.7413,0.274989,4.043825e-03,NaN,1,NaN,138,LAM 2:5,-0.010556,3.707376e-01,1.12
135.00,0.5493,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,5.18091815e-03,5.91347619e-03,8.55214935e-04,3.95491932e-03,8.663574e-01,20.0000,1,173.9034,0.274694,1.206148e-02,NaN,1,NaN,164,LAM 2:5,-0.010851,2.198086e-01,1.32
165.00,0.5493,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.93858919e-03,5.86723381e-03,8.38891581e-04,3.81595072e-03,8.825362e-01,20.0000,1,176.3389,0.274670,8.329524e-03,NaN,1,NaN,132,LAM 2:5,-0.010875,2.418767e-01,1.30
15.00,0.6180,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,3.92725537e-03,5.93790565e-03,7.73350345e-04,3.73856982e-03,9.076382e-01,20.0000,1,179.6641,0.274666,9.630797e-03,NaN,1,NaN,132,LAM 2:5,-0.010879,2.674715e-01,1.12
45.00,0.6180,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29962576e-02,5.79920193e-02,7.19201011e-04,3.93362870e-02,4.005602e-01,20.0000,1,150.0698,0.973994,1.421801e-02,NaN,1,NaN,51,SAM 4:1,-0.000446,8.040178e-04,0.09
75.00,0.6180,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29962915e-02,5.63016571e-02,7.49019422e-04,3.93362924e-02,4.005647e-01,20.0000,1,150.0698,0.973994,2.920082e-03,NaN,1,NaN,49,SAM 4:1,-0.000446,1.188094e-03,0.09
105.00,0.6180,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.00826624e-03,5.93668207e-03,1.50902684e-03,3.73808007e-03,9.247677e-01,20.0000,1,179.6717,0.274663,6.283632e-03,NaN,1,NaN,132,LAM 2:5,-0.010882,3.089919e-01,1.18
135.00,0.6180,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29961745e-02,5.81482661e-02,1.74532925e-03,3.93362775e-02,4.005534e-01,20.0000,1,150.0698,0.973994,1.431843e-02,NaN,1,NaN,55,SAM 4:1,-0.000446,2.645051e-03,0.16
165.00,0.6180,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29964065e-02,5.80156887e-02,1.74532925e-03,3.93363012e-02,4.005691e-01,20.0000,1,150.0699,0.973994,9.681004e-03,NaN,1,NaN,67,SAM 4:1,-0.000446,2.457082e-03,0.18
15.00,0.6867,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963501e-02,5.66067097e-02,1.16214835e-03,3.93362977e-02,4.005679e-01,20.0000,1,150.0698,0.973994,1.073611e-02,NaN,1,NaN,63,SAM 4:1,-0.000446,1.667801e-04,0.08
45.00,0.6867,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963803e-02,5.81885092e-02,1.22353610e-03,3.93362983e-02,4.005672e-01,20.0000,1,150.0699,0.973994,1.596046e-02,NaN,1,NaN,63,SAM 4:1,-0.000446,2.484444e-03,0.09
75.00,0.6867,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963343e-02,5.46419325e-02,1.30267539e-03,3.93362965e-02,4.005673e-01,20.0000,1,150.0698,0.973994,3.571568e-03,NaN,1,NaN,61,SAM 4:1,-0.000446,5.070011e-04,0.08
105.00,0.6867,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963680e-02,5.80508079e-02,1.57027874e-03,3.93362987e-02,4.005682e-01,20.0000,1,150.0698,0.973994,3.665771e-03,NaN,1,NaN,65,SAM 4:1,-0.000446,1.809771e-04,0.10
135.00,0.6867,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,3.68429229e-03,5.98399567e-03,1.74532925e-03,3.92797296e-03,9.100852e-01,20.0000,1,179.6981,0.274710,1.614887e-02,NaN,1,NaN,122,LAM 2:5,-0.010835,2.857259e-01,1.13
165.00,0.6867,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,3.62239193e-03,5.99795193e-03,1.74532925e-03,3.92460950e-03,8.998225e-01,20.0000,1,179.7111,0.274716,1.083031e-02,NaN,1,NaN,128,LAM 2:5,-0.010829,2.857259e-01,1.11
15.00,0.7554,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963612e-02,5.76336632e-02,1.00506998e-03,3.93362984e-02,4.005682e-01,20.0000,1,150.0698,0.973994,1.194727e-02,NaN,1,NaN,60,SAM 4:1,-0.000446,2.636711e-03,0.08
45.00,0.7554,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963784e-02,5.78897830e-02,1.16448782e-03,3.93362976e-02,4.005664e-01,20.0000,1,150.0699,0.973994,1.777058e-02,NaN,1,NaN,60,SAM 4:1,-0.000446,1.043829e-03,0.09
75.00,0.7554,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963600e-02,5.75274858e-02,1.28410927e-03,3.93362983e-02,4.005681e-01,20.0000,1,150.0698,0.973994,4.004047e-03,NaN,1,NaN,62,SAM 4:1,-0.000446,3.201333e-03,0.08
105.00,0.7554,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963703e-02,5.80281576e-02,1.62400909e-03,3.93362987e-02,4.005681e-01,20.0000,1,150.0698,0.973994,4.118099e-03,NaN,1,NaN,60,SAM 4:1,-0.000446,1.502511e-03,0.08
135.00,0.7554,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,3.94559514e-03,5.93372466e-03,1.74532925e-03,3.71829307e-03,9.209454e-01,20.0000,1,179.6481,0.274665,1.799868e-02,NaN,1,NaN,123,LAM 2:5,-0.010880,2.142945e-01,1.09
165.00,0.7554,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,3.58532852e-03,5.93121348e-03,1.74532925e-03,3.88053399e-03,9.026288e-01,20.0000,1,179.7196,0.274719,1.206132e-02,NaN,1,NaN,133,LAM 2:5,-0.010826,2.142945e-01,1.16
15.00,0.8240,60.0,1.8000,1.0e-03,-1,1.74532925e-03,spinup,1.00000000e+00,1.00000000e+00,1.01621355e-03,9.53489141e-01,9.543644e-02,3.4243,0,84.6294,1.000000,1.318106e-01,NaN,1,NaN,9,SAM 4:1,0.025560,2.549921e-02,0.03
45.00,0.8240,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963391e-02,5.52401728e-02,1.11820488e-03,3.93362969e-02,4.005675e-01,20.0000,1,150.0698,0.973994,2.012978e-02,NaN,1,NaN,60,SAM 4:1,-0.000446,1.973970e-03,0.08
75.00,0.8240,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29962943e-02,5.61286074e-02,1.17100272e-03,3.93362927e-02,4.005649e-01,20.0000,1,150.0698,0.973994,4.169705e-03,NaN,1,NaN,46,SAM 4:1,-0.000446,1.218735e-03,0.09
105.00,0.8240,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29962965e-02,5.60752748e-02,1.68749453e-03,3.93362929e-02,4.005651e-01,20.0000,1,150.0698,0.973994,4.290887e-03,NaN,1,NaN,48,SAM 4:1,-0.000446,1.408024e-03,0.08
135.00,0.8240,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963800e-02,5.82618692e-02,1.74532925e-03,3.93362986e-02,4.005675e-01,20.0000,1,150.0699,0.973994,2.037214e-02,NaN,1,NaN,60,SAM 4:1,-0.000446,1.101519e-03,0.11
165.00,0.8240,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963703e-02,5.73868180e-02,1.74532925e-03,3.93362961e-02,4.005652e-01,20.0000,1,150.0699,0.973994,1.375182e-02,NaN,1,NaN,58,SAM 4:1,-0.000446,2.026790e-03,0.09
15.00,0.8927,60.0,1.8000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
45.00,0.8927,60.0,1.8000,1.0e-03,-1,1.74532925e-03,spinup,1.00000000e+00,1.00000000e+00,1.20703552e-03,9.60880617e-01,7.584954e-02,3.2948,0,84.6711,1.000000,2.428051e-02,NaN,1,NaN,6,SAM 4:1,0.025560,3.066770e-02,0.02
75.00,0.8927,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963485e-02,5.64501065e-02,1.15346943e-03,3.93362976e-02,4.005679e-01,20.0000,1,150.0698,0.973994,3.094353e-03,NaN,1,NaN,59,SAM 4:1,-0.000446,6.303288e-04,0.10
105.00,0.8927,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29962775e-02,5.72203978e-02,1.65234064e-03,3.93362898e-02,4.005624e-01,20.0000,1,150.0698,0.973994,3.215883e-03,NaN,1,NaN,41,SAM 4:1,-0.000446,1.391414e-03,0.08
135.00,0.8927,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963578e-02,5.73865959e-02,1.74532925e-03,3.93362982e-02,4.005681e-01,20.0000,1,150.0698,0.973994,2.409862e-02,NaN,1,NaN,63,SAM 4:1,-0.000446,2.277896e-03,0.07
165.00,0.8927,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963666e-02,5.79746832e-02,1.74532925e-03,3.93362986e-02,4.005682e-01,20.0000,1,150.0698,0.973994,1.676780e-02,NaN,1,NaN,65,SAM 4:1,-0.000446,2.339472e-04,0.09
15.00,0.9652,60.0,1.8000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
45.00,0.9652,60.0,1.8000,1.0e-03,-1,1.74532925e-03,spinup,1.00000000e+00,1.00000000e+00,1.74532925e-03,9.64114338e-01,6.935356e-02,3.2647,0,86.2795,1.000000,3.754509e-02,NaN,1,NaN,2,SAM 4:1,0.025560,4.017948e-03,0.02
75.00,0.9652,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29962880e-02,5.50928385e-02,1.74532925e-03,3.93362911e-02,4.005634e-01,20.0000,1,150.0698,0.973994,1.470520e-01,NaN,1,NaN,43,SAM 4:1,-0.000446,2.571609e-03,0.09
105.00,0.9652,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963297e-02,5.64890665e-02,1.74532925e-03,3.93362920e-02,4.005625e-01,20.0000,1,150.0699,0.973994,1.316821e-01,NaN,1,NaN,45,SAM 4:1,-0.000446,2.591624e-03,0.07
135.00,0.9652,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963076e-02,5.40390369e-02,1.74532925e-03,3.93362939e-02,4.005656e-01,20.0000,1,150.0698,0.973994,6.805254e-03,NaN,1,NaN,51,SAM 4:1,-0.000446,1.289486e-03,0.08
165.00,0.9652,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963341e-02,5.46395706e-02,1.74532925e-03,3.93362965e-02,4.005673e-01,20.0000,1,150.0698,0.973994,2.879489e-02,NaN,1,NaN,61,SAM 4:1,-0.000446,4.450862e-04,0.09
15.00,0.9691,60.0,1.8000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
45.00,0.9691,60.0,1.8000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
75.00,0.9691,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963040e-02,5.40598763e-02,1.74532925e-03,3.93362935e-02,4.005653e-01,20.0000,1,150.0698,0.973994,1.711805e-01,NaN,1,NaN,50,SAM 4:1,-0.000446,2.861190e-03,0.09
105.00,0.9691,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963138e-02,5.69393307e-02,1.74532925e-03,3.93362908e-02,4.005618e-01,20.0000,1,150.0699,0.973994,1.588342e-01,NaN,1,NaN,42,SAM 4:1,-0.000446,2.421493e-03,0.08
135.00,0.9691,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963082e-02,5.40464465e-02,1.74532925e-03,3.93362939e-02,4.005657e-01,20.0000,1,150.0698,0.973994,2.911241e-02,NaN,1,NaN,52,SAM 4:1,-0.000446,1.074221e-03,0.08
165.00,0.9691,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963318e-02,5.45454100e-02,1.74532925e-03,3.93362963e-02,4.005672e-01,20.0000,1,150.0698,0.973994,2.003686e-02,NaN,1,NaN,64,SAM 4:1,-0.000446,6.398497e-05,0.09
15.00,0.9730,60.0,1.8000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
45.00,0.9730,60.0,1.8000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
75.00,0.9730,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963172e-02,5.41384343e-02,1.74532925e-03,3.93362949e-02,4.005663e-01,20.0000,1,150.0698,0.973994,1.724121e-01,NaN,1,NaN,54,SAM 4:1,-0.000446,1.299883e-03,0.09
105.00,0.9730,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29962896e-02,5.48161007e-02,1.74532925e-03,3.93362914e-02,4.005637e-01,20.0000,1,150.0698,0.973994,1.630192e-01,NaN,1,NaN,44,SAM 4:1,-0.000446,2.649789e-03,0.08
135.00,0.9730,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963109e-02,5.40371988e-02,1.74532925e-03,3.93362942e-02,4.005659e-01,20.0000,1,150.0698,0.973994,4.555883e-02,NaN,1,NaN,52,SAM 4:1,-0.000446,2.647269e-04,0.09
165.00,0.9730,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963305e-02,5.44913421e-02,1.74532925e-03,3.93362962e-02,4.005671e-01,20.0000,1,150.0698,0.973994,9.408256e-03,NaN,1,NaN,64,SAM 4:1,-0.000446,3.401369e-04,0.09
15.00,0.9768,60.0,1.8000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
45.00,0.9768,60.0,1.8000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
75.00,0.9768,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963308e-02,5.44894796e-02,1.74532925e-03,3.93362962e-02,4.005671e-01,20.0000,1,150.0698,0.973994,1.605857e-01,NaN,1,NaN,65,SAM 4:1,-0.000446,2.870214e-04,0.09
105.00,0.9768,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963112e-02,5.40496142e-02,1.74532925e-03,3.93362943e-02,4.005659e-01,20.0000,1,150.0698,0.973994,1.540775e-01,NaN,1,NaN,53,SAM 4:1,-0.000446,1.937380e-04,0.09
135.00,0.9768,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963149e-02,5.40851745e-02,1.74532925e-03,3.93362947e-02,4.005662e-01,20.0000,1,150.0698,0.973994,5.944281e-02,NaN,1,NaN,55,SAM 4:1,-0.000446,6.287071e-04,0.09
165.00,0.9768,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963301e-02,5.44918294e-02,1.74532925e-03,3.93362961e-02,4.005671e-01,20.0000,1,150.0698,0.973994,2.868519e-03,NaN,1,NaN,65,SAM 4:1,-0.000446,4.428332e-04,0.08
15.00,0.9807,60.0,1.8000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
45.00,0.9807,60.0,1.8000,1.0e-03,-1,1.74532925e-03,spinup,1.00000000e+00,1.00000000e+00,1.74532925e-03,9.61121025e-01,7.551368e-02,3.2896,0,84.8812,1.000000,7.921441e-02,NaN,1,NaN,0,SAM 4:1,0.025560,2.008974e-02,0.02
75.00,0.9807,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963483e-02,5.64228254e-02,1.74532925e-03,3.93362976e-02,4.005679e-01,20.0000,1,150.0698,0.973994,1.396473e-01,NaN,1,NaN,65,SAM 4:1,-0.000446,7.107816e-04,0.09
105.00,0.9807,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963272e-02,5.43767578e-02,1.74532925e-03,3.93362959e-02,4.005669e-01,20.0000,1,150.0698,0.973994,1.359568e-01,NaN,1,NaN,65,SAM 4:1,-0.000446,1.388179e-03,0.09
135.00,0.9807,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963199e-02,5.42074809e-02,1.74532925e-03,3.93362952e-02,4.005665e-01,20.0000,1,150.0698,0.973994,7.183327e-02,NaN,1,NaN,57,SAM 4:1,-0.000446,2.129774e-03,0.09
165.00,0.9807,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963306e-02,5.44906831e-02,1.74532925e-03,3.93362962e-02,4.005671e-01,20.0000,1,150.0698,0.973994,1.651805e-02,NaN,1,NaN,65,SAM 4:1,-0.000446,3.171408e-04,0.09
15.00,0.9845,60.0,1.8000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
45.00,0.9845,60.0,1.8000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
75.00,0.9845,60.0,1.8000,1.0e-03,-1,1.74532925e-03,spinup,1.00000000e+00,1.00000000e+00,1.74532925e-03,9.74566835e-01,4.253202e-02,3.2345,0,87.4894,1.000000,1.117668e-01,NaN,1,NaN,0,SAM 4:1,0.025560,2.410769e-02,0.02
105.00,0.9845,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963437e-02,5.58583308e-02,1.74532925e-03,3.93362972e-02,4.005677e-01,20.0000,1,150.0698,0.973994,1.108284e-01,NaN,1,NaN,67,SAM 4:1,-0.000446,2.576056e-03,0.09
135.00,0.9845,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963261e-02,5.43533171e-02,1.74532925e-03,3.93362958e-02,4.005669e-01,20.0000,1,150.0698,0.973994,8.321913e-02,NaN,1,NaN,65,SAM 4:1,-0.000446,1.798931e-03,0.09
165.00,0.9845,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963322e-02,5.45680654e-02,1.74532925e-03,3.93362963e-02,4.005672e-01,20.0000,1,150.0698,0.973994,3.131628e-02,NaN,1,NaN,65,SAM 4:1,-0.000446,8.046290e-06,0.09
15.00,0.9884,60.0,1.8000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
45.00,0.9884,60.0,1.8000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
75.00,0.9884,60.0,1.8000,1.0e-03,-1,1.74532925e-03,spinup,1.00000000e+00,1.00000000e+00,1.74532925e-03,9.65298138e-01,6.705150e-02,3.2541,0,86.9078,1.000000,7.833921e-02,NaN,1,NaN,0,SAM 4:1,0.025560,2.812564e-02,0.02
105.00,0.9884,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963655e-02,5.78882700e-02,1.74532925e-03,3.93362986e-02,4.005682e-01,20.0000,1,150.0698,0.973994,8.008909e-02,NaN,1,NaN,71,SAM 4:1,-0.000446,6.109630e-04,0.09
135.00,0.9884,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963338e-02,5.46334965e-02,1.74532925e-03,3.93362964e-02,4.005673e-01,20.0000,1,150.0698,0.973994,9.386706e-02,NaN,1,NaN,63,SAM 4:1,-0.000446,3.527498e-04,0.09
165.00,0.9884,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963352e-02,5.46558801e-02,1.74532925e-03,3.93362966e-02,4.005673e-01,20.0000,1,150.0698,0.973994,4.708403e-02,NaN,1,NaN,63,SAM 4:1,-0.000446,7.362362e-04,0.09
15.00,0.9923,60.0,1.8000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
45.00,0.9923,60.0,1.8000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
75.00,0.9923,60.0,1.8000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
105.00,0.9923,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,3.70612830e-03,5.93311924e-03,1.46324248e-03,3.95140133e-03,9.033018e-01,20.0000,1,179.7157,0.274710,4.472513e-02,NaN,1,NaN,134,LAM 2:5,-0.010835,3.214359e-02,1.13
135.00,0.9923,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963443e-02,5.59298254e-02,1.74532925e-03,3.93362973e-02,4.005677e-01,20.0000,1,150.0698,0.973994,1.039393e-01,NaN,1,NaN,67,SAM 4:1,-0.000446,2.295825e-03,0.09
165.00,0.9923,60.0,1.8000,1.0e-03,-1,1.74532925e-03,cycling,4.29963408e-02,5.54293726e-02,1.74532925e-03,3.93362970e-02,4.005676e-01,20.0000,1,150.0698,0.973994,6.367566e-02,NaN,1,NaN,67,SAM 4:1,-0.000446,2.527829e-03,0.11
15.00,0.9961,60.0,1.8000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
45.00,0.9961,60.0,1.8000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
