case_id,block,backend,ic_id,alpha0_deg,beta0_deg,Pe_min,Id0_over_Is,band0,band_frac0,d_sep0,J,mu_over_J,sigma,omega_e0,fate,omega_e_final,omega_e_tailmean,omega_e_peak,omega_e_min,ripple,t_end_yr,reached_horizon,alpha_final_deg,beta_final_deg,Id_final_over_Is,regime_final,n_sep_crossings,min_d_separatrix,eps_beta_max,in_domain,t_eps_exit_yr,timed_out,wall_s,error
141,main,analytic,12,142.217,85.601,33.409,0.997980,SAM,0.9477,0.050469,5.0000,1.0e-03,-1,3.13452034e-03,cycling,1.07243393e-02,1.20253788e-02,4.46381324e-01,4.46023598e-05,4.261534e-01,100.0000,1,28.335,144.0644,0.968793,SAM,0,4.290701e-03,1.670928e-02,1,NaN,0,9.82,
143,main,analytic,12,142.217,85.601,33.409,0.997980,SAM,0.9477,0.050469,10.0000,1.0e-03,-1,3.13452034e-03,cycling,6.23995106e-03,6.07265434e-03,4.50600111e-01,3.13452034e-03,2.551658e-01,100.0000,1,85.861,145.8203,0.970021,SAM,0,1.021035e-02,1.670928e-02,1,NaN,0,9.19,
165,main,analytic,14,35.528,16.368,288.722,0.997154,SAM,0.9263,0.049329,5.0000,1.0e-03,-1,3.62701039e-04,spinup,1.00000000e+00,9.72102565e-01,1.00000000e+00,3.62701039e-04,5.311087e-02,3.2127,0,190.883,89.8950,1.000000,SAM,0,4.932938e-02,1.953037e+00,0,0.0000,0,0.44,
167,main,analytic,14,35.528,16.368,288.722,0.997154,SAM,0.9263,0.049329,10.0000,1.0e-03,-1,3.62701039e-04,spinup,1.00000000e+00,9.72100362e-01,1.00000000e+00,3.62701039e-04,5.311635e-02,3.2127,0,190.881,89.8947,1.000000,SAM,0,4.932938e-02,1.953037e+00,0,0.0000,0,0.47,
177,main,analytic,15,188.236,52.272,70.510,0.989515,SAM,0.7286,0.038798,5.0000,1.0e-03,-1,1.48518321e-03,despin,1.00000002e-08,5.05396800e-03,1.73057191e-01,1.00000002e-08,6.150340e+00,0.7048,0,55.480,66.3676,0.959566,LAM,1,2.490383e-03,2.002108e+09,0,0.6571,0,5.69,
179,main,analytic,15,188.236,52.272,70.510,0.989515,SAM,0.7286,0.038798,10.0000,1.0e-03,-1,1.48518321e-03,cycling,6.36339178e-03,6.06824590e-03,1.76476118e-01,5.34969313e-04,2.588275e-01,100.0000,1,113.822,145.8436,0.970585,SAM,0,1.022160e-02,1.241440e-01,1,NaN,0,7.40,
189,main,analytic,16,90.627,16.569,46.785,0.993399,SAM,0.8291,0.044154,5.0000,1.0e-03,-1,2.23832861e-03,spinup,1.00000000e+00,9.68755546e-01,1.00000000e+00,2.23832861e-03,6.051407e-02,3.2226,0,188.655,88.8186,1.000000,SAM,0,4.415376e-02,4.123030e-02,1,NaN,0,0.30,
191,main,analytic,16,90.627,16.569,46.785,0.993399,SAM,0.8291,0.044154,10.0000,1.0e-03,-1,2.23832861e-03,spinup,1.00000000e+00,9.68753818e-01,1.00000000e+00,2.23832861e-03,6.051808e-02,3.2226,0,188.654,88.8181,1.000000,SAM,0,4.415376e-02,4.123030e-02,1,NaN,0,0.33,
223,main,analytic,19,277.155,83.403,82.486,0.986153,SAM,0.6415,0.034163,1.8000,1.0e-03,-1,1.26955086e-03,spinup,1.00000000e+00,9.58357619e-01,1.00000000e+00,1.26955086e-03,8.139689e-02,3.3180,0,183.656,83.7171,1.000000,SAM,0,3.416318e-02,1.519306e-01,1,NaN,0,10.51,
225,main,analytic,19,277.155,83.403,82.486,0.986153,SAM,0.6415,0.034163,5.0000,1.0e-03,-1,1.26955086e-03,spinup,1.00000000e+00,9.57705487e-01,1.00000000e+00,1.26955086e-03,8.287959e-02,3.3251,0,183.195,83.5079,1.000000,SAM,0,3.416318e-02,1.519306e-01,1,NaN,0,0.56,
227,main,analytic,19,277.155,83.403,82.486,0.986153,SAM,0.6415,0.034163,10.0000,1.0e-03,-1,1.26955086e-03,spinup,1.00000000e+00,9.57071072e-01,1.00000000e+00,1.26955086e-03,8.434457e-02,3.3326,0,182.729,83.3236,1.000000,SAM,0,3.416318e-02,1.519306e-01,1,NaN,0,0.64,
249,main,analytic,21,252.742,68.755,35.698,0.974839,SAM,0.3486,0.018566,5.0000,1.0e-03,-1,2.93351415e-03,spinup,1.00000000e+00,9.53884672e-01,1.00000000e+00,2.93351415e-03,9.431786e-02,3.4143,0,178.411,84.5542,1.000000,SAM,0,1.856571e-02,4.850739e-02,1,NaN,0,0.51,
251,main,analytic,21,252.742,68.755,35.698,0.974839,SAM,0.3486,0.018566,10.0000,1.0e-03,-1,2.93351415e-03,cycling,6.33221356e-03,6.07080938e-03,1.20323495e-01,5.70193978e-05,2.569187e-01,100.0000,1,103.997,145.8522,0.970403,SAM,0,1.021090e-02,4.850739e-02,1,NaN,0,13.48,
257,main,analytic,22,212.313,42.678,353.215,0.987714,SAM,0.6819,0.036316,1.0000,1.0e-03,-1,2.96476303e-04,spinup,1.00000000e+00,9.53817056e-01,1.00000000e+00,2.96476303e-04,9.378012e-02,3.4055,0,178.887,83.9786,1.000000,SAM,0,3.631567e-02,3.098246e+00,0,0.0000,0,0.04,
259,main,analytic,22,212.313,42.678,353.215,0.987714,SAM,0.6819,0.036316,1.8000,1.0e-03,-1,2.96476303e-04,spinup,1.00000000e+00,9.53881004e-01,1.00000000e+00,2.96476303e-04,9.379003e-02,3.4059,0,178.809,84.1158,1.000000,SAM,0,3.631567e-02,3.098246e+00,0,0.0000,0,0.08,
261,main,analytic,22,212.313,42.678,353.215,0.987714,SAM,0.6819,0.036316,5.0000,1.0e-03,-1,2.96476303e-04,spinup,1.00000000e+00,9.53952310e-01,1.00000000e+00,2.96476303e-04,9.377782e-02,3.4069,0,178.745,84.2560,1.000000,SAM,0,3.631567e-02,3.098246e+00,0,0.0000,0,0.41,
263,main,analytic,22,212.313,42.678,353.215,0.987714,SAM,0.6819,0.036316,10.0000,1.0e-03,-1,2.96476303e-04,spinup,1.00000000e+00,9.53984777e-01,1.00000000e+00,2.96476303e-04,9.380200e-02,3.4080,0,178.695,84.3449,1.000000,SAM,0,3.631567e-02,3.098246e+00,0,0.0000,0,0.48,
264,main,analytic,22,212.313,42.678,353.215,0.987714,SAM,0.6819,0.036316,10.0000,1.0e-04,-1,2.96476303e-04,spinup,1.00000000e+00,9.53837584e-01,1.00000000e+00,2.96476303e-04,9.381300e-02,3.4064,0,178.841,84.0487,1.000000,SAM,0,3.631567e-02,3.098246e+00,0,0.0000,0,10.51,
285,main,analytic,24,355.373,57.820,37.664,0.854972,LAM,0.8451,0.146688,5.0000,1.0e-03,-1,2.78036422e-03,spinup,1.00000000e+00,9.59579987e-01,1.00000000e+00,1.91632500e-03,7.855110e-02,3.3079,0,184.586,84.0778,1.000000,SAM,1,2.741485e-02,6.312101e-02,1,NaN,0,0.57,
287,main,analytic,24,355.373,57.820,37.664,0.854972,LAM,0.8451,0.146688,10.0000,1.0e-03,-1,2.78036422e-03,spinup,1.00000000e+00,9.59078970e-01,1.00000000e+00,2.10885014e-03,7.973650e-02,3.3113,0,184.186,83.9399,1.000000,SAM,1,4.110711e-02,1.364291e-02,1,NaN,0,0.66,
305,main,analytic,26,347.547,35.062,309.530,0.969516,SAM,0.2108,0.011227,1.0000,1.0e-03,-1,3.38319106e-04,spinup,1.00000000e+00,9.69399912e-01,1.00000000e+00,3.38319106e-04,5.879703e-02,3.2277,0,189.369,88.8462,1.000000,SAM,0,1.122693e-02,4.923722e-01,1,NaN,0,0.05,
309,main,analytic,26,347.547,35.062,309.530,0.969516,SAM,0.2108,0.011227,5.0000,1.0e-03,-1,3.38319106e-04,spinup,1.00000000e+00,9.68558785e-01,1.00000000e+00,3.38319106e-04,6.059230e-02,3.2306,0,188.860,88.5239,1.000000,SAM,0,1.122693e-02,4.923722e-01,1,NaN,0,0.57,
311,main,analytic,26,347.547,35.062,309.530,0.969516,SAM,0.2108,0.011227,10.0000,1.0e-03,-1,3.38319106e-04,spinup,1.00000000e+00,9.68218304e-01,1.00000000e+00,3.38319106e-04,6.129309e-02,3.2323,0,188.678,88.3753,1.000000,SAM,0,1.122693e-02,4.923722e-01,1,NaN,0,0.72,
312,main,analytic,26,347.547,35.062,309.530,0.969516,SAM,0.2108,0.011227,10.0000,1.0e-04,-1,3.38319106e-04,spinup,1.00000000e+00,9.69202846e-01,1.00000000e+00,3.38319106e-04,5.921237e-02,3.2285,0,189.255,88.7680,1.000000,SAM,0,1.122693e-02,4.923722e-01,1,NaN,0,0.05,
329,main,analytic,28,25.659,31.108,42.103,0.996702,SAM,0.9146,0.048707,1.0000,1.0e-03,-1,2.48725381e-03,spinup,1.00000000e+00,9.60039989e-01,1.00000000e+00,2.48725381e-03,7.796467e-02,3.2975,0,184.502,84.5166,1.000000,SAM,0,4.870682e-02,5.827808e-02,1,NaN,0,0.04,
331,main,analytic,28,25.659,31.108,42.103,0.996702,SAM,0.9146,0.048707,1.8000,1.0e-03,-1,2.48725381e-03,spinup,1.00000000e+00,9.60013335e-01,1.00000000e+00,2.48725381e-03,7.802960e-02,3.2976,0,184.479,84.5102,1.000000,SAM,0,4.870682e-02,5.827808e-02,1,NaN,0,0.07,
333,main,analytic,28,25.659,31.108,42.103,0.996702,SAM,0.9146,0.048707,5.0000,1.0e-03,-1,2.48725381e-03,spinup,1.00000000e+00,9.59995140e-01,1.00000000e+00,2.48725381e-03,7.807440e-02,3.2977,0,184.463,84.5063,1.000000,SAM,0,4.870682e-02,5.827808e-02,1,NaN,0,10.51,
335,main,analytic,28,25.659,31.108,42.103,0.996702,SAM,0.9146,0.048707,10.0000,1.0e-03,-1,2.48725381e-03,spinup,1.00000000e+00,9.59991778e-01,1.00000000e+00,2.48725381e-03,7.808293e-02,3.2977,0,184.459,84.5058,1.000000,SAM,0,4.870682e-02,5.827808e-02,1,NaN,0,0.65,
336,main,analytic,28,25.659,31.108,42.103,0.996702,SAM,0.9146,0.048707,10.0000,1.0e-04,-1,2.48725381e-03,spinup,1.00000000e+00,9.60038416e-01,1.00000000e+00,2.48725381e-03,7.796851e-02,3.2975,0,184.501,84.5163,1.000000,SAM,0,4.870682e-02,5.827808e-02,1,NaN,0,0.04,
453,main,analytic,38,219.589,32.620,89.033,0.974348,SAM,0.3359,0.017889,5.0000,1.0e-03,-1,1.17619231e-03,despin,1.00000000e-08,6.37618107e-03,1.36255950e-01,1.00000000e-08,5.036671e+00,0.5917,0,134.184,89.5216,0.274650,LAM,1,1.788913e-02,6.086333e+08,0,0.5784,0,2.62,
455,main,analytic,38,219.589,32.620,89.033,0.974348,SAM,0.3359,0.017889,10.0000,1.0e-03,-1,1.17619231e-03,despin,1.00000000e-08,1.06831704e-02,1.36660753e-01,1.00000000e-08,3.885408e+00,0.5851,0,189.071,87.5839,0.274650,LAM,1,1.788913e-02,7.823899e+08,0,0.5749,0,2.50,
499,main,analytic,42,65.738,72.619,100.873,0.990849,SAM,0.7631,0.040638,1.8000,1.0e-03,-1,1.03812990e-03,spinup,1.00000000e+00,9.09537819e-01,1.00000000e+00,1.03812990e-03,1.590970e-01,3.4842,0,175.301,47.6357,1.000000,SAM,0,4.063808e-02,1.481069e-01,1,NaN,0,0.06,
501,main,analytic,42,65.738,72.619,100.873,0.990849,SAM,0.7631,0.040638,5.0000,1.0e-03,-1,1.03812990e-03,spinup,1.00000000e+00,9.49259913e-01,1.00000000e+00,1.03812990e-03,7.565465e-02,3.3665,0,198.202,62.8647,1.000000,SAM,0,4.063808e-02,1.481069e-01,1,NaN,0,0.40,
503,main,analytic,42,65.738,72.619,100.873,0.990849,SAM,0.7631,0.040638,10.0000,1.0e-03,-1,1.03812990e-03,spinup,1.00000000e+00,9.62910685e-01,1.00000000e+00,1.03812990e-03,5.229184e-02,3.3117,0,200.808,73.0498,1.000000,SAM,0,4.063808e-02,1.481069e-01,1,NaN,0,0.79,
585,main,analytic,49,307.776,23.643,59.887,0.894767,LAM,0.9030,0.091825,5.0000,1.0e-03,-1,1.74861690e-03,despin,1.00000000e-08,1.42789926e-03,1.20443046e-01,1.00000000e-08,1.018723e+01,0.5834,0,314.006,89.5574,0.274650,LAM,2,1.831059e-03,6.122950e+08,0,0.5673,0,2.20,
587,main,analytic,49,307.776,23.643,59.887,0.894767,LAM,0.9030,0.091825,10.0000,1.0e-03,-1,1.74861690e-03,despin,1.00000000e-08,1.19785362e-02,1.19879652e-01,1.00000000e-08,3.616487e+00,0.5931,0,75.540,89.1646,0.274650,LAM,2,1.699275e-02,2.661340e+08,0,0.5679,0,11.85,
693,main,analytic,58,289.772,28.546,63.786,0.976454,SAM,0.3904,0.020793,5.0000,1.0e-03,-1,1.64173465e-03,spinup,1.00000000e+00,9.54189489e-01,1.00000000e+00,1.64173465e-03,9.311686e-02,3.4009,0,179.000,84.2193,1.000000,SAM,0,2.079257e-02,1.799477e-02,1,NaN,0,0.52,
695,main,analytic,58,289.772,28.546,63.786,0.976454,SAM,0.3904,0.020793,10.0000,1.0e-03,-1,1.64173465e-03,spinup,1.00000000e+00,9.54197132e-01,1.00000000e+00,1.64173465e-03,9.309866e-02,3.4008,0,179.006,84.2206,1.000000,SAM,0,2.079257e-02,1.799477e-02,1,NaN,0,0.61,
696,main,analytic,58,289.772,28.546,63.786,0.976454,SAM,0.3904,0.020793,10.0000,1.0e-04,-1,1.64173465e-03,spinup,1.00000000e+00,9.54123909e-01,1.00000000e+00,1.64173465e-03,9.315937e-02,3.4012,0,179.040,84.1205,1.000000,SAM,0,2.079257e-02,1.799477e-02,1,NaN,0,0.05,
837,main,analytic,70,72.789,81.946,124.204,0.984176,SAM,0.5903,0.031438,5.0000,1.0e-03,-1,8.43129896e-04,despin,1.00000000e-08,2.57275161e-03,1.31706485e-01,1.00000000e-08,7.831503e+00,0.5952,0,180.560,87.7604,0.274650,LAM,1,3.143799e-02,6.413808e+08,0,0.5504,0,2.61,
839,main,analytic,70,72.789,81.946,124.204,0.984176,SAM,0.5903,0.031438,10.0000,1.0e-03,-1,8.43129896e-04,cycling,5.96130402e-03,6.06819476e-03,1.83143515e-01,7.75504150e-05,2.563006e-01,100.0000,1,291.519,142.0230,0.971839,SAM,0,8.658194e-03,4.656135e-01,1,NaN,0,8.85,
851,main,analytic,71,117.846,58.927,39.159,0.872622,LAM,0.8708,0.122355,10.0000,1.0e-03,-1,2.67420371e-03,despin,1.00000002e-08,2.65121338e-01,6.13281469e-01,1.00000002e-08,1.550595e+00,5.3678,0,12.002,73.6241,0.948820,LAM,2,1.730604e-02,3.698538e+08,0,5.3678,0,4.94,
921,main,analytic,77,173.069,24.515,258.518,0.992523,SAM,0.8064,0.042945,5.0000,1.0e-03,-1,4.05077166e-04,despin,9.99999981e-09,9.85216539e-03,1.41696430e-01,9.99999981e-09,4.105350e+00,0.6024,0,63.348,73.1933,0.943667,LAM,1,2.440978e-02,4.087121e+08,0,0.0000,0,4.48,
923,main,analytic,77,173.069,24.515,258.518,0.992523,SAM,0.8064,0.042945,10.0000,1.0e-03,-1,4.05077166e-04,cycling,5.75525929e-03,6.05849920e-03,1.41577327e-01,2.24042429e-05,2.546618e-01,100.0000,1,32.935,144.2396,0.969174,SAM,0,1.021507e-02,1.596408e+00,0,0.0000,0,9.06,
1027,main,analytic,86,205.267,63.257,318.772,0.991660,SAM,0.7841,0.041756,1.8000,1.0e-03,-1,3.28509830e-04,spinup,1.00000000e+00,9.53918905e-01,1.00000000e+00,3.28509830e-04,9.286861e-02,3.3920,0,179.462,83.4440,1.000000,SAM,0,4.175584e-02,1.940064e+00,0,0.0000,0,10.51,
1029,main,analytic,86,205.267,63.257,318.772,0.991660,SAM,0.7841,0.041756,5.0000,1.0e-03,-1,3.28509830e-04,spinup,1.00000000e+00,9.53946573e-01,1.00000000e+00,3.28509830e-04,9.292764e-02,3.3931,0,179.388,83.5488,1.000000,SAM,0,4.175584e-02,1.940064e+00,0,0.0000,0,0.52,
1031,main,analytic,86,205.267,63.257,318.772,0.991660,SAM,0.7841,0.041756,10.0000,1.0e-03,-1,3.28509830e-04,spinup,1.00000000e+00,9.53947119e-01,1.00000000e+00,3.28509830e-04,9.300548e-02,3.3943,0,179.328,83.6132,1.000000,SAM,0,4.175584e-02,1.940064e+00,0,0.0000,0,0.59,
1032,main,analytic,86,205.267,63.257,318.772,0.991660,SAM,0.7841,0.041756,10.0000,1.0e-04,-1,3.28509830e-04,spinup,1.00000000e+00,9.53878196e-01,1.00000000e+00,3.28509830e-04,9.291148e-02,3.3928,0,179.476,83.3984,1.000000,SAM,0,4.175584e-02,1.940064e+00,0,0.0000,0,0.04,
1077,main,analytic,90,177.383,27.191,439.709,0.977866,SAM,0.4270,0.022739,5.0000,1.0e-03,-1,2.38157180e-04,despin,1.00000000e-08,7.76693294e-04,1.20090668e-01,1.00000000e-08,1.325804e+01,0.5883,0,161.112,88.4716,0.274650,LAM,1,2.273882e-02,1.364032e+08,0,0.0000,0,2.61,
1079,main,analytic,90,177.383,27.191,439.709,0.977866,SAM,0.4270,0.022739,10.0000,1.0e-03,-1,2.38157180e-04,despin,1.00000000e-08,1.18803691e-02,1.20140552e-01,1.00000000e-08,3.578616e+00,0.5618,0,235.900,88.2467,0.274650,LAM,1,2.273882e-02,3.138708e+08,0,0.0000,0,2.40,
1169,sigma_near,analytic,1009,325.789,17.014,54.036,0.960181,LAM,0.9983,0.001642,1.8000,1.0e-03,-1,1.93795402e-03,spinup,1.00000000e+00,9.55579953e-01,1.00000000e+00,1.93795402e-03,8.813905e-02,3.3539,0,181.353,83.1609,1.000000,SAM,1,1.642209e-03,7.259481e-03,1,NaN,0,0.08,
1171,sigma_near,analytic,1010,94.187,38.049,193.108,0.964719,SAM,0.0866,0.004614,1.8000,1.0e-03,-1,5.42285609e-04,despin,1.00000000e-08,3.12711754e-04,3.35238730e-01,1.00000000e-08,1.472030e+00,1.1387,0,104.534,89.3061,0.274650,LAM,1,4.614082e-03,8.407204e+08,0,1.1244,0,2.64,
1189,sigma_near,analytic,1019,117.221,28.767,172.490,0.951853,LAM,0.9861,0.013124,1.8000,1.0e-03,-1,6.07105147e-04,despin,1.00000000e-08,8.03245258e-04,3.10435952e-01,1.00000000e-08,1.611678e+01,1.0642,0,68.839,89.9467,0.274650,LAM,2,1.312351e-02,6.391329e+07,0,1.0455,0,12.21,
1195,sigma_near,analytic,1022,314.750,23.553,110.326,0.968734,SAM,0.1906,0.010148,1.8000,1.0e-03,-1,9.49180696e-04,spinup,1.00000000e+00,9.57106498e-01,1.00000000e+00,9.49180696e-04,8.432921e-02,3.3318,0,182.698,83.3783,1.000000,SAM,0,1.014821e-02,4.198974e-02,1,NaN,0,0.08,
1197,sigma_near,analytic,1023,296.832,43.458,202.547,0.959919,LAM,0.9979,0.002004,1.8000,1.0e-03,-1,5.17013854e-04,spinup,1.00000000e+00,9.60854663e-01,1.00000000e+00,5.17013854e-04,7.603259e-02,3.2927,0,185.158,84.7383,1.000000,SAM,1,2.004091e-03,3.062017e-01,1,NaN,0,0.08,
1209,sigma_near,analytic,1029,302.702,57.156,47.038,0.947842,LAM,0.9803,0.018654,1.8000,1.0e-03,-1,2.22626096e-03,spinup,1.00000000e+00,9.58440666e-01,1.00000000e+00,1.84966555e-03,8.108363e-02,3.3186,0,183.824,83.6653,1.000000,SAM,1,1.865379e-02,6.698541e-03,1,NaN,0,0.08,
1213,sigma_near,analytic,1031,34.102,24.694,260.539,0.956989,LAM,0.9936,0.006044,1.8000,1.0e-03,-1,4.01935317e-04,spinup,1.00000000e+00,9.73337287e-01,1.00000000e+00,4.01935317e-04,4.994162e-02,3.2121,0,192.043,89.9918,1.000000,SAM,1,6.043998e-03,5.290063e-01,1,NaN,0,0.09,
1243,sigma_near,analytic,1046,260.863,19.982,228.426,0.966186,SAM,0.1246,0.006636,1.8000,1.0e-03,-1,4.58439680e-04,spinup,1.00000000e+00,9.54436511e-01,1.00000000e+00,4.58439680e-04,9.117032e-02,3.3762,0,180.220,83.1678,1.000000,SAM,0,6.635884e-03,2.704347e-01,1,NaN,0,0.08,
1259,sigma_near,analytic,1054,85.504,47.844,163.704,0.970320,SAM,0.2316,0.012335,1.8000,1.0e-03,-1,6.39688859e-04,despin,1.00000000e-08,1.94936370e-03,2.77819784e-01,1.00000000e-08,1.117973e+01,0.9935,0,75.900,89.9142,0.274650,LAM,1,1.233523e-02,2.733717e+08,0,0.9736,0,2.93,
1279,sigma_near,analytic,1064,271.115,51.258,243.578,0.972506,SAM,0.2882,0.015349,1.8000,1.0e-03,-1,4.29922964e-04,spinup,1.00000000e+00,9.60935183e-01,1.00000000e+00,4.29922964e-04,7.587205e-02,3.2918,0,185.195,84.7792,1.000000,SAM,0,1.534940e-02,1.201300e+00,0,0.0000,0,0.08,
