traj_id,band0,band_frac0,beta0_deg,Id0_over_Is,t_yr,Id_over_Is,beta_deg,omega_e
1,LAM,0.100,30.0,0.343322,0.105013,0.27564494,178.07123,1.49135039e-03
1,LAM,0.100,30.0,0.343322,0.107513,0.27545013,178.03321,1.50049109e-03
1,LAM,0.100,30.0,0.343322,0.110014,0.27529428,177.99631,1.50954263e-03
1,LAM,0.100,30.0,0.343322,0.112514,0.27516944,177.96157,1.51852267e-03
1,LAM,0.100,30.0,0.343322,0.115014,0.27506932,177.92762,1.52744530e-03
1,LAM,0.100,30.0,0.343322,0.117515,0.27498893,177.89379,1.53632180e-03
1,LAM,0.100,30.0,0.343322,0.120015,0.27492431,177.86178,1.54516118e-03
1,LAM,0.100,30.0,0.343322,0.122515,0.27487228,177.83142,1.55397068e-03
1,LAM,0.100,30.0,0.343322,0.125016,0.27483035,177.80072,1.56275608e-03
1,LAM,0.100,30.0,0.343322,0.127516,0.27479651,177.77024,1.57152200e-03
1,LAM,0.100,30.0,0.343322,0.130016,0.27476917,177.74202,1.58027217e-03
1,LAM,0.100,30.0,0.343322,0.132517,0.27474705,177.71518,1.58900958e-03
1,LAM,0.100,30.0,0.343322,0.135017,0.27472913,177.68747,1.59773662e-03
1,LAM,0.100,30.0,0.343322,0.137517,0.27471459,177.65957,1.60645524e-03
1,LAM,0.100,30.0,0.343322,0.140018,0.27470279,177.63403,1.61516699e-03
1,LAM,0.100,30.0,0.343322,0.142518,0.27469319,177.61066,1.62387312e-03
1,LAM,0.100,30.0,0.343322,0.145018,0.27468537,177.58667,1.63257466e-03
1,LAM,0.100,30.0,0.343322,0.147518,0.27467900,177.56117,1.64127243e-03
1,LAM,0.100,30.0,0.343322,0.150019,0.27467380,177.53665,1.64996708e-03
1,LAM,0.100,30.0,0.343322,0.152519,0.27466955,177.51538,1.65865917e-03
1,LAM,0.100,30.0,0.343322,0.155019,0.27466608,177.49607,1.66734912e-03
1,LAM,0.100,30.0,0.343322,0.157520,0.27466323,177.47554,1.67603731e-03
1,LAM,0.100,30.0,0.343322,0.160020,0.27466090,177.45278,1.68472402e-03
1,LAM,0.100,30.0,0.343322,0.162520,0.27465898,177.43022,1.69340949e-03
1,LAM,0.100,30.0,0.343322,0.165021,0.27465741,177.41097,1.70209390e-03
1,LAM,0.100,30.0,0.343322,0.167521,0.27465611,177.39536,1.71077743e-03
1,LAM,0.100,30.0,0.343322,0.170021,0.27465504,177.38064,1.71946021e-03
1,LAM,0.100,30.0,0.343322,0.172522,0.27465416,177.36364,1.72814234e-03
1,LAM,0.100,30.0,0.343322,0.175022,0.27465344,177.34370,1.73682391e-03
1,LAM,0.100,30.0,0.343322,0.177522,0.27465284,177.32315,1.74550500e-03
1,LAM,0.100,30.0,0.343322,0.180023,0.27465234,177.30534,1.75418565e-03
1,LAM,0.100,30.0,0.343322,0.182523,0.27465193,177.29208,1.76286594e-03
1,LAM,0.100,30.0,0.343322,0.185023,0.27465158,177.28249,1.77154591e-03
1,LAM,0.100,30.0,0.343322,0.187523,0.27465130,177.27371,1.78022558e-03
1,LAM,0.100,30.0,0.343322,0.190024,0.27465107,177.26273,1.78890501e-03
1,LAM,0.100,30.0,0.343322,0.192524,0.27465087,177.24809,1.79758420e-03
1,LAM,0.100,30.0,0.343322,0.195024,0.27465071,177.23049,1.80626318e-03
1,LAM,0.100,30.0,0.343322,0.197525,0.27465057,177.21221,1.81494196e-03
1,LAM,0.100,30.0,0.343322,0.200025,0.27465046,177.19594,1.82362056e-03
1,LAM,0.100,30.0,0.343322,0.202525,0.27465036,177.18369,1.83229901e-03
1,LAM,0.100,30.0,0.343322,0.205026,0.27465028,177.17611,1.84097730e-03
1,LAM,0.100,30.0,0.343322,0.207526,0.27465022,177.17257,1.84965547e-03
1,LAM,0.100,30.0,0.343322,0.210026,0.27465016,177.17149,1.85833352e-03
1,LAM,0.100,30.0,0.343322,0.212527,0.27465011,177.17099,1.86701146e-03
1,LAM,0.100,30.0,0.343322,0.215027,0.27465007,177.16940,1.87568930e-03
1,LAM,0.100,30.0,0.343322,0.217527,0.27465004,177.16556,1.88436705e-03
1,LAM,0.100,30.0,0.343322,0.220028,0.27465001,177.15902,1.89304472e-03
1,LAM,0.100,30.0,0.343322,0.222528,0.27464999,177.14990,1.90172230e-03
1,LAM,0.100,30.0,0.343322,0.225028,0.27464997,177.13874,1.91039981e-03
1,LAM,0.100,30.0,0.343322,0.227528,0.27464995,177.12629,1.91907726e-03
1,LAM,0.100,30.0,0.343322,0.230029,0.27464994,177.11332,1.92775463e-03
1,LAM,0.100,30.0,0.343322,0.232529,0.27464993,177.10051,1.93643196e-03
1,LAM,0.100,30.0,0.343322,0.235029,0.27464992,177.08834,1.94510923e-03
1,LAM,0.100,30.0,0.343322,0.237530,0.27464991,177.07713,1.95378646e-03
1,LAM,0.100,30.0,0.343322,0.240030,0.27464990,177.06702,1.96246365e-03
1,LAM,0.100,30.0,0.343322,0.242530,0.27464990,177.05801,1.97114081e-03
1,LAM,0.100,30.0,0.343322,0.245031,0.27464989,177.05004,1.97981794e-03
1,LAM,0.100,30.0,0.343322,0.247531,0.27464989,177.04296,1.98849506e-03
1,LAM,0.100,30.0,0.343322,0.250031,0.27464988,177.03668,1.99717216e-03
1,LAM,0.100,30.0,0.343322,0.252532,0.27464988,177.03112,2.00584925e-03
1,LAM,0.100,30.0,0.343322,0.255032,0.27464988,177.02632,2.01452635e-03
1,LAM,0.100,30.0,0.343322,0.257532,0.27464987,177.02246,2.02320345e-03
1,LAM,0.100,30.0,0.343322,0.260033,0.27464987,177.01994,2.03188056e-03
1,LAM,0.100,30.0,0.343322,0.262533,0.27464987,177.01939,2.04055769e-03
1,LAM,0.100,30.0,0.343322,0.265033,0.27464987,177.02178,2.04923483e-03
1,LAM,0.100,30.0,0.343322,0.267533,0.27464987,177.02837,2.05791201e-03
1,LAM,0.100,30.0,0.343322,0.270034,0.27464987,177.04069,2.06658921e-03
1,LAM,0.100,30.0,0.343322,0.272534,0.27464987,177.06042,2.07526645e-03
1,LAM,0.100,30.0,0.343322,0.275034,0.27464986,177.08910,2.08394372e-03
1,LAM,0.100,30.0,0.343322,0.277535,0.27464986,177.12762,2.09262102e-03
1,LAM,0.100,30.0,0.343322,0.280035,0.27464986,177.17553,2.10129834e-03
1,LAM,0.100,30.0,0.343322,0.282535,0.27464986,177.23012,2.10997569e-03
1,LAM,0.100,30.0,0.343322,0.285036,0.27464986,177.28545,2.11865305e-03
1,LAM,0.100,30.0,0.343322,0.287536,0.27464986,177.33177,2.12733044e-03
1,LAM,0.100,30.0,0.343322,0.290036,0.27464986,177.35613,2.13600785e-03
1,LAM,0.100,30.0,0.343322,0.292537,0.27464986,177.34510,2.14468530e-03
1,LAM,0.100,30.0,0.343322,0.295037,0.27464986,177.29008,2.15336282e-03
1,LAM,0.100,30.0,0.343322,0.297537,0.27464986,177.19321,2.16204047e-03
1,LAM,0.100,30.0,0.343322,0.300038,0.27464986,177.07107,2.17071827e-03
1,LAM,0.100,30.0,0.343322,0.302538,0.27464986,176.95354,2.17939628e-03
1,LAM,0.100,30.0,0.343322,0.305038,0.27464986,176.87843,2.18807449e-03
1,LAM,0.100,30.0,0.343322,0.307538,0.27464986,176.88307,2.19675287e-03
1,LAM,0.100,30.0,0.343322,0.310039,0.27464986,176.99315,2.20543132e-03
1,LAM,0.100,30.0,0.343322,0.312539,0.27464986,177.20826,2.21410970e-03
1,LAM,0.100,30.0,0.343322,0.315039,0.27464986,177.48309,2.22278791e-03
1,LAM,0.100,30.0,0.343322,0.317540,0.27464986,177.70897,2.23146590e-03
1,LAM,0.100,30.0,0.343322,0.320040,0.27464986,177.73586,2.24014379e-03
1,LAM,0.100,30.0,0.343322,0.322540,0.27464986,177.49919,2.24882181e-03
1,LAM,0.100,30.0,0.343322,0.325041,0.27464986,177.11450,2.25750025e-03
1,LAM,0.100,30.0,0.343322,0.327541,0.27464986,176.78203,2.26617930e-03
1,LAM,0.100,30.0,0.343322,0.330041,0.27464986,176.68003,2.27485884e-03
1,LAM,0.100,30.0,0.343322,0.332542,0.27464986,176.91341,2.28353843e-03
1,LAM,0.100,30.0,0.343322,0.335042,0.27464986,177.46269,2.29221748e-03
1,LAM,0.100,30.0,0.343322,0.337542,0.27464986,178.08827,2.30089569e-03
1,LAM,0.100,30.0,0.343322,0.340043,0.27464986,178.19324,2.30957333e-03
1,LAM,0.100,30.0,0.343322,0.342543,0.27464986,177.53922,2.31825119e-03
1,LAM,0.100,30.0,0.343322,0.345043,0.27464986,176.75914,2.32693012e-03
1,LAM,0.100,30.0,0.343322,0.347543,0.27464986,176.38553,2.33561026e-03
1,LAM,0.100,30.0,0.343322,0.350044,0.27464986,176.69879,2.34429056e-03
1,LAM,0.100,30.0,0.343322,0.352544,0.27464986,177.68743,2.35296945e-03
1,LAM,0.100,30.0,0.343322,0.355044,0.27464986,178.80994,2.36164635e-03
1,LAM,0.100,30.0,0.343322,0.357545,0.27464986,178.20878,2.37032239e-03
1,LAM,0.100,30.0,0.343322,0.360045,0.27464986,176.80990,2.37899962e-03
1,LAM,0.100,30.0,0.343322,0.362545,0.27464986,176.00271,2.38767911e-03
1,LAM,0.100,30.0,0.343322,0.365046,0.27464986,176.33111,2.39635914e-03
1,LAM,0.100,30.0,0.343322,0.367546,0.27464986,177.81023,2.40503635e-03
1,LAM,0.100,30.0,0.343322,0.370046,0.27464986,179.65458,2.41370985e-03
1,LAM,0.100,30.0,0.343322,0.372547,0.27464986,177.63520,2.42238236e-03
1,LAM,0.100,30.0,0.343322,0.375047,0.27464986,175.86292,2.43105760e-03
1,LAM,0.100,30.0,0.343322,0.377547,0.27464986,175.47196,2.43973567e-03
1,LAM,0.100,30.0,0.343322,0.380048,0.27464986,176.84860,2.44841096e-03
1,LAM,0.100,30.0,0.343322,0.382548,0.27464986,179.19411,2.45707964e-03
1,LAM,0.100,30.0,0.343322,0.385048,0.27464986,177.61081,2.46574503e-03
1,LAM,0.100,30.0,0.343322,0.387548,0.27464986,175.30250,2.47441346e-03
1,LAM,0.100,30.0,0.343322,0.390049,0.27464986,174.74214,2.48308606e-03
1,LAM,0.100,30.0,0.343322,0.392549,0.27464986,176.45633,2.49175349e-03
1,LAM,0.100,30.0,0.343322,0.395049,0.27464986,178.24172,2.50041047e-03
1,LAM,0.100,30.0,0.343322,0.397550,0.27464986,176.20722,2.50906362e-03
1,LAM,0.100,30.0,0.343322,0.400050,0.27464986,173.94755,2.51772202e-03
1,LAM,0.100,30.0,0.343322,0.402550,0.27464986,174.24953,2.52638251e-03
1,LAM,0.100,30.0,0.343322,0.405051,0.27464986,176.43792,2.53502923e-03
1,LAM,0.100,30.0,0.343322,0.407551,0.27464986,176.26642,2.54366321e-03
1,LAM,0.100,30.0,0.343322,0.410051,0.27464986,173.63653,2.55229727e-03
1,LAM,0.100,30.0,0.343322,0.412552,0.27464986,172.54524,2.56093842e-03
1,LAM,0.100,30.0,0.343322,0.415052,0.27464986,174.45700,2.56956610e-03
1,LAM,0.100,30.0,0.343322,0.417552,0.27464986,175.01759,2.57817123e-03
1,LAM,0.100,30.0,0.343322,0.420053,0.27464986,172.89486,2.58676893e-03
1,LAM,0.100,30.0,0.343322,0.422553,0.27464986,170.94733,2.59537408e-03
1,LAM,0.100,30.0,0.343322,0.425053,0.27464986,172.52517,2.60396512e-03
1,LAM,0.100,30.0,0.343322,0.427553,0.27464986,173.07083,2.61252187e-03
1,LAM,0.100,30.0,0.343322,0.430054,0.27464986,171.38158,2.62106237e-03
1,LAM,0.100,30.0,0.343322,0.432554,0.27464986,169.07523,2.62960705e-03
1,LAM,0.100,30.0,0.343322,0.435054,0.27464986,170.48757,2.63813096e-03
1,LAM,0.100,30.0,0.343322,0.437555,0.27464986,170.61574,2.64660462e-03
1,LAM,0.100,30.0,0.343322,0.440055,0.27464986,169.13999,2.65505044e-03
1,LAM,0.100,30.0,0.343322,0.442555,0.27464986,166.73205,2.66349295e-03
1,LAM,0.100,30.0,0.343322,0.445056,0.27464986,168.09716,2.67189661e-03
1,LAM,0.100,30.0,0.343322,0.447556,0.27464986,167.59523,2.68022729e-03
1,LAM,0.100,30.0,0.343322,0.450056,0.27464986,166.25485,2.68851072e-03
1,LAM,0.100,30.0,0.343322,0.452557,0.27464986,163.82788,2.69677494e-03
1,LAM,0.100,30.0,0.343322,0.455057,0.27464986,165.07268,2.70496437e-03
1,LAM,0.100,30.0,0.343322,0.457557,0.27464986,163.93365,2.71304667e-03
1,LAM,0.100,30.0,0.343322,0.460058,0.27464986,162.78580,2.72104384e-03
1,LAM,0.100,30.0,0.343322,0.462558,0.27464986,160.22154,2.72898655e-03
1,LAM,0.100,30.0,0.343322,0.465058,0.27464986,161.23441,2.73679645e-03
1,LAM,0.100,30.0,0.343322,0.467558,0.27464986,159.52639,2.74443787e-03
1,LAM,0.100,30.0,0.343322,0.470059,0.27464986,158.77566,2.75192501e-03
1,LAM,0.100,30.0,0.343322,0.472559,0.27464986,155.77980,2.75927339e-03
1,LAM,0.100,30.0,0.343322,0.475059,0.27464986,156.41642,2.76641914e-03
1,LAM,0.100,30.0,0.343322,0.477560,0.27464986,154.46886,2.77326120e-03
1,LAM,0.100,30.0,0.343322,0.480060,0.27464986,153.69135,2.77985631e-03
1,LAM,0.100,30.0,0.343322,0.482560,0.27464986,151.30754,2.78610662e-03
1,LAM,0.100,30.0,0.343322,0.485061,0.27464986,149.63615,2.79208351e-03
1,LAM,0.100,30.0,0.343322,0.487561,0.27464986,149.67380,2.79754330e-03
1,LAM,0.100,30.0,0.343322,0.490061,0.27464986,146.72201,2.80253005e-03
1,LAM,0.100,30.0,0.343322,0.492562,0.27464986,146.06590,2.80701093e-03
1,LAM,0.100,30.0,0.343322,0.495062,0.27464986,144.27435,2.81080278e-03
1,LAM,0.100,30.0,0.343322,0.497562,0.27464986,141.18406,2.81399927e-03
1,LAM,0.100,30.0,0.343322,0.500063,0.27464986,140.73292,2.81643368e-03
1,LAM,0.100,30.0,0.343322,0.502563,0.27464986,139.79739,2.81788707e-03
1,LAM,0.100,30.0,0.343322,0.505063,0.27464986,136.74154,2.81841719e-03
1,LAM,0.100,30.0,0.343322,0.507563,0.27464986,134.32396,2.81800534e-03
1,LAM,0.100,30.0,0.343322,0.510064,0.27464986,133.37944,2.81645572e-03
1,LAM,0.100,30.0,0.343322,0.512564,0.27464986,132.42975,2.81362412e-03
1,LAM,0.100,30.0,0.343322,0.515064,0.27464986,130.58132,2.80947193e-03
1,LAM,0.100,30.0,0.343322,0.517565,0.27464986,128.15524,2.80397162e-03
1,LAM,0.100,30.0,0.343322,0.520065,0.27464986,125.71607,2.79706469e-03
1,LAM,0.100,30.0,0.343322,0.522565,0.27464986,123.51251,2.78868021e-03
1,LAM,0.100,30.0,0.343322,0.525066,0.27464986,121.53666,2.77875943e-03
1,LAM,0.100,30.0,0.343322,0.527566,0.27464986,119.71770,2.76726447e-03
1,LAM,0.100,30.0,0.343322,0.530066,0.27464986,118.03185,2.75417765e-03
1,LAM,0.100,30.0,0.343322,0.532567,0.27464986,116.52982,2.73950056e-03
1,LAM,0.100,30.0,0.343322,0.535067,0.27464986,115.30040,2.72325615e-03
1,LAM,0.100,30.0,0.343322,0.537567,0.27464986,114.34296,2.70549015e-03
1,LAM,0.100,30.0,0.343322,0.540068,0.27464986,113.35830,2.68626068e-03
1,LAM,0.100,30.0,0.343322,0.542568,0.27464986,111.71942,2.66560677e-03
1,LAM,0.100,30.0,0.343322,0.545068,0.27464986,109.14349,2.64352217e-03
1,LAM,0.100,30.0,0.343322,0.547568,0.27464986,106.77882,2.62001677e-03
1,LAM,0.100,30.0,0.343322,0.550069,0.27464986,106.34776,2.59525047e-03
1,LAM,0.100,30.0,0.343322,0.552569,0.27464986,106.55218,2.56945891e-03
1,LAM,0.100,30.0,0.343322,0.555069,0.27464986,104.16019,2.54260543e-03
1,LAM,0.100,30.0,0.343322,0.557570,0.27464986,101.96066,2.51456053e-03
1,LAM,0.100,30.0,0.343322,0.560070,0.27464986,102.86916,2.48566920e-03
1,LAM,0.100,30.0,0.343322,0.562570,0.27464986,100.62318,2.45602384e-03
1,LAM,0.100,30.0,0.343322,0.565071,0.27464986,99.47196,2.42540030e-03
1,LAM,0.100,30.0,0.343322,0.567571,0.27464986,99.93388,2.39428052e-03
1,LAM,0.100,30.0,0.343322,0.570071,0.27464986,97.10098,2.36236862e-03
1,LAM,0.100,30.0,0.343322,0.572572,0.27464986,98.40867,2.32998032e-03
1,LAM,0.100,30.0,0.343322,0.575072,0.27464986,95.69587,2.29699028e-03
1,LAM,0.100,30.0,0.343322,0.577572,0.27464986,96.58112,2.26365700e-03
1,LAM,0.100,30.0,0.343322,0.580073,0.27464986,95.26364,2.22975608e-03
1,LAM,0.100,30.0,0.343322,0.582573,0.27464986,93.81725,2.19563689e-03
1,LAM,0.100,30.0,0.343322,0.585073,0.27464986,95.24329,2.16112403e-03
1,LAM,0.100,30.0,0.343322,0.587573,0.27464986,93.74047,2.12626825e-03
1,LAM,0.100,30.0,0.343322,0.590074,0.27464986,92.06803,2.09124042e-03
1,LAM,0.100,30.0,0.343322,0.592574,0.27464986,92.10184,2.05599570e-03
1,LAM,0.100,30.0,0.343322,0.595074,0.27464986,92.88439,2.02050282e-03
1,LAM,0.100,30.0,0.343322,0.597575,0.27464986,93.03278,1.98483453e-03
1,LAM,0.100,30.0,0.343322,0.600075,0.27464986,92.76202,1.94899654e-03
1,LAM,0.100,30.0,0.343322,0.602575,0.27464986,92.51217,1.91304771e-03
1,LAM,0.100,30.0,0.343322,0.605076,0.27464986,92.14038,1.87696822e-03
1,LAM,0.100,30.0,0.343322,0.607576,0.27464986,91.41119,1.84080336e-03
1,LAM,0.100,30.0,0.343322,0.610076,0.27464986,90.16110,1.80451743e-03
1,LAM,0.100,30.0,0.343322,0.612577,0.27464987,89.11391,1.76813346e-03
1,LAM,0.100,30.0,0.343322,0.615077,0.27464987,90.81159,1.73168739e-03
1,LAM,0.100,30.0,0.343322,0.617577,0.27464987,90.47140,1.69521695e-03
1,LAM,0.100,30.0,0.343322,0.620078,0.27464988,88.86271,1.65863423e-03
1,LAM,0.100,30.0,0.343322,0.622578,0.27464989,90.48025,1.62205656e-03
1,LAM,0.100,30.0,0.343322,0.625078,0.27464990,89.36214,1.58537686e-03
1,LAM,0.100,30.0,0.343322,0.627578,0.27464992,88.78571,1.54871344e-03
1,LAM,0.100,30.0,0.343322,0.630079,0.27464994,90.23842,1.51199038e-03
1,LAM,0.100,30.0,0.343322,0.632579,0.27464999,90.34104,1.47522590e-03
1,LAM,0.100,30.0,0.343322,0.635079,0.27465006,90.04061,1.43844560e-03
1,LAM,0.100,30.0,0.343322,0.637580,0.27465016,90.12475,1.40165057e-03
1,LAM,0.100,30.0,0.343322,0.640080,0.27465033,90.08638,1.36484489e-03
1,LAM,0.100,30.0,0.343322,0.642580,0.27465061,88.53226,1.32801534e-03
1,LAM,0.100,30.0,0.343322,0.645081,0.27465105,88.84189,1.29114626e-03
1,LAM,0.100,30.0,0.343322,0.647581,0.27465180,89.08504,1.25430693e-03
1,LAM,0.100,30.0,0.343322,0.650081,0.27465305,89.47861,1.21740698e-03
1,LAM,0.100,30.0,0.343322,0.652582,0.27465520,88.22127,1.18052456e-03
1,LAM,0.100,30.0,0.343322,0.655082,0.27465892,87.68227,1.14362975e-03
1,LAM,0.100,30.0,0.343322,0.657582,0.27466552,88.27035,1.10671481e-03
1,LAM,0.100,30.0,0.343322,0.660083,0.27467743,89.67280,1.06978595e-03
1,LAM,0.100,30.0,0.343322,0.662583,0.27469933,88.01558,1.03284753e-03
1,LAM,0.100,30.0,0.343322,0.665083,0.27474054,89.89394,9.95845207e-04
1,LAM,0.100,30.0,0.343322,0.667583,0.27481989,89.48046,9.58765874e-04
1,LAM,0.100,30.0,0.343322,0.670084,0.27497648,89.78546,9.21553097e-04
1,LAM,0.100,30.0,0.343322,0.672584,0.27529385,88.68678,8.84063249e-04
1,LAM,0.100,30.0,0.343322,0.675084,0.27595577,89.08949,8.45966268e-04
1,LAM,0.100,30.0,0.343322,0.677585,0.27737623,88.17332,8.06681112e-04
1,LAM,0.100,30.0,0.343322,0.680085,0.28051229,88.32871,7.64831428e-04
1,LAM,0.100,30.0,0.343322,0.682585,0.28759373,89.64912,7.17615928e-04
1,LAM,0.100,30.0,0.343322,0.685086,0.30369479,89.29954,6.59798637e-04
1,LAM,0.100,30.0,0.343322,0.687586,0.33928944,88.82191,5.84505974e-04
1,LAM,0.100,30.0,0.343322,0.690086,0.41151161,87.04327,4.90173405e-04
1,LAM,0.100,30.0,0.343322,0.692587,0.53793603,85.59625,3.89027583e-04
1,LAM,0.100,30.0,0.343322,0.695087,0.72024079,82.89611,2.98764498e-04
1,LAM,0.100,30.0,0.343322,0.697587,0.92323439,78.21065,2.14906234e-04
1,LAM,0.100,30.0,0.343322,0.700088,0.89457420,157.71321,3.45948382e-04
1,LAM,0.100,30.0,0.343322,0.702588,0.75610073,177.58892,4.57199443e-04
1,LAM,0.100,30.0,0.343322,0.705088,0.65972004,179.09626,5.33157318e-04
1,LAM,0.100,30.0,0.343322,0.707588,0.58577644,179.58683,5.95381080e-04
1,LAM,0.100,30.0,0.343322,0.710089,0.52568947,179.91232,6.49669466e-04
1,LAM,0.100,30.0,0.343322,0.712589,0.47563757,179.78887,6.98590754e-04
1,LAM,0.100,30.0,0.343322,0.715089,0.43369927,179.51800,7.43385216e-04
1,LAM,0.100,30.0,0.343322,0.717590,0.39878716,179.25143,7.84552002e-04
1,LAM,0.100,30.0,0.343322,0.720090,0.37014656,178.98862,8.22155164e-04
1,LAM,0.100,30.0,0.343322,0.722590,0.34710040,178.73238,8.56069449e-04
1,LAM,0.100,30.0,0.343322,0.725091,0.32894110,178.48871,8.86190545e-04
1,LAM,0.100,30.0,0.343322,0.727591,0.31491915,178.26483,9.12573118e-04
1,LAM,0.100,30.0,0.343322,0.730091,0.30428347,178.06699,9.35471041e-04
1,LAM,0.100,30.0,0.343322,0.732592,0.29633345,177.89883,9.55296266e-04
1,LAM,0.100,30.0,0.343322,0.735092,0.29045736,177.76087,9.72540530e-04
1,LAM,0.100,30.0,0.343322,0.737592,0.28614935,177.65109,9.87700770e-04
1,LAM,0.100,30.0,0.343322,0.740093,0.28300825,177.56588,1.00122873e-03
1,LAM,0.100,30.0,0.343322,0.742593,0.28072574,177.50106,1.01350681e-03
1,LAM,0.100,30.0,0.343322,0.745093,0.27907006,177.45256,1.02484326e-03
1,LAM,0.100,30.0,0.343322,0.747593,0.27786974,177.41683,1.03547827e-03
1,LAM,0.100,30.0,0.343322,0.750094,0.27699927,177.39095,1.04559467e-03
1,LAM,0.100,30.0,0.343322,0.752594,0.27636740,177.37264,1.05532949e-03
1,LAM,0.100,30.0,0.343322,0.755094,0.27590808,177.36005,1.06478433e-03
1,LAM,0.100,30.0,0.343322,0.757595,0.27557361,177.35165,1.07403399e-03
1,LAM,0.100,30.0,0.343322,0.760095,0.27532958,177.34612,1.08313333e-03
1,LAM,0.100,30.0,0.343322,0.762595,0.27515117,177.34267,1.09212251e-03
1,LAM,0.100,30.0,0.343322,0.765096,0.27502044,177.34135,1.10103085e-03
1,LAM,0.100,30.0,0.343322,0.767596,0.27492444,177.34268,1.10987980e-03
1,LAM,0.100,30.0,0.343322,0.770096,0.27485378,177.34611,1.11868506e-03
1,LAM,0.100,30.0,0.343322,0.772597,0.27480165,177.34941,1.12745811e-03
1,LAM,0.100,30.0,0.343322,0.775097,0.27476311,177.35156,1.13620737e-03
1,LAM,0.100,30.0,0.343322,0.777597,0.27473454,177.35584,1.14493905e-03
1,LAM,0.100,30.0,0.343322,0.780098,0.27471332,177.36437,1.15365769e-03
1,LAM,0.100,30.0,0.343322,0.782598,0.27469752,177.37121,1.16236666e-03
1,LAM,0.100,30.0,0.343322,0.785098,0.27468574,177.37405,1.17106844e-03
