traj_id,band0,band_frac0,beta0_deg,Id0_over_Is,t_yr,Id_over_Is,beta_deg,omega_e
2,LAM,0.100,150.0,0.343322,2.017752,0.96918925,166.64863,4.39510917e-02
2,LAM,0.100,150.0,0.343322,2.020253,0.96926443,167.28548,4.44093362e-02
2,LAM,0.100,150.0,0.343322,2.022753,0.96934115,167.93035,4.48707526e-02
2,LAM,0.100,150.0,0.343322,2.025253,0.96941952,168.58256,4.53350824e-02
2,LAM,0.100,150.0,0.343322,2.027753,0.96949964,169.24112,4.58020274e-02
2,LAM,0.100,150.0,0.343322,2.030254,0.96958163,169.90469,4.62712456e-02
2,LAM,0.100,150.0,0.343322,2.032754,0.96966562,170.57131,4.67423472e-02
2,LAM,0.100,150.0,0.343322,2.035254,0.96975174,171.23832,4.72148924e-02
2,LAM,0.100,150.0,0.343322,2.037755,0.96984014,171.90201,4.76883877e-02
2,LAM,0.100,150.0,0.343322,2.040255,0.96993096,172.55709,4.81622818e-02
2,LAM,0.100,150.0,0.343322,2.042755,0.97002436,173.19613,4.86359633e-02
2,LAM,0.100,150.0,0.343322,2.045256,0.97012050,173.80850,4.91087566e-02
2,LAM,0.100,150.0,0.343322,2.047756,0.97021957,174.37905,4.95799194e-02
2,LAM,0.100,150.0,0.343322,2.050256,0.97032174,174.88653,5.00486399e-02
2,LAM,0.100,150.0,0.343322,2.052757,0.97042719,175.30245,5.05140346e-02
2,LAM,0.100,150.0,0.343322,2.055257,0.97053613,175.59216,5.09751460e-02
2,LAM,0.100,150.0,0.343322,2.057757,0.97064875,175.72106,5.14309418e-02
2,LAM,0.100,150.0,0.343322,2.060258,0.97076526,175.66609,5.18803143e-02
2,LAM,0.100,150.0,0.343322,2.062758,0.97088588,175.42584,5.23220804e-02
2,LAM,0.100,150.0,0.343322,2.065258,0.97101081,175.01997,5.27549833e-02
2,LAM,0.100,150.0,0.343322,2.067758,0.97114029,174.47880,5.31776944e-02
2,LAM,0.100,150.0,0.343322,2.070259,0.97127452,173.83275,5.35888171e-02
2,LAM,0.100,150.0,0.343322,2.072759,0.97141372,173.10708,5.39868917e-02
2,LAM,0.100,150.0,0.343322,2.075259,0.97155811,172.32105,5.43704016e-02
2,LAM,0.100,150.0,0.343322,2.077760,0.97170790,171.48885,5.47377811e-02
2,LAM,0.100,150.0,0.343322,2.080260,0.97186329,170.62099,5.50874247e-02
2,LAM,0.100,150.0,0.343322,2.082760,0.97202446,169.72537,5.54176975e-02
2,LAM,0.100,150.0,0.343322,2.085261,0.97219161,168.80814,5.57269482e-02
2,LAM,0.100,150.0,0.343322,2.087761,0.97236488,167.87427,5.60135221e-02
2,LAM,0.100,150.0,0.343322,2.090261,0.97254441,166.92789,5.62757761e-02
2,LAM,0.100,150.0,0.343322,2.092762,0.97273033,165.97259,5.65120949e-02
2,LAM,0.100,150.0,0.343322,2.095262,0.97292272,165.01156,5.67209073e-02
2,LAM,0.100,150.0,0.343322,2.097762,0.97312163,164.04775,5.69007035e-02
2,LAM,0.100,150.0,0.343322,2.100263,0.97332708,163.08389,5.70500526e-02
2,LAM,0.100,150.0,0.343322,2.102763,0.97353906,162.12257,5.71676194e-02
2,LAM,0.100,150.0,0.343322,2.105263,0.97375750,161.16629,5.72521814e-02
2,LAM,0.100,150.0,0.343322,2.107763,0.97398228,160.21744,5.73026436e-02
2,LAM,0.100,150.0,0.343322,2.110264,0.97421325,159.27832,5.73180535e-02
2,LAM,0.100,150.0,0.343322,2.112764,0.97445018,158.35117,5.72976124e-02
2,LAM,0.100,150.0,0.343322,2.115264,0.97469280,157.43813,5.72406867e-02
2,LAM,0.100,150.0,0.343322,2.117765,0.97494077,156.54126,5.71468151e-02
2,LAM,0.100,150.0,0.343322,2.120265,0.97519370,155.66254,5.70157144e-02
2,LAM,0.100,150.0,0.343322,2.122765,0.97545112,154.80383,5.68472822e-02
2,LAM,0.100,150.0,0.343322,2.125266,0.97571251,153.96691,5.66415968e-02
2,LAM,0.100,150.0,0.343322,2.127766,0.97597726,153.15341,5.63989153e-02
2,LAM,0.100,150.0,0.343322,2.130266,0.97624473,152.36487,5.61196677e-02
2,LAM,0.100,150.0,0.343322,2.132767,0.97651419,151.60270,5.58044509e-02
2,LAM,0.100,150.0,0.343322,2.135267,0.97678484,150.86818,5.54540182e-02
2,LAM,0.100,150.0,0.343322,2.137767,0.97705584,150.16244,5.50692698e-02
2,LAM,0.100,150.0,0.343322,2.140268,0.97732626,149.48651,5.46512395e-02
2,LAM,0.100,150.0,0.343322,2.142768,0.97759514,148.84126,5.42010828e-02
2,LAM,0.100,150.0,0.343322,2.145268,0.97786144,148.22743,5.37200624e-02
2,LAM,0.100,150.0,0.343322,2.147768,0.97812407,147.64563,5.32095358e-02
2,LAM,0.100,150.0,0.343322,2.150269,0.97838189,147.09635,5.26709412e-02
2,LAM,0.100,150.0,0.343322,2.152769,0.97863372,146.57993,5.21057854e-02
2,LAM,0.100,150.0,0.343322,2.155269,0.97887832,146.09662,5.15156321e-02
2,LAM,0.100,150.0,0.343322,2.157770,0.97911441,145.64652,5.09020914e-02
2,LAM,0.100,150.0,0.343322,2.160270,0.97934068,145.22962,5.02668113e-02
2,LAM,0.100,150.0,0.343322,2.162770,0.97955575,144.84580,4.96114698e-02
2,LAM,0.100,150.0,0.343322,2.165271,0.97975824,144.49482,4.89377703e-02
2,LAM,0.100,150.0,0.343322,2.167771,0.97994671,144.17632,4.82474370e-02
2,LAM,0.100,150.0,0.343322,2.170271,0.98011972,143.88984,4.75422137e-02
2,LAM,0.100,150.0,0.343322,2.172772,0.98027577,143.63478,4.68238634e-02
2,LAM,0.100,150.0,0.343322,2.175272,0.98041337,143.41043,4.60941703e-02
2,LAM,0.100,150.0,0.343322,2.177772,0.98053098,143.21595,4.53549427e-02
2,LAM,0.100,150.0,0.343322,2.180273,0.98062708,143.05037,4.46080175e-02
2,LAM,0.100,150.0,0.343322,2.182773,0.98070015,142.91255,4.38552654e-02
2,LAM,0.100,150.0,0.343322,2.185273,0.98074865,142.80121,4.30985975e-02
2,LAM,0.100,150.0,0.343322,2.187773,0.98077112,142.71491,4.23399702e-02
2,LAM,0.100,150.0,0.343322,2.190274,0.98076611,142.65202,4.15813914e-02
2,LAM,0.100,150.0,0.343322,2.192774,0.98073227,142.61073,4.08249238e-02
2,LAM,0.100,150.0,0.343322,2.195274,0.98066835,142.58903,4.00726872e-02
2,LAM,0.100,150.0,0.343322,2.197775,0.98057324,142.58473,3.93268574e-02
2,LAM,0.100,150.0,0.343322,2.200275,0.98044603,142.59543,3.85896605e-02
2,LAM,0.100,150.0,0.343322,2.202775,0.98028606,142.61857,3.78633642e-02
2,LAM,0.100,150.0,0.343322,2.205276,0.98009296,142.65141,3.71502608e-02
2,LAM,0.100,150.0,0.343322,2.207776,0.97986671,142.69107,3.64526475e-02
2,LAM,0.100,150.0,0.343322,2.210276,0.97960771,142.73459,3.57727978e-02
2,LAM,0.100,150.0,0.343322,2.212777,0.97931685,142.77899,3.51129284e-02
2,LAM,0.100,150.0,0.343322,2.215277,0.97899551,142.82126,3.44751611e-02
2,LAM,0.100,150.0,0.343322,2.217777,0.97864564,142.85854,3.38614801e-02
2,LAM,0.100,150.0,0.343322,2.220278,0.97826973,142.88812,3.32736903e-02
2,LAM,0.100,150.0,0.343322,2.222778,0.97787082,142.90752,3.27133737e-02
2,LAM,0.100,150.0,0.343322,2.225278,0.97745245,142.91464,3.21818525e-02
2,LAM,0.100,150.0,0.343322,2.227778,0.97701860,142.90774,3.16801569e-02
2,LAM,0.100,150.0,0.343322,2.230279,0.97657356,142.88554,3.12090035e-02
2,LAM,0.100,150.0,0.343322,2.232779,0.97612183,142.84727,3.07687829e-02
2,LAM,0.100,150.0,0.343322,2.235279,0.97566798,142.79265,3.03595599e-02
2,LAM,0.100,150.0,0.343322,2.237780,0.97521652,142.72189,2.99810844e-02
2,LAM,0.100,150.0,0.343322,2.240280,0.97477174,142.63569,2.96328127e-02
2,LAM,0.100,150.0,0.343322,2.242780,0.97433759,142.53516,2.93139361e-02
2,LAM,0.100,150.0,0.343322,2.245281,0.97391759,142.42181,2.90234174e-02
2,LAM,0.100,150.0,0.343322,2.247781,0.97351476,142.29739,2.87600283e-02
2,LAM,0.100,150.0,0.343322,2.250281,0.97313156,142.16393,2.85223908e-02
2,LAM,0.100,150.0,0.343322,2.252782,0.97276989,142.02356,2.83090161e-02
2,LAM,0.100,150.0,0.343322,2.255282,0.97243107,141.87852,2.81183425e-02
2,LAM,0.100,150.0,0.343322,2.257782,0.97211589,141.73104,2.79487698e-02
2,LAM,0.100,150.0,0.343322,2.260283,0.97182464,141.58333,2.77986906e-02
2,LAM,0.100,150.0,0.343322,2.262783,0.97155721,141.43747,2.76665169e-02
2,LAM,0.100,150.0,0.343322,2.265283,0.97131306,141.29544,2.75507043e-02
2,LAM,0.100,150.0,0.343322,2.267783,0.97109137,141.15906,2.74497708e-02
2,LAM,0.100,150.0,0.343322,2.270284,0.97089108,141.02998,2.73623131e-02
2,LAM,0.100,150.0,0.343322,2.272784,0.97071091,140.90962,2.72870195e-02
2,LAM,0.100,150.0,0.343322,2.275284,0.97054945,140.79926,2.72226788e-02
2,LAM,0.100,150.0,0.343322,2.277785,0.97040521,140.69994,2.71681875e-02
2,LAM,0.100,150.0,0.343322,2.280285,0.97027665,140.61252,2.71225537e-02
2,LAM,0.100,150.0,0.343322,2.282785,0.97016221,140.53767,2.70848983e-02
2,LAM,0.100,150.0,0.343322,2.285286,0.97006036,140.47589,2.70544545e-02
2,LAM,0.100,150.0,0.343322,2.287786,0.96996961,140.42749,2.70305653e-02
2,LAM,0.100,150.0,0.343322,2.290286,0.96988854,140.39266,2.70126790e-02
2,LAM,0.100,150.0,0.343322,2.292787,0.96981581,140.37142,2.70003438e-02
2,LAM,0.100,150.0,0.343322,2.295287,0.96975016,140.36369,2.69932005e-02
2,LAM,0.100,150.0,0.343322,2.297787,0.96969047,140.36928,2.69909752e-02
2,LAM,0.100,150.0,0.343322,2.300288,0.96963568,140.38790,2.69934707e-02
2,LAM,0.100,150.0,0.343322,2.302788,0.96958487,140.41920,2.70005577e-02
2,LAM,0.100,150.0,0.343322,2.305288,0.96953724,140.46274,2.70121661e-02
2,LAM,0.100,150.0,0.343322,2.307788,0.96949207,140.51806,2.70282759e-02
2,LAM,0.100,150.0,0.343322,2.310289,0.96944878,140.58466,2.70489084e-02
2,LAM,0.100,150.0,0.343322,2.312789,0.96940688,140.66202,2.70741179e-02
2,LAM,0.100,150.0,0.343322,2.315289,0.96936597,140.74960,2.71039839e-02
2,LAM,0.100,150.0,0.343322,2.317790,0.96932575,140.84688,2.71386036e-02
2,LAM,0.100,150.0,0.343322,2.320290,0.96928600,140.95331,2.71780852e-02
2,LAM,0.100,150.0,0.343322,2.322790,0.96924657,141.06840,2.72225421e-02
2,LAM,0.100,150.0,0.343322,2.325291,0.96920738,141.19165,2.72720874e-02
2,LAM,0.100,150.0,0.343322,2.327791,0.96916841,141.32260,2.73268299e-02
2,LAM,0.100,150.0,0.343322,2.330291,0.96912968,141.46081,2.73868698e-02
2,LAM,0.100,150.0,0.343322,2.332792,0.96909126,141.60589,2.74522962e-02
2,LAM,0.100,150.0,0.343322,2.335292,0.96905324,141.75745,2.75231847e-02
2,LAM,0.100,150.0,0.343322,2.337792,0.96901573,141.91517,2.75995960e-02
2,LAM,0.100,150.0,0.343322,2.340293,0.96897888,142.07875,2.76815746e-02
2,LAM,0.100,150.0,0.343322,2.342793,0.96894283,142.24791,2.77691490e-02
2,LAM,0.100,150.0,0.343322,2.345293,0.96890771,142.42241,2.78623310e-02
2,LAM,0.100,150.0,0.343322,2.347793,0.96887369,142.60206,2.79611172e-02
2,LAM,0.100,150.0,0.343322,2.350294,0.96884089,142.78666,2.80654891e-02
2,LAM,0.100,150.0,0.343322,2.352794,0.96880945,142.97607,2.81754144e-02
2,LAM,0.100,150.0,0.343322,2.355294,0.96877950,143.17016,2.82908489e-02
2,LAM,0.100,150.0,0.343322,2.357795,0.96875114,143.36880,2.84117370e-02
2,LAM,0.100,150.0,0.343322,2.360295,0.96872447,143.57192,2.85380142e-02
2,LAM,0.100,150.0,0.343322,2.362795,0.96869956,143.77942,2.86696085e-02
2,LAM,0.100,150.0,0.343322,2.365296,0.96867648,143.99125,2.88064417e-02
2,LAM,0.100,150.0,0.343322,2.367796,0.96865529,144.20736,2.89484309e-02
2,LAM,0.100,150.0,0.343322,2.370296,0.96863600,144.42770,2.90954908e-02
2,LAM,0.100,150.0,0.343322,2.372797,0.96861866,144.65223,2.92475345e-02
2,LAM,0.100,150.0,0.343322,2.375297,0.96860326,144.88092,2.94044741e-02
2,LAM,0.100,150.0,0.343322,2.377797,0.96858980,145.11375,2.95662231e-02
2,LAM,0.100,150.0,0.343322,2.380298,0.96857828,145.35071,2.97326968e-02
2,LAM,0.100,150.0,0.343322,2.382798,0.96856868,145.59176,2.99038131e-02
2,LAM,0.100,150.0,0.343322,2.385298,0.96856095,145.83690,3.00794930e-02
2,LAM,0.100,150.0,0.343322,2.387798,0.96855508,146.08611,3.02596619e-02
2,LAM,0.100,150.0,0.343322,2.390299,0.96855103,146.33938,3.04442493e-02
2,LAM,0.100,150.0,0.343322,2.392799,0.96854874,146.59670,3.06331896e-02
2,LAM,0.100,150.0,0.343322,2.395299,0.96854818,146.85805,3.08264222e-02
2,LAM,0.100,150.0,0.343322,2.397800,0.96854931,147.12343,3.10238916e-02
2,LAM,0.100,150.0,0.343322,2.400300,0.96855207,147.39282,3.12255472e-02
2,LAM,0.100,150.0,0.343322,2.402800,0.96855641,147.66622,3.14313438e-02
2,LAM,0.100,150.0,0.343322,2.405301,0.96856230,147.94361,3.16412413e-02
2,LAM,0.100,150.0,0.343322,2.407801,0.96856968,148.22499,3.18552042e-02
2,LAM,0.100,150.0,0.343322,2.410301,0.96857852,148.51034,3.20732019e-02
2,LAM,0.100,150.0,0.343322,2.412802,0.96858877,148.79966,3.22952084e-02
2,LAM,0.100,150.0,0.343322,2.415302,0.96860038,149.09294,3.25212014e-02
2,LAM,0.100,150.0,0.343322,2.417802,0.96861333,149.39016,3.27511630e-02
2,LAM,0.100,150.0,0.343322,2.420303,0.96862758,149.69133,3.29850788e-02
2,LAM,0.100,150.0,0.343322,2.422803,0.96864309,149.99643,3.32229375e-02
2,LAM,0.100,150.0,0.343322,2.425303,0.96865984,150.30544,3.34647308e-02
2,LAM,0.100,150.0,0.343322,2.427803,0.96867780,150.61837,3.37104533e-02
2,LAM,0.100,150.0,0.343322,2.430304,0.96869695,150.93520,3.39601016e-02
2,LAM,0.100,150.0,0.343322,2.432804,0.96871726,151.25592,3.42136740e-02
2,LAM,0.100,150.0,0.343322,2.435304,0.96873872,151.58052,3.44711708e-02
2,LAM,0.100,150.0,0.343322,2.437805,0.96876131,151.90898,3.47325933e-02
2,LAM,0.100,150.0,0.343322,2.440305,0.96878502,152.24128,3.49979434e-02
2,LAM,0.100,150.0,0.343322,2.442805,0.96880983,152.57740,3.52672237e-02
2,LAM,0.100,150.0,0.343322,2.445306,0.96883575,152.91732,3.55404367e-02
2,LAM,0.100,150.0,0.343322,2.447806,0.96886276,153.26101,3.58175844e-02
2,LAM,0.100,150.0,0.343322,2.450306,0.96889085,153.60843,3.60986681e-02
2,LAM,0.100,150.0,0.343322,2.452807,0.96892004,153.95955,3.63836881e-02
2,LAM,0.100,150.0,0.343322,2.455307,0.96895031,154.31430,3.66726425e-02
2,LAM,0.100,150.0,0.343322,2.457807,0.96898167,154.67264,3.69655277e-02
2,LAM,0.100,150.0,0.343322,2.460308,0.96901413,155.03450,3.72623374e-02
2,LAM,0.100,150.0,0.343322,2.462808,0.96904769,155.39978,3.75630618e-02
2,LAM,0.100,150.0,0.343322,2.465308,0.96908236,155.76840,3.78676878e-02
2,LAM,0.100,150.0,0.343322,2.467808,0.96911815,156.14024,3.81761979e-02
2,LAM,0.100,150.0,0.343322,2.470309,0.96915508,156.51517,3.84885695e-02
2,LAM,0.100,150.0,0.343322,2.472809,0.96919316,156.89304,3.88047747e-02
2,LAM,0.100,150.0,0.343322,2.475309,0.96923240,157.27367,3.91247795e-02
2,LAM,0.100,150.0,0.343322,2.477810,0.96927283,157.65685,3.94485424e-02
2,LAM,0.100,150.0,0.343322,2.480310,0.96931447,158.04234,3.97760147e-02
2,LAM,0.100,150.0,0.343322,2.482810,0.96935733,158.42987,4.01071391e-02
2,LAM,0.100,150.0,0.343322,2.485311,0.96940145,158.81913,4.04418487e-02
2,LAM,0.100,150.0,0.343322,2.487811,0.96944685,159.20976,4.07800664e-02
2,LAM,0.100,150.0,0.343322,2.490311,0.96949357,159.60134,4.11217039e-02
2,LAM,0.100,150.0,0.343322,2.492812,0.96954163,159.99341,4.14666605e-02
2,LAM,0.100,150.0,0.343322,2.495312,0.96959107,160.38543,4.18148222e-02
2,LAM,0.100,150.0,0.343322,2.497812,0.96964192,160.77680,4.21660605e-02
2,LAM,0.100,150.0,0.343322,2.500313,0.96969424,161.16682,4.25202313e-02
2,LAM,0.100,150.0,0.343322,2.502813,0.96974805,161.55473,4.28771736e-02
2,LAM,0.100,150.0,0.343322,2.505313,0.96980341,161.93964,4.32367083e-02
2,LAM,0.100,150.0,0.343322,2.507813,0.96986036,162.32057,4.35986368e-02
2,LAM,0.100,150.0,0.343322,2.510314,0.96991896,162.69642,4.39627397e-02
2,LAM,0.100,150.0,0.343322,2.512814,0.96997925,163.06594,4.43287757e-02
2,LAM,0.100,150.0,0.343322,2.515314,0.97004130,163.42777,4.46964796e-02
2,LAM,0.100,150.0,0.343322,2.517815,0.97010516,163.78036,4.50655613e-02
2,LAM,0.100,150.0,0.343322,2.520315,0.97017090,164.12205,4.54357046e-02
2,LAM,0.100,150.0,0.343322,2.522815,0.97023858,164.45098,4.58065650e-02
2,LAM,0.100,150.0,0.343322,2.525316,0.97030828,164.76514,4.61777693e-02
2,LAM,0.100,150.0,0.343322,2.527816,0.97038006,165.06235,4.65489135e-02
2,LAM,0.100,150.0,0.343322,2.530316,0.97045400,165.34030,4.69195621e-02
2,LAM,0.100,150.0,0.343322,2.532817,0.97053017,165.59653,4.72892465e-02
2,LAM,0.100,150.0,0.343322,2.535317,0.97060866,165.82847,4.76574643e-02
2,LAM,0.100,150.0,0.343322,2.537817,0.97068955,166.03350,4.80236780e-02
2,LAM,0.100,150.0,0.343322,2.540318,0.97077292,166.20898,4.83873148e-02
2,LAM,0.100,150.0,0.343322,2.542818,0.97085886,166.35231,4.87477657e-02
2,LAM,0.100,150.0,0.343322,2.545318,0.97094746,166.46103,4.91043852e-02
2,LAM,0.100,150.0,0.343322,2.547818,0.97103880,166.53284,4.94564917e-02
2,LAM,0.100,150.0,0.343322,2.550319,0.97113297,166.56575,4.98033674e-02
2,LAM,0.100,150.0,0.343322,2.552819,0.97123006,166.55813,5.01442593e-02
2,LAM,0.100,150.0,0.343322,2.555319,0.97133017,166.50873,5.04783803e-02
2,LAM,0.100,150.0,0.343322,2.557820,0.97143337,166.41682,5.08049103e-02
2,LAM,0.100,150.0,0.343322,2.560320,0.97153975,166.28213,5.11229985e-02
2,LAM,0.100,150.0,0.343322,2.562820,0.97164939,166.10492,5.14317663e-02
2,LAM,0.100,150.0,0.343322,2.565321,0.97176238,165.88595,5.17303092e-02
2,LAM,0.100,150.0,0.343322,2.567821,0.97187877,165.62640,5.20177013e-02
2,LAM,0.100,150.0,0.343322,2.570321,0.97199864,165.32789,5.22929988e-02
2,LAM,0.100,150.0,0.343322,2.572822,0.97212204,164.99237,5.25552445e-02
2,LAM,0.100,150.0,0.343322,2.575322,0.97224902,164.62205,5.28034736e-02
2,LAM,0.100,150.0,0.343322,2.577822,0.97237963,164.21936,5.30367181e-02
2,LAM,0.100,150.0,0.343322,2.580323,0.97251387,163.78688,5.32540141e-02
2,LAM,0.100,150.0,0.343322,2.582823,0.97265178,163.32727,5.34544071e-02
2,LAM,0.100,150.0,0.343322,2.585323,0.97279333,162.84325,5.36369595e-02
2,LAM,0.100,150.0,0.343322,2.587823,0.97293852,162.33751,5.38007576e-02
2,LAM,0.100,150.0,0.343322,2.590324,0.97308730,161.81276,5.39449179e-02
2,LAM,0.100,150.0,0.343322,2.592824,0.97323962,161.27163,5.40685962e-02
2,LAM,0.100,150.0,0.343322,2.595324,0.97339539,160.71669,5.41709932e-02
2,LAM,0.100,150.0,0.343322,2.597825,0.97355452,160.15045,5.42513617e-02
2,LAM,0.100,150.0,0.343322,2.600325,0.97371686,159.57529,5.43090155e-02
2,LAM,0.100,150.0,0.343322,2.602825,0.97388227,158.99355,5.43433334e-02
2,LAM,0.100,150.0,0.343322,2.605326,0.97405057,158.40744,5.43537660e-02
2,LAM,0.100,150.0,0.343322,2.607826,0.97422153,157.81907,5.43398429e-02
2,LAM,0.100,150.0,0.343322,2.610326,0.97439493,157.23047,5.43011749e-02
2,LAM,0.100,150.0,0.343322,2.612827,0.97457048,156.64355,5.42374596e-02
2,LAM,0.100,150.0,0.343322,2.615327,0.97474788,156.06013,5.41484847e-02
2,LAM,0.100,150.0,0.343322,2.617827,0.97492679,155.48192,5.40341296e-02
2,LAM,0.100,150.0,0.343322,2.620328,0.97510685,154.91053,5.38943675e-02
2,LAM,0.100,150.0,0.343322,2.622828,0.97528765,154.34748,5.37292659e-02
2,LAM,0.100,150.0,0.343322,2.625328,0.97546876,153.79417,5.35389862e-02
2,LAM,0.100,150.0,0.343322,2.627828,0.97564971,153.25190,5.33237828e-02
2,LAM,0.100,150.0,0.343322,2.630329,0.97583000,152.72187,5.30840011e-02
2,LAM,0.100,150.0,0.343322,2.632829,0.97600911,152.20518,5.28200749e-02
2,LAM,0.100,150.0,0.343322,2.635329,0.97618647,151.70284,5.25325230e-02
2,LAM,0.100,150.0,0.343322,2.637830,0.97636150,151.21574,5.22219460e-02
2,LAM,0.100,150.0,0.343322,2.640330,0.97653359,150.74468,5.18890213e-02
2,LAM,0.100,150.0,0.343322,2.642830,0.97670210,150.29036,5.15344994e-02
2,LAM,0.100,150.0,0.343322,2.645331,0.97686636,149.85338,5.11591981e-02
2,LAM,0.100,150.0,0.343322,2.647831,0.97702569,149.43424,5.07639987e-02
2,LAM,0.100,150.0,0.343322,2.650331,0.97717940,149.03336,5.03498405e-02
2,LAM,0.100,150.0,0.343322,2.652832,0.97732677,148.65105,4.99177157e-02
2,LAM,0.100,150.0,0.343322,2.655332,0.97746706,148.28754,4.94686654e-02
2,LAM,0.100,150.0,0.343322,2.657832,0.97759955,147.94297,4.90037743e-02
2,LAM,0.100,150.0,0.343322,2.660333,0.97772348,147.61737,4.85241673e-02
2,LAM,0.100,150.0,0.343322,2.662833,0.97783810,147.31072,4.80310048e-02
2,LAM,0.100,150.0,0.343322,2.665333,0.97794268,147.02288,4.75254793e-02
2,LAM,0.100,150.0,0.343322,2.667833,0.97803647,146.75365,4.70088122e-02
2,LAM,0.100,150.0,0.343322,2.670334,0.97811874,146.50273,4.64822502e-02
2,LAM,0.100,150.0,0.343322,2.672834,0.97818878,146.26975,4.59470632e-02
2,LAM,0.100,150.0,0.343322,2.675334,0.97824590,146.05426,4.54045405e-02
2,LAM,0.100,150.0,0.343322,2.677835,0.97828944,145.85573,4.48559894e-02
2,LAM,0.100,150.0,0.343322,2.680335,0.97831876,145.67354,4.43027314e-02
2,LAM,0.100,150.0,0.343322,2.682835,0.97833331,145.50703,4.37461002e-02
2,LAM,0.100,150.0,0.343322,2.685336,0.97833253,145.35544,4.31874384e-02
2,LAM,0.100,150.0,0.343322,2.687836,0.97831598,145.21795,4.26280945e-02
2,LAM,0.100,150.0,0.343322,2.690336,0.97828325,145.09369,4.20694186e-02
2,LAM,0.100,150.0,0.343322,2.692837,0.97823404,144.98171,4.15127587e-02
2,LAM,0.100,150.0,0.343322,2.695337,0.97816812,144.88104,4.09594550e-02
2,LAM,0.100,150.0,0.343322,2.697837,0.97808539,144.79063,4.04108353e-02
2,LAM,0.100,150.0,0.343322,2.700338,0.97798585,144.70942,3.98682072e-02
2,LAM,0.100,150.0,0.343322,2.702838,0.97786963,144.63633,3.93328521e-02
2,LAM,0.100,150.0,0.343322,2.705338,0.97773697,144.57026,3.88060165e-02
2,LAM,0.100,150.0,0.343322,2.707838,0.97758829,144.51010,3.82889042e-02
2,LAM,0.100,150.0,0.343322,2.710339,0.97742412,144.45478,3.77826665e-02
2,LAM,0.100,150.0,0.343322,2.712839,0.97724517,144.40324,3.72883940e-02
2,LAM,0.100,150.0,0.343322,2.715339,0.97705227,144.35449,3.68071066e-02
2,LAM,0.100,150.0,0.343322,2.717840,0.97684641,144.30759,3.63397450e-02
2,LAM,0.100,150.0,0.343322,2.720340,0.97662870,144.26168,3.58871624e-02
2,LAM,0.100,150.0,0.343322,2.722840,0.97640040,144.21598,3.54501171e-02
2,LAM,0.100,150.0,0.343322,2.725341,0.97616285,144.16985,3.50292664e-02
2,LAM,0.100,150.0,0.343322,2.727841,0.97591748,144.12275,3.46251617e-02
2,LAM,0.100,150.0,0.343322,2.730341,0.97566581,144.07424,3.42382458e-02
2,LAM,0.100,150.0,0.343322,2.732842,0.97540938,144.02405,3.38688517e-02
2,LAM,0.100,150.0,0.343322,2.735342,0.97514976,143.97202,3.35172029e-02
2,LAM,0.100,150.0,0.343322,2.737842,0.97488848,143.91812,3.31834167e-02
2,LAM,0.100,150.0,0.343322,2.740343,0.97462707,143.86247,3.28675077e-02
2,LAM,0.100,150.0,0.343322,2.742843,0.97436698,143.80527,3.25693944e-02
2,LAM,0.100,150.0,0.343322,2.745343,0.97410956,143.74686,3.22889061e-02
2,LAM,0.100,150.0,0.343322,2.747843,0.97385609,143.68766,3.20257913e-02
2,LAM,0.100,150.0,0.343322,2.750344,0.97360770,143.62817,3.17797270e-02
2,LAM,0.100,150.0,0.343322,2.752844,0.97336540,143.56898,3.15503281e-02
2,LAM,0.100,150.0,0.343322,2.755344,0.97313006,143.51071,3.13371575e-02
2,LAM,0.100,150.0,0.343322,2.757845,0.97290242,143.45400,3.11397360e-02
2,LAM,0.100,150.0,0.343322,2.760345,0.97268305,143.39954,3.09575518e-02
2,LAM,0.100,150.0,0.343322,2.762845,0.97247241,143.34801,3.07900698e-02
2,LAM,0.100,150.0,0.343322,2.765346,0.97227080,143.30007,3.06367401e-02
2,LAM,0.100,150.0,0.343322,2.767846,0.97207842,143.25638,3.04970060e-02
2,LAM,0.100,150.0,0.343322,2.770346,0.97189534,143.21756,3.03703112e-02
2,LAM,0.100,150.0,0.343322,2.772847,0.97172153,143.18417,3.02561058e-02
2,LAM,0.100,150.0,0.343322,2.775347,0.97155688,143.15675,3.01538520e-02
2,LAM,0.100,150.0,0.343322,2.777847,0.97140120,143.13578,3.00630286e-02
2,LAM,0.100,150.0,0.343322,2.780348,0.97125422,143.12167,2.99831349e-02
2,LAM,0.100,150.0,0.343322,2.782848,0.97111564,143.11479,2.99136934e-02
2,LAM,0.100,150.0,0.343322,2.785348,0.97098512,143.11542,2.98542521e-02
2,LAM,0.100,150.0,0.343322,2.787848,0.97086227,143.12382,2.98043858e-02
2,LAM,0.100,150.0,0.343322,2.790349,0.97074671,143.14016,2.97636974e-02
2,LAM,0.100,150.0,0.343322,2.792849,0.97063803,143.16457,2.97318175e-02
2,LAM,0.100,150.0,0.343322,2.795349,0.97053582,143.19711,2.97084044e-02
2,LAM,0.100,150.0,0.343322,2.797850,0.97043969,143.23781,2.96931435e-02
2,LAM,0.100,150.0,0.343322,2.800350,0.97034925,143.28664,2.96857461e-02
2,LAM,0.100,150.0,0.343322,2.802850,0.97026413,143.34353,2.96859476e-02
2,LAM,0.100,150.0,0.343322,2.805351,0.97018397,143.40839,2.96935063e-02
