case_id,block,backend,ic_id,J,mu_over_J,sigma,band0,band_frac0,d_sep0,t_yr,omega_e,Id_over_Is,beta_deg,alpha_deg
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,0.000000e+00,8.86467479e-04,0.367820,103.8745,264.8843
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,1.000000e-03,8.80679089e-04,0.372595,102.3398,355.9737
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,1.102485e-03,8.80083793e-04,0.373103,102.1500,328.8753
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,1.215474e-03,8.79436034e-04,0.373664,102.5760,299.0214
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,1.340043e-03,8.78745971e-04,0.374272,103.2079,266.0045
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,1.477378e-03,8.78001914e-04,0.374939,103.1328,229.5606
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,1.628787e-03,8.77169563e-04,0.375688,102.1706,189.6651
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,1.795714e-03,8.76217855e-04,0.376537,101.7372,146.0850
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,1.979749e-03,8.75199716e-04,0.377468,102.6814,98.0720
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,2.182645e-03,8.74140138e-04,0.378476,102.8502,44.9904
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,2.406334e-03,8.72938131e-04,0.379615,101.6327,347.0589
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,2.652948e-03,8.71599930e-04,0.380891,102.2927,283.6623
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,2.924837e-03,8.70214241e-04,0.382279,102.1789,213.6438
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,3.224591e-03,8.68612349e-04,0.383861,101.2599,137.4527
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,3.555064e-03,8.66943979e-04,0.385593,102.3548,53.6130
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,3.919407e-03,8.65093664e-04,0.387536,101.0642,322.1953
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,4.321089e-03,8.63133753e-04,0.389687,101.7614,221.9639
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,4.763938e-03,8.60933874e-04,0.392115,101.1700,112.9060
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,5.252173e-03,8.58664214e-04,0.394790,100.6267,353.4865
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,5.790444e-03,8.56193357e-04,0.397789,101.2060,223.6399
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,6.383880e-03,8.53512893e-04,0.401148,101.1444,82.5067
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,7.038136e-03,8.50714813e-04,0.404882,100.4822,289.1713
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,7.759442e-03,8.47750988e-04,0.409059,99.8840,122.8263
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,8.554673e-03,8.44677540e-04,0.413711,99.7314,302.9116
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,9.431402e-03,8.41464490e-04,0.418928,99.6088,108.6901
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,1.039798e-02,8.38220779e-04,0.424738,99.6989,259.6203
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,1.146363e-02,8.34932616e-04,0.431247,99.2398,35.0593
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,1.263848e-02,8.31650474e-04,0.438531,98.0580,155.1372
1,backend,numeric,2,1.8000,1.0e-03,-1,LAM,0.1357,0.818298,1.393374e-02,8.28511093e-04,0.446619,98.5151,259.3317
