case_id,block,backend,ic_id,J,mu_over_J,sigma,band0,band_frac0,d_sep0,t_yr,omega_e,Id_over_Is,beta_deg,alpha_deg
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,0.000000e+00,7.89395007e-04,0.408497,38.2810,52.6808
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,1.000000e-03,7.80844764e-04,0.404593,37.7793,176.6159
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,1.102485e-03,7.80006546e-04,0.404173,37.7353,151.6281
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,1.215474e-03,7.79085971e-04,0.403711,38.0053,124.1162
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,1.340043e-03,7.78064929e-04,0.403217,38.4671,94.2142
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,1.477378e-03,7.76931621e-04,0.402691,38.7179,61.6914
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,1.628787e-03,7.75693201e-04,0.402107,38.4570,25.6160
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,1.795714e-03,7.74361550e-04,0.401434,38.0781,344.8474
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,1.979749e-03,7.72915100e-04,0.400683,38.3697,299.4572
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,2.182645e-03,7.71307453e-04,0.399890,38.8892,250.3617
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,2.406334e-03,7.69554965e-04,0.399014,38.4342,196.0223
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,2.652948e-03,7.67692128e-04,0.397993,38.3352,134.1637
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,2.924837e-03,7.65622541e-04,0.396923,39.2289,67.1451
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,3.224591e-03,7.63369962e-04,0.395751,38.5936,352.8594
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,3.555064e-03,7.60959431e-04,0.394421,39.3200,269.3260
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,3.919407e-03,7.58314675e-04,0.393007,38.7908,177.9951
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,4.321089e-03,7.55496077e-04,0.391408,39.8105,75.1095
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,4.763938e-03,7.52433727e-04,0.389687,39.2042,321.5126
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,5.252173e-03,7.49130000e-04,0.387827,39.6553,195.9558
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,5.790444e-03,7.45631467e-04,0.385748,40.5685,54.7961
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,6.383880e-03,7.41907153e-04,0.383480,40.8573,257.6623
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,7.038136e-03,7.37959714e-04,0.381030,41.2622,82.5273
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,7.759442e-03,7.33758720e-04,0.378440,41.7690,247.7906
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,8.554673e-03,7.29324342e-04,0.375673,41.9954,30.2433
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,9.431402e-03,7.24686802e-04,0.372699,41.9203,145.4468
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,1.039798e-02,7.19742689e-04,0.369677,43.7080,232.8993
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,1.146363e-02,7.14529224e-04,0.366565,44.2058,285.6705
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,1.263848e-02,7.08889202e-04,0.363551,44.9134,301.7774
1,backend,numeric,1,0.1000,1.0e-03,-1,LAM,0.1949,0.762218,1.393374e-02,7.02699794e-04,0.360736,46.7445,275.2312
