label,J,mu_over_J,t_yr,omega_e,beta_deg,alpha_deg,Id_over_Is,eps_beta
J = 0.1,0.1000,1.0e-03,0.280093,4.21945805e-02,105.9034,254.4437,0.963252,3.513261e-05
J = 0.1,0.1000,1.0e-03,0.286762,4.32598437e-02,105.8044,257.3440,0.963379,3.442618e-05
J = 0.1,0.1000,1.0e-03,0.293431,4.42802024e-02,105.7132,260.1577,0.963516,3.294372e-05
J = 0.1,0.1000,1.0e-03,0.300100,4.52555616e-02,105.6384,262.8913,0.963661,3.093237e-05
J = 0.1,0.1000,1.0e-03,0.306769,4.61865399e-02,105.5858,265.5510,0.963811,2.859381e-05
J = 0.1,0.1000,1.0e-03,0.313438,4.70743327e-02,105.5594,268.1422,0.963966,2.608484e-05
J = 0.1,0.1000,1.0e-03,0.320107,4.79205727e-02,105.5614,270.6697,0.964123,2.352211e-05
J = 0.1,0.1000,1.0e-03,0.326776,4.87272051e-02,105.5923,273.1375,0.964280,2.098861e-05
J = 0.1,0.1000,1.0e-03,0.333444,4.94963883e-02,105.6519,275.5492,0.964435,1.854043e-05
J = 0.1,0.1000,1.0e-03,0.340113,5.02304207e-02,105.7386,277.9077,0.964586,1.621291e-05
J = 0.1,0.1000,1.0e-03,0.346782,5.09316908e-02,105.8504,280.2152,0.964730,1.402600e-05
J = 0.1,0.1000,1.0e-03,0.353451,5.16026475e-02,105.9850,282.4738,0.964868,1.198860e-05
J = 0.1,0.1000,1.0e-03,0.360120,5.22457827e-02,106.1397,284.6849,0.964996,1.010200e-05
J = 0.1,0.1000,1.0e-03,0.366789,5.28636239e-02,106.3114,286.8498,0.965115,8.362524e-06
J = 0.1,0.1000,1.0e-03,0.373458,5.34587305e-02,106.4974,288.9693,0.965222,6.763421e-06
J = 0.1,0.1000,1.0e-03,0.380127,5.40336932e-02,106.6947,291.0442,0.965318,5.296313e-06
J = 0.1,0.1000,1.0e-03,0.386796,5.45911308e-02,106.9005,293.0749,0.965401,3.952126e-06
J = 0.1,0.1000,1.0e-03,0.393464,5.51336862e-02,107.1122,295.0618,0.965471,2.721728e-06
J = 0.1,0.1000,1.0e-03,0.400133,5.56640187e-02,107.3273,297.0052,0.965529,1.596300e-06
J = 0.1,0.1000,1.0e-03,0.406802,5.61847928e-02,107.5433,298.9053,0.965573,5.675233e-07
J = 0.1,0.1000,1.0e-03,0.413471,5.66986636e-02,107.7582,300.7622,0.965605,3.723486e-07
J = 0.1,0.1000,1.0e-03,0.420140,5.72082589e-02,107.9700,302.5761,0.965624,1.230515e-06
J = 0.1,0.1000,1.0e-03,0.426809,5.77161585e-02,108.1770,304.3470,0.965632,2.013698e-06
J = 0.1,0.1000,1.0e-03,0.433478,5.82248716e-02,108.3776,306.0752,0.965628,2.728233e-06
J = 0.1,0.1000,1.0e-03,0.440147,5.87368130e-02,108.5705,307.7606,0.965614,3.380172e-06
J = 0.1,0.1000,1.0e-03,0.446816,5.92542786e-02,108.7546,309.4036,0.965590,3.975360e-06
J = 0.1,0.1000,1.0e-03,0.453484,5.97794218e-02,108.9292,311.0044,0.965557,4.519506e-06
J = 0.1,0.1000,1.0e-03,0.460153,6.03142315e-02,109.0934,312.5633,0.965517,5.018211e-06
J = 0.1,0.1000,1.0e-03,0.466822,6.08605123e-02,109.2471,314.0807,0.965470,5.476974e-06
J = 0.1,0.1000,1.0e-03,0.473491,6.14198679e-02,109.3898,315.5569,0.965418,5.901164e-06
J = 0.1,0.1000,1.0e-03,0.480160,6.19936896e-02,109.5218,316.9924,0.965361,6.295964e-06
J = 0.1,0.1000,1.0e-03,0.486829,6.25831475e-02,109.6431,318.3880,0.965300,6.666298e-06
J = 0.1,0.1000,1.0e-03,0.493498,6.31891889e-02,109.7543,319.7441,0.965237,7.016733e-06
J = 0.1,0.1000,1.0e-03,0.500167,6.38125402e-02,109.8560,321.0615,0.965172,7.351391e-06
J = 0.1,0.1000,1.0e-03,0.506836,6.44537143e-02,109.9488,322.3409,0.965107,7.673844e-06
J = 0.1,0.1000,1.0e-03,0.513505,6.51130230e-02,110.0338,323.5831,0.965041,7.987047e-06
J = 0.1,0.1000,1.0e-03,0.520173,6.57905950e-02,110.1118,324.7889,0.964976,8.293258e-06
J = 0.1,0.1000,1.0e-03,0.526842,6.64863919e-02,110.1839,325.9592,0.964912,8.593996e-06
J = 0.1,0.1000,1.0e-03,0.533511,6.72002360e-02,110.2514,327.0948,0.964850,8.890047e-06
J = 0.1,0.1000,1.0e-03,0.540180,6.79318311e-02,110.3153,328.1966,0.964790,9.181454e-06
J = 0.1,0.1000,1.0e-03,0.546849,6.86807903e-02,110.3769,329.2655,0.964732,9.467582e-06
J = 0.1,0.1000,1.0e-03,0.553518,6.94466601e-02,110.4372,330.3022,0.964676,9.747170e-06
J = 0.1,0.1000,1.0e-03,0.560187,7.02289459e-02,110.4974,331.3076,0.964623,1.001843e-05
J = 0.1,0.1000,1.0e-03,0.566856,7.10271355e-02,110.5585,332.2824,0.964573,1.027915e-05
J = 0.1,0.1000,1.0e-03,0.573525,7.18407191e-02,110.6215,333.2273,0.964525,1.052681e-05
J = 0.1,0.1000,1.0e-03,0.580193,7.26692098e-02,110.6872,334.1430,0.964480,1.075870e-05
J = 0.1,0.1000,1.0e-03,0.586862,7.35121569e-02,110.7565,335.0301,0.964436,1.097203e-05
J = 0.1,0.1000,1.0e-03,0.593531,7.43691604e-02,110.8298,335.8892,0.964395,1.116405e-05
J = 0.1,0.1000,1.0e-03,0.600200,7.52398815e-02,110.9077,336.7206,0.964356,1.133215e-05
J = 0.1,0.1000,1.0e-03,0.606869,7.61240461e-02,110.9906,337.5249,0.964318,1.147393e-05
J = 0.1,0.1000,1.0e-03,0.613538,7.70214514e-02,111.0789,338.3023,0.964282,1.158730e-05
J = 0.1,0.1000,1.0e-03,0.620207,7.79319659e-02,111.1725,339.0533,0.964246,1.167048e-05
J = 0.1,0.1000,1.0e-03,0.626876,7.88555288e-02,111.2717,339.7780,0.964212,1.172210e-05
J = 0.1,0.1000,1.0e-03,0.633545,7.97921459e-02,111.3762,340.4766,0.964179,1.174118e-05
J = 0.1,0.1000,1.0e-03,0.640213,8.07418845e-02,111.4860,341.1493,0.964146,1.172715e-05
J = 0.1,0.1000,1.0e-03,0.646882,8.17048672e-02,111.6007,341.7962,0.964113,1.167984e-05
J = 0.1,0.1000,1.0e-03,0.653551,8.26812628e-02,111.7202,342.4174,0.964081,1.159949e-05
J = 0.1,0.1000,1.0e-03,0.660220,8.36712787e-02,111.8439,343.0130,0.964049,1.148668e-05
J = 0.1,0.1000,1.0e-03,0.666889,8.46751491e-02,111.9714,343.5830,0.964017,1.134236e-05
J = 0.1,0.1000,1.0e-03,0.673558,8.56931270e-02,112.1023,344.1275,0.963985,1.116776e-05
J = 0.1,0.1000,1.0e-03,0.680227,8.67254711e-02,112.2359,344.6464,0.963952,1.096439e-05
J = 0.1,0.1000,1.0e-03,0.686896,8.77724374e-02,112.3719,345.1398,0.963920,1.073397e-05
J = 0.1,0.1000,1.0e-03,0.693565,8.88342666e-02,112.5095,345.6077,0.963888,1.047844e-05
J = 0.1,0.1000,1.0e-03,0.700233,8.99111753e-02,112.6482,346.0502,0.963855,1.019986e-05
J = 0.1,0.1000,1.0e-03,0.706902,9.10033450e-02,112.7874,346.4673,0.963823,9.900397e-06
J = 0.1,0.1000,1.0e-03,0.713571,9.21109135e-02,112.9267,346.8591,0.963791,9.582310e-06
J = 0.1,0.1000,1.0e-03,0.720240,9.32339659e-02,113.0653,347.2257,0.963759,9.247886e-06
J = 0.1,0.1000,1.0e-03,0.726909,9.43725267e-02,113.2027,347.5671,0.963728,8.899421e-06
J = 0.1,0.1000,1.0e-03,0.733578,9.55265534e-02,113.3385,347.8837,0.963697,8.539188e-06
J = 0.1,0.1000,1.0e-03,0.740247,9.66959297e-02,113.4722,348.1755,0.963667,8.169418e-06
J = 0.1,0.1000,1.0e-03,0.746916,9.78804616e-02,113.6032,348.4427,0.963637,7.792271e-06
J = 0.1,0.1000,1.0e-03,0.753585,9.90798722e-02,113.7311,348.6856,0.963609,7.409822e-06
J = 0.1,0.1000,1.0e-03,0.760253,1.00293800e-01,113.8555,348.9045,0.963582,7.024046e-06
J = 0.1,0.1000,1.0e-03,0.766922,1.01521798e-01,113.9761,349.0996,0.963555,6.636803e-06
J = 0.1,0.1000,1.0e-03,0.773591,1.02763330e-01,114.0924,349.2713,0.963531,6.249830e-06
J = 0.1,0.1000,1.0e-03,0.780260,1.04017773e-01,114.2042,349.4201,0.963507,5.864738e-06
J = 0.1,0.1000,1.0e-03,0.786929,1.05284419e-01,114.3111,349.5463,0.963486,5.483002e-06
J = 0.1,0.1000,1.0e-03,0.793598,1.06562477e-01,114.4129,349.6503,0.963466,5.105966e-06
J = 0.1,0.1000,1.0e-03,0.800267,1.07851074e-01,114.5094,349.7327,0.963448,4.734840e-06
J = 0.1,0.1000,1.0e-03,0.806936,1.09149263e-01,114.6004,349.7939,0.963433,4.370704e-06
J = 0.1,0.1000,1.0e-03,0.813605,1.10456023e-01,114.6856,349.8345,0.963419,4.014509e-06
J = 0.1,0.1000,1.0e-03,0.820273,1.11770268e-01,114.7649,349.8550,0.963407,3.667086e-06
J = 0.1,0.1000,1.0e-03,0.826942,1.13090848e-01,114.8383,349.8560,0.963398,3.329151e-06
J = 0.1,0.1000,1.0e-03,0.833611,1.14416562e-01,114.9055,349.8382,0.963392,3.001310e-06
J = 0.1,0.1000,1.0e-03,0.840280,1.15746157e-01,114.9665,349.8022,0.963387,2.684068e-06
J = 0.1,0.1000,1.0e-03,0.846949,1.17078341e-01,115.0212,349.7486,0.963386,2.377839e-06
J = 0.1,0.1000,1.0e-03,0.853618,1.18411784e-01,115.0696,349.6780,0.963387,2.082949e-06
J = 0.1,0.1000,1.0e-03,0.860287,1.19745129e-01,115.1116,349.5912,0.963390,1.799647e-06
J = 0.1,0.1000,1.0e-03,0.866956,1.21076997e-01,115.1472,349.4889,0.963396,1.528114e-06
J = 0.1,0.1000,1.0e-03,0.873625,1.22405994e-01,115.1764,349.3718,0.963405,1.268469e-06
J = 0.1,0.1000,1.0e-03,0.880293,1.23730718e-01,115.1993,349.2405,0.963417,1.020774e-06
J = 0.1,0.1000,1.0e-03,0.886962,1.25049761e-01,115.2158,349.0958,0.963432,7.850443e-07
J = 0.1,0.1000,1.0e-03,0.893631,1.26361725e-01,115.2260,348.9384,0.963449,5.612552e-07
J = 0.1,0.1000,1.0e-03,0.900300,1.27665214e-01,115.2300,348.7690,0.963469,3.493436e-07
J = 0.1,0.1000,1.0e-03,0.906969,1.28958852e-01,115.2277,348.5884,0.963492,1.492175e-07
J = 0.1,0.1000,1.0e-03,0.913638,1.30241278e-01,115.2194,348.3973,0.963518,3.924192e-08
J = 0.1,0.1000,1.0e-03,0.920307,1.31511159e-01,115.2051,348.1963,0.963547,2.161757e-07
J = 0.1,0.1000,1.0e-03,0.926976,1.32767188e-01,115.1849,347.9863,0.963579,3.817424e-07
J = 0.1,0.1000,1.0e-03,0.933645,1.34008088e-01,115.1589,347.7679,0.963613,5.361163e-07
J = 0.1,0.1000,1.0e-03,0.940313,1.35232621e-01,115.1273,347.5419,0.963651,6.794851e-07
J = 0.1,0.1000,1.0e-03,0.946982,1.36439584e-01,115.0901,347.3088,0.963692,8.120461e-07
J = 0.1,0.1000,1.0e-03,0.953651,1.37627818e-01,115.0477,347.0694,0.963735,9.340060e-07
J = 0.1,0.1000,1.0e-03,0.960320,1.38796205e-01,115.0001,346.8244,0.963782,1.045580e-06
J = 0.1,0.1000,1.0e-03,0.966989,1.39943674e-01,114.9476,346.5745,0.963831,1.146987e-06
J = 0.1,0.1000,1.0e-03,0.973658,1.41069199e-01,114.8903,346.3201,0.963883,1.238455e-06
J = 0.1,0.1000,1.0e-03,0.980327,1.42171806e-01,114.8284,346.0621,0.963939,1.320215e-06
J = 0.1,0.1000,1.0e-03,0.986996,1.43250567e-01,114.7622,345.8010,0.963997,1.392502e-06
J = 0.1,0.1000,1.0e-03,0.993665,1.44304608e-01,114.6919,345.5373,0.964058,1.455556e-06
J = 0.1,0.1000,1.0e-03,1.000333,1.45333104e-01,114.6178,345.2717,0.964123,1.509622e-06
J = 0.1,0.1000,1.0e-03,1.007002,1.46335285e-01,114.5401,345.0048,0.964190,1.554948e-06
J = 0.1,0.1000,1.0e-03,1.013671,1.47310429e-01,114.4590,344.7370,0.964260,1.591783e-06
J = 0.1,0.1000,1.0e-03,1.020340,1.48257870e-01,114.3748,344.4688,0.964333,1.620384e-06
J = 0.1,0.1000,1.0e-03,1.027009,1.49176992e-01,114.2879,344.2009,0.964410,1.641008e-06
J = 0.1,0.1000,1.0e-03,1.033678,1.50067232e-01,114.1985,343.9336,0.964489,1.653916e-06
J = 0.1,0.1000,1.0e-03,1.040347,1.50928077e-01,114.1069,343.6674,0.964571,1.659372e-06
J = 0.1,0.1000,1.0e-03,1.047016,1.51759068e-01,114.0134,343.4027,0.964656,1.657643e-06
J = 0.1,0.1000,1.0e-03,1.053685,1.52559792e-01,113.9183,343.1400,0.964744,1.648999e-06
J = 0.1,0.1000,1.0e-03,1.060353,1.53329887e-01,113.8218,342.8797,0.964835,1.633709e-06
J = 0.1,0.1000,1.0e-03,1.067022,1.54069040e-01,113.7244,342.6221,0.964929,1.612049e-06
J = 0.1,0.1000,1.0e-03,1.073691,1.54776982e-01,113.6264,342.3675,0.965025,1.584291e-06
J = 0.1,0.1000,1.0e-03,1.080360,1.55453493e-01,113.5279,342.1164,0.965125,1.550712e-06
J = 0.1,0.1000,1.0e-03,1.087029,1.56098394e-01,113.4294,341.8689,0.965227,1.511587e-06
J = 0.1,0.1000,1.0e-03,1.093698,1.56711550e-01,113.3312,341.6255,0.965333,1.467191e-06
J = 0.1,0.1000,1.0e-03,1.100367,1.57292866e-01,113.2335,341.3863,0.965440,1.417802e-06
J = 0.1,0.1000,1.0e-03,1.107036,1.57842287e-01,113.1367,341.1516,0.965551,1.363691e-06
J = 0.1,0.1000,1.0e-03,1.113705,1.58359793e-01,113.0410,340.9217,0.965664,1.305131e-06
J = 0.1,0.1000,1.0e-03,1.120373,1.58845402e-01,112.9468,340.6966,0.965780,1.242393e-06
J = 0.1,0.1000,1.0e-03,1.127042,1.59299164e-01,112.8543,340.4768,0.965899,1.175744e-06
J = 0.1,0.1000,1.0e-03,1.133711,1.59721159e-01,112.7638,340.2622,0.966020,1.105446e-06
J = 0.1,0.1000,1.0e-03,1.140380,1.60111497e-01,112.6757,340.0530,0.966144,1.031759e-06
J = 0.1,0.1000,1.0e-03,1.147049,1.60470317e-01,112.5900,339.8495,0.966270,9.549381e-07
J = 0.1,0.1000,1.0e-03,1.153718,1.60797780e-01,112.5072,339.6516,0.966398,8.752323e-07
J = 0.1,0.1000,1.0e-03,1.160387,1.61094071e-01,112.4274,339.4596,0.966529,7.928851e-07
J = 0.1,0.1000,1.0e-03,1.167056,1.61359397e-01,112.3509,339.2734,0.966662,7.081335e-07
J = 0.1,0.1000,1.0e-03,1.173725,1.61593981e-01,112.2779,339.0931,0.966797,6.212075e-07
J = 0.1,0.1000,1.0e-03,1.180393,1.61798066e-01,112.2086,338.9189,0.966934,5.323299e-07
J = 0.1,0.1000,1.0e-03,1.187062,1.61971907e-01,112.1432,338.7507,0.967073,4.417154e-07
J = 0.1,0.1000,1.0e-03,1.193731,1.62115774e-01,112.0819,338.5886,0.967214,3.495704e-07
J = 0.1,0.1000,1.0e-03,1.200400,1.62229947e-01,112.0249,338.4325,0.967357,2.560925e-07
J = 0.1,0.1000,1.0e-03,1.207069,1.62314715e-01,111.9723,338.2826,0.967501,1.614702e-07
J = 0.1,0.1000,1.0e-03,1.213738,1.62370378e-01,111.9243,338.1387,0.967647,6.588237e-08
J = 0.1,0.1000,1.0e-03,1.220407,1.62397237e-01,111.8810,338.0009,0.967795,3.050170e-08
J = 0.1,0.1000,1.0e-03,1.227076,1.62395603e-01,111.8425,337.8691,0.967944,1.275230e-07
J = 0.1,0.1000,1.0e-03,1.233745,1.62365788e-01,111.8091,337.7432,0.968094,2.250328e-07
J = 0.1,0.1000,1.0e-03,1.240413,1.62308107e-01,111.7806,337.6233,0.968246,3.228929e-07
J = 0.1,0.1000,1.0e-03,1.247082,1.62222877e-01,111.7573,337.5093,0.968399,4.209757e-07
J = 0.1,0.1000,1.0e-03,1.253751,1.62110415e-01,111.7392,337.4011,0.968552,5.191647e-07
J = 0.1,0.1000,1.0e-03,1.260420,1.61971037e-01,111.7264,337.2986,0.968707,6.173539e-07
J = 0.1,0.1000,1.0e-03,1.267089,1.61805060e-01,111.7190,337.2018,0.968862,7.154488e-07
J = 0.1,0.1000,1.0e-03,1.273758,1.61612798e-01,111.7169,337.1105,0.969017,8.133655e-07
J = 0.1,0.1000,1.0e-03,1.280427,1.61394565e-01,111.7202,337.0247,0.969174,9.110314e-07
J = 0.1,0.1000,1.0e-03,1.287096,1.61150670e-01,111.7289,336.9444,0.969330,1.008385e-06
J = 0.1,0.1000,1.0e-03,1.293765,1.60881422e-01,111.7431,336.8693,0.969487,1.105375e-06
J = 0.1,0.1000,1.0e-03,1.300433,1.60587127e-01,111.7627,336.7993,0.969643,1.201961e-06
J = 0.1,0.1000,1.0e-03,1.307102,1.60268088e-01,111.7877,336.7345,0.969800,1.298115e-06
J = 0.1,0.1000,1.0e-03,1.313771,1.59924605e-01,111.8181,336.6747,0.969956,1.393818e-06
J = 0.1,0.1000,1.0e-03,1.320440,1.59556979e-01,111.8539,336.6197,0.970113,1.489060e-06
J = 0.1,0.1000,1.0e-03,1.327109,1.59165505e-01,111.8950,336.5695,0.970268,1.583844e-06
J = 0.1,0.1000,1.0e-03,1.333778,1.58750481e-01,111.9414,336.5240,0.970423,1.678181e-06
J = 0.1,0.1000,1.0e-03,1.340447,1.58312199e-01,111.9931,336.4830,0.970577,1.772092e-06
J = 0.1,0.1000,1.0e-03,1.347116,1.57850955e-01,112.0500,336.4465,0.970730,1.865607e-06
J = 0.1,0.1000,1.0e-03,1.353785,1.57367043e-01,112.1120,336.4143,0.970882,1.958765e-06
J = 0.1,0.1000,1.0e-03,1.360453,1.56860757e-01,112.1791,336.3863,0.971033,2.051613e-06
J = 0.1,0.1000,1.0e-03,1.367122,1.56332395e-01,112.2512,336.3626,0.971182,2.144207e-06
J = 0.1,0.1000,1.0e-03,1.373791,1.55782253e-01,112.3283,336.3428,0.971330,2.236610e-06
J = 0.1,0.1000,1.0e-03,1.380460,1.55210635e-01,112.4102,336.3270,0.971475,2.328892e-06
J = 0.1,0.1000,1.0e-03,1.387129,1.54617845e-01,112.4970,336.3151,0.971619,2.421129e-06
J = 0.1,0.1000,1.0e-03,1.393798,1.54004193e-01,112.5884,336.3070,0.971761,2.513405e-06
J = 0.1,0.1000,1.0e-03,1.400467,1.53369994e-01,112.6846,336.3025,0.971901,2.605805e-06
J = 0.1,0.1000,1.0e-03,1.407136,1.52715571e-01,112.7853,336.3017,0.972038,2.698423e-06
J = 0.1,0.1000,1.0e-03,1.413805,1.52041253e-01,112.8905,336.3044,0.972172,2.791353e-06
J = 0.1,0.1000,1.0e-03,1.420473,1.51347379e-01,113.0002,336.3106,0.972303,2.884695e-06
J = 0.1,0.1000,1.0e-03,1.427142,1.50634297e-01,113.1142,336.3202,0.972432,2.978547e-06
J = 0.1,0.1000,1.0e-03,1.433811,1.49902367e-01,113.2325,336.3332,0.972557,3.073009e-06
J = 0.1,0.1000,1.0e-03,1.440480,1.49151961e-01,113.3551,336.3494,0.972678,3.168182e-06
J = 0.1,0.1000,1.0e-03,1.447149,1.48383466e-01,113.4818,336.3689,0.972796,3.264162e-06
J = 0.1,0.1000,1.0e-03,1.453818,1.47597284e-01,113.6126,336.3916,0.972910,3.361044e-06
J = 0.1,0.1000,1.0e-03,1.460487,1.46793834e-01,113.7475,336.4175,0.973019,3.458915e-06
J = 0.1,0.1000,1.0e-03,1.467156,1.45973553e-01,113.8864,336.4464,0.973124,3.557857e-06
J = 0.1,0.1000,1.0e-03,1.473825,1.45136903e-01,114.0291,336.4784,0.973224,3.657939e-06
J = 0.1,0.1000,1.0e-03,1.480493,1.44284367e-01,114.1758,336.5134,0.973320,3.759222e-06
J = 0.1,0.1000,1.0e-03,1.487162,1.43416453e-01,114.3263,336.5514,0.973410,3.861749e-06
J = 0.1,0.1000,1.0e-03,1.493831,1.42533698e-01,114.4806,336.5923,0.973494,3.965547e-06
J = 0.1,0.1000,1.0e-03,1.500500,1.41636673e-01,114.6386,336.6361,0.973573,4.070621e-06
J = 0.1,0.1000,1.0e-03,1.507169,1.40725981e-01,114.8003,336.6828,0.973645,4.176950e-06
J = 0.1,0.1000,1.0e-03,1.513838,1.39802265e-01,114.9656,336.7323,0.973711,4.284485e-06
J = 0.1,0.1000,1.0e-03,1.520507,1.38866209e-01,115.1345,336.7845,0.973770,4.393141e-06
J = 0.1,0.1000,1.0e-03,1.527176,1.37918545e-01,115.3068,336.8395,0.973821,4.502794e-06
J = 0.1,0.1000,1.0e-03,1.533845,1.36960056e-01,115.4826,336.8971,0.973865,4.613275e-06
J = 0.1,0.1000,1.0e-03,1.540514,1.35991582e-01,115.6618,336.9573,0.973901,4.724362e-06
J = 0.1,0.1000,1.0e-03,1.547182,1.35014022e-01,115.8442,337.0201,0.973928,4.835774e-06
J = 0.1,0.1000,1.0e-03,1.553851,1.34028349e-01,116.0298,337.0852,0.973947,4.947163e-06
J = 0.1,0.1000,1.0e-03,1.560520,1.33035609e-01,116.2184,337.1527,0.973956,5.058105e-06
J = 0.1,0.1000,1.0e-03,1.567189,1.32036929e-01,116.4099,337.2225,0.973955,5.168092e-06
J = 0.1,0.1000,1.0e-03,1.573858,1.31033523e-01,116.6041,337.2944,0.973943,5.276519e-06
J = 0.1,0.1000,1.0e-03,1.580527,1.30026711e-01,116.8008,337.3682,0.973921,5.382681e-06
J = 0.1,0.1000,1.0e-03,1.587196,1.29017916e-01,116.9998,337.4439,0.973888,5.485755e-06
J = 0.1,0.1000,1.0e-03,1.593865,1.28008674e-01,117.2007,337.5212,0.973843,5.584792e-06
J = 0.1,0.1000,1.0e-03,1.600534,1.27000646e-01,117.4034,337.6001,0.973785,5.678710e-06
J = 0.1,0.1000,1.0e-03,1.607202,1.25995631e-01,117.6073,337.6802,0.973715,5.766277e-06
J = 0.1,0.1000,1.0e-03,1.613871,1.24995568e-01,117.8121,337.7613,0.973631,5.846110e-06
J = 0.1,0.1000,1.0e-03,1.620540,1.24002549e-01,118.0172,337.8432,0.973533,5.916661e-06
J = 0.1,0.1000,1.0e-03,1.627209,1.23018825e-01,118.2222,337.9257,0.973421,5.976213e-06
J = 0.1,0.1000,1.0e-03,1.633878,1.22046818e-01,118.4264,338.0084,0.973295,6.022885e-06
J = 0.1,0.1000,1.0e-03,1.640547,1.21089121e-01,118.6290,338.0910,0.973153,6.054623e-06
J = 0.1,0.1000,1.0e-03,1.647216,1.20148509e-01,118.8294,338.1732,0.972995,6.069211e-06
